#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g24282.t1      -          PF12799_full         -            5.8e-76  251.1 112.7   1.1e-08   35.2   7.5  13.7   5   4   8  13  13  12  12 -
anno1.g7601.t1       -          PF12799_full         -              4e-29  100.8  48.1   1.3e-07   31.8   7.1   7.2   2   1   4   6   6   6   5 -
anno1.g13243.t1      -          PF12799_full         -            2.5e-28   98.3  43.1   4.8e-10   39.6   5.3   7.5   3   3   4   7   7   7   6 -
anno1.g10909.t1      -          PF12799_full         -            2.7e-28   98.2  49.4   2.6e-05   24.4   0.8  11.5   1   1  11  12  12  12   8 -
anno1.g28085.t1      -          PF12799_full         -            3.2e-28   97.9  41.4     3e-10   40.3   7.2   5.5   1   1   4   5   5   5   4 -
anno1.g2034.t1       -          PF12799_full         -            3.5e-28   97.8  27.1   2.4e-07   30.9   6.8   5.2   1   1   4   5   5   5   5 -
anno1.g8812.t2       -          PF12799_full         -              2e-27   95.3  24.9   1.2e-11   44.7   5.5   4.5   1   1   3   4   4   4   4 -
anno1.g28742.t2      -          PF12799_full         -            6.7e-27   93.7  42.8   1.2e-08   35.1   4.1   5.2   1   1   4   5   5   5   5 -
anno1.g977.t3        -          PF12799_full         -            6.7e-27   93.7  37.5   1.2e-05   25.5   7.4   5.3   1   1   4   5   5   5   5 -
anno1.g9603.t1       -          PF12799_full         -            2.6e-26   91.8  35.7   4.3e-11   42.9   5.2   5.1   1   1   4   5   5   4   4 -
anno1.g15826.t1      -          PF12799_full         -            5.9e-26   90.6  65.2   0.00011   22.4   0.8  12.1   1   1  16  17  17  16  13 -
anno1.g25347.t1      -          PF12799_full         -            4.2e-25   87.9  50.9   1.8e-07   31.3   0.8   9.0   3   3   6   9   9   9   5 -
anno1.g18980.t1      -          PF12799_full         -            1.4e-24   86.2  26.1   2.4e-07   30.9   1.0   4.9   1   1   3   4   4   4   4 -
anno1.g25348.t1      -          PF12799_full         -            4.2e-24   84.7  40.4   2.5e-05   24.4   0.9   7.5   3   2   4   7   7   7   5 -
anno1.g349.t1        -          PF12799_full         -            4.2e-24   84.7  33.1   1.4e-09   38.0   3.4   5.0   1   1   4   5   5   5   4 -
anno1.g28361.t1      -          PF12799_full         -            1.3e-23   83.1  21.0   6.4e-08   32.8   0.5   4.1   1   1   3   4   4   4   4 -
anno1.g16579.t1      -          PF12799_full         -            3.5e-23   81.7  32.4   1.6e-06   28.3   2.0   6.4   1   1   6   7   7   7   6 -
anno1.g18662.t1      -          PF12799_full         -            1.7e-22   79.6  20.1   2.5e-11   43.7   3.6   4.0   2   1   2   4   4   3   2 -
anno1.g8039.t2       -          PF12799_full         -            4.5e-22   78.2  44.0   2.8e-07   30.7   7.3   4.5   1   1   3   4   4   4   4 -
anno1.g16841.t1      -          PF12799_full         -            5.2e-22   78.0  24.3   1.1e-07   32.1   2.4   5.4   1   1   4   5   5   5   4 -
anno1.g31842.t1      -          PF12799_full         -            7.5e-22   77.5  18.5   2.9e-06   27.5  10.7   5.4   1   1   4   5   5   5   4 -
anno1.g18993.t1      -          PF12799_full         -            7.6e-22   77.4  23.3   8.7e-08   32.3   2.1   5.1   2   1   3   5   5   5   3 -
anno1.g25344.t1      -          PF12799_full         -              1e-21   77.0  36.7   1.6e-06   28.3   1.0   7.0   3   1   4   7   7   6   5 -
anno1.g25343.t1      -          PF12799_full         -            1.2e-21   76.9  43.6   1.9e-05   24.9   0.5   7.7   3   2   4   7   7   7   6 -
anno1.g29130.t1      -          PF12799_full         -            2.3e-21   75.9  19.7   2.5e-09   37.3   5.9   3.7   1   1   2   3   3   3   3 -
anno1.g22543.t1      -          PF12799_full         -            3.9e-21   75.2  31.0   1.6e-09   37.9   5.3   4.6   1   1   2   3   3   3   3 -
anno1.g25386.t1      -          PF12799_full         -            4.9e-21   74.9  21.2   9.9e-07   28.9   0.0   5.4   1   1   4   5   5   5   5 -
anno1.g6112.t1       -          PF12799_full         -            6.2e-21   74.5  24.2   1.1e-06   28.8   9.7   5.5   2   1   3   5   5   5   4 -
anno1.g27658.t1      -          PF12799_full         -            2.8e-20   72.4  12.4   2.2e-10   40.7   0.1   2.6   1   1   2   3   3   2   2 -
anno1.g25372.t1      -          PF12799_full         -            2.3e-19   69.5  15.4   2.4e-09   37.3   4.7   3.4   1   1   2   3   3   3   3 -
anno1.g10509.t1      -          PF12799_full         -            3.3e-19   69.0  30.1    0.0016   18.6   7.3   6.3   1   1   5   6   6   6   5 -
anno1.g28910.t1      -          PF12799_full         -            4.4e-19   68.6  33.7   3.3e-06   27.2   4.2   4.5   1   1   3   4   4   4   4 -
anno1.g27851.t1      -          PF12799_full         -            9.9e-19   67.4  57.7   9.1e-05   22.6   1.4   9.9   1   1   9  11  11  11  10 -
anno1.g17286.t1      -          PF12799_full         -            1.1e-18   67.3  14.3     7e-07   29.4   0.4   3.4   1   1   2   3   3   3   3 -
anno1.g8153.t1       -          PF12799_full         -            3.8e-18   65.6  14.4   2.3e-07   31.0   0.4   3.1   1   1   3   4   4   4   4 -
anno1.g30385.t1      -          PF12799_full         -            3.8e-18   65.6  21.0     1e-06   28.9   5.7   4.7   1   1   3   4   4   4   4 -
anno1.g6716.t1       -          PF12799_full         -            3.9e-18   65.6  14.2   4.1e-11   43.0   2.3   2.9   2   1   2   4   4   3   3 -
anno1.g15823.t1      -          PF12799_full         -            5.4e-18   65.1  33.7   9.8e-06   25.8   1.8   5.7   1   1   6   7   7   7   7 -
anno1.g28639.t1      -          PF12799_full         -            7.2e-18   64.7  30.7   2.8e-06   27.5   4.8   4.8   1   1   3   5   5   5   5 -
anno1.g30426.t1      -          PF12799_full         -            7.6e-18   64.6  27.1   1.2e-11   44.8   2.8   4.0   2   1   2   4   4   3   3 -
anno1.g25838.t1      -          PF12799_full         -            1.4e-17   63.8  29.4   1.8e-06   28.1   2.7   4.4   1   1   3   4   4   4   4 -
anno1.g26997.t1      -          PF12799_full         -            2.4e-17   63.0  10.8   8.1e-11   42.1   0.9   3.6   1   1   2   3   3   3   3 -
anno1.g6566.t2       -          PF12799_full         -            5.3e-17   61.9   7.7   1.5e-08   34.7   2.5   2.6   1   1   2   3   3   3   3 -
anno1.g27998.t1      -          PF12799_full         -            7.4e-17   61.4  25.0   3.2e-08   33.7   5.4   4.9   2   1   3   5   5   5   2 -
anno1.g31014.t1      -          PF12799_full         -            9.4e-17   61.1  30.9    0.0014   18.9   1.7   8.4   1   1  10  11  11  11  10 -
anno1.g23459.t1      -          PF12799_full         -            2.2e-16   59.9  36.9   0.00053   20.2   0.4   8.1   1   1   6   8   8   8   6 -
anno1.g24894.t1      -          PF12799_full         -              3e-16   59.5  25.6   2.6e-07   30.8   3.6   3.7   1   1   4   5   5   4   4 -
anno1.g8873.t1       -          PF12799_full         -            4.3e-16   59.0  14.6   1.8e-06   28.1   1.6   3.8   1   1   3   4   4   4   4 -
anno1.g30609.t1      -          PF12799_full         -            6.8e-16   58.4  30.7   2.2e-05   24.6   0.4   7.2   1   1   6   7   7   7   5 -
anno1.g5629.t1       -          PF12799_full         -            6.9e-16   58.3   7.3   3.4e-07   30.5   1.1   2.8   1   1   2   3   3   3   2 -
anno1.g14437.t1      -          PF12799_full         -            1.5e-15   57.2  40.8      0.01   16.1   2.0   8.9   1   1   5   8   8   8   4 -
anno1.g15157.t1      -          PF12799_full         -              3e-15   56.3  39.7   3.1e-05   24.1   3.9   5.3   1   1   4   5   5   5   4 -
anno1.g15164.t1      -          PF12799_full         -            3.5e-15   56.1  14.3   3.9e-09   36.7   5.5   2.5   1   1   1   2   2   2   2 -
anno1.g8723.t1       -          PF12799_full         -            4.5e-15   55.7  13.9   9.2e-07   29.1   0.9   3.6   1   1   2   3   3   3   3 -
anno1.g18751.t1      -          PF12799_full         -            9.6e-15   54.7  23.8   1.8e-06   28.1   5.1   4.5   1   1   4   5   5   5   5 -
anno1.g2059.t1       -          PF12799_full         -              2e-14   53.6  15.3   1.1e-08   35.2   4.2   3.2   1   1   2   3   3   2   2 -
anno1.g30700.t1      -          PF12799_full         -            2.8e-14   53.2  10.4   5.7e-06   26.5   2.8   4.9   1   1   3   4   4   4   2 -
anno1.g21421.t1      -          PF12799_full         -            5.7e-14   52.2  41.2   2.2e-06   27.8   2.9   5.4   3   2   4   7   7   5   5 -
anno1.g15363.t1      -          PF12799_full         -            7.5e-14   51.8  20.7   4.4e-07   30.1  10.0   4.5   1   1   1   2   2   2   2 -
anno1.g20541.t1      -          PF12799_full         -            1.2e-13   51.2  16.1   0.00098   19.3   6.2   3.9   1   1   2   3   3   3   3 -
anno1.g23376.t2      -          PF12799_full         -            1.7e-13   50.6   3.7   2.2e-08   34.2   0.0   3.3   1   1   2   3   3   3   2 -
anno1.g21794.t1      -          PF12799_full         -            2.4e-13   50.2  26.3   3.6e-06   27.1   0.4   4.2   1   1   2   3   3   3   3 -
anno1.g9939.t1       -          PF12799_full         -            3.1e-13   49.8  21.2   2.5e-05   24.4   0.7   3.9   2   1   2   4   4   3   3 -
anno1.g28278.t1      -          PF12799_full         -            4.7e-13   49.2  15.2   2.6e-08   34.0   0.2   3.8   3   1   1   4   4   3   2 -
anno1.g6550.t1       -          PF12799_full         -            6.9e-13   48.7   3.8   7.7e-09   35.7   1.8   2.8   1   1   1   2   2   2   2 -
anno1.g7916.t1       -          PF12799_full         -            7.1e-13   48.7  37.6    0.0032   17.7   0.8   6.2   2   2   4   6   6   6   6 -
anno1.g30230.t1      -          PF12799_full         -            7.3e-13   48.6  17.0   8.1e-09   35.6   4.1   2.5   1   1   1   2   2   2   2 -
anno1.g11332.t1      -          PF12799_full         -            1.1e-12   48.0  25.0   0.00027   21.1   3.2   6.5   2   2   3   6   6   6   4 -
anno1.g31484.t1      -          PF12799_full         -            1.4e-12   47.8   3.0   5.7e-05   23.3   0.0   2.8   1   1   1   2   2   2   2 -
anno1.g30303.t1      -          PF12799_full         -            2.7e-12   46.8  19.0   1.4e-09   38.1   3.6   3.5   2   1   2   4   4   3   2 -
anno1.g13054.t1      -          PF12799_full         -            3.6e-12   46.4   7.3   2.7e-06   27.5   2.5   2.8   1   1   1   2   2   2   2 -
anno1.g23377.t1      -          PF12799_full         -            3.7e-12   46.4   6.3     3e-07   30.6   0.0   3.3   1   1   2   3   3   3   2 -
anno1.g20811.t1      -          PF12799_full         -            5.5e-12   45.8  35.8    0.0017   18.6   0.7   9.8   4   2   5  11  11   9   3 -
anno1.g8838.t1       -          PF12799_full         -            5.9e-12   45.7  24.3   0.00082   19.6   0.4   4.9   1   1   4   5   5   4   3 -
anno1.g16852.t1      -          PF12799_full         -            6.6e-12   45.5  39.2   2.6e-05   24.4   1.0   4.2   1   1   4   5   5   5   5 -
anno1.g28232.t1      -          PF12799_full         -              2e-11   44.0  17.6   3.3e-09   36.9   4.2   2.5   1   1   1   2   2   2   2 -
anno1.g21397.t1      -          PF12799_full         -            2.3e-11   43.8  23.3     2e-05   24.8   3.2   3.6   1   1   2   3   3   3   2 -
anno1.g26328.t1      -          PF12799_full         -            2.8e-11   43.5  11.1   3.1e-05   24.2   0.9   3.3   1   1   1   3   3   3   2 -
anno1.g21071.t1      -          PF12799_full         -            2.9e-11   43.5  15.3   1.2e-07   31.8   0.3   2.9   1   1   1   2   2   2   2 -
anno1.g8513.t1       -          PF12799_full         -            4.1e-11   43.0  10.8   8.7e-07   29.1   0.1   4.6   2   1   2   4   4   4   1 -
anno1.g2863.t1       -          PF12799_full         -            5.2e-11   42.7   6.0     0.016   15.4   0.0   5.4   1   1   4   5   5   5   3 -
anno1.g25828.t1      -          PF12799_full         -            7.2e-11   42.2  17.4   0.00011   22.4   0.9   5.4   1   1   4   5   5   5   3 -
anno1.g24475.t1      -          PF12799_full         -            8.2e-11   42.0  15.5     0.021   15.0   0.2   6.8   2   2   3   6   6   5   3 -
anno1.g23964.t1      -          PF12799_full         -            2.1e-10   40.7   6.5   8.5e-06   26.0   1.6   3.0   1   1   2   3   3   2   2 -
anno1.g25346.t1      -          PF12799_full         -            2.7e-10   40.4  33.4   1.1e-05   25.6   0.1   6.1   2   1   3   5   5   5   3 -
anno1.g16103.t1      -          PF12799_full         -              6e-10   39.3   9.9      0.11   12.8   1.7   5.5   1   1   6   7   7   7   4 -
anno1.g22788.t1      -          PF12799_full         -              9e-10   38.7   7.3   0.00025   21.2   4.0   3.1   2   1   1   3   3   3   2 -
anno1.g12073.t1      -          PF12799_full         -            9.2e-10   38.7  19.7    0.0012   19.1   1.2   4.1   1   1   3   4   4   4   4 -
anno1.g26326.t1      -          PF12799_full         -            1.4e-09   38.1  10.7   0.00023   21.4   0.9   3.2   2   1   1   3   3   3   3 -
anno1.g25345.t2      -          PF12799_full         -            3.4e-09   36.8  10.6   2.8e-06   27.5   0.9   2.3   1   1   1   2   2   2   2 -
anno1.g11159.t1      -          PF12799_full         -              4e-09   36.6   0.7     8e-09   35.7   0.7   1.4   1   0   0   1   1   1   1 -
anno1.g21014.t1      -          PF12799_full         -            4.8e-09   36.4  14.6   1.7e-06   28.2   3.9   2.7   1   1   1   2   2   2   2 -
anno1.g12075.t1      -          PF12799_full         -            6.1e-09   36.0  20.0     0.022   15.0   0.4   5.6   1   1   5   6   6   6   3 -
anno1.g5287.t1       -          PF12799_full         -            9.3e-09   35.5  27.9   0.00031   20.9   2.1   5.3   2   1   3   5   5   5   3 -
anno1.g585.t1        -          PF12799_full         -            3.8e-08   33.5   6.5   0.00022   21.4   0.5   2.3   1   1   1   2   2   2   2 -
anno1.g184.t1        -          PF12799_full         -            4.7e-08   33.2  22.9   4.2e-06   26.9   0.8   5.2   1   1   5   6   6   6   2 -
anno1.g19604.t2      -          PF12799_full         -            8.6e-08   32.4   9.8    0.0012   19.0   2.1   2.5   1   1   1   2   2   2   2 -
anno1.g24099.t1      -          PF12799_full         -            1.8e-07   31.3   8.6     3e-06   27.4   1.0   2.7   1   1   1   2   2   2   1 -
anno1.g5910.t1       -          PF12799_full         -            1.9e-07   31.3   1.0   0.00016   21.9   0.4   2.1   1   1   1   2   2   2   2 -
anno1.g15304.t1      -          PF12799_full         -            2.2e-07   31.0  12.0   2.4e-05   24.5   4.7   3.4   2   1   1   3   3   2   2 -
anno1.g6168.t1       -          PF12799_full         -            2.3e-07   31.0  22.2      0.12   12.6   0.1   7.3   5   2   2   7   7   7   1 -
anno1.g11695.t1      -          PF12799_full         -            4.2e-07   30.1  17.4     0.002   18.3   1.5   5.4   1   1   5   6   6   6   3 -
anno1.g24502.t1      -          PF12799_full         -            5.6e-07   29.7   0.1   2.3e-06   27.7   0.1   2.1   1   0   0   1   1   1   1 -
anno1.g26324.t1      -          PF12799_full         -              6e-07   29.6   7.1   0.00023   21.4   1.2   2.5   2   0   0   2   2   2   2 -
anno1.g4815.t1       -          PF12799_full         -            7.7e-07   29.3   2.2   2.3e-06   27.8   2.2   1.9   1   0   0   1   1   1   1 -
anno1.g10170.t1      -          PF12799_full         -            8.5e-07   29.2  11.2   2.2e-05   24.6   3.4   2.4   1   1   1   2   2   2   2 -
anno1.g16842.t1      -          PF12799_full         -            1.1e-06   28.8   5.8     0.015   15.5   1.5   3.2   1   1   2   3   3   3   2 -
anno1.g30737.t1      -          PF12799_full         -            1.8e-06   28.1   0.0      0.38   11.0   0.0   4.9   1   1   1   4   4   3   1 -
anno1.g19361.t1      -          PF12799_full         -            2.1e-06   27.9  20.0   0.00051   20.2  10.0   3.5   2   1   1   3   3   2   2 -
anno1.g7307.t1       -          PF12799_full         -            2.1e-06   27.9   3.4   4.1e-06   27.0   3.4   1.5   1   0   0   1   1   1   1 -
anno1.g26327.t1      -          PF12799_full         -            2.9e-06   27.5   1.6   5.2e-06   26.6   1.4   1.5   1   1   0   1   1   1   1 -
anno1.g9248.t1       -          PF12799_full         -            3.1e-06   27.4  10.7     0.032   14.5   0.0   3.3   1   1   2   3   3   3   2 -
anno1.g26664.t1      -          PF12799_full         -            3.7e-06   27.1  10.5    0.0092   16.2   1.9   3.9   1   1   2   3   3   3   2 -
anno1.g15155.t1      -          PF12799_full         -            4.5e-06   26.8  23.9   0.00029   21.0   6.5   3.2   1   1   2   3   3   3   3 -
anno1.g14983.t1      -          PF12799_full         -            5.8e-06   26.5  13.1    0.0012   19.0   2.8   2.8   1   1   1   2   2   2   2 -
anno1.g25639.t1      -          PF12799_full         -              6e-06   26.4   0.3      0.54   10.5   0.1   4.3   3   1   1   4   4   4   1 -
anno1.g2314.t2       -          PF12799_full         -              6e-06   26.4  11.0    0.0043   17.3   1.6   3.5   1   1   1   3   3   3   2 -
anno1.g16708.t1      -          PF12799_full         -              8e-06   26.0   0.3    0.0019   18.4   0.4   3.0   2   1   0   2   2   2   1 -
anno1.g20813.t1      -          PF12799_full         -            1.2e-05   25.5  16.1       1.4    9.2   0.3   5.9   2   2   1   4   4   4   1 -
anno1.g15306.t1      -          PF12799_full         -            1.5e-05   25.2   0.1   2.7e-05   24.3   0.1   1.4   1   0   0   1   1   1   1 -
anno1.g9067.t1       -          PF12799_full         -            2.1e-05   24.7   3.3    0.0014   18.8   0.1   2.4   1   1   1   2   2   2   2 -
anno1.g15152.t2      -          PF12799_full         -            3.6e-05   23.9  10.1    0.0013   18.9   0.8   2.5   1   1   1   2   2   2   2 -
anno1.g12534.t1      -          PF12799_full         -            4.5e-05   23.6  25.8     0.092   13.0   1.9   5.8   1   1   3   6   6   6   3 -
anno1.g21465.t1      -          PF12799_full         -            5.6e-05   23.3   9.2    0.0061   16.8   0.2   4.5   3   2   2   5   5   4   1 -
anno1.g27463.t1      -          PF12799_full         -            7.9e-05   22.8   1.3      0.69   10.2   0.0   4.0   2   1   1   4   4   3   1 -
anno1.g26631.t1      -          PF12799_full         -              8e-05   22.8   0.2   9.7e-05   22.6   0.2   1.3   1   1   0   1   1   1   1 -
anno1.g15151.t1      -          PF12799_full         -              9e-05   22.7   1.8   0.00013   22.2   1.8   1.2   1   0   0   1   1   1   1 -
anno1.g22537.t1      -          PF12799_full         -             0.0001   22.5   7.4   0.00022   21.4   1.8   2.7   1   1   2   3   3   3   2 -
anno1.g16193.t2      -          PF12799_full         -            0.00011   22.4   0.1    0.0003   21.0   0.1   1.7   1   0   0   1   1   1   1 -
anno1.g20986.t1      -          PF12799_full         -            0.00012   22.3   0.7         1    9.7   0.1   3.7   4   0   0   4   4   2   1 -
anno1.g30703.t1      -          PF12799_full         -            0.00012   22.3  50.6      0.41   10.9   6.5   7.1   1   1   6   7   7   7   1 -
anno1.g29196.t1      -          PF12799_full         -            0.00014   22.0  32.4    0.0083   16.4   1.9   6.0   1   1   3   5   5   5   2 -
anno1.g12535.t1      -          PF12799_full         -            0.00015   22.0   9.0      0.85    9.9   0.3   5.4   2   2   3   5   5   4   2 -
anno1.g18578.t1      -          PF12799_full         -            0.00016   21.8  20.1     0.039   14.2   6.1   5.9   2   2   3   5   5   5   1 -
anno1.g7368.t1       -          PF12799_full         -            0.00018   21.7  14.7       2.7    8.3   0.9   5.5   3   1   2   5   5   5   0 -
anno1.g19015.t1      -          PF12799_full         -            0.00019   21.6   0.1      0.19   12.0   0.0   3.4   1   1   2   3   3   2   1 -
anno1.g17593.t1      -          PF12799_full         -             0.0002   21.6  10.6      0.05   13.8   1.4   2.8   1   1   1   2   2   2   2 -
anno1.g17150.t1      -          PF12799_full         -            0.00037   20.7   4.6    0.0012   19.0   4.6   1.8   1   1   0   1   1   1   1 -
anno1.g16710.t1      -          PF12799_full         -            0.00057   20.1   7.3    0.0096   16.1   0.2   4.1   2   2   2   4   4   3   1 -
anno1.g31753.t1      -          PF12799_full         -            0.00067   19.9   2.8   0.00067   19.9   2.8   3.2   2   1   1   3   3   3   1 -
anno1.g2789.t1       -          PF12799_full         -            0.00091   19.4   2.1      0.17   12.1   0.1   3.1   3   0   0   3   3   2   1 -
anno1.g2093.t1       -          PF12799_full         -            0.00093   19.4   1.6   0.00093   19.4   1.6   5.4   2   1   4   6   6   4   1 -
anno1.g1259.t1       -          PF12799_full         -             0.0024   18.1  10.6      0.51   10.6   1.7   3.3   1   1   1   3   3   3   2 -
anno1.g16191.t1      -          PF12799_full         -              0.003   17.8   0.0    0.0064   16.7   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g30701.t1      -          PF12799_full         -             0.0037   17.5  70.5       1.9    8.8  11.4   8.9   1   1   7   9   9   9   0 -
anno1.g30387.t1      -          PF12799_full         -             0.0044   17.2   0.9     0.014   15.6   0.9   1.8   1   0   0   1   1   1   1 -
anno1.g14242.t1      -          PF12799_full         -             0.0053   17.0  23.7      0.19   12.0   3.4   5.0   1   1   2   4   4   4   2 -
anno1.g29003.t1      -          PF12799_full         -             0.0098   16.1  12.8     0.054   13.7   0.3   5.0   2   1   2   4   4   4   1 -
anno1.g19847.t1      -          PF12799_full         -              0.011   15.9   0.1       1.1    9.5   0.0   2.8   1   1   1   2   2   2   0 -
anno1.g5513.t1       -          PF12799_full         -              0.011   15.9   1.2      0.19   12.0   0.1   3.3   2   1   2   4   4   2   0 -
anno1.g16237.t1      -          PF12799_full         -              0.012   15.9   3.1     0.095   12.9   1.2   2.7   1   1   1   2   2   2   0 -
anno1.g21069.t1      -          PF12799_full         -              0.015   15.6  20.0       0.3   11.3   3.5   5.2   1   1   3   4   4   4   0 -
anno1.g26659.t1      -          PF12799_full         -              0.015   15.5   7.7       5.1    7.4   1.9   4.1   2   1   1   3   3   3   0 -
anno1.g14233.t1      -          PF12799_full         -              0.016   15.5   0.1     0.026   14.7   0.1   1.4   1   0   0   1   1   1   0 -
anno1.g7719.t1       -          PF12799_full         -              0.016   15.5  23.4     0.096   12.9   2.2   5.2   1   1   6   7   7   7   0 -
anno1.g13766.t1      -          PF12799_full         -              0.018   15.3   7.7       1.3    9.3   1.1   4.1   2   1   1   3   3   3   0 -
anno1.g22398.t1      -          PF12799_full         -              0.021   15.1   0.0         1    9.7   0.1   2.3   1   1   1   2   2   2   0 -
anno1.g5119.t1       -          PF12799_full         -              0.022   15.0   0.0       1.1    9.6   0.0   2.3   1   1   1   2   2   2   0 -
anno1.g13205.t1      -          PF12799_full         -              0.024   14.9   1.7     0.024   14.9   1.7   2.9   1   1   2   3   3   3   0 -
anno1.g2222.t1       -          PF12799_full         -              0.024   14.9  26.8      0.53   10.6   3.8   6.2   1   1   6   7   7   6   0 -
anno1.g393.t1        -          PF12799_full         -              0.034   14.4   9.6       3.5    7.9   0.1   4.1   3   1   0   3   3   2   0 -
anno1.g29267.t1      -          PF12799_full         -              0.038   14.2   1.6       0.2   11.9   0.6   2.2   1   1   1   2   2   2   0 -
anno1.g1880.t1       -          PF12799_full         -              0.039   14.2  14.7      0.54   10.5   0.1   5.4   2   1   3   5   5   4   0 -
anno1.g447.t1        -          PF12799_full         -              0.081   13.2   0.0      0.34   11.2   0.0   2.0   1   0   0   1   1   1   0 -
anno1.g624.t1        -          PF12799_full         -              0.083   13.1   0.0        15    5.9   0.0   3.2   4   0   0   4   4   2   0 -
anno1.g30702.t1      -          PF12799_full         -              0.086   13.1  69.9      0.22   11.8   7.3   8.7   1   1   7   8   8   8   0 -
anno1.g2415.t1       -          PF12799_full         -               0.13   12.5  10.3     0.043   14.1   3.7   2.8   1   1   1   2   2   2   0 -
anno1.g1897.t1       -          PF12799_full         -               0.17   12.2  12.7       3.2    8.0   2.9   4.4   2   1   2   5   5   4   0 -
anno1.g28538.t1      -          PF12799_full         -                0.2   11.9   0.1      0.68   10.2   0.1   1.8   1   1   0   1   1   1   0 -
anno1.g1063.t1       -          PF12799_full         -               0.21   11.8  14.2      0.97    9.7   0.0   5.7   3   1   2   6   6   5   0 -
anno1.g13414.t1      -          PF12799_full         -               0.22   11.8   7.8       8.8    6.6   3.2   2.9   1   1   1   2   2   2   0 -
anno1.g14811.t1      -          PF12799_full         -               0.23   11.7   6.6        11    6.3   0.1   4.3   3   2   2   5   5   4   0 -
anno1.g6300.t1       -          PF12799_full         -               0.25   11.6   6.8       9.1    6.6   0.0   3.7   4   1   0   4   4   2   0 -
anno1.g14234.t2      -          PF12799_full         -               0.26   11.6   0.0      0.45   10.8   0.0   1.4   1   0   0   1   1   1   0 -
