#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g20566.t1      -          PF00047_full         -                  0 1893.7 272.7   4.4e-14   54.8   1.7  56.2   7   6  44  56  56  56  56 -
anno1.g53200.t1      -          PF00047_full         -                  0 1507.0   0.0   5.5e-16   61.0   0.0  40.3   7   5  33  40  40  40  38 -
anno1.g16457.t1      -          PF00047_full         -            7.8e-49  168.0   3.3     3e-17   65.1   0.1   4.1   2   2   2   4   4   4   4 -
anno1.g77231.t1      -          PF00047_full         -              9e-49  167.8  32.4   6.6e-12   47.7   2.0   7.3   1   1   6   7   7   7   7 -
anno1.g73703.t1      -          PF00047_full         -            1.1e-48  167.6   3.0   2.2e-11   46.0   0.0   4.1   1   1   3   4   4   4   4 -
anno1.g31292.t1      -          PF00047_full         -            1.8e-48  166.9  28.1     2e-10   42.9   0.0   6.9   3   2   4   7   7   6   5 -
anno1.g53110.t1      -          PF00047_full         -              3e-48  166.2   0.4     3e-13   52.1   0.3   4.3   1   1   3   4   4   4   4 -
anno1.g28935.t1      -          PF00047_full         -            3.5e-48  165.9   0.3   2.6e-11   45.8   0.1   4.2   2   2   2   4   4   4   4 -
anno1.g53884.t1      -          PF00047_full         -            3.8e-48  165.8   3.5   6.5e-12   47.7   0.0   4.1   1   1   3   4   4   4   4 -
anno1.g16455.t1      -          PF00047_full         -            3.9e-48  165.8   4.0   4.8e-17   64.4   0.1   4.4   3   2   2   5   5   4   4 -
anno1.g45714.t1      -          PF00047_full         -            4.2e-48  165.7   6.0   2.1e-13   52.6   0.2   4.1   1   1   3   4   4   4   4 -
anno1.g50221.t1      -          PF00047_full         -            6.8e-48  165.0   4.5     2e-17   65.7   0.1   3.5   1   1   2   3   3   3   3 -
anno1.g46063.t1      -          PF00047_full         -            2.3e-47  163.3  10.0   1.9e-12   49.5   0.1   4.3   1   1   3   4   4   4   4 -
anno1.g59525.t1      -          PF00047_full         -            3.3e-47  162.7  49.3   3.2e-13   52.0   0.5   9.3   2   2   6   8   8   8   4 -
anno1.g74601.t1      -          PF00047_full         -            3.8e-47  162.5  20.9   1.1e-11   47.0   0.1   6.1   3   1   3   6   6   5   4 -
anno1.g77230.t1      -          PF00047_full         -            3.9e-47  162.5  28.0     2e-10   42.9   0.6   8.4   2   1   6   8   8   7   7 -
anno1.g8987.t1       -          PF00047_full         -            5.9e-47  161.9   1.2   6.9e-11   44.4   0.0   4.0   1   1   3   4   4   4   4 -
anno1.g31293.t1      -          PF00047_full         -            7.6e-47  161.6   5.5   4.3e-14   54.8   0.0   5.9   2   2   4   6   6   5   5 -
anno1.g47585.t2      -          PF00047_full         -            6.6e-46  158.5  27.4   1.2e-15   59.9   1.2   3.0   1   1   2   3   3   3   3 -
anno1.g47586.t1      -          PF00047_full         -            6.6e-46  158.5  27.4   1.2e-15   59.9   1.2   3.0   1   1   2   3   3   3   3 -
anno1.g29887.t1      -          PF00047_full         -            1.1e-45  157.7   2.3   1.1e-12   50.3   0.0   4.1   1   1   3   4   4   4   4 -
anno1.g23825.t1      -          PF00047_full         -            1.4e-45  157.5  27.8   2.3e-14   55.7   2.1   5.8   3   2   3   6   6   5   4 -
anno1.g51271.t1      -          PF00047_full         -            1.8e-45  157.1  10.2   6.9e-16   60.7   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g29888.t1      -          PF00047_full         -            1.8e-45  157.0   2.7   9.3e-13   50.5   0.0   4.1   1   1   3   4   4   4   4 -
anno1.g59190.t1      -          PF00047_full         -            1.9e-45  157.0   3.1   3.3e-14   55.2   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g67776.t1      -          PF00047_full         -            2.1e-45  156.9   1.5     1e-17   66.6   0.4   3.1   1   1   2   3   3   3   3 -
anno1.g47326.t1      -          PF00047_full         -            9.6e-45  154.7   5.2   1.7e-16   62.7   0.1   3.8   2   1   2   4   4   3   3 -
anno1.g82681.t1      -          PF00047_full         -            1.3e-44  154.3   1.0   1.5e-11   46.5   0.0   5.4   1   1   4   5   5   5   4 -
anno1.g2809.t1       -          PF00047_full         -            1.8e-44  153.8   0.4   6.9e-12   47.6   0.0   4.3   2   2   2   4   4   4   4 -
anno1.g63759.t1      -          PF00047_full         -            1.8e-44  153.8   5.1     5e-13   51.4   0.3   4.3   1   1   3   4   4   4   3 -
anno1.g47325.t1      -          PF00047_full         -            1.8e-44  153.8   5.5   1.9e-16   62.5   0.1   3.8   2   1   2   4   4   3   3 -
anno1.g72669.t1      -          PF00047_full         -              2e-44  153.7  40.4   2.2e-13   52.5   2.4   7.6   2   2   4   6   6   6   4 -
anno1.g74393.t1      -          PF00047_full         -            3.7e-44  152.8   8.3   3.1e-15   58.5   0.9   3.4   1   1   2   3   3   3   3 -
anno1.g63829.t1      -          PF00047_full         -            3.9e-44  152.7  10.8     5e-14   54.6   0.0   4.8   1   1   4   5   5   4   4 -
anno1.g20818.t1      -          PF00047_full         -            5.3e-44  152.3   9.2   1.5e-16   62.8   3.7   3.2   2   1   1   3   3   3   3 -
anno1.g2080.t1       -          PF00047_full         -            1.4e-43  150.9   2.3   3.3e-14   55.2   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g68949.t1      -          PF00047_full         -            2.2e-43  150.3   0.1   4.9e-16   61.2   0.0   3.1   2   1   1   3   3   3   3 -
anno1.g1647.t1       -          PF00047_full         -            2.4e-43  150.2   0.8   6.2e-15   57.6   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g80159.t1      -          PF00047_full         -            2.4e-43  150.1  14.4   7.8e-15   57.2   0.0   3.7   2   1   2   4   4   3   3 -
anno1.g18264.t1      -          PF00047_full         -            2.7e-43  150.0   3.4   2.8e-14   55.4   1.6   3.4   1   1   2   3   3   3   3 -
anno1.g31150.t1      -          PF00047_full         -            2.8e-43  149.9   0.4     1e-15   60.1   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g21975.t1      -          PF00047_full         -            4.1e-43  149.4  10.6   2.8e-16   61.9   0.5   3.5   2   1   2   4   4   3   3 -
anno1.g59909.t1      -          PF00047_full         -            5.2e-43  149.1  15.3   1.2e-13   53.4   1.9   4.4   2   1   2   4   4   4   4 -
anno1.g42762.t1      -          PF00047_full         -            7.1e-43  148.6   6.4   3.5e-11   45.3   0.0   4.8   2   1   3   5   5   4   4 -
anno1.g60716.t2      -          PF00047_full         -            8.2e-43  148.4   0.5   5.4e-16   61.0   0.0   3.0   2   1   1   3   3   3   3 -
anno1.g10108.t1      -          PF00047_full         -            8.7e-43  148.3   0.9   1.1e-14   56.7   0.1   3.3   1   1   1   3   3   3   3 -
anno1.g64021.t1      -          PF00047_full         -            9.2e-43  148.3   5.0   3.8e-13   51.8   0.1   3.3   1   1   2   3   3   3   3 -
anno1.g76141.t1      -          PF00047_full         -            1.1e-42  148.0   1.7   9.6e-13   50.4   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g55218.t1      -          PF00047_full         -            2.2e-42  147.0   0.2   1.6e-14   56.2   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g58370.t1      -          PF00047_full         -            2.2e-42  147.0   3.5   6.6e-13   51.0   0.1   3.6   1   1   2   3   3   3   3 -
anno1.g79160.t1      -          PF00047_full         -            2.9e-42  146.7   5.2   7.7e-15   57.3   0.5   3.2   1   1   2   3   3   3   3 -
anno1.g55217.t2      -          PF00047_full         -              3e-42  146.6   0.2   2.1e-14   55.9   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g40276.t1      -          PF00047_full         -            3.2e-42  146.5   1.0   3.2e-13   52.0   0.1   3.2   1   1   2   3   3   3   3 -
anno1.g30305.t1      -          PF00047_full         -            3.5e-42  146.4  11.1   2.3e-14   55.7   1.6   3.4   1   1   2   3   3   3   3 -
anno1.g9610.t1       -          PF00047_full         -            3.6e-42  146.3   1.2   9.8e-15   56.9   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g20038.t1      -          PF00047_full         -            4.5e-42  146.0   0.8   7.5e-13   50.8   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g20039.t1      -          PF00047_full         -            4.5e-42  146.0   0.8   7.5e-13   50.8   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g76355.t1      -          PF00047_full         -            4.6e-42  146.0   0.0   2.4e-15   58.9   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g27584.t1      -          PF00047_full         -            5.3e-42  145.8   5.2   6.8e-15   57.4   0.1   3.5   1   1   2   3   3   3   3 -
anno1.g16542.t1      -          PF00047_full         -            1.1e-41  144.7   6.8   1.1e-15   60.0   0.1   3.6   2   1   2   4   4   3   3 -
anno1.g7276.t1       -          PF00047_full         -            1.3e-41  144.5   7.2   6.7e-16   60.7   0.1   3.7   2   1   2   4   4   3   3 -
anno1.g79162.t1      -          PF00047_full         -            1.4e-41  144.4   5.1   1.7e-14   56.2   0.3   3.4   1   1   2   3   3   3   3 -
anno1.g2300.t1       -          PF00047_full         -            1.7e-41  144.1   0.3   4.3e-15   58.1   0.0   3.8   3   1   1   4   4   3   3 -
anno1.g64393.t1      -          PF00047_full         -            1.8e-41  144.0   4.5   2.1e-13   52.5   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g79889.t1      -          PF00047_full         -            1.8e-41  144.0   4.5   2.1e-13   52.5   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g67773.t1      -          PF00047_full         -            1.8e-41  144.0   3.5   1.9e-19   72.3   0.4   3.2   1   1   2   3   3   3   3 -
anno1.g73405.t1      -          PF00047_full         -            1.8e-41  144.0   0.3   1.5e-14   56.3   0.0   3.8   2   1   1   4   4   3   3 -
anno1.g40275.t1      -          PF00047_full         -            1.9e-41  144.0   7.6   8.9e-13   50.5   0.0   4.1   1   1   3   4   4   4   4 -
anno1.g13694.t1      -          PF00047_full         -            3.3e-41  143.2   0.6   2.5e-15   58.8   0.0   4.1   2   1   2   4   4   4   3 -
anno1.g36549.t1      -          PF00047_full         -            4.4e-41  142.8  10.8   1.7e-11   46.3   0.5   4.0   1   1   3   4   4   4   4 -
anno1.g20367.t1      -          PF00047_full         -            4.5e-41  142.8   7.5   4.4e-14   54.8   0.0   3.5   1   1   2   3   3   3   3 -
anno1.g16545.t1      -          PF00047_full         -            6.2e-41  142.3   0.7   1.2e-13   53.4   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g82792.t1      -          PF00047_full         -            7.2e-41  142.1   2.9   9.2e-15   57.0   0.2   3.3   1   1   2   3   3   3   3 -
anno1.g77201.t1      -          PF00047_full         -            7.5e-41  142.0   9.4     4e-15   58.2   0.3   6.3   2   1   4   6   6   6   3 -
anno1.g16544.t1      -          PF00047_full         -            9.1e-41  141.8   0.7   1.7e-13   52.9   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g68339.t1      -          PF00047_full         -            1.1e-40  141.5   2.2   7.3e-14   54.1   0.2   3.4   1   1   2   3   3   3   3 -
anno1.g23488.t1      -          PF00047_full         -            1.4e-40  141.1   8.2   2.3e-10   42.7   0.1   5.4   2   1   3   5   5   5   4 -
anno1.g41976.t1      -          PF00047_full         -            1.5e-40  141.0  16.0   7.5e-14   54.0   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g25834.t1      -          PF00047_full         -            2.4e-40  140.4   9.6   1.1e-13   53.5   1.6   3.4   1   1   2   3   3   3   3 -
anno1.g60664.t1      -          PF00047_full         -            3.4e-40  139.9   8.8   4.5e-14   54.8   0.0   3.5   1   1   2   3   3   3   3 -
anno1.g60667.t1      -          PF00047_full         -            3.4e-40  139.9   8.8   4.5e-14   54.8   0.0   3.5   1   1   2   3   3   3   3 -
anno1.g20366.t1      -          PF00047_full         -            4.2e-40  139.6   6.1   3.7e-13   51.8   2.5   3.5   1   1   2   3   3   3   3 -
anno1.g43494.t1      -          PF00047_full         -            4.4e-40  139.5   2.6   1.7e-14   56.1   0.0   3.6   1   1   2   3   3   3   3 -
anno1.g10896.t1      -          PF00047_full         -            4.6e-40  139.5  10.6     6e-14   54.4   1.2   3.7   2   1   2   4   4   3   3 -
anno1.g41979.t1      -          PF00047_full         -            5.7e-40  139.2  17.1   7.4e-14   54.1   0.1   3.5   2   1   2   4   4   3   3 -
anno1.g60768.t1      -          PF00047_full         -            6.8e-40  138.9   0.0     1e-11   47.1   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g8212.t1       -          PF00047_full         -              7e-40  138.9   1.8     5e-14   54.6   0.2   3.5   1   1   1   3   3   3   3 -
anno1.g46058.t1      -          PF00047_full         -            7.5e-40  138.8   3.2   5.4e-15   57.8   0.0   4.0   2   1   1   4   4   3   3 -
anno1.g46059.t1      -          PF00047_full         -            7.5e-40  138.8   3.2   5.4e-15   57.8   0.0   4.0   2   1   1   4   4   3   3 -
anno1.g15718.t1      -          PF00047_full         -            7.6e-40  138.7   0.8   6.4e-13   51.0   0.1   3.3   1   1   2   3   3   3   3 -
anno1.g17806.t1      -          PF00047_full         -            8.1e-40  138.7   1.3   1.5e-13   53.1   0.0   3.2   2   1   1   3   3   3   3 -
anno1.g7519.t1       -          PF00047_full         -              9e-40  138.5   1.9   1.2e-13   53.4   0.7   3.0   1   1   2   3   3   3   3 -
anno1.g41153.t1      -          PF00047_full         -            9.1e-40  138.5   1.8     3e-13   52.1   0.3   3.4   2   1   1   3   3   3   3 -
anno1.g54674.t1      -          PF00047_full         -            1.5e-39  137.7   0.0   1.7e-12   49.6   0.0   3.1   1   1   1   3   3   3   3 -
anno1.g78834.t1      -          PF00047_full         -            1.5e-39  137.7   0.0   1.7e-12   49.6   0.0   3.1   1   1   1   3   3   3   3 -
anno1.g73358.t1      -          PF00047_full         -            1.6e-39  137.7   2.0     2e-14   55.9   0.1   3.2   2   1   1   3   3   3   3 -
anno1.g15716.t1      -          PF00047_full         -            1.6e-39  137.7   0.1     5e-13   51.4   0.1   3.3   2   1   1   3   3   3   3 -
anno1.g51583.t1      -          PF00047_full         -            1.6e-39  137.7   2.1   2.8e-13   52.2   0.0   3.0   2   1   1   3   3   3   3 -
anno1.g16543.t1      -          PF00047_full         -            2.5e-39  137.1   7.7   1.1e-16   63.3   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g8335.t1       -          PF00047_full         -            2.6e-39  137.0   2.3   2.8e-13   52.2   0.8   3.5   1   1   2   3   3   3   3 -
anno1.g16604.t1      -          PF00047_full         -            2.9e-39  136.9   0.1   5.5e-16   61.0   0.0   3.4   2   1   1   3   3   3   3 -
anno1.g2808.t1       -          PF00047_full         -              3e-39  136.8   2.5   1.5e-11   46.5   0.3   3.2   1   1   2   3   3   3   3 -
anno1.g8965.t1       -          PF00047_full         -              4e-39  136.4  15.6   4.6e-13   51.5   1.6   3.9   2   1   2   4   4   3   3 -
anno1.g41977.t1      -          PF00047_full         -            4.7e-39  136.2   9.3   4.6e-13   51.5   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g13041.t1      -          PF00047_full         -            4.8e-39  136.1   3.3   2.7e-13   52.2   0.2   3.2   2   1   1   3   3   3   3 -
anno1.g32879.t1      -          PF00047_full         -            4.9e-39  136.1   6.9   8.1e-15   57.2   0.2   4.1   2   1   2   4   4   3   3 -
anno1.g13042.t1      -          PF00047_full         -            5.8e-39  135.9   3.2   2.9e-13   52.1   0.2   3.3   2   1   1   3   3   3   3 -
anno1.g73359.t1      -          PF00047_full         -              6e-39  135.8   4.0   7.7e-15   57.2   0.2   3.5   1   1   2   3   3   3   3 -
anno1.g13043.t1      -          PF00047_full         -            6.1e-39  135.8   1.5   2.1e-13   52.6   0.1   3.4   1   1   1   3   3   3   3 -
anno1.g78961.t1      -          PF00047_full         -            6.7e-39  135.7  14.7   1.7e-13   52.9   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g78962.t1      -          PF00047_full         -            6.7e-39  135.7  14.7   1.7e-13   52.9   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g14258.t1      -          PF00047_full         -            1.1e-38  135.0   2.7   1.5e-14   56.3   0.2   3.1   1   1   1   3   3   3   3 -
anno1.g39344.t1      -          PF00047_full         -            1.3e-38  134.7   9.5   6.6e-16   60.7   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g41978.t1      -          PF00047_full         -              2e-38  134.1  12.0   5.5e-13   51.2   0.0   3.9   2   1   2   4   4   3   3 -
anno1.g63699.t1      -          PF00047_full         -            6.9e-38  132.4   6.6   3.9e-16   61.5   0.1   3.3   1   1   2   3   3   3   3 -
anno1.g27204.t1      -          PF00047_full         -              7e-38  132.4  11.2   3.1e-17   65.1   0.1   3.6   2   1   1   4   4   3   3 -
anno1.g27201.t1      -          PF00047_full         -            8.9e-38  132.0  11.2   2.9e-17   65.2   0.1   3.6   2   1   1   4   4   3   3 -
anno1.g13781.t1      -          PF00047_full         -            9.5e-38  131.9   1.9   1.5e-12   49.8   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g38261.t1      -          PF00047_full         -            1.3e-37  131.5   2.2   3.7e-14   55.0   0.2   3.4   1   1   1   3   3   3   3 -
anno1.g80521.t1      -          PF00047_full         -            1.4e-37  131.4   1.1   2.8e-13   52.2   0.0   4.8   1   1   3   4   4   4   3 -
anno1.g53633.t1      -          PF00047_full         -            1.8e-37  131.0   3.4     1e-12   50.3   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g78099.t1      -          PF00047_full         -            1.8e-37  131.0   0.1   9.6e-16   60.2   0.0   3.3   2   1   1   3   3   3   3 -
anno1.g53631.t1      -          PF00047_full         -            1.9e-37  130.9   3.4   1.1e-12   50.3   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g8211.t1       -          PF00047_full         -              2e-37  130.9   2.1   4.4e-14   54.8   0.2   3.4   1   1   1   3   3   3   3 -
anno1.g16736.t1      -          PF00047_full         -            2.1e-37  130.8  55.1   1.1e-09   40.5   0.0  11.6   9   2   3  13  13   8   6 -
anno1.g1648.t1       -          PF00047_full         -            2.2e-37  130.7   5.5   2.3e-15   58.9   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g42757.t1      -          PF00047_full         -            2.6e-37  130.5   2.9   2.8e-11   45.7   0.0   4.1   2   1   2   4   4   4   3 -
anno1.g36917.t1      -          PF00047_full         -            2.9e-37  130.3   2.8   1.4e-11   46.7   0.0   3.7   2   1   2   4   4   3   3 -
anno1.g38986.t1      -          PF00047_full         -            3.4e-37  130.1   0.6   3.2e-11   45.5   0.5   3.1   1   1   2   3   3   3   3 -
anno1.g14567.t1      -          PF00047_full         -            5.7e-37  129.4   0.8   8.1e-15   57.2   0.1   3.3   2   1   1   3   3   3   3 -
anno1.g78872.t1      -          PF00047_full         -            5.7e-37  129.4   4.2   9.8e-14   53.7   0.4   3.6   1   1   2   3   3   3   3 -
anno1.g64353.t1      -          PF00047_full         -            5.8e-37  129.4   6.2   8.7e-15   57.1   0.1   3.1   1   1   2   3   3   3   3 -
anno1.g36916.t1      -          PF00047_full         -            7.8e-37  128.9   2.9   1.4e-11   46.6   0.0   3.7   2   1   2   4   4   3   3 -
anno1.g75011.t1      -          PF00047_full         -            8.4e-37  128.8   0.0   2.3e-15   59.0   0.0   3.3   2   1   1   3   3   3   3 -
anno1.g24058.t1      -          PF00047_full         -            1.3e-36  128.2   0.2   1.3e-15   59.8   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g44286.t1      -          PF00047_full         -            1.3e-36  128.2   2.8   1.5e-15   59.6   0.3   3.4   1   1   2   3   3   3   3 -
anno1.g7098.t1       -          PF00047_full         -            1.4e-36  128.1   1.5   1.8e-10   43.1   0.9   3.1   1   1   2   3   3   3   3 -
anno1.g31147.t1      -          PF00047_full         -            1.6e-36  128.0   4.7   1.2e-13   53.4   0.1   4.4   4   1   1   5   5   3   3 -
anno1.g32880.t1      -          PF00047_full         -            2.1e-36  127.5   5.4   8.2e-15   57.2   0.2   4.0   2   1   2   4   4   3   3 -
anno1.g51128.t2      -          PF00047_full         -            2.4e-36  127.4   5.5   2.5e-12   49.0   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g7425.t1       -          PF00047_full         -            2.5e-36  127.3   4.2   1.4e-11   46.6   0.0   4.2   1   1   3   4   4   4   4 -
anno1.g71179.t1      -          PF00047_full         -            2.8e-36  127.1   1.4   7.6e-09   37.7   0.0   4.5   3   1   2   5   5   4   4 -
anno1.g8336.t1       -          PF00047_full         -              3e-36  127.0  17.0   4.5e-14   54.8   0.2   4.2   3   1   2   5   5   3   3 -
