#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g737.t1        -          PF13895_full         -                  0 2676.7   0.0   6.6e-16   59.2   0.0  73.7  12   9  55  73  73  73  72 -
anno1.g15993.t2      -          PF13895_full         -                  0 1089.5  96.2   4.4e-15   56.5   1.1  29.1   4   3  23  29  29  29  27 -
anno1.g25544.t1      -          PF13895_full         -            6.6e-51  173.1   4.6   1.9e-17   64.3   0.0   4.2   2   1   2   4   4   4   4 -
anno1.g20033.t1      -          PF13895_full         -            8.3e-51  172.8  19.8     8e-13   49.2   0.1   6.4   3   1   3   6   6   5   5 -
anno1.g3423.t1       -          PF13895_full         -            1.1e-50  172.4   4.6     9e-16   58.8   0.0   4.5   1   1   3   4   4   4   4 -
anno1.g22344.t1      -          PF13895_full         -            2.4e-50  171.3  45.1   5.8e-16   59.4   0.2   6.7   5   1   3   8   8   4   4 -
anno1.g549.t1        -          PF13895_full         -            4.1e-50  170.5   3.4   1.7e-14   54.7   0.0   5.2   2   1   3   5   5   4   4 -
anno1.g7319.t1       -          PF13895_full         -              5e-49  167.0   8.7   4.1e-13   50.1   0.9   4.0   1   1   3   4   4   4   4 -
anno1.g7033.t1       -          PF13895_full         -            1.8e-48  165.2   6.2   2.3e-14   54.2   0.2   4.8   1   1   3   4   4   4   4 -
anno1.g3420.t1       -          PF13895_full         -            1.9e-47  161.9   0.5   8.7e-11   42.6   0.0   4.4   1   1   3   4   4   4   4 -
anno1.g8167.t1       -          PF13895_full         -            4.8e-47  160.5  14.7   3.5e-08   34.1   0.1   8.4   2   2   5   7   7   7   7 -
anno1.g19890.t1      -          PF13895_full         -            4.1e-44  151.0   2.8     3e-13   50.6   0.3   6.0   1   1   3   4   4   4   4 -
anno1.g31135.t1      -          PF13895_full         -            1.6e-43  149.1  17.2   6.8e-18   65.7   1.0   3.9   2   1   3   5   5   4   3 -
anno1.g4739.t1       -          PF13895_full         -            1.8e-43  149.0   7.0   5.8e-14   52.9   0.3   4.4   2   1   2   4   4   4   4 -
anno1.g8322.t1       -          PF13895_full         -            2.2e-43  148.7   3.6     1e-13   52.1   0.1   5.2   2   2   3   5   5   5   4 -
anno1.g20181.t1      -          PF13895_full         -            3.1e-43  148.1   5.3     9e-09   36.0   0.0   5.1   1   1   4   5   5   5   5 -
anno1.g9902.t1       -          PF13895_full         -            1.4e-42  146.0  21.6   2.8e-10   40.9   4.2   5.5   1   1   4   5   5   5   4 -
anno1.g31028.t1      -          PF13895_full         -            1.9e-42  145.6   6.9   1.8e-15   57.8   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g22036.t1      -          PF13895_full         -            4.7e-42  144.3   0.7   6.7e-17   62.5   0.9   3.3   1   1   2   3   3   3   3 -
anno1.g24451.t2      -          PF13895_full         -            5.7e-42  144.0   1.4   3.5e-14   53.6   1.3   3.8   1   1   2   3   3   3   3 -
anno1.g25466.t1      -          PF13895_full         -            1.2e-40  139.8  29.6   1.9e-10   41.5   0.3   5.5   1   1   4   5   5   5   5 -
anno1.g20184.t1      -          PF13895_full         -            1.5e-40  139.4   7.8   5.7e-09   36.7   0.0   5.1   1   1   4   5   5   5   5 -
anno1.g9908.t1       -          PF13895_full         -            1.4e-39  136.3  11.8   1.9e-15   57.7   0.1   5.2   1   1   4   5   5   5   4 -
anno1.g11139.t1      -          PF13895_full         -            1.4e-39  136.3   9.0   1.3e-07   32.3   0.6   6.1   1   1   4   6   6   6   5 -
anno1.g31025.t1      -          PF13895_full         -            1.4e-39  136.3   6.8   1.6e-15   58.0   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g13388.t1      -          PF13895_full         -            2.1e-39  135.7  15.1   1.2e-15   58.4   0.7   3.7   2   1   2   4   4   3   3 -
anno1.g18488.t1      -          PF13895_full         -            2.2e-39  135.6   6.7   2.9e-14   53.9   0.1   3.2   1   1   2   3   3   3   3 -
anno1.g30147.t1      -          PF13895_full         -            7.5e-39  133.9  14.0   2.9e-12   47.4   0.6   4.5   1   1   3   4   4   4   4 -
anno1.g9898.t1       -          PF13895_full         -            1.3e-38  133.1  11.4   3.4e-15   56.9   0.0   5.3   1   1   4   5   5   5   4 -
anno1.g23626.t1      -          PF13895_full         -            2.3e-37  129.1  20.1   1.4e-10   41.9   1.0   5.7   2   1   4   6   6   5   4 -
anno1.g23624.t1      -          PF13895_full         -            5.7e-37  127.8  28.2   1.1e-10   42.2   1.3   5.0   2   1   3   5   5   4   4 -
anno1.g9905.t1       -          PF13895_full         -            5.8e-37  127.7   5.0   4.2e-12   46.9   0.0   4.1   1   1   3   4   4   4   4 -
anno1.g29742.t1      -          PF13895_full         -            1.1e-36  126.8   0.0   3.1e-20   73.3   0.0   2.4   1   1   1   2   2   2   2 -
anno1.g6129.t1       -          PF13895_full         -            2.6e-36  125.6   7.4   5.7e-16   59.4   0.9   3.6   1   1   2   3   3   3   3 -
anno1.g30300.t1      -          PF13895_full         -            1.2e-35  123.5   5.0   5.6e-15   56.2   2.4   4.2   1   1   3   4   4   4   3 -
anno1.g24587.t1      -          PF13895_full         -            1.5e-35  123.2  26.7   1.7e-13   51.4   0.2   5.6   2   1   3   6   6   4   4 -
anno1.g15643.t1      -          PF13895_full         -            2.7e-35  122.3   7.8   1.8e-18   67.6   0.2   3.3   2   1   1   3   3   3   3 -
anno1.g7728.t1       -          PF13895_full         -            4.1e-35  121.7   5.1   1.3e-12   48.5   0.1   4.3   3   1   1   4   4   4   4 -
anno1.g15645.t1      -          PF13895_full         -            5.7e-35  121.3  15.2   7.1e-21   75.4   0.5   3.6   2   1   2   4   4   3   3 -
anno1.g27451.t2      -          PF13895_full         -            9.9e-35  120.5  12.1   8.3e-18   65.4   0.4   3.6   2   1   1   4   4   3   3 -
anno1.g7564.t1       -          PF13895_full         -            1.2e-34  120.2   1.9   8.5e-15   55.6   0.0   3.9   2   1   1   3   3   3   3 -
anno1.g8175.t1       -          PF13895_full         -            1.3e-34  120.1   0.0   1.9e-11   44.7   0.0   6.3   2   2   4   6   6   6   5 -
anno1.g7755.t1       -          PF13895_full         -            2.1e-34  119.4   7.0   1.9e-09   38.2   0.2   4.9   2   1   3   5   5   4   4 -
anno1.g15646.t1      -          PF13895_full         -            2.2e-34  119.4  14.8   3.9e-21   76.2   1.4   3.6   2   1   2   4   4   3   3 -
anno1.g6079.t1       -          PF13895_full         -            3.6e-34  118.7   0.4   5.5e-16   59.5   0.2   2.2   2   0   0   2   2   2   2 -
anno1.g12296.t1      -          PF13895_full         -            6.2e-34  117.9   7.1   1.5e-12   48.3   0.0   4.3   1   1   3   4   4   4   3 -
anno1.g385.t1        -          PF13895_full         -              9e-34  117.4   3.8   2.2e-11   44.5   0.0   3.8   2   1   2   4   4   3   3 -
anno1.g9900.t2       -          PF13895_full         -            1.1e-33  117.1  15.9   6.8e-12   46.2   0.0   4.2   1   1   3   4   4   4   4 -
anno1.g23974.t1      -          PF13895_full         -            1.2e-33  116.9   0.2   1.1e-11   45.5   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g20649.t2      -          PF13895_full         -            1.7e-33  116.4   0.0     2e-11   44.6   0.0   4.1   2   1   2   4   4   4   4 -
anno1.g20210.t1      -          PF13895_full         -            3.1e-33  115.6   0.7   3.7e-12   47.0   0.1   3.2   1   1   2   3   3   3   3 -
anno1.g8201.t1       -          PF13895_full         -            4.6e-33  115.1   0.9   1.2e-13   51.9   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g15563.t1      -          PF13895_full         -            7.5e-33  114.4   3.1   4.4e-14   53.3   0.4   3.5   1   1   1   3   3   3   3 -
anno1.g7547.t2       -          PF13895_full         -            1.4e-32  113.5  22.9   3.2e-09   37.5   2.7   5.9   2   1   4   6   6   6   3 -
anno1.g15642.t1      -          PF13895_full         -            2.1e-32  112.9  10.3   3.2e-18   66.8   1.1   3.3   2   1   1   3   3   3   3 -
anno1.g23973.t1      -          PF13895_full         -            2.5e-32  112.7   5.0   1.1e-15   58.5   2.6   3.9   3   1   1   4   4   3   3 -
anno1.g23632.t1      -          PF13895_full         -              3e-32  112.4  23.9   2.4e-12   47.7   2.0   4.7   2   1   3   5   5   4   3 -
anno1.g8812.t1       -          PF13895_full         -            7.3e-32  111.1   5.3   4.1e-14   53.4   0.0   3.6   1   1   2   3   3   3   2 -
anno1.g6143.t1       -          PF13895_full         -            9.1e-32  110.8   2.3   1.4e-12   48.4   0.1   4.0   2   2   1   3   3   3   3 -
anno1.g371.t1        -          PF13895_full         -            1.5e-31  110.1   0.5   2.5e-12   47.6   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g369.t1        -          PF13895_full         -            2.4e-31  109.5   0.6   3.1e-11   44.0   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g14455.t1      -          PF13895_full         -            4.5e-31  108.6  11.9   1.4e-13   51.7   3.5   3.4   1   1   2   3   3   3   3 -
anno1.g23382.t1      -          PF13895_full         -            5.1e-31  108.4   0.1   8.1e-11   42.7   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g9899.t1       -          PF13895_full         -            5.3e-31  108.3  16.0   7.5e-11   42.8   0.0   4.2   1   1   2   4   4   4   4 -
anno1.g31699.t1      -          PF13895_full         -            7.7e-31  107.8   2.0   6.2e-19   69.1   0.3   2.9   1   1   1   2   2   2   2 -
anno1.g8170.t1       -          PF13895_full         -            8.4e-31  107.7   0.1   2.8e-06   27.9   0.0   5.1   3   2   2   5   5   5   5 -
anno1.g6721.t1       -          PF13895_full         -            3.6e-30  105.6  24.4     3e-12   47.3   0.6   5.8   3   2   2   5   5   5   4 -
anno1.g23972.t2      -          PF13895_full         -            7.1e-30  104.7  11.0   3.2e-14   53.8   2.2   4.4   3   1   2   5   5   3   3 -
anno1.g29741.t1      -          PF13895_full         -            8.4e-30  104.4   0.9   1.2e-16   61.7   0.2   2.2   1   1   1   2   2   2   2 -
anno1.g7725.t2       -          PF13895_full         -            8.7e-30  104.4   9.5   6.3e-13   49.5   0.1   5.2   2   2   2   4   4   4   3 -
anno1.g23967.t1      -          PF13895_full         -              1e-29  104.2   7.0   1.7e-13   51.4   1.5   4.2   2   1   2   4   4   3   3 -
anno1.g7147.t2       -          PF13895_full         -            1.1e-29  104.1   3.4   1.2e-12   48.7   0.1   3.5   1   1   2   3   3   3   3 -
anno1.g4157.t1       -          PF13895_full         -            1.1e-29  104.0   9.2   1.4e-10   41.9   1.3   4.8   2   1   2   4   4   4   3 -
anno1.g31031.t1      -          PF13895_full         -            1.9e-29  103.3   2.7   5.4e-17   62.8   0.2   3.3   1   1   2   3   3   3   3 -
anno1.g28462.t1      -          PF13895_full         -            2.6e-29  102.8  10.5   4.4e-12   46.8   0.2   3.4   1   1   2   3   3   3   3 -
anno1.g1547.t1       -          PF13895_full         -            3.7e-29  102.4   0.0   1.9e-13   51.2   0.0   3.0   1   1   1   2   2   2   2 -
anno1.g22424.t1      -          PF13895_full         -            5.3e-29  101.8   0.4   1.7e-15   57.9   0.1   3.0   1   1   1   2   2   2   2 -
anno1.g373.t1        -          PF13895_full         -            5.3e-29  101.8   1.7   9.9e-12   45.6   0.2   3.3   1   1   2   3   3   3   3 -
anno1.g30139.t1      -          PF13895_full         -            7.6e-29  101.3  25.7   3.6e-10   40.6   5.2   3.5   1   1   2   3   3   3   3 -
anno1.g22439.t1      -          PF13895_full         -            1.1e-28  100.8   4.5   1.8e-09   38.3   0.1   5.0   4   1   1   5   5   4   3 -
anno1.g12776.t1      -          PF13895_full         -            1.1e-28  100.8   9.2   3.9e-15   56.7   0.1   3.3   2   1   1   3   3   3   2 -
anno1.g20182.t1      -          PF13895_full         -            8.6e-28   97.9   0.4   1.8e-08   35.0   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g18544.t2      -          PF13895_full         -            1.2e-27   97.4   8.4   1.5e-12   48.3   1.1   4.2   2   1   2   4   4   4   2 -
anno1.g24599.t1      -          PF13895_full         -            1.3e-27   97.4  10.2     1e-15   58.6   0.4   3.3   2   1   1   3   3   2   2 -
anno1.g367.t1        -          PF13895_full         -            1.6e-27   97.0   1.2   9.4e-11   42.5   0.1   3.3   1   1   2   3   3   3   3 -
anno1.g24595.t1      -          PF13895_full         -            1.6e-27   97.0  14.9   2.7e-13   50.7   1.1   4.1   3   1   1   4   4   4   2 -
anno1.g10218.t1      -          PF13895_full         -            2.6e-27   96.3   6.9   9.5e-13   49.0   2.9   3.7   2   1   2   4   4   3   3 -
anno1.g22426.t2      -          PF13895_full         -            2.9e-27   96.2  13.4   5.4e-17   62.8   1.4   3.3   3   1   1   4   4   2   2 -
anno1.g23971.t1      -          PF13895_full         -              4e-27   95.7   3.8   1.3e-11   45.3   0.0   4.2   2   1   3   5   5   3   3 -
anno1.g15992.t1      -          PF13895_full         -            4.8e-27   95.5   0.0   2.5e-13   50.9   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g10229.t1      -          PF13895_full         -            9.8e-27   94.5   8.2   3.5e-12   47.1   0.7   4.0   2   1   1   3   3   3   3 -
anno1.g6153.t1       -          PF13895_full         -              1e-26   94.4   0.0   8.7e-12   45.8   0.0   4.4   2   1   2   4   4   4   4 -
anno1.g12778.t1      -          PF13895_full         -            1.6e-26   93.8   6.0     2e-13   51.1   0.0   3.8   2   1   2   4   4   4   2 -
anno1.g3441.t1       -          PF13895_full         -            1.9e-26   93.5  29.9   1.1e-05   26.0   0.1  10.7   5   4   5  11  11   9   5 -
anno1.g23968.t1      -          PF13895_full         -            2.8e-26   93.0   3.8   4.2e-09   37.1   1.1   3.8   2   1   2   4   4   3   3 -
anno1.g16712.t1      -          PF13895_full         -            3.7e-26   92.6  12.8   4.8e-15   56.4   3.3   7.4   2   2   5   7   7   2   2 -
anno1.g15454.t1      -          PF13895_full         -            8.9e-26   91.3   3.5   1.4e-08   35.4   0.0   3.5   1   1   2   3   3   3   3 -
anno1.g22960.t1      -          PF13895_full         -            1.2e-25   90.9  11.4   5.8e-08   33.4   0.1   6.2   4   2   2   6   6   5   3 -
anno1.g19060.t1      -          PF13895_full         -            1.6e-25   90.5   3.3   8.2e-15   55.7   0.1   4.0   1   1   3   4   4   4   2 -
anno1.g9901.t1       -          PF13895_full         -            1.7e-25   90.5   4.0   2.6e-11   44.3   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g3380.t1       -          PF13895_full         -            5.6e-25   88.8   7.7   3.6e-12   47.1   0.9   2.3   1   1   1   2   2   2   2 -
anno1.g27838.t1      -          PF13895_full         -            1.2e-24   87.6   5.1   4.2e-12   46.8   0.2   3.1   3   0   0   3   3   2   2 -
anno1.g4163.t1       -          PF13895_full         -            1.4e-24   87.5   0.0   2.4e-11   44.4   0.0   2.6   1   1   1   2   2   2   2 -
anno1.g22411.t1      -          PF13895_full         -            2.8e-24   86.5   9.5   1.7e-14   54.6   0.9   3.0   2   1   1   3   3   2   2 -
anno1.g18905.t1      -          PF13895_full         -            3.4e-24   86.2  20.2   1.1e-09   39.0   0.5   3.5   1   1   2   3   3   3   3 -
anno1.g14433.t1      -          PF13895_full         -            1.3e-23   84.3   6.8   1.2e-13   51.9   1.8   2.6   1   1   1   2   2   2   2 -
anno1.g20136.t2      -          PF13895_full         -            1.6e-23   84.0  18.6   5.2e-11   43.3   0.0   3.6   2   1   2   4   4   3   3 -
anno1.g25746.t1      -          PF13895_full         -            3.3e-23   83.0   1.1   1.5e-08   35.3   0.2   3.8   1   1   2   3   3   3   3 -
anno1.g27808.t1      -          PF13895_full         -              4e-23   82.7   6.6   1.2e-11   45.4   2.3   3.4   2   1   1   3   3   3   2 -
anno1.g12732.t1      -          PF13895_full         -            4.9e-23   82.4   0.0   1.8e-10   41.5   0.0   2.5   1   1   1   2   2   2   2 -
anno1.g23621.t1      -          PF13895_full         -            5.5e-23   82.3   3.5   3.5e-12   47.1   0.1   2.2   1   1   1   2   2   2   2 -
anno1.g6712.t1       -          PF13895_full         -            6.6e-23   82.0   4.3   1.4e-11   45.2   0.2   3.3   2   1   1   3   3   3   2 -
anno1.g31143.t2      -          PF13895_full         -            1.7e-22   80.7  25.6   2.2e-08   34.8   3.1   3.8   2   1   2   4   4   3   3 -
anno1.g9987.t1       -          PF13895_full         -            2.2e-22   80.3   0.2   2.4e-10   41.1   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g12775.t1      -          PF13895_full         -            9.3e-22   78.3   2.4   7.3e-11   42.8   0.1   3.5   3   1   1   4   4   2   2 -
anno1.g3943.t1       -          PF13895_full         -            1.1e-21   78.0   0.9   8.2e-10   39.4   0.1   2.4   1   1   1   2   2   2   2 -
anno1.g23781.t1      -          PF13895_full         -            2.2e-21   77.1  18.1   2.4e-11   44.4   1.0   4.2   1   1   3   4   4   4   2 -
anno1.g7463.t1       -          PF13895_full         -            2.3e-21   77.0  12.3   6.4e-13   49.5   0.2   3.8   1   1   2   3   3   3   3 -
anno1.g12777.t2      -          PF13895_full         -            6.1e-21   75.6   4.1   2.7e-11   44.2   0.0   3.5   3   0   0   3   3   3   2 -
anno1.g23430.t1      -          PF13895_full         -            1.1e-20   74.8   7.2   5.6e-09   36.7   0.1   3.7   2   1   2   4   4   3   2 -
anno1.g31029.t1      -          PF13895_full         -            1.1e-20   74.8   1.1   7.3e-13   49.3   0.0   2.1   1   1   1   2   2   2   2 -
anno1.g11140.t2      -          PF13895_full         -            1.2e-20   74.7   0.8   3.4e-05   24.4   0.0   4.1   2   1   1   4   4   4   4 -
anno1.g30622.t1      -          PF13895_full         -            1.7e-20   74.2   0.1   8.3e-11   42.6   0.1   2.2   1   1   1   2   2   2   2 -
anno1.g1174.t1       -          PF13895_full         -            1.8e-20   74.0   0.2   2.8e-14   54.0   0.1   2.4   1   1   1   2   2   2   2 -
anno1.g31118.t1      -          PF13895_full         -              2e-20   73.9  10.1   1.6e-10   41.8   0.3   4.0   3   1   1   4   4   4   2 -
anno1.g6137.t2       -          PF13895_full         -              2e-20   73.9   5.4   1.9e-13   51.2   0.3   2.8   1   1   1   2   2   2   2 -
anno1.g27809.t1      -          PF13895_full         -            2.7e-20   73.5   5.0   1.1e-09   39.0   0.2   2.9   2   1   1   3   3   2   2 -
anno1.g31125.t1      -          PF13895_full         -            5.5e-20   72.5  13.0   3.2e-10   40.7   1.2   3.5   3   1   1   4   4   2   2 -
anno1.g31119.t1      -          PF13895_full         -            6.6e-20   72.2  11.0   1.2e-09   38.9   0.5   3.7   3   1   1   4   4   3   2 -
anno1.g30457.t1      -          PF13895_full         -            8.4e-20   71.9   5.6   4.7e-09   36.9   0.0   3.7   1   1   1   3   3   3   3 -
anno1.g31138.t1      -          PF13895_full         -            1.3e-19   71.3   0.3   2.7e-15   57.2   0.1   2.4   1   1   1   2   2   2   2 -
anno1.g12793.t1      -          PF13895_full         -            6.6e-19   69.0   4.7   9.8e-12   45.6   1.0   2.1   1   1   1   2   2   2   2 -
anno1.g22425.t1      -          PF13895_full         -            2.3e-18   67.2   3.2     1e-17   65.1   0.7   2.1   1   1   1   2   2   2   1 -
anno1.g11196.t1      -          PF13895_full         -            1.7e-17   64.4   9.6   2.3e-06   28.2   2.6   3.5   1   1   2   3   3   3   3 -
anno1.g22429.t1      -          PF13895_full         -            2.2e-17   64.0   0.6   3.6e-17   63.4   0.6   1.3   1   0   0   1   1   1   1 -
anno1.g26905.t1      -          PF13895_full         -              4e-17   63.2   1.3     4e-17   63.2   1.3   3.7   3   2   2   5   5   1   1 -
anno1.g19453.t2      -          PF13895_full         -            7.6e-17   62.3   0.4   1.2e-16   61.6   0.4   1.3   1   0   0   1   1   1   1 -
anno1.g22427.t1      -          PF13895_full         -            8.3e-17   62.2   7.2   2.3e-16   60.7   2.8   2.2   1   1   1   2   2   2   1 -
anno1.g31112.t2      -          PF13895_full         -              1e-16   61.9   0.4   4.9e-14   53.1   0.0   2.9   2   1   1   3   3   3   1 -
anno1.g19451.t1      -          PF13895_full         -            1.3e-16   61.5   0.5   2.1e-16   60.9   0.5   1.3   1   0   0   1   1   1   1 -
anno1.g19571.t1      -          PF13895_full         -            1.9e-16   61.0   3.1   2.8e-16   60.4   3.1   1.3   1   0   0   1   1   1   1 -
anno1.g7077.t1       -          PF13895_full         -            3.5e-16   60.1   6.2   2.2e-06   28.2   0.3   4.2   3   1   1   4   4   4   2 -
anno1.g15650.t1      -          PF13895_full         -            4.1e-16   59.9   0.2   1.1e-09   38.9   0.0   2.2   1   1   1   2   2   2   2 -
anno1.g3771.t1       -          PF13895_full         -            4.7e-16   59.7   1.2   4.7e-16   59.7   1.2   2.1   2   0   0   2   2   1   1 -
anno1.g19457.t1      -          PF13895_full         -            5.2e-16   59.6   0.2   8.9e-16   58.8   0.2   1.3   1   0   0   1   1   1   1 -
anno1.g19448.t1      -          PF13895_full         -            5.5e-16   59.5   0.2     1e-15   58.6   0.2   1.3   1   0   0   1   1   1   1 -
anno1.g7276.t1       -          PF13895_full         -            6.6e-16   59.2   0.0   1.2e-15   58.4   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g6084.t1       -          PF13895_full         -            6.7e-16   59.2   0.6   1.1e-15   58.5   0.6   1.4   1   0   0   1   1   1   1 -
anno1.g15651.t1      -          PF13895_full         -            6.9e-16   59.2   0.1     2e-09   38.1   0.0   2.2   1   1   1   2   2   2   2 -
anno1.g30148.t1      -          PF13895_full         -            7.9e-16   59.0   0.5   2.4e-09   37.9   0.2   2.6   2   1   0   2   2   2   2 -
anno1.g31027.t1      -          PF13895_full         -            1.1e-15   58.4   0.1   2.5e-15   57.4   0.1   1.5   1   0   0   1   1   1   1 -
