#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g16948.t1      -          PF13519_full         -                  0 1621.6  93.0     5e-11   44.3   0.1  61.0  60   2   2  62  62  59  57 -
anno1.g7824.t1       -          PF13519_full         -           1.4e-280  927.1 139.3   4.6e-15   57.5   0.3  33.2  32   1   1  33  33  33  33 -
anno1.g47613.t1      -          PF13519_full         -            2.8e-10   41.8   0.2   3.5e-10   41.5   0.2   1.1   1   0   0   1   1   1   1 -
anno1.g10252.t1      -          PF13519_full         -            3.3e-10   41.6   0.0   6.8e-10   40.6   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g19267.t1      -          PF13519_full         -            3.4e-10   41.5   0.0     5e-10   41.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g35311.t2      -          PF13519_full         -            3.5e-10   41.5   0.2   7.3e-10   40.5   0.2   1.5   1   0   0   1   1   1   1 -
anno1.g26064.t1      -          PF13519_full         -            5.2e-10   41.0   0.0   9.7e-10   40.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g9267.t1       -          PF13519_full         -            6.4e-10   40.7   0.0     9e-10   40.2   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g19268.t1      -          PF13519_full         -            8.1e-10   40.3   0.0   1.2e-09   39.8   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g35570.t2      -          PF13519_full         -            1.1e-09   39.9   0.0   1.6e-09   39.3   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g39430.t1      -          PF13519_full         -            1.4e-09   39.6   0.2   1.8e-09   39.2   0.2   1.1   1   0   0   1   1   1   1 -
anno1.g16813.t1      -          PF13519_full         -            1.4e-09   39.6   0.0     2e-09   39.1   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g8966.t1       -          PF13519_full         -            1.9e-09   39.1   0.0   2.4e-09   38.8   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g36221.t1      -          PF13519_full         -              2e-09   39.0   1.3   0.00024   22.4   0.2   2.2   2   0   0   2   2   2   2 -
anno1.g45802.t1      -          PF13519_full         -            2.1e-09   39.0   0.1   3.1e-09   38.4   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g29320.t1      -          PF13519_full         -            2.1e-09   39.0   0.0   0.00062   21.1   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g16136.t1      -          PF13519_full         -            2.1e-09   39.0   0.0   6.1e-09   37.5   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g33759.t1      -          PF13519_full         -            2.1e-09   39.0   0.0     6e-09   37.5   0.0   1.8   1   0   0   1   1   1   1 -
anno1.g41974.t1      -          PF13519_full         -            2.9e-09   38.5   0.0   5.3e-09   37.7   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g43746.t1      -          PF13519_full         -            3.1e-09   38.4   0.0   9.1e-09   36.9   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g33757.t1      -          PF13519_full         -            3.9e-09   38.1   0.0   1.1e-08   36.6   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g5683.t1       -          PF13519_full         -            4.1e-09   38.0   0.0   1.4e-08   36.2   0.0   1.9   1   0   0   1   1   1   1 -
anno1.g24673.t1      -          PF13519_full         -            4.4e-09   37.9   0.0   6.5e-09   37.4   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g4915.t1       -          PF13519_full         -            5.2e-09   37.7   0.0   8.1e-09   37.1   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g26346.t1      -          PF13519_full         -            5.5e-09   37.6   0.1   9.7e-09   36.8   0.1   1.4   1   0   0   1   1   1   1 -
anno1.g13637.t1      -          PF13519_full         -            5.9e-09   37.5   1.0   1.5e-08   36.1   0.6   1.9   2   1   0   2   2   1   1 -
anno1.g11944.t1      -          PF13519_full         -            7.3e-09   37.2   0.0   1.3e-08   36.4   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g38531.t1      -          PF13519_full         -            8.6e-09   37.0   0.0   1.1e-08   36.6   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g18766.t1      -          PF13519_full         -            1.3e-08   36.3   0.4   1.6e-08   36.1   0.4   1.1   1   0   0   1   1   1   1 -
anno1.g5693.t1       -          PF13519_full         -            1.4e-08   36.3   0.1   1.8e-08   35.9   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g42096.t1      -          PF13519_full         -            1.4e-08   36.3   0.0   2.1e-08   35.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g2270.t1       -          PF13519_full         -            1.9e-08   35.8   0.0   3.2e-08   35.1   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g44968.t1      -          PF13519_full         -              2e-08   35.8   0.0   2.8e-08   35.3   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g5692.t1       -          PF13519_full         -            2.2e-08   35.7   0.0   3.7e-08   34.9   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g10670.t1      -          PF13519_full         -            2.7e-08   35.3   0.1   3.3e-06   28.5   0.0   2.3   2   0   0   2   2   2   1 -
anno1.g3266.t1       -          PF13519_full         -            6.7e-08   34.1   0.2   1.5e-07   32.9   0.2   1.5   1   0   0   1   1   1   1 -
anno1.g38532.t1      -          PF13519_full         -            8.3e-08   33.8   0.0     1e-07   33.4   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g11616.t1      -          PF13519_full         -            8.4e-08   33.7   0.1   2.3e-07   32.3   0.1   1.7   1   0   0   1   1   1   1 -
anno1.g35571.t1      -          PF13519_full         -            8.7e-08   33.7   0.0     1e-07   33.5   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g24639.t1      -          PF13519_full         -              1e-07   33.4   0.0   1.4e-07   33.0   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g22927.t1      -          PF13519_full         -            1.5e-07   32.9   0.0   1.9e-07   32.6   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g9087.t1       -          PF13519_full         -            2.3e-07   32.3   0.0     3e-07   31.9   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g35087.t1      -          PF13519_full         -            2.8e-07   32.0   0.0   3.8e-07   31.6   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g5678.t1       -          PF13519_full         -            3.2e-07   31.8   0.0     4e-07   31.5   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g13951.t1      -          PF13519_full         -            6.8e-07   30.8   0.0   0.00052   21.3   0.0   2.3   2   0   0   2   2   2   1 -
anno1.g49063.t1      -          PF13519_full         -            8.6e-07   30.4   0.0     1e-06   30.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g34258.t1      -          PF13519_full         -            9.6e-07   30.3   0.0   2.6e-06   28.8   0.0   1.7   1   1   0   1   1   1   1 -
anno1.g46615.t1      -          PF13519_full         -            1.4e-06   29.7   0.1     3e-06   28.6   0.1   1.5   1   1   0   1   1   1   1 -
anno1.g15340.t1      -          PF13519_full         -            1.7e-06   29.5   0.0    0.0052   18.0   0.0   2.4   2   0   0   2   2   2   1 -
anno1.g2269.t1       -          PF13519_full         -            1.8e-06   29.3   0.0   0.00021   22.6   0.0   2.3   2   0   0   2   2   2   1 -
anno1.g38530.t1      -          PF13519_full         -            2.4e-06   29.0   0.0   2.8e-06   28.7   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g26701.t1      -          PF13519_full         -            2.8e-06   28.7   0.0   7.5e-06   27.4   0.0   1.6   2   0   0   2   2   1   1 -
anno1.g719.t1        -          PF13519_full         -            3.1e-06   28.6   0.1   0.00064   21.0   0.0   2.4   2   0   0   2   2   2   1 -
anno1.g23238.t1      -          PF13519_full         -            3.3e-06   28.5   0.0   4.8e-06   28.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g20515.t1      -          PF13519_full         -            4.5e-06   28.1   0.0   8.6e-06   27.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g46618.t1      -          PF13519_full         -            6.3e-06   27.6   0.2   2.1e-05   25.9   0.2   1.8   1   1   0   1   1   1   1 -
anno1.g31696.t1      -          PF13519_full         -            6.7e-06   27.5   0.0   1.3e-05   26.6   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g45053.t1      -          PF13519_full         -            6.9e-06   27.5   0.0     1e-05   26.9   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g18067.t1      -          PF13519_full         -            9.3e-06   27.0   0.0   1.1e-05   26.8   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g7546.t1       -          PF13519_full         -            9.6e-06   27.0   0.0   2.3e-05   25.8   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g21148.t1      -          PF13519_full         -            1.2e-05   26.6   0.0     2e-05   25.9   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g5679.t1       -          PF13519_full         -            1.4e-05   26.4   0.1   2.1e-05   25.9   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g29827.t1      -          PF13519_full         -            2.1e-05   25.9   0.0   3.6e-05   25.1   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g723.t1        -          PF13519_full         -            2.2e-05   25.8   0.2   0.00093   20.5   0.0   2.3   2   0   0   2   2   2   1 -
anno1.g11626.t1      -          PF13519_full         -            2.6e-05   25.6   1.0    0.0094   17.2   0.2   2.5   2   0   0   2   2   2   1 -
anno1.g39540.t1      -          PF13519_full         -            2.9e-05   25.4   0.0     5e-05   24.6   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g1139.t1       -          PF13519_full         -            3.6e-05   25.1   0.0   5.3e-05   24.5   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g5013.t1       -          PF13519_full         -            6.4e-05   24.3   0.0    0.0001   23.6   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g11622.t1      -          PF13519_full         -            8.9e-05   23.8   0.0      0.73   11.0   0.0   3.4   3   0   0   3   3   3   1 -
anno1.g17273.t1      -          PF13519_full         -            0.00013   23.3   0.0   0.00022   22.5   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g20514.t1      -          PF13519_full         -            0.00014   23.2   0.0   0.00028   22.2   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g15062.t1      -          PF13519_full         -            0.00026   22.3   0.6     0.001   20.3   0.0   1.9   2   0   0   2   2   1   1 -
anno1.g10088.t1      -          PF13519_full         -            0.00027   22.3   0.0   0.00047   21.5   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g5686.t1       -          PF13519_full         -            0.00028   22.2   0.0   0.00029   22.2   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g8338.t1       -          PF13519_full         -            0.00038   21.8   0.0    0.0012   20.2   0.0   1.7   1   1   1   2   2   2   1 -
anno1.g25073.t1      -          PF13519_full         -            0.00038   21.8   0.0   0.00064   21.0   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g23374.t1      -          PF13519_full         -            0.00038   21.8   0.1    0.0011   20.2   0.0   1.7   2   0   0   2   2   1   1 -
anno1.g7942.t1       -          PF13519_full         -             0.0004   21.7   0.0   0.00078   20.7   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g42206.t2      -          PF13519_full         -            0.00047   21.5   0.0   0.00078   20.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g11600.t1      -          PF13519_full         -            0.00067   21.0   0.0    0.0011   20.3   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g444.t1        -          PF13519_full         -             0.0018   19.6   0.0    0.0024   19.1   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g18068.t1      -          PF13519_full         -             0.0029   18.9   0.0    0.0051   18.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g4185.t1       -          PF13519_full         -             0.0032   18.7   0.0    0.0058   17.9   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g11601.t1      -          PF13519_full         -             0.0042   18.4   0.0    0.0066   17.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g11602.t1      -          PF13519_full         -             0.0042   18.4   0.0    0.0066   17.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g25969.t1      -          PF13519_full         -             0.0049   18.1   0.1    0.0067   17.7   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g25589.t1      -          PF13519_full         -             0.0078   17.5   0.0     0.017   16.4   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g13740.t1      -          PF13519_full         -              0.012   16.9   0.2      0.03   15.5   0.2   1.6   1   0   0   1   1   1   0 -
anno1.g15059.t1      -          PF13519_full         -              0.017   16.3   0.2     0.017   16.3   0.2   2.0   1   1   1   2   2   1   0 -
anno1.g9851.t1       -          PF13519_full         -               0.02   16.1   0.0     0.038   15.2   0.0   1.4   1   0   0   1   1   1   0 -
anno1.g44902.t1      -          PF13519_full         -              0.023   16.0   0.0     0.044   15.0   0.0   1.5   1   0   0   1   1   1   0 -
anno1.g26333.t1      -          PF13519_full         -              0.023   15.9   0.0     0.043   15.0   0.0   1.3   1   0   0   1   1   1   0 -
anno1.g19929.t1      -          PF13519_full         -              0.026   15.7   0.0     0.032   15.4   0.0   1.1   1   0   0   1   1   1   0 -
anno1.g1140.t1       -          PF13519_full         -              0.043   15.0   0.0       0.2   12.8   0.0   2.0   3   0   0   3   3   1   0 -
anno1.g48079.t1      -          PF13519_full         -               0.05   14.8   0.0     0.064   14.5   0.0   1.2   1   0   0   1   1   1   0 -
