#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g9633.t1       -          PF00560_full         -            5.8e-35  120.1 100.2   2.4e-05   25.1   5.8  18.2   3   3  12  16  16  16   8 -
anno1.g7302.t1       -          PF00560_full         -               0.76   10.6   7.2       2.8    8.8   7.2   2.0   1   0   0   1   1   1   0 -
anno1.g33122.t1      -          PF00560_full         -               0.76   10.6   9.6       5.6    7.8   0.9   2.9   1   1   1   2   2   2   0 -
anno1.g971.t1        -          PF00560_full         -                  1   10.2   9.4      0.78   10.6   0.3   3.6   3   2   1   4   4   2   0 -
anno1.g33600.t1      -          PF00560_full         -                1.2   10.0  23.2       1.3    9.9   8.0   3.5   1   1   2   3   3   3   0 -
anno1.g12911.t1      -          PF00560_full         -                1.2   10.0   4.4      0.26   12.1   0.3   2.0   2   0   0   2   2   1   0 -
anno1.g28397.t1      -          PF00560_full         -                1.3    9.8  33.8       2.1    9.2   0.9   7.5   6   2   1   7   7   6   0 -
anno1.g16053.t1      -          PF00560_full         -                1.8    9.4  17.0       2.8    8.8   0.1   4.9   2   1   3   5   5   5   0 -
anno1.g33458.t1      -          PF00560_full         -                2.8    8.8  25.3        47    4.9   0.0   7.1   4   1   2   6   6   6   0 -
anno1.g28746.t1      -          PF00560_full         -                3.2    8.6   7.8       0.9   10.4   0.3   3.2   3   0   0   3   3   3   0 -
anno1.g16311.t1      -          PF00560_full         -                4.2    8.2  20.3        24    5.8   0.6   5.0   2   2   2   4   4   3   0 -
anno1.g9944.t1       -          PF00560_full         -                4.7    8.1   8.6        56    4.6   0.7   3.4   1   1   1   2   2   2   0 -
anno1.g7787.t1       -          PF00560_full         -                4.8    8.0  15.1        12    6.7   0.2   4.7   2   2   1   3   3   3   0 -
anno1.g9083.t1       -          PF00560_full         -                5.3    7.9  27.8         9    7.2   2.6   6.5   5   1   1   6   6   6   0 -
anno1.g23582.t2      -          PF00560_full         -                5.5    7.9  41.8      0.65   10.8   5.5   7.5   2   1   6   8   8   7   0 -
anno1.g13341.t1      -          PF00560_full         -                5.7    7.8  18.6        22    5.9   4.8   3.6   2   1   0   2   2   2   0 -
anno1.g14389.t1      -          PF00560_full         -                7.3    7.5  14.8       2.5    8.9  10.9   2.3   2   1   0   2   2   1   0 -
anno1.g24638.t1      -          PF00560_full         -                7.7    7.4  27.9      0.36   11.7   3.3   4.7   4   1   1   5   5   3   0 -
anno1.g18175.t1      -          PF00560_full         -                7.9    7.4  12.1        92    3.9   6.8   3.8   1   1   0   2   2   2   0 -
anno1.g33897.t1      -          PF00560_full         -                8.1    7.3  14.8        20    6.1   0.7   2.7   1   1   1   2   2   2   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF00560_full_profile.hmm
# Target file:     ../input/braker_aa_files/p_verrucosa_soft_mask_braker_filtered_proteins.fa
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_gff/p_verrucosa_soft_mask_braker_filtered_proteins_PF00560_full_profile_hmmer_braker3_gff_results.txt ../output/PF00560_full_profile.hmm ../input/braker_aa_files/p_verrucosa_soft_mask_braker_filtered_proteins.fa 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Sat Feb 15 18:53:15 2025
# [ok]
