#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g56810.t1      -          PF13519_full         -                  0 1440.4  94.4   3.2e-11   45.7   0.4  52.2  47   5   5  52  52  52  46 -
anno1.g22293.t1      -          PF13519_full         -            1.3e-47  164.8   0.0   1.8e-13   53.1   0.0   4.2   4   0   0   4   4   4   4 -
anno1.g67184.t1      -          PF13519_full         -            8.8e-47  162.2   0.0   3.2e-11   45.7   0.0   5.2   5   0   0   5   5   5   5 -
anno1.g55829.t1      -          PF13519_full         -              3e-46  160.4  23.8   2.3e-12   49.5   1.7   6.2   6   0   0   6   6   6   6 -
anno1.g68906.t1      -          PF13519_full         -            2.1e-42  147.8   3.1     5e-09   38.5   0.2   4.2   3   1   1   4   4   4   4 -
anno1.g12235.t2      -          PF13519_full         -            3.8e-40  140.4   0.6   1.5e-05   27.2   0.0   5.3   5   0   0   5   5   5   5 -
anno1.g77596.t1      -          PF13519_full         -            5.4e-40  139.9   5.3   9.6e-13   50.7   0.0   4.3   4   0   0   4   4   4   4 -
anno1.g53743.t1      -          PF13519_full         -            1.2e-38  135.5   4.1   6.2e-14   54.6   0.1   3.1   3   0   0   3   3   3   3 -
anno1.g69588.t1      -          PF13519_full         -            2.2e-35  124.9   5.4     2e-11   46.4   0.0   4.9   5   0   0   5   5   5   3 -
anno1.g69589.t1      -          PF13519_full         -            3.2e-35  124.3   5.4   2.2e-11   46.2   0.0   4.9   5   0   0   5   5   5   3 -
anno1.g40302.t2      -          PF13519_full         -            3.1e-34  121.1   1.5   1.9e-07   33.3   0.0   6.9   7   0   0   7   7   6   5 -
anno1.g79013.t1      -          PF13519_full         -            2.8e-33  117.9   6.9   1.3e-11   46.9   0.3   4.2   4   0   0   4   4   4   4 -
anno1.g51171.t2      -          PF13519_full         -              1e-29  106.3   0.3   3.3e-14   55.5   0.1   2.9   3   0   0   3   3   2   2 -
anno1.g78079.t1      -          PF13519_full         -              5e-28  100.7   0.5   1.6e-13   53.2   0.0   3.3   3   0   0   3   3   3   3 -
anno1.g78080.t1      -          PF13519_full         -            1.8e-26   95.7   2.3   2.4e-12   49.4   0.0   3.3   3   0   0   3   3   3   3 -
anno1.g69586.t1      -          PF13519_full         -              3e-25   91.7   0.3     3e-10   42.5   0.0   3.2   3   0   0   3   3   3   3 -
anno1.g78078.t1      -          PF13519_full         -            3.6e-25   91.4   2.7   2.2e-08   36.4   0.1   3.3   3   0   0   3   3   3   3 -
anno1.g17483.t1      -          PF13519_full         -            5.4e-25   90.8   0.0     9e-25   90.1   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g73938.t1      -          PF13519_full         -            6.1e-25   90.6   0.0     1e-24   89.9   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g75402.t1      -          PF13519_full         -            1.5e-23   86.1   0.0   2.3e-23   85.5   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g69707.t1      -          PF13519_full         -            1.7e-23   85.9   0.0     3e-23   85.1   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g69706.t1      -          PF13519_full         -            3.7e-23   84.8   0.0   7.1e-23   83.9   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g10534.t1      -          PF13519_full         -            5.6e-23   84.2  15.5   2.6e-13   52.5   0.0   3.3   2   1   1   4   4   2   2 -
anno1.g67183.t1      -          PF13519_full         -            6.6e-23   84.0   0.0   7.3e-12   47.8   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g13834.t1      -          PF13519_full         -            8.5e-23   83.6   1.6   1.8e-11   46.6   0.1   3.1   3   0   0   3   3   3   2 -
anno1.g69583.t3      -          PF13519_full         -            2.8e-22   81.9   4.1   1.7e-12   49.9   0.1   3.6   3   1   0   3   3   3   2 -
anno1.g49582.t1      -          PF13519_full         -              8e-22   80.4   2.2   0.00019   23.5   0.0   4.5   4   0   0   4   4   4   3 -
anno1.g42556.t1      -          PF13519_full         -            1.5e-21   79.5   0.0   1.3e-09   40.5   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g34439.t1      -          PF13519_full         -            2.2e-21   79.0   0.0   5.2e-21   77.8   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g74934.t2      -          PF13519_full         -            3.5e-21   78.3   0.0     6e-21   77.6   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g39550.t1      -          PF13519_full         -            3.9e-21   78.2   8.3   1.9e-11   46.5   0.3   4.3   4   0   0   4   4   4   2 -
anno1.g34438.t1      -          PF13519_full         -            5.5e-21   77.7   0.0   4.7e-20   74.6   0.0   2.3   2   0   0   2   2   1   1 -
anno1.g63810.t2      -          PF13519_full         -            5.6e-21   77.7   3.6   8.5e-05   24.7   0.0   5.2   5   0   0   5   5   5   4 -
anno1.g68907.t1      -          PF13519_full         -              6e-21   77.6   0.1   6.8e-09   38.1   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g51429.t1      -          PF13519_full         -            1.3e-20   76.5   0.4   4.1e-11   45.4   0.0   2.6   2   0   0   2   2   2   2 -
anno1.g64141.t1      -          PF13519_full         -            1.5e-20   76.3   0.0   2.9e-20   75.3   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g45900.t1      -          PF13519_full         -            4.8e-20   74.6   0.0   1.2e-08   37.3   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g83902.t2      -          PF13519_full         -            6.1e-20   74.3   0.0   1.1e-19   73.4   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g64144.t1      -          PF13519_full         -            9.6e-20   73.6   0.0   1.7e-19   72.8   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g40307.t1      -          PF13519_full         -            1.1e-19   73.5   0.0   2.5e-11   46.0   0.3   3.2   3   0   0   3   3   3   3 -
anno1.g51837.t1      -          PF13519_full         -            6.1e-19   71.0   0.0   8.6e-06   27.9   0.2   5.2   5   0   0   5   5   5   2 -
anno1.g41246.t1      -          PF13519_full         -            6.8e-19   70.8   0.0   2.9e-08   36.0   0.0   2.5   2   0   0   2   2   2   2 -
anno1.g7594.t1       -          PF13519_full         -            9.6e-19   70.3   0.0   2.2e-09   39.7   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g32029.t2      -          PF13519_full         -            1.4e-18   69.8   0.0   0.00027   23.0   0.0   3.8   3   0   0   3   3   3   3 -
anno1.g76050.t1      -          PF13519_full         -            2.1e-18   69.2   0.0   1.3e-07   33.9   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g20374.t1      -          PF13519_full         -            3.5e-18   68.5   0.0   5.6e-18   67.8   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g39880.t1      -          PF13519_full         -              1e-17   67.0   0.1   1.5e-08   37.0   0.0   2.3   2   0   0   2   2   2   2 -
anno1.g73131.t1      -          PF13519_full         -            1.5e-17   66.4   1.9   5.2e-08   35.2   0.0   3.2   3   0   0   3   3   3   3 -
anno1.g65652.t1      -          PF13519_full         -            7.1e-17   64.2   1.4   0.00016   23.8   0.0   3.1   3   0   0   3   3   3   3 -
anno1.g49583.t1      -          PF13519_full         -            1.4e-16   63.3   0.0   8.8e-08   34.5   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g42396.t1      -          PF13519_full         -            1.5e-16   63.1   0.0   8.1e-07   31.3   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g81031.t1      -          PF13519_full         -            1.8e-16   62.9   0.0   3.4e-16   62.0   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g42557.t1      -          PF13519_full         -              2e-16   62.8   0.0   3.3e-16   62.0   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g29751.t1      -          PF13519_full         -            1.8e-15   59.6   0.0   2.9e-15   59.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g69585.t1      -          PF13519_full         -            1.9e-15   59.6   3.9   4.9e-13   51.7   0.6   3.0   3   0   0   3   3   3   1 -
anno1.g51329.t1      -          PF13519_full         -            2.7e-15   59.1   0.0   5.2e-15   58.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g54170.t1      -          PF13519_full         -            3.1e-15   58.8   0.0   6.8e-15   57.7   0.0   1.5   1   1   0   1   1   1   1 -
anno1.g35156.t1      -          PF13519_full         -            3.3e-15   58.8   0.0   4.8e-15   58.2   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g13256.t1      -          PF13519_full         -            3.7e-15   58.6   0.0     1e-14   57.1   0.0   1.7   1   0   0   1   1   1   1 -
anno1.g48345.t1      -          PF13519_full         -            4.2e-15   58.4   0.0   5.6e-15   58.0   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g70402.t1      -          PF13519_full         -            5.9e-15   57.9   0.0   8.3e-15   57.5   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g16017.t1      -          PF13519_full         -              6e-15   57.9   0.1   9.1e-15   57.3   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g83713.t1      -          PF13519_full         -            7.4e-15   57.6   0.1   4.3e-11   45.3   0.0   2.5   2   0   0   2   2   2   1 -
anno1.g3927.t1       -          PF13519_full         -            8.6e-15   57.4   0.0     1e-14   57.1   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g21145.t1      -          PF13519_full         -            1.6e-14   56.5   0.1   2.3e-14   56.0   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g73666.t1      -          PF13519_full         -            2.6e-14   55.8   0.0   6.6e-08   34.8   0.0   2.1   2   0   0   2   2   2   2 -
anno1.g33268.t1      -          PF13519_full         -            4.7e-14   55.0   0.5     1e-13   53.9   0.0   1.7   2   0   0   2   2   1   1 -
anno1.g54847.t1      -          PF13519_full         -            4.9e-14   54.9   0.0   6.5e-14   54.5   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g5696.t2       -          PF13519_full         -            5.2e-14   54.9   0.1   8.9e-14   54.1   0.1   1.4   1   0   0   1   1   1   1 -
anno1.g21791.t1      -          PF13519_full         -            5.8e-14   54.7   0.0   9.1e-14   54.0   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g53742.t1      -          PF13519_full         -            5.9e-14   54.7   0.1     8e-14   54.2   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g82923.t1      -          PF13519_full         -            7.7e-14   54.3   0.3     6e-06   28.4   0.2   2.4   2   0   0   2   2   2   2 -
anno1.g20067.t1      -          PF13519_full         -            8.8e-14   54.1   0.0     1e-07   34.2   0.1   2.8   2   0   0   2   2   2   2 -
anno1.g81493.t1      -          PF13519_full         -            1.3e-13   53.6   0.0   1.6e-13   53.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g75820.t1      -          PF13519_full         -            1.6e-13   53.3   0.0     2e-13   52.9   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g79371.t1      -          PF13519_full         -            1.7e-13   53.1   0.0   3.7e-13   52.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g21142.t1      -          PF13519_full         -            3.1e-13   52.3   0.0   4.5e-13   51.8   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g69587.t1      -          PF13519_full         -            3.2e-13   52.2   1.4   4.8e-06   28.8   0.1   2.1   2   0   0   2   2   2   2 -
anno1.g69590.t1      -          PF13519_full         -            3.2e-13   52.2   1.4   4.8e-06   28.8   0.1   2.1   2   0   0   2   2   2   2 -
anno1.g15674.t1      -          PF13519_full         -            5.4e-13   51.5   0.0   7.6e-13   51.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g18123.t1      -          PF13519_full         -            5.7e-13   51.4   0.0   6.7e-13   51.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g55828.t1      -          PF13519_full         -            9.9e-13   50.7   0.1   1.3e-12   50.3   0.1   1.1   1   0   0   1   1   1   1 -
anno1.g45901.t1      -          PF13519_full         -            1.3e-12   50.3   0.1   5.7e-08   35.1   0.1   2.2   2   0   0   2   2   2   2 -
anno1.g63811.t1      -          PF13519_full         -            1.4e-12   50.2   0.1     1e-11   47.4   0.0   2.0   2   0   0   2   2   1   1 -
anno1.g69582.t1      -          PF13519_full         -            1.5e-12   50.1   0.1   3.8e-12   48.7   0.1   1.6   2   0   0   2   2   1   1 -
anno1.g14271.t1      -          PF13519_full         -            1.6e-12   50.0   4.8   1.4e-05   27.3   0.2   2.2   2   0   0   2   2   2   2 -
anno1.g21143.t1      -          PF13519_full         -            1.6e-12   49.9   0.0   2.3e-12   49.5   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g16940.t1      -          PF13519_full         -            1.7e-12   49.9   0.0   2.3e-12   49.5   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g55870.t1      -          PF13519_full         -            1.7e-12   49.9   0.1   2.2e-12   49.5   0.1   1.3   1   0   0   1   1   1   1 -
anno1.g55871.t1      -          PF13519_full         -            1.9e-12   49.7   0.1   2.4e-12   49.4   0.1   1.3   1   0   0   1   1   1   1 -
anno1.g78835.t1      -          PF13519_full         -            2.1e-12   49.6   3.4   9.4e-07   31.1   0.8   2.2   2   0   0   2   2   2   2 -
anno1.g78836.t1      -          PF13519_full         -            2.1e-12   49.6   3.4   9.4e-07   31.1   0.8   2.2   2   0   0   2   2   2   2 -
anno1.g788.t1        -          PF13519_full         -            2.6e-12   49.3   0.0   2.9e-12   49.1   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g58025.t1      -          PF13519_full         -            2.9e-12   49.1   0.0   5.1e-12   48.3   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g58868.t1      -          PF13519_full         -            6.7e-12   47.9   0.2   1.1e-11   47.3   0.2   1.2   1   0   0   1   1   1   1 -
anno1.g47862.t1      -          PF13519_full         -            6.8e-12   47.9   0.1     1e-11   47.4   0.1   1.3   1   0   0   1   1   1   1 -
anno1.g48346.t1      -          PF13519_full         -            8.1e-12   47.7   0.0   1.1e-11   47.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g5624.t1       -          PF13519_full         -              1e-11   47.4   0.0   1.4e-11   46.9   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g45050.t1      -          PF13519_full         -            1.1e-11   47.2   0.0   1.2e-11   47.0   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g47290.t1      -          PF13519_full         -            1.3e-11   47.0   0.0     2e-11   46.4   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g53034.t1      -          PF13519_full         -            1.3e-11   47.0   0.0   1.5e-06   30.4   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g60272.t1      -          PF13519_full         -            1.3e-11   46.9   0.3     2e-11   46.4   0.3   1.1   1   0   0   1   1   1   1 -
anno1.g48347.t1      -          PF13519_full         -            1.6e-11   46.7   0.0   2.2e-11   46.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g66221.t1      -          PF13519_full         -            1.6e-11   46.7   0.0   2.2e-11   46.3   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g80502.t1      -          PF13519_full         -            1.7e-11   46.6   0.1   3.1e-11   45.7   0.1   1.4   1   0   0   1   1   1   1 -
anno1.g18202.t1      -          PF13519_full         -            1.8e-11   46.5   0.0   2.5e-11   46.1   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g49572.t1      -          PF13519_full         -            1.9e-11   46.5   1.0   2.2e-11   46.2   1.0   1.1   1   0   0   1   1   1   1 -
anno1.g76822.t1      -          PF13519_full         -            1.9e-11   46.4   0.0   2.5e-11   46.1   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g71365.t1      -          PF13519_full         -            2.7e-11   45.9   0.0   3.6e-11   45.5   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g77733.t2      -          PF13519_full         -            2.7e-11   45.9   0.0   3.6e-11   45.6   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g21067.t1      -          PF13519_full         -            2.9e-11   45.8   0.0   4.8e-11   45.1   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g38914.t2      -          PF13519_full         -            3.1e-11   45.8   0.4   4.8e-11   45.1   0.4   1.2   1   0   0   1   1   1   1 -
anno1.g22900.t1      -          PF13519_full         -            3.3e-11   45.7   0.0   4.4e-11   45.3   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g66219.t1      -          PF13519_full         -            4.5e-11   45.2   0.0   6.2e-11   44.8   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g60109.t1      -          PF13519_full         -            5.5e-11   44.9   0.3   6.3e-11   44.7   0.3   1.1   1   0   0   1   1   1   1 -
anno1.g12278.t1      -          PF13519_full         -              7e-11   44.6   0.0   1.5e-05   27.1   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g3782.t1       -          PF13519_full         -            7.1e-11   44.6   0.0   9.2e-11   44.2   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g35320.t1      -          PF13519_full         -            8.2e-11   44.4   0.0     1e-10   44.1   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g42614.t1      -          PF13519_full         -            8.2e-11   44.4   1.0   1.9e-10   43.2   0.0   1.9   2   0   0   2   2   1   1 -
anno1.g21882.t1      -          PF13519_full         -            8.6e-11   44.3   0.1   2.9e-10   42.6   0.0   2.0   2   0   0   2   2   1   1 -
anno1.g36329.t1      -          PF13519_full         -            8.9e-11   44.3   0.0   1.1e-10   44.0   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g36331.t1      -          PF13519_full         -            8.9e-11   44.3   0.0   1.1e-10   44.0   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g31572.t1      -          PF13519_full         -              9e-11   44.2   0.0   1.2e-10   43.9   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g71734.t1      -          PF13519_full         -              1e-10   44.0   0.8   1.2e-10   43.8   0.8   1.1   1   0   0   1   1   1   1 -
anno1.g42101.t1      -          PF13519_full         -            1.3e-10   43.7   0.2   1.5e-10   43.5   0.2   1.1   1   0   0   1   1   1   1 -
anno1.g46074.t1      -          PF13519_full         -            1.5e-10   43.5   0.0   2.1e-10   43.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g74072.t1      -          PF13519_full         -            1.7e-10   43.4   0.0     2e-10   43.1   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g51874.t1      -          PF13519_full         -              2e-10   43.1   0.2   2.5e-10   42.8   0.2   1.2   1   0   0   1   1   1   1 -
anno1.g52545.t1      -          PF13519_full         -            2.1e-10   43.0   0.0   2.7e-10   42.7   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g42616.t1      -          PF13519_full         -            3.2e-10   42.4   0.0   6.9e-10   41.3   0.0   1.4   1   1   0   1   1   1   1 -
anno1.g42617.t1      -          PF13519_full         -            3.2e-10   42.4   0.0   6.9e-10   41.3   0.0   1.4   1   1   0   1   1   1   1 -
anno1.g9557.t1       -          PF13519_full         -            3.6e-10   42.3   0.0   5.2e-10   41.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g24514.t1      -          PF13519_full         -              4e-10   42.1   0.0   4.5e-10   42.0   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g64493.t1      -          PF13519_full         -            4.3e-10   42.0   0.4   7.1e-10   41.3   0.4   1.3   1   1   0   1   1   1   1 -
anno1.g74810.t1      -          PF13519_full         -            5.1e-10   41.8   4.3   5.1e-10   41.8   4.3   2.0   1   1   1   2   2   2   1 -
anno1.g5037.t1       -          PF13519_full         -            5.7e-10   41.6   0.0   1.4e-09   40.3   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g32945.t1      -          PF13519_full         -            6.4e-10   41.4   0.2   8.2e-10   41.1   0.2   1.1   1   0   0   1   1   1   1 -
anno1.g879.t1        -          PF13519_full         -            6.6e-10   41.4   0.0   1.3e-09   40.4   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g41975.t1      -          PF13519_full         -            8.9e-10   41.0   0.1   1.3e-09   40.5   0.1   1.1   1   0   0   1   1   1   1 -
anno1.g32944.t1      -          PF13519_full         -            9.5e-10   40.9   0.1   1.3e-09   40.4   0.1   1.1   1   0   0   1   1   1   1 -
anno1.g80589.t1      -          PF13519_full         -            9.7e-10   40.9   0.0   1.3e-09   40.4   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g48080.t1      -          PF13519_full         -            9.9e-10   40.8   0.2   2.6e-09   39.5   0.2   1.7   1   0   0   1   1   1   1 -
anno1.g5036.t1       -          PF13519_full         -              1e-09   40.8   0.0   2.5e-09   39.5   0.0   1.6   1   0   0   1   1   1   1 -
anno1.g5847.t1       -          PF13519_full         -            1.5e-09   40.2   0.1     2e-09   39.8   0.1   1.1   1   0   0   1   1   1   1 -
anno1.g44760.t1      -          PF13519_full         -              2e-09   39.8   0.0   2.8e-09   39.3   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g38187.t1      -          PF13519_full         -            2.1e-09   39.8   0.0     3e-09   39.2   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g62088.t1      -          PF13519_full         -            2.3e-09   39.6   0.0   2.9e-09   39.3   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g76286.t1      -          PF13519_full         -            2.4e-09   39.6   0.0   3.9e-09   38.9   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g944.t1        -          PF13519_full         -            2.4e-09   39.6   0.0   7.4e-08   34.7   0.0   2.3   2   0   0   2   2   2   1 -
anno1.g80588.t1      -          PF13519_full         -            2.4e-09   39.6   0.0   3.6e-09   39.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g82098.t1      -          PF13519_full         -              3e-09   39.3   0.0   5.1e-09   38.5   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g45899.t1      -          PF13519_full         -            3.2e-09   39.2   0.2   3.6e-09   39.0   0.2   1.0   1   0   0   1   1   1   1 -
anno1.g76278.t1      -          PF13519_full         -            4.3e-09   38.8   0.0   6.4e-09   38.2   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g35634.t1      -          PF13519_full         -            4.3e-09   38.7   0.1   6.3e-09   38.2   0.1   1.2   1   0   0   1   1   1   1 -
anno1.g74980.t1      -          PF13519_full         -            4.6e-09   38.7   0.0   6.1e-09   38.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g51553.t1      -          PF13519_full         -            4.8e-09   38.6   0.0   5.8e-09   38.3   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g40718.t1      -          PF13519_full         -            5.3e-09   38.4   0.0   7.7e-09   37.9   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g67979.t1      -          PF13519_full         -            5.6e-09   38.4   0.0   7.7e-09   37.9   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g26419.t1      -          PF13519_full         -            5.9e-09   38.3   0.0    0.0002   23.5   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g51552.t1      -          PF13519_full         -            6.8e-09   38.1   0.0   8.1e-09   37.8   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g78416.t1      -          PF13519_full         -            6.8e-09   38.1   0.0   8.1e-09   37.8   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g21183.t1      -          PF13519_full         -            7.8e-09   37.9   0.1   1.6e-08   36.8   0.1   1.3   1   1   0   1   1   1   1 -
anno1.g49998.t1      -          PF13519_full         -            8.1e-09   37.8   0.0   9.6e-09   37.6   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g48873.t1      -          PF13519_full         -            8.2e-09   37.8   0.1   3.4e-08   35.8   0.0   2.1   2   1   0   2   2   1   1 -
anno1.g5373.t1       -          PF13519_full         -            8.9e-09   37.7   0.2   1.7e-08   36.8   0.2   1.4   1   0   0   1   1   1   1 -
anno1.g7206.t1       -          PF13519_full         -            8.9e-09   37.7   0.0   1.2e-08   37.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g56894.t1      -          PF13519_full         -            9.1e-09   37.7   0.0     0.012   17.6   0.0   3.1   3   0   0   3   3   3   2 -
anno1.g18717.t1      -          PF13519_full         -            9.5e-09   37.6   0.4   1.3e-08   37.2   0.4   1.2   1   0   0   1   1   1   1 -
anno1.g84558.t1      -          PF13519_full         -              1e-08   37.5   0.0   1.1e-08   37.4   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g51428.t1      -          PF13519_full         -            1.1e-08   37.5   0.0   1.6e-08   36.9   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g51432.t1      -          PF13519_full         -            1.1e-08   37.5   0.0   1.6e-08   36.9   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g76894.t1      -          PF13519_full         -            1.2e-08   37.3   0.0   1.8e-08   36.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g37719.t1      -          PF13519_full         -            1.7e-08   36.8   0.6   1.8e-08   36.7   0.6   1.0   1   0   0   1   1   1   1 -
anno1.g35632.t1      -          PF13519_full         -            1.7e-08   36.8   0.2   3.5e-08   35.8   0.2   1.5   1   0   0   1   1   1   1 -
anno1.g42100.t1      -          PF13519_full         -            1.8e-08   36.7   0.0   3.2e-08   35.9   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g25165.t1      -          PF13519_full         -            2.2e-08   36.4   0.0   2.9e-08   36.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g52867.t1      -          PF13519_full         -            2.3e-08   36.4   0.0   4.8e-08   35.3   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g21182.t1      -          PF13519_full         -            2.9e-08   36.0   0.0   4.3e-08   35.5   0.0   1.2   1   0   0   1   1   1   1 -
