#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g12384.t1      -          PF13516_full         -            2.3e-93  308.0 110.4   1.1e-06   30.5   0.1  16.1   1   1  15  16  16  16  16 -
anno1.g24931.t1      -          PF13516_full         -            5.9e-41  140.2  38.5   0.00022   23.1   0.2  11.8   1   1  11  12  12  11   8 -
anno1.g74372.t1      -          PF13516_full         -            6.6e-41  140.1  73.0   2.5e-06   29.4   3.6  14.6   5   3   9  14  14  14  10 -
anno1.g41239.t1      -          PF13516_full         -            4.3e-40  137.5  36.8     5e-05   25.2   0.1   9.0   1   1   8   9   9   9   8 -
anno1.g77855.t1      -          PF13516_full         -            2.5e-39  135.1  47.0   1.2e-05   27.2   1.1  12.2   5   3   7  12  12  11   9 -
anno1.g50454.t1      -          PF13516_full         -            1.9e-37  129.0  64.9   5.2e-07   31.6   0.2  11.1   5   2   6  11  11  10   8 -
anno1.g15695.t1      -          PF13516_full         -            2.9e-37  128.4  90.3   0.00014   23.8   1.2  13.3   1   1  12  13  13  13   8 -
anno1.g23109.t1      -          PF13516_full         -            3.6e-36  124.9  48.3   2.5e-06   29.4   0.5   8.2   1   1   7   8   8   7   7 -
anno1.g23223.t1      -          PF13516_full         -            5.6e-36  124.3  72.9   6.1e-08   34.5   2.0   8.5   2   1   7   9   9   7   7 -
anno1.g34861.t1      -          PF13516_full         -            6.3e-36  124.1  39.1   4.4e-06   28.6   0.3   9.1   2   2   7   9   9   9   7 -
anno1.g59601.t1      -          PF13516_full         -            6.7e-36  124.1  18.6   4.3e-05   25.4   0.8   9.2   2   2   7   9   9   9   6 -
anno1.g59602.t1      -          PF13516_full         -            6.7e-36  124.1  18.6   4.3e-05   25.4   0.8   9.2   2   2   7   9   9   9   6 -
anno1.g22311.t1      -          PF13516_full         -            1.2e-35  123.2  53.0   2.9e-05   25.9   0.7   8.9   2   1   7   9   9   8   6 -
anno1.g18657.t1      -          PF13516_full         -            7.3e-35  120.7  34.0   1.1e-05   27.3   0.0   9.0   2   1   7   9   9   9   7 -
anno1.g15224.t1      -          PF13516_full         -            1.2e-34  120.1  53.7   0.00016   23.6   0.8  13.1   3   2  10  13  13  12   7 -
anno1.g71847.t1      -          PF13516_full         -            4.3e-34  118.3  27.8   2.8e-07   32.4   0.2   8.6   2   1   7   9   9   8   6 -
anno1.g71848.t1      -          PF13516_full         -            4.3e-34  118.3  27.8   2.8e-07   32.4   0.2   8.6   2   1   7   9   9   8   6 -
anno1.g34089.t1      -          PF13516_full         -              5e-34  118.1  29.2   6.6e-07   31.2   0.6   7.0   1   1   6   7   7   7   6 -
anno1.g17581.t1      -          PF13516_full         -            2.2e-33  116.0  30.8   7.3e-06   27.9   0.5   7.2   1   1   6   7   7   7   6 -
anno1.g17582.t1      -          PF13516_full         -            2.2e-33  116.0  30.8   7.3e-06   27.9   0.5   7.2   1   1   6   7   7   7   6 -
anno1.g41729.t1      -          PF13516_full         -            5.2e-33  114.8  15.6   5.6e-07   31.5   0.0   9.2   2   1   7   9   9   9   6 -
anno1.g3364.t1       -          PF13516_full         -            1.6e-32  113.2  48.8   3.5e-06   28.9   1.4   8.1   2   1   7   9   9   7   6 -
anno1.g12764.t1      -          PF13516_full         -            2.2e-32  112.8  44.0   5.2e-07   31.5   0.2   8.1   3   1   6   9   9   7   6 -
anno1.g10705.t1      -          PF13516_full         -            3.6e-32  112.1  28.4   1.8e-06   29.8   0.2   7.0   2   1   5   7   7   6   5 -
anno1.g50653.t1      -          PF13516_full         -            8.4e-32  110.9  12.7   0.00072   21.5   0.0   8.9   1   1   8   9   9   8   6 -
anno1.g72050.t1      -          PF13516_full         -            1.8e-31  109.9  51.6   5.4e-05   25.1   0.5  11.1   6   2   7  13  13   9   9 -
anno1.g1627.t1       -          PF13516_full         -            2.4e-31  109.5  48.8   0.00013   23.8   0.1  12.9   4   3   9  13  13  12   7 -
anno1.g2616.t2       -          PF13516_full         -            5.9e-31  108.2  23.1   7.1e-06   27.9   1.3   7.6   2   2   5   7   7   7   5 -
anno1.g50756.t2      -          PF13516_full         -              6e-30  105.0  38.1   0.00013   23.9   0.2   8.2   1   1   7   8   8   8   7 -
anno1.g48264.t1      -          PF13516_full         -              3e-29  102.8  65.2   9.7e-05   24.3   1.7  10.5   1   1   9  10  10  10   6 -
anno1.g50762.t1      -          PF13516_full         -              4e-29  102.3  38.1   0.00017   23.5   0.2   8.2   1   1   7   8   8   8   7 -
anno1.g4083.t1       -          PF13516_full         -            2.8e-28   99.6  46.7   0.00074   21.5   0.8  10.2   4   2   6  10  10   9   7 -
anno1.g59954.t1      -          PF13516_full         -            3.9e-28   99.2  32.5   0.00031   22.7   0.5   9.1   1   1   8   9   9   9   6 -
anno1.g50761.t1      -          PF13516_full         -              4e-28   99.2  11.9   0.00041   22.3   0.0   9.0   2   2   7   9   9   8   5 -
anno1.g59953.t1      -          PF13516_full         -            4.5e-28   99.0  30.7   0.00029   22.8   0.5   9.2   1   1   8   9   9   9   5 -
anno1.g49481.t1      -          PF13516_full         -              5e-26   92.4  23.5   0.00014   23.8   0.2   8.3   1   1   6   8   8   8   6 -
anno1.g49484.t1      -          PF13516_full         -              5e-26   92.4  23.5   0.00014   23.8   0.2   8.3   1   1   6   8   8   8   6 -
anno1.g48018.t1      -          PF13516_full         -            5.3e-26   92.4  17.5   5.6e-05   25.0   0.2   8.4   2   2   6   8   8   8   5 -
anno1.g26559.t1      -          PF13516_full         -            1.9e-25   90.6  33.1   1.3e-05   27.0   0.1   9.4   3   2   7  10  10   8   4 -
anno1.g29718.t1      -          PF13516_full         -            7.3e-25   88.7  47.2   0.00019   23.4   0.2  10.1   4   2   4   9   9   9   6 -
anno1.g76589.t1      -          PF13516_full         -            8.2e-25   88.5  28.3   0.00047   22.1   0.1   8.9   4   2   5   9   9   7   5 -
anno1.g3365.t1       -          PF13516_full         -              1e-24   88.2  47.0   8.8e-06   27.6   1.8   6.7   2   1   5   7   7   6   4 -
anno1.g13571.t1      -          PF13516_full         -            1.2e-24   88.0  24.7   2.6e-06   29.3   1.8   5.5   1   1   4   5   5   5   4 -
anno1.g38244.t1      -          PF13516_full         -            1.5e-24   87.7  11.7   1.6e-05   26.8   0.0   6.6   3   1   4   7   7   6   4 -
anno1.g70991.t1      -          PF13516_full         -            3.2e-23   83.4  12.6   5.8e-05   25.0   0.2   8.1   2   2   6   8   8   7   3 -
anno1.g61137.t1      -          PF13516_full         -            5.4e-23   82.7   8.0   0.00065   21.6   0.1   6.2   1   1   5   6   6   6   5 -
anno1.g52748.t1      -          PF13516_full         -            1.1e-22   81.8  30.2   2.9e-06   29.1   0.9   7.1   3   1   5   8   8   6   4 -
anno1.g52749.t1      -          PF13516_full         -            1.1e-22   81.8  30.2   2.9e-06   29.1   0.9   7.1   3   1   5   8   8   6   4 -
anno1.g38787.t1      -          PF13516_full         -            8.2e-22   78.9  41.7   3.1e-05   25.9   1.8   8.3   3   2   6   9   9   7   5 -
anno1.g10674.t1      -          PF13516_full         -              1e-20   75.4  13.2   2.1e-05   26.4   1.0   4.2   1   1   3   4   4   4   4 -
anno1.g58135.t1      -          PF13516_full         -            3.2e-20   73.9  26.9    0.0011   21.0   2.6   8.8   3   2   6   9   9   7   4 -
anno1.g49482.t2      -          PF13516_full         -            5.4e-20   73.1  25.8    0.0011   20.9   0.4   7.0   3   2   5   8   8   6   5 -
anno1.g58136.t1      -          PF13516_full         -            1.3e-19   71.9  19.9   0.00055   21.9   4.2   7.4   2   1   5   7   7   7   4 -
anno1.g58133.t1      -          PF13516_full         -            2.4e-19   71.0  19.8   0.00035   22.5   2.9   7.5   2   1   5   7   7   7   4 -
anno1.g22658.t1      -          PF13516_full         -            2.5e-19   71.0  18.1    0.0074   18.3   0.0   8.2   4   2   4   8   8   7   4 -
anno1.g71789.t1      -          PF13516_full         -            2.8e-19   70.8  23.1    0.0039   19.2   0.0   7.8   1   1   7   8   8   7   4 -
anno1.g5129.t1       -          PF13516_full         -              3e-19   70.7  63.4    0.0018   20.3   0.2  14.6   7   6   8  15  15  12   4 -
anno1.g43272.t1      -          PF13516_full         -            3.1e-19   70.7  41.4    0.0028   19.6   0.1  10.2   3   2   7  10  10  10   4 -
anno1.g49483.t1      -          PF13516_full         -            3.3e-19   70.6  15.7    0.0006   21.7   0.4   5.5   2   1   4   6   6   5   4 -
anno1.g846.t1        -          PF13516_full         -            3.7e-19   70.4  34.7   3.9e-05   25.5   2.6   5.9   2   1   4   6   6   5   4 -
anno1.g68678.t1      -          PF13516_full         -              4e-19   70.3  33.6   4.7e-05   25.3   0.4   6.3   2   1   4   6   6   5   4 -
anno1.g30759.t1      -          PF13516_full         -            4.4e-19   70.2  33.9   6.2e-05   24.9   0.8   6.5   2   1   5   7   7   6   4 -
anno1.g58134.t1      -          PF13516_full         -            7.3e-19   69.5  19.6   0.00056   21.8   3.8   7.4   2   1   5   7   7   7   4 -
anno1.g30658.t1      -          PF13516_full         -            1.1e-18   69.0  26.3    0.0012   20.7   0.0   8.6   5   2   5  10  10   7   5 -
anno1.g21050.t1      -          PF13516_full         -            3.2e-18   67.5  15.3   0.00032   22.6   0.7   5.1   2   2   3   5   5   5   4 -
anno1.g21051.t1      -          PF13516_full         -            3.2e-18   67.5  15.3   0.00032   22.6   0.7   5.1   2   2   3   5   5   5   4 -
anno1.g30757.t1      -          PF13516_full         -            5.9e-18   66.6  23.8   3.3e-06   29.0   1.4   4.7   2   1   3   5   5   4   4 -
anno1.g20382.t1      -          PF13516_full         -            4.7e-17   63.7  26.4     0.001   21.0   0.2   6.4   3   2   4   7   7   6   3 -
anno1.g30625.t1      -          PF13516_full         -            5.6e-17   63.5   5.1     0.001   21.0   0.2   5.8   1   1   5   6   6   5   3 -
anno1.g71790.t1      -          PF13516_full         -            3.5e-16   60.9   6.7    0.0011   21.0   0.0   5.0   1   1   4   5   5   5   4 -
anno1.g29691.t1      -          PF13516_full         -            3.8e-16   60.8  35.5   7.1e-06   27.9   2.1   5.9   3   1   3   6   6   4   4 -
anno1.g62887.t1      -          PF13516_full         -            3.4e-15   57.8  21.4   0.00021   23.2   0.3   6.3   3   2   4   7   7   5   3 -
anno1.g55224.t1      -          PF13516_full         -            6.8e-15   56.8  27.7       1.2   11.2   0.0  10.5   3   2   8  11  11   9   1 -
anno1.g58139.t1      -          PF13516_full         -            5.6e-14   53.9  16.8   0.00032   22.6   2.7   4.2   1   1   3   4   4   4   3 -
anno1.g57779.t1      -          PF13516_full         -              6e-14   53.8  14.4    0.0002   23.3   0.0   5.1   1   1   4   5   5   5   3 -
anno1.g80031.t1      -          PF13516_full         -            1.9e-13   52.1  19.9    0.0002   23.3   1.3   5.9   1   1   5   6   6   6   3 -
anno1.g80032.t1      -          PF13516_full         -            1.9e-13   52.1  19.9    0.0002   23.3   1.3   5.9   1   1   5   6   6   6   3 -
anno1.g43693.t1      -          PF13516_full         -            1.1e-12   49.7   0.0    0.0038   19.2   0.0   3.7   1   1   2   3   3   3   3 -
anno1.g79830.t1      -          PF13516_full         -            1.5e-12   49.3  15.3   6.1e-05   24.9   0.0   7.3   5   2   2   7   7   6   2 -
anno1.g45886.t1      -          PF13516_full         -            1.8e-12   49.0  34.2   8.4e-07   30.9   1.2   5.0   3   1   3   6   6   3   3 -
anno1.g70236.t1      -          PF13516_full         -            8.3e-12   46.9  24.6     0.061   15.3   0.0   9.5   6   3   5  11  11   6   1 -
anno1.g82117.t1      -          PF13516_full         -            8.4e-12   46.9  15.9       0.2   13.7   0.5   6.6   5   3   2   7   7   5   3 -
anno1.g79829.t1      -          PF13516_full         -            1.1e-11   46.5  14.4   6.2e-05   24.9   0.1   7.0   5   2   2   7   7   5   2 -
anno1.g9333.t1       -          PF13516_full         -            1.4e-11   46.1   1.9    0.0067   18.4   0.0   4.5   2   1   2   4   4   3   2 -
anno1.g37979.t1      -          PF13516_full         -            2.3e-11   45.5  31.5      0.91   11.6   0.0   8.8   1   1   7   9   9   9   3 -
anno1.g21015.t1      -          PF13516_full         -            7.9e-11   43.8  16.3     0.055   15.5   0.1   7.0   3   2   4   7   7   6   2 -
anno1.g39146.t1      -          PF13516_full         -            8.1e-11   43.7   9.9     0.017   17.1   0.0   3.5   1   1   2   3   3   3   3 -
anno1.g77225.t1      -          PF13516_full         -            8.1e-11   43.7   8.9    0.0071   18.3   0.1   4.4   2   2   2   4   4   4   3 -
anno1.g31557.t1      -          PF13516_full         -            2.1e-10   42.4   4.9    0.0051   18.8   1.0   4.2   1   1   3   4   4   4   2 -
anno1.g10673.t1      -          PF13516_full         -              4e-10   41.5   3.9   3.9e-05   25.5   0.1   2.3   1   1   1   2   2   2   2 -
anno1.g10097.t1      -          PF13516_full         -            4.2e-10   41.4  22.5   4.6e-05   25.3   2.7   4.5   2   1   3   5   5   3   2 -
anno1.g31558.t1      -          PF13516_full         -            4.8e-10   41.3   5.5     0.005   18.8   0.7   4.2   1   1   3   4   4   4   2 -
anno1.g84314.t1      -          PF13516_full         -            4.9e-10   41.2  17.8    0.0093   17.9   0.8   7.8   5   3   3   8   8   8   1 -
anno1.g72537.t1      -          PF13516_full         -            1.3e-09   39.8  14.1      0.18   13.8   0.1   5.3   4   1   1   5   5   5   2 -
anno1.g22012.t1      -          PF13516_full         -            2.1e-09   39.2  11.9     0.092   14.8   0.0   6.0   5   1   2   7   7   4   2 -
anno1.g10055.t1      -          PF13516_full         -            2.2e-09   39.2  16.9    0.0037   19.2   0.0   5.2   3   2   3   6   6   4   2 -
anno1.g48079.t1      -          PF13516_full         -            2.9e-09   38.7  27.7      0.12   14.4   0.1   7.2   5   2   2   7   7   5   3 -
anno1.g12760.t2      -          PF13516_full         -            3.3e-09   38.6   6.3   1.6e-05   26.8   1.0   4.8   3   1   2   5   5   3   2 -
anno1.g22011.t1      -          PF13516_full         -              4e-09   38.3   6.6      0.16   14.0   0.2   4.9   1   1   3   4   4   4   2 -
anno1.g37978.t1      -          PF13516_full         -            5.1e-09   38.0  27.4      0.69   12.0   0.0   8.8   1   1   7   9   9   7   2 -
anno1.g46117.t1      -          PF13516_full         -            5.2e-09   38.0   1.0       1.7   10.7   0.1   5.8   3   1   2   5   5   5   1 -
anno1.g78424.t2      -          PF13516_full         -            1.9e-08   36.2  15.1      0.15   14.0   0.0   5.3   1   1   4   5   5   5   3 -
anno1.g28803.t1      -          PF13516_full         -            3.7e-08   35.2   6.6       1.7   10.7   0.7   4.8   3   1   2   5   5   4   1 -
anno1.g24984.t1      -          PF13516_full         -            4.5e-08   34.9  32.8    0.0094   17.9   2.7   8.3   4   2   5   9   9   7   2 -
anno1.g74284.t1      -          PF13516_full         -            4.7e-08   34.9  32.8    0.0094   17.9   2.7   8.3   4   2   5   9   9   7   2 -
anno1.g81460.t1      -          PF13516_full         -            5.2e-08   34.8   3.5     0.079   15.0   1.7   4.1   1   1   2   3   3   3   1 -
anno1.g19305.t1      -          PF13516_full         -            6.3e-08   34.5  13.4     0.068   15.2   0.6   4.9   1   1   3   4   4   4   2 -
anno1.g48170.t1      -          PF13516_full         -              1e-07   33.8  32.5       0.2   13.7   0.7   6.8   4   3   2   6   6   6   2 -
anno1.g50455.t1      -          PF13516_full         -              2e-07   32.9  25.2   2.4e-06   29.4   0.3   5.1   3   1   2   5   5   5   1 -
anno1.g5304.t1       -          PF13516_full         -            2.2e-07   32.7  33.2      0.75   11.8   0.1   8.3   3   2   6   9   9   7   2 -
anno1.g80156.t1      -          PF13516_full         -            2.2e-07   32.7   3.1   2.2e-07   32.7   3.1   2.4   1   1   1   2   2   1   1 -
anno1.g43694.t1      -          PF13516_full         -            2.3e-07   32.7   0.2     0.049   15.6   0.0   3.7   2   1   2   4   4   3   2 -
anno1.g27791.t1      -          PF13516_full         -            2.8e-07   32.4  16.8      0.41   12.7   0.3   6.0   5   2   0   5   5   5   2 -
anno1.g35108.t1      -          PF13516_full         -            2.8e-07   32.4  18.8      0.52   12.3   0.6   6.5   6   1   1   7   7   6   2 -
anno1.g41573.t1      -          PF13516_full         -            2.8e-07   32.4  45.7         2   10.5   0.0  11.1   5   2   7  12  12   9   2 -
anno1.g44965.t1      -          PF13516_full         -            2.9e-07   32.4  25.9     0.024   16.6   0.2   5.6   4   2   2   6   6   4   3 -
anno1.g70280.t1      -          PF13516_full         -            3.9e-07   32.0  24.8      0.48   12.5   1.0   4.9   3   2   1   4   4   4   3 -
anno1.g80613.t1      -          PF13516_full         -            3.9e-07   31.9  11.8     0.061   15.3   0.0   5.7   4   2   2   6   6   5   1 -
anno1.g54946.t1      -          PF13516_full         -            4.4e-07   31.8  20.8      0.22   13.5   0.3   6.2   5   1   1   6   6   5   1 -
anno1.g10209.t1      -          PF13516_full         -            4.4e-07   31.8  58.4      0.14   14.2   0.2  13.9  10   4   5  15  15  11   2 -
anno1.g28804.t1      -          PF13516_full         -            4.8e-07   31.7  23.6      0.58   12.2   0.1   7.9   5   2   3   8   8   7   1 -
anno1.g65287.t1      -          PF13516_full         -            6.5e-07   31.2  34.3      0.18   13.9   0.2   7.4   5   2   3   8   8   7   1 -
anno1.g65288.t1      -          PF13516_full         -            6.5e-07   31.2  34.3      0.18   13.9   0.2   7.4   5   2   3   8   8   7   1 -
anno1.g44004.t1      -          PF13516_full         -            6.8e-07   31.2  20.9      0.22   13.5   0.3   6.1   5   1   1   6   6   5   1 -
anno1.g54948.t1      -          PF13516_full         -            6.8e-07   31.2  20.9      0.22   13.5   0.3   6.1   5   1   1   6   6   5   1 -
anno1.g78900.t1      -          PF13516_full         -            6.8e-07   31.2  20.9      0.22   13.5   0.3   6.1   5   1   1   6   6   5   1 -
anno1.g32562.t1      -          PF13516_full         -            7.3e-07   31.1  21.5      0.82   11.7   0.8   7.4   4   3   3   7   7   6   1 -
anno1.g79421.t1      -          PF13516_full         -            1.2e-06   30.4  25.3     0.037   16.0   1.6   5.4   3   2   2   5   5   4   2 -
anno1.g27198.t1      -          PF13516_full         -            1.5e-06   30.0  19.7       0.5   12.4   0.5   5.7   2   1   3   5   5   5   1 -
anno1.g10548.t1      -          PF13516_full         -            1.9e-06   29.8   6.5       2.9    9.9   0.1   6.4   5   1   2   7   7   5   0 -
anno1.g83993.t1      -          PF13516_full         -              2e-06   29.7  11.9       1.9   10.5   0.0   6.3   4   2   3   7   7   4   2 -
anno1.g60694.t1      -          PF13516_full         -            2.3e-06   29.5  15.0       4.6    9.3   0.1   5.7   5   0   0   5   5   5   0 -
anno1.g60693.t1      -          PF13516_full         -            2.6e-06   29.3  15.0       4.8    9.3   0.1   5.7   5   0   0   5   5   5   0 -
anno1.g80479.t1      -          PF13516_full         -            2.9e-06   29.2  33.4      0.37   12.8   0.1   7.9   4   2   4   8   8   6   3 -
anno1.g26713.t1      -          PF13516_full         -            6.6e-06   28.0  71.0      0.37   12.8   0.4  12.5   7   4   6  13  13  10   3 -
anno1.g65876.t1      -          PF13516_full         -            7.6e-06   27.8  23.0       4.5    9.3   0.1   6.9   6   2   1   7   7   5   0 -
anno1.g66447.t1      -          PF13516_full         -            1.1e-05   27.3  16.7       5.6    9.0   0.0   7.4   7   1   1   8   8   6   0 -
anno1.g83994.t1      -          PF13516_full         -            1.2e-05   27.2  17.3     0.014   17.4   0.1   6.1   4   1   3   7   7   5   1 -
anno1.g34191.t1      -          PF13516_full         -            1.5e-05   26.8   8.6       4.6    9.3   0.1   5.3   3   1   2   5   5   4   0 -
anno1.g48169.t1      -          PF13516_full         -            2.5e-05   26.2  14.2      0.15   14.1   0.7   4.4   2   2   2   4   4   4   1 -
anno1.g74033.t1      -          PF13516_full         -            2.9e-05   26.0   8.9     0.075   15.0   1.3   4.4   3   2   2   5   5   3   1 -
anno1.g62224.t1      -          PF13516_full         -            3.3e-05   25.8  19.1      0.19   13.8   1.7   5.6   3   2   2   5   5   4   2 -
anno1.g62225.t1      -          PF13516_full         -            3.3e-05   25.8  19.1      0.19   13.8   1.7   5.6   3   2   2   5   5   4   2 -
anno1.g64421.t1      -          PF13516_full         -            3.5e-05   25.7  23.6       1.5   10.9   0.0   6.8   5   1   2   7   7   6   1 -
anno1.g76564.t1      -          PF13516_full         -              4e-05   25.5   1.3      0.74   11.9   0.4   3.2   1   1   2   3   3   3   1 -
anno1.g34195.t1      -          PF13516_full         -            6.1e-05   24.9   5.5       0.4   12.7   0.8   3.3   1   1   1   3   3   3   1 -
anno1.g29417.t1      -          PF13516_full         -            7.7e-05   24.6   3.2   0.00011   24.1   2.2   1.8   1   1   1   2   2   1   1 -
anno1.g76567.t1      -          PF13516_full         -            8.2e-05   24.5   2.5       1.1   11.3   0.7   3.7   1   1   3   4   4   3   1 -
anno1.g44968.t1      -          PF13516_full         -            8.9e-05   24.4  20.2     0.056   15.4   0.2   4.9   4   1   1   5   5   3   2 -
anno1.g32168.t1      -          PF13516_full         -            0.00011   24.1   1.1       2.2   10.3   0.0   4.7   3   2   2   5   5   4   1 -
anno1.g34196.t1      -          PF13516_full         -            0.00012   24.0   5.5      0.53   12.3   0.9   3.4   1   1   2   3   3   3   1 -
anno1.g11928.t1      -          PF13516_full         -            0.00012   24.0  12.8        14    7.7   0.0   6.1   3   1   2   5   5   5   0 -
anno1.g56397.t1      -          PF13516_full         -            0.00014   23.8   4.7        13    7.8   0.0   5.2   4   1   1   5   5   5   0 -
anno1.g26147.t1      -          PF13516_full         -            0.00014   23.8   8.2      0.36   12.8   0.0   5.7   3   2   2   5   5   5   1 -
anno1.g64790.t1      -          PF13516_full         -            0.00014   23.7   7.7        14    7.8   0.0   6.3   7   0   0   7   7   5   0 -
anno1.g28938.t1      -          PF13516_full         -            0.00014   23.7   9.8       2.8   10.0   0.0   5.0   5   0   0   5   5   5   0 -
anno1.g46791.t1      -          PF13516_full         -            0.00014   23.7  35.3     0.013   17.5   2.9   6.2   3   1   4   7   7   5   2 -
anno1.g48168.t1      -          PF13516_full         -            0.00015   23.7  35.5      0.55   12.3   0.8   7.9   5   3   3   8   8   7   1 -
anno1.g48735.t2      -          PF13516_full         -             0.0002   23.3  25.7        10    8.2   0.3   6.6   5   1   2   7   7   6   0 -
anno1.g29956.t1      -          PF13516_full         -            0.00021   23.2   0.3    0.0023   19.9   0.1   2.6   1   1   1   2   2   2   1 -
anno1.g8303.t1       -          PF13516_full         -            0.00023   23.1  10.4        11    8.1   0.1   5.6   4   1   2   6   6   4   0 -
anno1.g80166.t1      -          PF13516_full         -            0.00025   23.0  10.2      0.29   13.1   0.3   3.5   3   1   1   4   4   3   1 -
anno1.g67909.t1      -          PF13516_full         -            0.00026   22.9  25.6      0.91   11.6   4.1   5.9   2   2   4   6   6   6   1 -
anno1.g7892.t1       -          PF13516_full         -            0.00027   22.8  15.9       3.1    9.9   0.3   5.6   4   2   2   6   6   4   0 -
anno1.g78115.t1      -          PF13516_full         -            0.00029   22.7   1.3     0.004   19.1   0.2   3.2   2   1   1   3   3   1   1 -
anno1.g14962.t1      -          PF13516_full         -            0.00038   22.4  35.5       2.9   10.0   0.3   6.6   3   2   4   7   7   6   0 -
anno1.g72063.t2      -          PF13516_full         -             0.0004   22.3  15.4       4.8    9.3   3.2   4.9   5   0   0   5   5   4   0 -
anno1.g46516.t1      -          PF13516_full         -            0.00046   22.1  13.0    0.0072   18.3   0.2   3.4   2   1   1   3   3   2   2 -
anno1.g70892.t1      -          PF13516_full         -            0.00047   22.1   9.0     0.045   15.7   0.5   4.8   3   1   1   4   4   2   1 -
anno1.g56392.t1      -          PF13516_full         -            0.00047   22.1   4.7        18    7.5   0.0   5.2   4   1   1   5   5   5   0 -
anno1.g52738.t1      -          PF13516_full         -            0.00059   21.8  12.2       0.6   12.2   0.9   4.0   2   1   1   3   3   3   2 -
anno1.g5302.t1       -          PF13516_full         -            0.00063   21.7   2.4     0.083   14.9   0.4   2.4   1   1   1   2   2   2   1 -
anno1.g50953.t1      -          PF13516_full         -            0.00064   21.7  23.4      0.42   12.6   0.1   6.7   6   1   2   8   8   5   2 -
anno1.g58039.t1      -          PF13516_full         -            0.00069   21.6   2.0       2.4   10.2   0.0   3.6   4   1   0   4   4   2   1 -
anno1.g50949.t1      -          PF13516_full         -            0.00082   21.3   0.4     0.066   15.2   0.0   3.2   3   1   1   4   4   2   1 -
anno1.g541.t1        -          PF13516_full         -             0.0011   21.0   2.7         3    9.9   0.0   4.1   2   1   3   5   5   3   0 -
anno1.g76496.t1      -          PF13516_full         -             0.0011   20.9   1.7         1   11.4   0.3   2.7   1   1   1   2   2   2   1 -
anno1.g68418.t1      -          PF13516_full         -             0.0011   20.9  18.4      0.12   14.4   0.1   7.0   5   3   3   8   8   5   1 -
anno1.g70279.t1      -          PF13516_full         -             0.0012   20.8   9.4      0.39   12.7   1.1   3.5   2   1   1   3   3   3   1 -
anno1.g30402.t1      -          PF13516_full         -             0.0014   20.5   2.4     0.003   19.5   0.2   2.6   2   1   1   3   3   1   1 -
anno1.g30804.t1      -          PF13516_full         -             0.0016   20.4   3.5    0.0037   19.2   0.2   3.2   2   1   2   4   4   1   1 -
anno1.g29997.t1      -          PF13516_full         -             0.0021   20.0  14.4       4.8    9.2   0.2   5.9   4   1   2   6   6   5   0 -
