#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g1290.t1       -          PF13519_full         -                  0 1533.1  71.0   4.9e-13   49.8   0.4  59.0  53   6   4  59  59  59  56 -
anno1.g13126.t1      -          PF13519_full         -            4.1e-10   40.3   0.0   6.1e-10   39.7   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g22033.t1      -          PF13519_full         -            4.3e-10   40.2   1.5   0.00065   20.0   0.1   2.2   2   0   0   2   2   2   2 -
anno1.g11316.t1      -          PF13519_full         -            5.9e-10   39.7   0.0   8.3e-10   39.3   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g3816.t1       -          PF13519_full         -            1.7e-09   38.2   0.0   4.1e-09   37.0   0.0   1.6   2   0   0   2   2   1   1 -
anno1.g20634.t1      -          PF13519_full         -            1.9e-09   38.1   0.0   3.8e-09   37.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g3785.t1       -          PF13519_full         -            3.3e-09   37.3   0.0   4.5e-09   36.9   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g10271.t1      -          PF13519_full         -            3.3e-09   37.3   0.0   4.2e-09   37.0   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g23091.t1      -          PF13519_full         -            4.6e-09   36.8   0.0   2.6e-08   34.4   0.0   2.3   1   0   0   1   1   1   1 -
anno1.g2531.t1       -          PF13519_full         -            7.4e-09   36.2   0.0   1.4e-08   35.3   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g20407.t1      -          PF13519_full         -            7.4e-09   36.1   0.1   1.3e-08   35.4   0.1   1.3   1   0   0   1   1   1   1 -
anno1.g23203.t1      -          PF13519_full         -            7.6e-09   36.1   0.0     1e-08   35.7   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g18887.t2      -          PF13519_full         -            8.1e-09   36.0   0.0   1.6e-08   35.1   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g23100.t1      -          PF13519_full         -            2.2e-08   34.6   0.0   8.3e-08   32.7   0.0   2.0   1   0   0   1   1   1   1 -
anno1.g23249.t1      -          PF13519_full         -            3.1e-08   34.1   0.0   5.3e-08   33.4   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g5883.t1       -          PF13519_full         -            3.2e-08   34.1   0.0   4.4e-08   33.6   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g19045.t1      -          PF13519_full         -            3.7e-08   33.9   0.0   1.5e-05   25.4   0.0   2.3   2   0   0   2   2   2   1 -
anno1.g15120.t2      -          PF13519_full         -              6e-08   33.2   0.0   8.1e-08   32.8   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g11317.t1      -          PF13519_full         -              9e-08   32.6   0.0   1.3e-07   32.1   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g9244.t1       -          PF13519_full         -            1.1e-07   32.3   0.1   2.5e-07   31.1   0.1   1.5   1   0   0   1   1   1   1 -
anno1.g11351.t1      -          PF13519_full         -            2.5e-07   31.2   0.0   3.6e-07   30.6   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g23097.t1      -          PF13519_full         -            3.6e-07   30.6   0.0     5e-07   30.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g22950.t1      -          PF13519_full         -            4.4e-07   30.4   0.0   8.6e-07   29.4   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g10424.t1      -          PF13519_full         -            5.7e-07   30.0   0.0   7.5e-07   29.6   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g22289.t1      -          PF13519_full         -              6e-07   29.9   0.0   1.2e-06   28.9   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g1004.t1       -          PF13519_full         -              6e-07   29.9   0.0   8.1e-07   29.5   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g2900.t1       -          PF13519_full         -            8.9e-07   29.3   0.0   1.8e-06   28.3   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g19044.t1      -          PF13519_full         -            1.2e-06   29.0   0.0   0.00013   22.3   0.0   2.2   2   0   0   2   2   2   1 -
anno1.g23096.t1      -          PF13519_full         -            1.6e-06   28.6   0.0     2e-06   28.2   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g17090.t1      -          PF13519_full         -            1.8e-06   28.3   0.0   2.9e-06   27.6   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g20790.t1      -          PF13519_full         -            2.2e-06   28.1   0.0     0.008   16.4   0.0   2.2   2   0   0   2   2   2   2 -
anno1.g11352.t1      -          PF13519_full         -            2.4e-06   27.9   0.0   3.4e-06   27.4   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g20789.t1      -          PF13519_full         -            2.4e-06   27.9   0.0      0.26   11.4   0.0   3.1   3   0   0   3   3   3   1 -
anno1.g17859.t1      -          PF13519_full         -            3.2e-06   27.5   0.0   4.5e-06   27.0   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g22947.t1      -          PF13519_full         -            3.2e-06   27.5   0.0   5.6e-06   26.7   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g21465.t1      -          PF13519_full         -            6.3e-06   26.6   0.0   1.4e-05   25.5   0.0   1.5   1   1   0   1   1   1   1 -
anno1.g15046.t1      -          PF13519_full         -            7.6e-06   26.3   0.0   1.7e-05   25.1   0.0   1.5   1   0   0   1   1   1   1 -
anno1.g15375.t2      -          PF13519_full         -            1.2e-05   25.6   0.0   4.3e-05   23.8   0.0   1.8   1   1   0   1   1   1   1 -
anno1.g10426.t1      -          PF13519_full         -            1.4e-05   25.4   0.0   1.8e-05   25.0   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g12728.t1      -          PF13519_full         -            1.4e-05   25.4   0.0   2.6e-05   24.5   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g18786.t1      -          PF13519_full         -            1.8e-05   25.0   0.2   4.2e-05   23.8   0.2   1.5   1   0   0   1   1   1   1 -
anno1.g12390.t1      -          PF13519_full         -            2.5e-05   24.6   0.0   4.4e-05   23.8   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g6903.t1       -          PF13519_full         -              3e-05   24.3   0.0   5.1e-05   23.6   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g20760.t1      -          PF13519_full         -            3.2e-05   24.3   0.0   4.2e-05   23.8   0.0   1.1   1   0   0   1   1   1   1 -
anno1.g20788.t1      -          PF13519_full         -            3.8e-05   24.0   0.0   5.8e-05   23.4   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g1461.t1       -          PF13519_full         -            6.2e-05   23.3   0.0    0.0001   22.6   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g20787.t1      -          PF13519_full         -            7.2e-05   23.1   0.1    0.0001   22.6   0.1   1.3   1   0   0   1   1   1   1 -
anno1.g15223.t1      -          PF13519_full         -            9.2e-05   22.7   0.0   9.4e-05   22.7   0.0   1.0   1   0   0   1   1   1   1 -
anno1.g23034.t1      -          PF13519_full         -            0.00012   22.4   0.0   0.00018   21.8   0.0   1.3   1   1   0   1   1   1   1 -
anno1.g11407.t1      -          PF13519_full         -            0.00013   22.2   0.0   0.00024   21.4   0.0   1.4   1   0   0   1   1   1   1 -
anno1.g12046.t1      -          PF13519_full         -            0.00014   22.2   0.0   0.00024   21.4   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g10062.t1      -          PF13519_full         -            0.00033   20.9   0.0   0.00098   19.4   0.0   1.7   1   1   0   1   1   1   1 -
anno1.g234.t1        -          PF13519_full         -            0.00081   19.6   0.0    0.0012   19.1   0.0   1.2   1   0   0   1   1   1   1 -
anno1.g4869.t1       -          PF13519_full         -             0.0023   18.2   0.0    0.0035   17.6   0.0   1.3   1   0   0   1   1   1   1 -
anno1.g3413.t1       -          PF13519_full         -              0.015   15.5   0.0     0.019   15.2   0.0   1.1   1   0   0   1   1   1   0 -
anno1.g12944.t1      -          PF13519_full         -              0.015   15.5   0.0     0.057   13.6   0.0   2.0   1   1   0   1   1   1   0 -
anno1.g1854.t1       -          PF13519_full         -              0.017   15.3   0.0     0.056   13.6   0.0   1.9   1   1   0   1   1   1   0 -
anno1.g2462.t1       -          PF13519_full         -              0.019   15.2   0.0     0.027   14.7   0.0   1.2   1   0   0   1   1   1   0 -
anno1.g16630.t1      -          PF13519_full         -               0.03   14.5   0.0     0.045   13.9   0.0   1.3   1   0   0   1   1   1   0 -
anno1.g11423.t1      -          PF13519_full         -              0.031   14.5   0.0      0.05   13.8   0.0   1.2   1   0   0   1   1   1   0 -
anno1.g6402.t1       -          PF13519_full         -              0.055   13.6   0.0      0.19   11.9   0.0   1.9   1   0   0   1   1   1   0 -
anno1.g18703.t1      -          PF13519_full         -              0.064   13.4   0.0      0.12   12.5   0.0   1.4   1   0   0   1   1   1   0 -
anno1.g17940.t1      -          PF13519_full         -               0.11   12.7   0.0      0.11   12.7   0.0   1.1   1   0   0   1   1   1   0 -
anno1.g21968.t1      -          PF13519_full         -               0.13   12.5   0.0      0.22   11.7   0.0   1.3   1   0   0   1   1   1   0 -
anno1.g7335.t1       -          PF13519_full         -               0.13   12.4   0.0      0.25   11.5   0.0   1.4   1   0   0   1   1   1   0 -
anno1.g12238.t1      -          PF13519_full         -               0.21   11.7   0.0      0.51   10.5   0.0   1.6   2   0   0   2   2   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13519_full_profile.hmm
# Target file:     ../input/braker_aa_files/p_damicornis_soft_mask_braker_filtered_proteins.fa
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_gff/p_damicornis_soft_mask_braker_filtered_proteins_PF13519_full_profile_hmmer_braker3_gff_results.txt ../output/PF13519_full_profile.hmm ../input/braker_aa_files/p_damicornis_soft_mask_braker_filtered_proteins.fa 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Sat Feb 15 18:53:56 2025
# [ok]
