#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g20980.t1      -          PF13895_full         -                  0 2829.4   0.0   2.7e-19   70.3   0.1  78.7  10   5  65  79  79  78  76 -
anno1.g19287.t1      -          PF13895_full         -            1.3e-50  172.2  24.7     4e-16   60.0   4.1   4.1   1   1   3   4   4   4   4 -
anno1.g10917.t1      -          PF13895_full         -            1.3e-50  172.1   5.9   5.2e-14   53.1   0.0   6.2   2   1   3   6   6   5   5 -
anno1.g25069.t1      -          PF13895_full         -            2.4e-49  168.0  11.4   5.1e-10   40.1   0.0   9.0   3   1   5   9   9   7   6 -
anno1.g28079.t1      -          PF13895_full         -            1.2e-47  162.5  16.3   6.1e-15   56.1   0.3   4.4   1   1   3   4   4   4   4 -
anno1.g23414.t1      -          PF13895_full         -            1.5e-47  162.2  21.7   6.3e-16   59.3   2.1   4.3   1   1   3   4   4   4   4 -
anno1.g25721.t2      -          PF13895_full         -              3e-47  161.2  16.9   2.7e-13   50.7   0.2   5.1   1   1   4   5   5   5   5 -
anno1.g25718.t1      -          PF13895_full         -            4.2e-47  160.7   9.4   7.7e-15   55.8   0.1   5.1   2   2   3   5   5   5   5 -
anno1.g30115.t1      -          PF13895_full         -            1.1e-46  159.4  36.7   4.8e-13   49.9   6.1   4.4   1   1   3   4   4   4   4 -
anno1.g27508.t1      -          PF13895_full         -            1.6e-46  158.9  25.6   4.9e-08   33.6   0.2  10.3   4   2   4   9   9   9   8 -
anno1.g30889.t1      -          PF13895_full         -            1.8e-46  158.7   7.4   5.3e-13   49.8   0.3   4.2   2   2   2   4   4   4   4 -
anno1.g20629.t1      -          PF13895_full         -            2.5e-46  158.2  14.8   1.7e-18   67.7   2.7   3.1   1   1   2   3   3   3   3 -
anno1.g2209.t1       -          PF13895_full         -            4.9e-46  157.3  25.2   4.4e-12   46.8   0.6   9.2   4   4   5   9   9   9   5 -
anno1.g16768.t1      -          PF13895_full         -              6e-46  157.0  12.7   7.9e-14   52.5   4.6   4.2   1   1   3   4   4   4   4 -
anno1.g30285.t1      -          PF13895_full         -              1e-45  156.2  12.4   1.9e-13   51.2   0.1   4.6   1   1   3   4   4   4   4 -
anno1.g98.t1         -          PF13895_full         -            1.5e-45  155.7   5.6   8.2e-13   49.2   0.2   4.3   1   1   3   4   4   4   4 -
anno1.g30044.t1      -          PF13895_full         -            1.8e-45  155.4   3.9   8.7e-13   49.1   0.0   4.5   2   1   2   4   4   4   4 -
anno1.g20641.t1      -          PF13895_full         -            4.6e-45  154.1   0.5   3.7e-14   53.5   0.0   4.7   1   1   3   4   4   4   4 -
anno1.g17677.t1      -          PF13895_full         -            4.7e-45  154.1   4.6   3.6e-18   66.6   0.0   3.7   1   1   2   3   3   3   3 -
anno1.g23230.t2      -          PF13895_full         -            8.1e-43  146.8   9.6   4.6e-21   76.0   0.6   2.7   2   0   0   2   2   2   2 -
anno1.g26403.t2      -          PF13895_full         -            1.2e-42  146.2  25.9   8.4e-15   55.6   3.0   5.1   1   1   4   5   5   5   5 -
anno1.g7897.t1       -          PF13895_full         -            2.7e-42  145.1  11.5   1.1e-17   65.0   5.5   3.2   1   1   2   3   3   3   3 -
anno1.g8418.t1       -          PF13895_full         -            1.1e-41  143.2  10.1   1.6e-16   61.3   3.6   3.2   1   1   2   3   3   3   3 -
anno1.g17352.t1      -          PF13895_full         -            1.1e-41  143.1   5.3   8.9e-15   55.6   0.1   3.2   1   1   2   3   3   3   3 -
anno1.g17404.t1      -          PF13895_full         -              4e-41  141.3  21.9   4.2e-10   40.3   5.8   5.6   1   1   5   6   6   5   5 -
anno1.g18204.t1      -          PF13895_full         -            1.2e-40  139.8   3.0   4.2e-11   43.6   0.0   5.6   2   2   2   5   5   5   4 -
anno1.g8419.t1       -          PF13895_full         -            1.8e-40  139.2   9.5   6.9e-15   55.9   0.1   3.2   1   1   2   3   3   3   3 -
anno1.g8420.t1       -          PF13895_full         -            2.6e-40  138.7  11.3   1.5e-15   58.1   0.2   3.2   1   1   2   3   3   3   3 -
anno1.g6183.t1       -          PF13895_full         -              4e-40  138.0   5.0   1.5e-11   45.1   0.1   4.2   1   1   3   4   4   4   4 -
anno1.g31133.t1      -          PF13895_full         -            4.4e-40  137.9  14.3   7.4e-17   62.3   4.1   3.8   1   1   3   4   4   4   3 -
anno1.g25103.t1      -          PF13895_full         -            4.7e-40  137.8   1.4   4.2e-18   66.4   0.3   3.2   1   1   2   3   3   3   3 -
anno1.g29471.t1      -          PF13895_full         -            8.3e-40  137.0  23.1   3.2e-13   50.5   0.6   4.4   1   1   2   4   4   4   4 -
anno1.g14678.t1      -          PF13895_full         -            9.1e-40  136.9  13.5   2.5e-13   50.9   0.0   4.2   1   1   3   4   4   4   4 -
anno1.g7920.t1       -          PF13895_full         -            1.1e-39  136.6   4.9   3.8e-13   50.3   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g25176.t1      -          PF13895_full         -            3.3e-39  135.0   3.1   1.1e-11   45.5   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g18031.t1      -          PF13895_full         -            4.1e-39  134.8   0.0     5e-13   49.9   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g14349.t1      -          PF13895_full         -              5e-39  134.5   0.9   1.9e-09   38.2   0.1   5.3   1   1   4   5   5   5   4 -
anno1.g27030.t1      -          PF13895_full         -            1.9e-38  132.6   2.1   1.6e-13   51.5   0.6   3.3   1   1   2   3   3   3   3 -
anno1.g14614.t1      -          PF13895_full         -            2.4e-38  132.3  16.5   3.2e-12   47.3   0.3   5.4   1   1   3   5   5   5   3 -
anno1.g17676.t1      -          PF13895_full         -            2.7e-38  132.1   0.4   1.5e-15   58.1   0.0   3.8   2   1   2   4   4   3   3 -
anno1.g24902.t1      -          PF13895_full         -            3.3e-38  131.8   0.0   6.5e-13   49.5   0.2   3.1   1   1   2   3   3   3   3 -
anno1.g18061.t1      -          PF13895_full         -            5.8e-38  131.0   7.4   2.1e-07   31.6   0.2   6.1   3   2   2   6   6   6   6 -
anno1.g25179.t1      -          PF13895_full         -            3.3e-37  128.5   6.4   3.4e-14   53.7   1.1   3.5   1   1   2   3   3   3   3 -
anno1.g14552.t1      -          PF13895_full         -            3.6e-37  128.4  16.8   1.8e-15   57.8   1.9   3.2   1   1   2   3   3   3   3 -
anno1.g26799.t1      -          PF13895_full         -            5.3e-37  127.9   5.3   1.1e-13   52.0   0.3   3.2   1   1   2   3   3   3   3 -
anno1.g5386.t1       -          PF13895_full         -            5.7e-37  127.8   1.5   1.4e-12   48.4   0.0   4.1   2   1   2   4   4   4   4 -
anno1.g3765.t1       -          PF13895_full         -            6.3e-37  127.6  11.2   8.3e-15   55.7   0.6   3.7   2   1   2   4   4   3   3 -
anno1.g31905.t1      -          PF13895_full         -            9.7e-37  127.0   0.1     1e-19   71.7   0.0   2.0   1   1   1   2   2   2   2 -
anno1.g2042.t3       -          PF13895_full         -            2.6e-36  125.6   8.7     3e-16   60.4   0.1   4.0   2   1   2   4   4   3   3 -
anno1.g31392.t1      -          PF13895_full         -            3.2e-36  125.3   2.5   1.5e-13   51.6   0.1   4.0   1   1   2   3   3   3   3 -
anno1.g31391.t1      -          PF13895_full         -            4.4e-36  124.9  25.5   1.1e-20   74.8   2.3   4.2   1   1   3   4   4   4   3 -
anno1.g28272.t1      -          PF13895_full         -            6.1e-36  124.4   8.4   2.1e-13   51.1   0.0   3.5   2   1   2   4   4   3   3 -
anno1.g14139.t2      -          PF13895_full         -            8.7e-36  123.9   6.9   2.2e-12   47.8   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g5266.t1       -          PF13895_full         -            9.9e-36  123.7   0.0   1.6e-12   48.2   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g28276.t1      -          PF13895_full         -              1e-35  123.7   4.1   2.8e-13   50.7   2.4   3.5   1   1   2   3   3   3   3 -
anno1.g14612.t1      -          PF13895_full         -            1.5e-35  123.1  14.0   1.7e-10   41.7   0.0   5.3   1   1   3   5   5   5   5 -
anno1.g31827.t1      -          PF13895_full         -            2.4e-35  122.5   0.4   1.1e-11   45.5   0.3   3.2   1   1   2   3   3   3   3 -
anno1.g19310.t1      -          PF13895_full         -            2.4e-35  122.5   0.0   7.4e-10   39.6   0.0   5.1   1   1   2   5   5   5   3 -
anno1.g24891.t1      -          PF13895_full         -            3.3e-35  122.0   0.8   9.3e-13   49.0   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g19835.t2      -          PF13895_full         -            3.3e-35  122.0  16.4   1.7e-11   44.9   0.7   3.2   1   1   2   3   3   3   3 -
anno1.g20014.t1      -          PF13895_full         -            4.2e-35  121.7   1.9   8.2e-09   36.2   0.1   4.3   1   1   3   4   4   4   4 -
anno1.g29468.t1      -          PF13895_full         -            4.8e-35  121.5   9.0   3.8e-11   43.8   0.1   3.3   1   1   2   3   3   3   3 -
anno1.g30791.t1      -          PF13895_full         -            5.9e-35  121.2   0.5   5.6e-12   46.5   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g3912.t1       -          PF13895_full         -            6.1e-35  121.2   1.5   3.5e-13   50.4   0.0   3.6   1   1   1   3   3   3   3 -
anno1.g30043.t1      -          PF13895_full         -            9.5e-35  120.5   0.4     5e-13   49.9   0.0   3.1   1   1   2   3   3   3   3 -
anno1.g24533.t1      -          PF13895_full         -            1.3e-34  120.1  10.2   8.4e-12   45.9   0.4   3.3   2   1   1   3   3   3   3 -
anno1.g23410.t3      -          PF13895_full         -            2.2e-34  119.3   9.9   1.1e-14   55.3   0.5   3.6   1   1   2   3   3   3   3 -
anno1.g17399.t1      -          PF13895_full         -            3.3e-34  118.8   7.3   2.9e-19   70.2   0.6   2.8   2   1   1   3   3   2   2 -
anno1.g24324.t1      -          PF13895_full         -            3.4e-34  118.7   0.2   3.9e-14   53.5   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g11885.t2      -          PF13895_full         -            4.5e-34  118.3   5.3   6.2e-15   56.1   0.1   3.3   1   1   2   3   3   3   3 -
anno1.g9774.t1       -          PF13895_full         -            9.2e-34  117.3   1.5   1.9e-17   64.2   0.0   2.4   1   1   1   2   2   2   2 -
anno1.g8388.t1       -          PF13895_full         -            1.3e-33  116.8   5.8   1.5e-10   41.8   0.0   3.5   2   1   2   4   4   3   3 -
anno1.g19012.t1      -          PF13895_full         -            1.9e-33  116.3   1.7   1.5e-11   45.0   0.0   3.4   1   1   2   3   3   3   3 -
anno1.g8076.t1       -          PF13895_full         -            2.5e-33  115.9   2.3   1.8e-16   61.1   0.0   2.2   1   1   1   2   2   2   2 -
anno1.g10400.t1      -          PF13895_full         -            7.4e-33  114.4   3.8   2.9e-13   50.7   0.2   3.2   1   1   2   3   3   3   3 -
anno1.g14703.t1      -          PF13895_full         -            9.1e-33  114.1  13.3   1.6e-12   48.2   0.7   3.2   2   1   1   3   3   3   3 -
anno1.g3905.t1       -          PF13895_full         -            1.2e-32  113.7  18.4     2e-13   51.2   0.0   5.9   3   1   2   6   6   3   3 -
anno1.g28885.t1      -          PF13895_full         -            1.7e-32  113.2   9.8   8.1e-15   55.7   0.3   3.2   1   1   2   3   3   3   2 -
anno1.g5363.t1       -          PF13895_full         -            2.3e-32  112.8   1.8   1.3e-14   55.0   0.1   4.5   1   1   1   3   3   3   3 -
anno1.g22835.t1      -          PF13895_full         -            3.2e-32  112.3   2.7   3.4e-16   60.2   0.0   2.9   1   1   1   2   2   2   2 -
anno1.g1299.t1       -          PF13895_full         -            3.8e-32  112.1   4.4     1e-10   42.4   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g23407.t1      -          PF13895_full         -            6.3e-32  111.4   2.7   1.5e-16   61.3   0.8   2.1   1   1   1   2   2   2   2 -
anno1.g2208.t1       -          PF13895_full         -            8.4e-32  110.9   1.2   2.1e-10   41.4   0.1   3.5   1   1   2   3   3   3   3 -
anno1.g18032.t1      -          PF13895_full         -            1.3e-31  110.4   1.9   5.4e-14   53.0   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g27507.t1      -          PF13895_full         -            2.1e-31  109.7  10.1   3.2e-08   34.2   0.0   6.0   2   2   3   5   5   5   4 -
anno1.g5389.t1       -          PF13895_full         -            2.3e-31  109.5   0.8   3.2e-15   57.0   0.4   2.2   1   1   1   2   2   2   2 -
anno1.g12253.t1      -          PF13895_full         -            3.1e-31  109.1   8.1   4.6e-17   63.0   0.3   3.9   2   1   2   4   4   3   2 -
anno1.g12254.t1      -          PF13895_full         -              1e-30  107.4   3.0   6.6e-20   72.2   0.7   3.2   1   1   2   3   3   3   2 -
anno1.g22464.t1      -          PF13895_full         -            1.6e-30  106.8   1.2   1.2e-10   42.1   0.1   3.3   1   1   1   3   3   3   3 -
anno1.g2483.t1       -          PF13895_full         -            3.3e-30  105.8   5.3     2e-15   57.7   0.1   2.8   2   1   1   3   3   2   2 -
anno1.g28277.t1      -          PF13895_full         -            1.2e-29  104.0  11.4   1.2e-15   58.4   1.6   3.2   1   1   2   3   3   3   3 -
anno1.g9773.t1       -          PF13895_full         -            2.4e-29  103.0   0.1     2e-18   67.4   0.3   2.3   2   0   0   2   2   2   2 -
anno1.g2486.t1       -          PF13895_full         -            3.6e-29  102.4   8.5   3.1e-16   60.3   0.6   2.6   2   1   1   3   3   2   2 -
anno1.g22474.t1      -          PF13895_full         -            4.3e-29  102.2   4.2   4.6e-11   43.5   0.1   3.8   3   1   1   4   4   3   3 -
anno1.g22468.t1      -          PF13895_full         -            7.7e-29  101.3   0.1   9.8e-09   35.9   0.1   3.3   1   1   1   3   3   3   3 -
anno1.g20044.t1      -          PF13895_full         -              1e-28  100.9   5.7   2.3e-11   44.5   0.1   3.4   1   1   2   3   3   3   3 -
anno1.g7489.t1       -          PF13895_full         -            1.3e-28  100.5   0.1   2.9e-14   53.9   0.0   3.6   2   1   1   3   3   2   2 -
anno1.g31315.t1      -          PF13895_full         -            1.8e-28  100.1   4.1   1.7e-13   51.4   0.1   2.3   1   1   1   2   2   2   2 -
anno1.g25340.t1      -          PF13895_full         -            2.3e-28   99.8   7.5   3.3e-10   40.7   0.7   3.2   1   1   2   3   3   3   3 -
anno1.g7919.t1       -          PF13895_full         -            3.3e-28   99.2   0.3   2.5e-14   54.1   0.4   3.3   2   1   1   3   3   3   2 -
anno1.g20121.t2      -          PF13895_full         -            3.5e-28   99.2  13.6   2.6e-14   54.1   1.7   3.6   2   1   2   4   4   3   3 -
anno1.g6477.t1       -          PF13895_full         -            3.9e-28   99.0  13.8   2.2e-16   60.8   1.4   2.8   2   1   1   3   3   2   2 -
anno1.g31276.t1      -          PF13895_full         -            1.4e-27   97.3   0.7   1.6e-13   51.5   0.0   2.4   1   1   1   2   2   2   2 -
anno1.g15086.t2      -          PF13895_full         -            2.1e-27   96.6  17.5   3.5e-11   43.9   3.9   3.4   1   1   2   3   3   3   3 -
anno1.g29603.t1      -          PF13895_full         -              1e-26   94.4   5.2   2.6e-15   57.3   1.3   2.0   1   1   1   2   2   2   2 -
anno1.g14735.t2      -          PF13895_full         -            1.1e-26   94.3   0.3   4.1e-10   40.4   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g30114.t1      -          PF13895_full         -            1.4e-26   94.0   6.6   4.4e-14   53.3   4.5   2.0   1   1   1   2   2   2   2 -
anno1.g17334.t3      -          PF13895_full         -            2.3e-26   93.3   0.9   1.1e-15   58.5   0.3   3.0   1   1   2   3   3   2   2 -
anno1.g22421.t1      -          PF13895_full         -            2.8e-26   93.0  14.5   1.6e-11   45.0   0.6   3.7   2   2   1   3   3   3   3 -
anno1.g12252.t1      -          PF13895_full         -            3.3e-26   92.8  15.6   2.2e-14   54.3   0.1   4.3   2   1   2   4   4   3   2 -
anno1.g25715.t1      -          PF13895_full         -            4.5e-26   92.3   3.3   3.2e-14   53.7   0.1   2.3   1   1   1   2   2   2   2 -
anno1.g21531.t1      -          PF13895_full         -            4.8e-26   92.2   1.9   3.6e-14   53.6   0.4   2.2   1   1   1   2   2   2   2 -
anno1.g24869.t2      -          PF13895_full         -            5.2e-26   92.1   1.1   1.2e-14   55.1   0.1   3.7   1   1   2   3   3   2   2 -
anno1.g29718.t1      -          PF13895_full         -            5.7e-26   92.0   9.6     5e-14   53.1   3.7   2.2   1   1   1   2   2   2   2 -
anno1.g2498.t1       -          PF13895_full         -            6.2e-26   91.9   0.3   4.9e-12   46.6   0.1   2.6   1   1   1   2   2   2   2 -
anno1.g30812.t1      -          PF13895_full         -            6.6e-26   91.8   0.1     3e-13   50.6   0.0   2.0   1   1   1   2   2   2   2 -
anno1.g22487.t1      -          PF13895_full         -            7.6e-26   91.6   1.9   1.9e-13   51.2   0.1   4.8   3   1   2   5   5   5   2 -
anno1.g20603.t1      -          PF13895_full         -            7.8e-26   91.5   2.2   2.1e-15   57.6   0.1   2.7   1   1   1   2   2   2   2 -
anno1.g5388.t1       -          PF13895_full         -            8.5e-26   91.4   0.8   4.5e-14   53.3   0.1   2.5   1   1   1   2   2   2   2 -
anno1.g20015.t2      -          PF13895_full         -            2.3e-25   90.0   1.6   7.3e-07   29.8   0.0   3.3   1   1   2   3   3   3   3 -
anno1.g30465.t1      -          PF13895_full         -            2.6e-25   89.8   3.3   3.2e-14   53.8   1.4   2.3   1   1   1   2   2   2   2 -
anno1.g25244.t1      -          PF13895_full         -            2.8e-25   89.7   4.9   2.8e-14   53.9   0.6   2.3   1   1   1   2   2   2   2 -
anno1.g15146.t1      -          PF13895_full         -            3.5e-25   89.4  18.0   5.5e-13   49.7   2.4   3.4   2   1   1   3   3   3   3 -
anno1.g27916.t1      -          PF13895_full         -            5.1e-25   88.9  12.7   4.5e-10   40.2   4.1   3.1   1   1   2   3   3   3   3 -
anno1.g3062.t1       -          PF13895_full         -            6.8e-25   88.5   5.1   1.1e-15   58.5   2.5   5.1   1   1   1   4   4   2   2 -
anno1.g26396.t1      -          PF13895_full         -              7e-25   88.4   7.1   7.1e-12   46.1   0.8   2.5   1   1   1   2   2   2   2 -
anno1.g14282.t1      -          PF13895_full         -            8.7e-25   88.1   1.5   4.8e-09   36.9   0.2   3.4   1   1   2   3   3   3   3 -
anno1.g20530.t1      -          PF13895_full         -            9.7e-25   88.0  16.9     5e-09   36.8   0.2   3.1   1   1   2   3   3   3   3 -
anno1.g5385.t1       -          PF13895_full         -            1.6e-24   87.3   4.0   4.5e-13   50.0   0.1   2.6   1   1   1   2   2   2   2 -
anno1.g26748.t1      -          PF13895_full         -            2.8e-24   86.5   0.5     2e-13   51.2   0.0   2.4   1   1   1   2   2   2   2 -
anno1.g29625.t1      -          PF13895_full         -            2.9e-24   86.4   2.3   1.8e-12   48.1   0.7   2.2   1   1   1   2   2   2   2 -
anno1.g14311.t1      -          PF13895_full         -              3e-24   86.4   5.5   1.9e-11   44.7   2.1   2.0   1   1   1   2   2   2   2 -
anno1.g23220.t1      -          PF13895_full         -            3.8e-24   86.0   9.5   6.5e-13   49.5   0.9   3.5   1   1   2   3   3   3   3 -
anno1.g25713.t1      -          PF13895_full         -            3.9e-24   86.0   6.5   7.1e-17   62.4   0.7   3.0   1   1   1   2   2   2   2 -
anno1.g27691.t1      -          PF13895_full         -            6.2e-24   85.4   1.2   2.4e-09   37.9   0.0   4.2   3   1   1   4   4   4   2 -
anno1.g14547.t1      -          PF13895_full         -            6.4e-24   85.3  15.8   1.3e-09   38.8   1.6   3.6   1   1   1   3   3   3   3 -
anno1.g3767.t1       -          PF13895_full         -            7.2e-24   85.1   5.4   3.7e-11   43.8   4.4   2.3   1   1   1   2   2   2   2 -
anno1.g5279.t1       -          PF13895_full         -            7.2e-24   85.1   3.6   6.2e-15   56.1   1.5   2.8   1   1   2   3   3   2   2 -
anno1.g18475.t1      -          PF13895_full         -            7.9e-24   85.0  10.4   1.8e-12   48.1   0.2   2.2   1   1   0   2   2   2   2 -
anno1.g20536.t1      -          PF13895_full         -            1.1e-23   84.6  15.5   1.9e-08   34.9   0.2   3.1   1   1   2   3   3   3   3 -
anno1.g9465.t1       -          PF13895_full         -            1.1e-23   84.5  16.8     1e-08   35.8   0.3   4.8   4   1   0   5   5   4   3 -
anno1.g18767.t1      -          PF13895_full         -            1.2e-23   84.4  11.0   6.9e-10   39.6   2.1   4.1   2   1   2   4   4   4   4 -
anno1.g24419.t2      -          PF13895_full         -            1.4e-23   84.3   1.1     1e-10   42.4   0.0   3.2   2   1   0   2   2   2   2 -
anno1.g5885.t1       -          PF13895_full         -            1.4e-23   84.2   8.7   3.7e-16   60.0   0.9   2.2   2   0   0   2   2   2   2 -
anno1.g29940.t1      -          PF13895_full         -            1.6e-23   84.0   0.1   3.7e-11   43.8   0.0   2.3   1   1   1   2   2   2   2 -
anno1.g957.t1        -          PF13895_full         -            2.5e-23   83.4   8.0   5.1e-14   53.1   0.1   3.2   2   1   1   3   3   2   2 -
anno1.g5370.t1       -          PF13895_full         -            4.1e-23   82.7   4.6     5e-12   46.6   0.1   2.6   1   1   1   2   2   2   2 -
anno1.g2434.t1       -          PF13895_full         -            4.6e-23   82.5   8.9     5e-11   43.4   0.8   4.5   2   1   2   4   4   3   3 -
anno1.g15151.t1      -          PF13895_full         -              5e-23   82.4  21.8   1.4e-13   51.7   3.3   3.5   1   1   1   3   3   3   3 -
anno1.g17553.t2      -          PF13895_full         -            7.7e-23   81.8   0.1   1.4e-12   48.4   0.0   2.5   1   1   1   2   2   2   2 -
anno1.g24730.t1      -          PF13895_full         -            1.1e-22   81.3   6.4   1.4e-10   41.9   0.3   3.0   2   1   1   3   3   2   2 -
anno1.g18056.t1      -          PF13895_full         -            1.1e-22   81.2   2.5     2e-09   38.1   0.2   4.1   1   1   3   4   4   4   3 -
anno1.g19015.t1      -          PF13895_full         -            1.5e-22   80.9   0.0   9.1e-11   42.5   0.0   2.0   1   1   1   2   2   2   2 -
anno1.g7979.t1       -          PF13895_full         -            1.7e-22   80.7   1.5   1.6e-14   54.8   0.1   2.9   2   1   1   3   3   2   2 -
anno1.g26952.t1      -          PF13895_full         -            1.9e-22   80.5   8.0   6.7e-15   56.0   0.1   2.4   1   1   1   2   2   2   2 -
anno1.g16427.t1      -          PF13895_full         -              2e-22   80.5   0.0     1e-11   45.6   0.0   2.4   1   1   1   2   2   2   2 -
anno1.g22877.t1      -          PF13895_full         -            2.2e-22   80.3   0.2   1.9e-14   54.5   0.2   2.2   1   1   1   2   2   2   2 -
