"","W","p_val","q_val","diff_abn"
"Hyphomonadaceae",0.121759847832441,0,0,TRUE
"Parvularculaceae",1.90266744340902,0,0,TRUE
"Beijerinckiaceae",3.01428598149003,0.165067589440527,0.31535300669235,FALSE
"Devosiaceae",2.48245206381243,0,0,TRUE
"Hyphomicrobiaceae",13.0086048662858,0,0,TRUE
"Methyloligellaceae",20.4604234141118,0,0,TRUE
"Rhizobiaceae",13.3482319083518,0.00051733277213696,0.00331092974167654,TRUE
"Stappiaceae",1.92696885374474,0,0,TRUE
"Unclassified Rhizobiales",0.0382577231671608,0.310146928971192,0.467044787156618,FALSE
"Xanthobacteraceae",3.20751907736878,0,0,TRUE
"Rhodobacteraceae",18.4598972220747,3.47034673075621e-05,0.00073351258253397,TRUE
"Terasakiellaceae",4.98532447396316,0,0,TRUE
"Kiloniellaceae",13.6062983668016,0,0,TRUE
"Unclassified Rhodovibrionales",0.229913754315089,0,0,TRUE
"Clade I",0.277046598794626,0,0,TRUE
"Sphingomonadaceae",15.7053068103498,0.000148032430477163,0.00178080228927623,TRUE
"Bacteria_Proteobacteria_Alphaproteobacteria_Thalassobaculales_uncultured",1.06812773734975,0,0,TRUE
"Unclassified Alphaproteobacteria",24.9656961449902,0,0,TRUE
"Bacteria_Proteobacteria_Alphaproteobacteria_uncultured_Unclassified uncultured",2.36344770018722,0,0,TRUE
"Bacteria_Proteobacteria_Alphaproteobacteria_uncultured_uncultured bacterium",5.67512122123873,0,0,TRUE
"Desulfobacteraceae",1.0675246046473,0,0,TRUE
"Desulfobulbaceae",0.037839518251775,0,0,TRUE
"Desulfovibrionaceae",3.07375764897666,0,0,TRUE
"bacteriap25",2.79783413615546,0,0,TRUE
"Haliangiaceae",3.29519131238274,0,0,TRUE
"P3OB-42",0.568389050459838,0,0,TRUE
"Sandaracinaceae",7.0621445594154,0,0,TRUE
"Unclassified Myxococcales",1.91102379999135,0,0,TRUE
"Unclassified NB1-j",4.34125226351697,0,0,TRUE
"Unclassified Deltaproteobacteria",7.35292766875844,0,0,TRUE
"Alteromonadaceae",0.134801178541522,0,0,TRUE
"Burkholderiaceae",18.186132048766,4.0066454397273e-05,0.00073351258253397,TRUE
"Rhodocyclaceae",15.7019900496479,0,0,TRUE
"Halieaceae",0.508463090714531,0,0,TRUE
"Unclassified Cellvibrionales",1.23424642240809,0,0,TRUE
"Enterobacteriaceae",2.71405347275333,0,0,TRUE
"Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria Incertae Sedis_Unknown Family",2.26510120955638,0.26463513508945,0.42341621614312,FALSE
"Endozoicomonadaceae",1.31343631425447,0,0,TRUE
"Pasteurellaceae",3.64832272751267,0,0,TRUE
"Moraxellaceae",6.33104999596324,0,0,TRUE
"Pseudomonadaceae",17.4553960886805,5.88256396664697e-05,0.000941210234663515,TRUE
"Woeseiaceae",9.03010568812642,0,0,TRUE
"Unclassified Gammaproteobacteria",15.23295022347,0,0,TRUE
"Vibrionaceae",2.5295831080134,0,0,TRUE
"Xanthomonadaceae",2.98187976195719,0,0,TRUE
"Unclassified Proteobacteria",1.73520066251107,0.375496170549969,0.534038998115511,FALSE
"Spirochaetaceae",0.244294183186865,0.757756624128581,0.858343786623526,FALSE
"Unclassified Bacteria",14.510428700058,0,0,TRUE
"Puniceicoccaceae",0.0743309086366672,0.429735394897005,0.591463769320609,FALSE
"DEV007",0.284570100937441,0,0,TRUE
"Rubritaleaceae",6.09112882994454,0,0,TRUE
"Unclassified Unassigned",1.33372610172784,0.496286841353282,0.658255080274438,FALSE
