"","TLR"
"Devosiaceae",-1.43125384600579
"Hyphomicrobiaceae",-3.33000860923892
"Methyloligellaceae",-4.02022466838961
"Rhizobiaceae",-3.44577662080396
"Stappiaceae",-1.32053005800932
"Unclassified Rhizobiales",0.182902318077825
"Xanthobacteraceae",1.49983225380338
"Rhodobacteraceae",-4.01969099200233
"Terasakiellaceae",1.95342203437486
"Kiloniellaceae",-3.38715210401182
"Unclassified Rhodovibrionales",-0.421150736918466
"Clade I",0.453461392907897
"Sphingomonadaceae",3.79204212663942
"Bacteria_Proteobacteria_Alphaproteobacteria_Thalassobaculales_uncultured",-0.862179741027737
"Unclassified Alphaproteobacteria",-4.57825230104178
"Bacteria_Proteobacteria_Alphaproteobacteria_uncultured_Unclassified uncultured",-1.30277279626001
"Bacteria_Proteobacteria_Alphaproteobacteria_uncultured_uncultured bacterium",-2.20376061833298
"Desulfobacteraceae",-0.943706198964004
"Desulfobulbaceae",-0.166936307034382
"Desulfovibrionaceae",-1.56861448327221
"bacteriap25",-1.51819766755272
"Haliangiaceae",-1.65478684410751
"P3OB-42",-0.696296167559752
"Sandaracinaceae",-2.38537757547498
"Unclassified Myxococcales",-1.17259291676878
"Unclassified NB1-j",-1.82241041008979
"Unclassified Deltaproteobacteria",-2.5139208152358
"Alteromonadaceae",0.312451349375085
"Burkholderiaceae",4.06002398812047
"Rhodocyclaceae",3.73535921317659
"Halieaceae",0.568541803178335
"Unclassified Cellvibrionales",-0.995115119893664
"Enterobacteriaceae",1.44682343898162
"Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria Incertae Sedis_Unknown Family",-1.3847530737954
"Endozoicomonadaceae",1.08253061989069
"Pasteurellaceae",1.67408775451795
"Moraxellaceae",2.33161051527296
"Pseudomonadaceae",3.98647499926224
"Woeseiaceae",-2.69503405448081
"Unclassified Gammaproteobacteria",-3.60183882272998
"Vibrionaceae",1.41701218661492
"Xanthomonadaceae",1.42283445897613
"Unclassified Proteobacteria",-1.12375392737534
"Spirochaetaceae",-0.46750044763333
"Unclassified Bacteria",-3.43941293620583
"Puniceicoccaceae",-0.224958857553649
"DEV007",-0.439145030853181
"Rubritaleaceae",-2.25706865958585
"Unclassified Unassigned",-1.08074973529218
