#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g24282.t1            -          PF12799_full         -            6.8e-76  251.1 112.7   1.3e-08   35.2   7.5  13.7   5   4   8  13  13  12  12 -
g25386.t1            -          PF12799_full         -            5.7e-21   74.8  21.2   1.1e-06   28.9   0.0   5.4   1   1   4   5   5   5   5 -
g6112.t1             -          PF12799_full         -            7.2e-21   74.5  24.2   1.2e-06   28.8   9.6   5.5   2   1   3   5   5   5   4 -
g27658.t1            -          PF12799_full         -            3.5e-20   72.3  12.5   2.5e-10   40.7   0.1   2.6   1   1   2   3   3   2   2 -
g25372.t1            -          PF12799_full         -            2.7e-19   69.5  15.4   2.8e-09   37.3   4.7   3.4   1   1   2   3   3   3   3 -
g10509.t1            -          PF12799_full         -            3.9e-19   69.0  30.1    0.0019   18.6   7.3   6.3   1   1   5   6   6   6   5 -
g28910.t1            -          PF12799_full         -            5.3e-19   68.5  33.7   3.9e-06   27.2   4.2   4.5   1   1   3   4   4   4   4 -
g27851.t1            -          PF12799_full         -            1.2e-18   67.4  57.7   0.00011   22.6   1.4   9.9   1   1   9  11  11  11  10 -
g17286.t1            -          PF12799_full         -            1.2e-18   67.3  14.3   8.2e-07   29.4   0.4   3.4   1   1   2   3   3   3   3 -
g30385.t1            -          PF12799_full         -            4.5e-18   65.5  21.0   1.2e-06   28.9   5.7   4.7   1   1   3   4   4   4   4 -
g6716.t1             -          PF12799_full         -            4.6e-18   65.5  14.2   4.8e-11   43.0   2.3   2.9   2   1   2   4   4   3   3 -
g8153.t1             -          PF12799_full         -            4.6e-18   65.5  14.4   2.7e-07   30.9   0.4   3.1   1   1   3   4   4   4   4 -
g15823.t1            -          PF12799_full         -            6.3e-18   65.1  33.7   1.1e-05   25.8   1.8   5.7   1   1   6   7   7   7   7 -
g28639.t1            -          PF12799_full         -            8.4e-18   64.7  30.7   3.2e-06   27.5   4.8   4.8   1   1   3   5   5   5   5 -
g30426.t1            -          PF12799_full         -            8.7e-18   64.6  27.0   1.4e-11   44.8   2.8   3.9   2   1   2   4   4   3   3 -
g28742.t1            -          PF12799_full         -            9.1e-18   64.6  27.1   8.6e-09   35.8   4.2   4.0   1   1   3   4   4   4   4 -
g25838.t1            -          PF12799_full         -            1.6e-17   63.8  29.4   2.1e-06   28.1   2.7   4.4   1   1   3   4   4   4   4 -
g26997.t1            -          PF12799_full         -            2.8e-17   63.0  10.8   9.4e-11   42.1   0.9   3.6   1   1   2   3   3   3   3 -
g6566.t2             -          PF12799_full         -            6.3e-17   61.9   7.7   1.8e-08   34.7   2.5   2.6   1   1   2   3   3   3   3 -
g27998.t1            -          PF12799_full         -            8.6e-17   61.4  25.0   3.7e-08   33.7   5.4   4.9   2   1   3   5   5   5   2 -
g24894.t2            -          PF12799_full         -            9.8e-17   61.3  25.9   1.6e-07   31.7   2.5   3.7   1   1   4   5   5   4   4 -
g31014.t1            -          PF12799_full         -            1.2e-16   61.0  31.0    0.0014   19.1   1.5   8.4   1   1  10  11  11  11  10 -
g23459.t1            -          PF12799_full         -            2.6e-16   59.9  36.9   0.00062   20.2   0.4   8.1   1   1   6   8   8   8   6 -
g8873.t1             -          PF12799_full         -              5e-16   59.0  14.6   2.1e-06   28.1   1.6   3.8   1   1   3   4   4   4   4 -
g24894.t1            -          PF12799_full         -            6.1e-16   58.7  26.3   3.1e-07   30.8   3.6   3.6   1   1   4   5   5   4   4 -
g30609.t1            -          PF12799_full         -            7.8e-16   58.4  30.6   2.5e-05   24.6   0.4   7.2   1   1   6   7   7   7   5 -
g5629.t1             -          PF12799_full         -            8.8e-16   58.2   7.5   3.5e-07   30.6   1.3   2.8   1   1   1   2   2   2   2 -
g14437.t1            -          PF12799_full         -            1.9e-15   57.1  41.0     0.012   16.0   2.0   8.9   1   1   5   8   8   8   4 -
g15157.t1            -          PF12799_full         -            3.8e-15   56.2  39.8   3.6e-05   24.1   3.9   5.3   1   1   4   5   5   5   4 -
g15164.t1            -          PF12799_full         -            4.3e-15   56.0  14.3   4.4e-09   36.7   5.1   2.5   1   1   1   2   2   2   2 -
g8723.t1             -          PF12799_full         -            5.4e-15   55.7  13.9   1.1e-06   29.0   0.9   3.6   1   1   2   3   3   3   3 -
g18751.t1            -          PF12799_full         -            1.3e-14   54.5  23.9   2.1e-06   28.1   5.1   4.5   1   1   4   5   5   5   5 -
g30700.t1            -          PF12799_full         -            3.3e-14   53.2  10.4   6.7e-06   26.5   2.8   4.9   1   1   3   4   4   4   2 -
g2059.t1             -          PF12799_full         -            3.9e-14   52.9  15.9   1.5e-08   35.0   4.5   3.2   1   1   2   3   3   2   2 -
g21421.t1            -          PF12799_full         -            6.5e-14   52.2  41.2   2.6e-06   27.8   2.9   5.4   3   2   4   7   7   5   5 -
g15363.t1            -          PF12799_full         -            8.7e-14   51.8  20.7   5.1e-07   30.1  10.0   4.5   1   1   1   2   2   2   2 -
g20541.t1            -          PF12799_full         -            1.3e-13   51.2  16.3   0.00065   20.1   5.7   3.9   1   1   2   3   3   3   3 -
g23376.t1            -          PF12799_full         -            1.6e-13   51.0   3.6   2.5e-08   34.3   0.0   3.3   1   1   2   3   3   3   2 -
g23376.t2            -          PF12799_full         -              2e-13   50.6   3.7   2.6e-08   34.2   0.0   3.3   1   1   2   3   3   3   2 -
g21794.t1            -          PF12799_full         -            3.1e-13   50.0  26.4   4.3e-06   27.1   0.4   4.2   1   1   2   3   3   3   3 -
g9939.t1             -          PF12799_full         -            3.7e-13   49.8  21.2   2.9e-05   24.4   0.7   3.9   2   1   2   4   4   3   3 -
g28278.t1            -          PF12799_full         -            5.6e-13   49.2  15.2     3e-08   34.0   0.2   3.8   3   1   1   4   4   3   2 -
g6550.t1             -          PF12799_full         -            6.8e-13   48.9   3.5   8.6e-09   35.8   1.7   2.8   1   1   1   2   2   2   2 -
g7916.t1             -          PF12799_full         -            8.3e-13   48.7  37.6    0.0037   17.7   0.8   6.2   2   2   4   6   6   6   6 -
g30230.t1            -          PF12799_full         -            8.5e-13   48.6  17.0   9.5e-09   35.6   4.1   2.4   1   1   1   2   2   2   2 -
g11332.t1            -          PF12799_full         -            1.3e-12   48.0  25.0   0.00031   21.1   3.2   6.5   2   2   3   6   6   6   4 -
g16852.t2            -          PF12799_full         -            1.6e-12   47.8  38.9   2.1e-05   24.9   1.0   4.2   1   1   4   5   5   5   5 -
g31484.t1            -          PF12799_full         -            1.6e-12   47.7   3.0   6.7e-05   23.3   0.0   2.8   1   1   1   2   2   2   2 -
g30303.t1            -          PF12799_full         -            3.1e-12   46.8  19.0   2.1e-09   37.7   3.9   3.5   2   1   2   4   4   3   2 -
g6566.t1             -          PF12799_full         -            3.6e-12   46.6   4.6   1.5e-08   35.0   2.3   2.6   1   1   1   2   2   2   2 -
g13054.t1            -          PF12799_full         -            4.2e-12   46.4   7.3   3.2e-06   27.5   2.5   2.8   1   1   1   2   2   2   2 -
g23377.t1            -          PF12799_full         -            4.3e-12   46.4   6.3   3.5e-07   30.6   0.0   3.3   1   1   2   3   3   3   2 -
g20811.t1            -          PF12799_full         -            6.4e-12   45.8  35.8     0.002   18.6   0.7   9.8   4   2   5  11  11   9   3 -
g8838.t1             -          PF12799_full         -              7e-12   45.7  24.3   0.00095   19.6   0.4   4.9   1   1   4   5   5   4   3 -
g16852.t1            -          PF12799_full         -            7.8e-12   45.5  39.2   3.1e-05   24.4   1.0   4.2   1   1   4   5   5   5   5 -
g28232.t1            -          PF12799_full         -            2.4e-11   44.0  17.6   3.9e-09   36.9   4.2   2.5   1   1   1   2   2   2   2 -
g21397.t1            -          PF12799_full         -            2.7e-11   43.8  23.3   2.3e-05   24.8   3.2   3.6   1   1   2   3   3   3   2 -
g26328.t1            -          PF12799_full         -            3.3e-11   43.5  11.1   3.6e-05   24.2   0.9   3.3   1   1   1   3   3   3   2 -
g21071.t1            -          PF12799_full         -            3.4e-11   43.5  15.3   1.4e-07   31.8   0.3   2.9   1   1   1   2   2   2   2 -
g8513.t1             -          PF12799_full         -            4.8e-11   43.0  10.8     1e-06   29.1   0.1   4.6   2   1   2   4   4   4   1 -
g2863.t1             -          PF12799_full         -            6.2e-11   42.6   6.0     0.019   15.4   0.0   5.4   1   1   4   5   5   5   2 -
g25828.t1            -          PF12799_full         -            7.9e-11   42.3  17.3   0.00012   22.5   0.9   5.4   1   1   4   5   5   5   3 -
g24475.t1            -          PF12799_full         -            9.7e-11   42.0  15.5     0.025   15.0   0.2   6.8   2   2   3   6   6   5   3 -
g23964.t1            -          PF12799_full         -            2.1e-10   40.9   6.3   9.7e-06   26.0   1.5   3.0   1   1   2   3   3   2   2 -
g25346.t1            -          PF12799_full         -            3.2e-10   40.3  33.4   1.3e-05   25.6   0.1   6.1   2   1   3   5   5   5   3 -
g16103.t1            -          PF12799_full         -            6.9e-10   39.3   9.8     0.058   13.9   1.4   5.5   1   1   4   5   5   5   3 -
g22788.t1            -          PF12799_full         -            1.1e-09   38.7   7.3   0.00029   21.2   4.0   3.1   2   1   1   3   3   3   2 -
g12073.t1            -          PF12799_full         -            1.1e-09   38.6  19.7    0.0014   19.1   1.2   4.1   1   1   3   4   4   4   4 -
g26326.t1            -          PF12799_full         -            1.4e-09   38.3  10.4   0.00026   21.4   0.9   3.2   2   1   1   3   3   3   3 -
g24099.t2            -          PF12799_full         -            3.5e-09   37.0  11.5     2e-06   28.2   1.1   2.8   1   1   2   3   3   3   2 -
g25345.t1            -          PF12799_full         -            3.7e-09   37.0  11.9   2.8e-06   27.7   1.0   2.3   1   1   1   2   2   2   2 -
g25345.t2            -          PF12799_full         -              4e-09   36.8  10.6   3.3e-06   27.5   0.9   2.3   1   1   1   2   2   2   2 -
g11159.t1            -          PF12799_full         -            4.6e-09   36.6   0.7   9.3e-09   35.7   0.7   1.4   1   0   0   1   1   1   1 -
g21014.t1            -          PF12799_full         -            5.6e-09   36.4  14.6     2e-06   28.2   3.9   2.6   1   1   1   2   2   2   2 -
g12075.t1            -          PF12799_full         -            7.3e-09   36.0  20.0     0.026   15.0   0.4   5.6   1   1   5   6   6   6   3 -
g5287.t2             -          PF12799_full         -            8.8e-09   35.7  27.8   0.00034   21.0   2.1   5.3   2   1   2   5   5   4   3 -
g5287.t1             -          PF12799_full         -            1.1e-08   35.5  27.9   0.00035   21.0   2.2   5.3   2   1   3   5   5   4   3 -
g585.t1              -          PF12799_full         -            4.5e-08   33.5   6.5   0.00025   21.4   0.5   2.3   1   1   1   2   2   2   2 -
g184.t1              -          PF12799_full         -            5.5e-08   33.2  22.9   4.9e-06   26.9   0.8   5.2   1   1   5   6   6   6   2 -
g19604.t1            -          PF12799_full         -            9.5e-08   32.4   9.8    0.0014   19.1   2.1   2.5   1   1   1   2   2   2   2 -
g19604.t2            -          PF12799_full         -              1e-07   32.3   9.8    0.0014   19.0   2.1   2.5   1   1   1   2   2   2   2 -
g24099.t1            -          PF12799_full         -            2.1e-07   31.3   8.6   3.5e-06   27.4   1.0   2.7   1   1   1   2   2   2   1 -
g5910.t1             -          PF12799_full         -            2.3e-07   31.2   1.0   0.00019   21.8   0.4   2.1   1   1   1   2   2   2   1 -
g15304.t1            -          PF12799_full         -            2.6e-07   31.0  12.0   2.8e-05   24.5   4.7   3.4   2   1   1   3   3   2   2 -
g6168.t1             -          PF12799_full         -            2.7e-07   31.0  22.2      0.14   12.6   0.1   7.3   5   2   2   7   7   7   1 -
g11695.t1            -          PF12799_full         -            4.9e-07   30.1  17.4    0.0024   18.3   1.5   5.4   1   1   5   6   6   6   3 -
g26324.t2            -          PF12799_full         -            5.7e-07   29.9   7.1   0.00024   21.5   1.2   2.5   2   0   0   2   2   2   2 -
g24502.t1            -          PF12799_full         -            6.6e-07   29.7   0.1   2.7e-06   27.7   0.1   2.1   1   0   0   1   1   1   1 -
g15155.t3            -          PF12799_full         -            6.6e-07   29.7  22.8    0.0023   18.3   2.3   3.3   1   1   3   4   4   4   3 -
g26324.t1            -          PF12799_full         -              7e-07   29.6   7.1   0.00027   21.4   1.2   2.5   2   0   0   2   2   2   2 -
g4815.t1             -          PF12799_full         -              9e-07   29.3   2.2   2.7e-06   27.8   2.2   1.9   1   0   0   1   1   1   1 -
g10170.t1            -          PF12799_full         -            9.9e-07   29.1  11.2   2.6e-05   24.6   3.4   2.4   1   1   1   2   2   2   2 -
g16842.t1            -          PF12799_full         -            1.3e-06   28.8   5.8     0.018   15.5   1.5   3.2   1   1   2   3   3   3   2 -
g15157.t2            -          PF12799_full         -            1.5e-06   28.5  12.2    0.0011   19.4   0.6   3.4   1   1   2   3   3   3   1 -
g30737.t1            -          PF12799_full         -            2.1e-06   28.1   0.0      0.45   11.0   0.0   4.9   1   1   1   4   4   3   1 -
g19361.t1            -          PF12799_full         -            2.5e-06   27.9  20.0   0.00059   20.2  10.0   3.5   2   1   1   3   3   2   2 -
g7307.t1             -          PF12799_full         -            2.5e-06   27.9   3.4   4.8e-06   26.9   3.4   1.5   1   0   0   1   1   1   1 -
g15155.t2            -          PF12799_full         -            3.1e-06   27.6  24.3    0.0084   16.5   4.1   3.3   1   1   2   3   3   3   3 -
g26327.t1            -          PF12799_full         -            3.4e-06   27.5   1.6   6.1e-06   26.6   1.4   1.5   1   1   0   1   1   1   1 -
g9248.t1             -          PF12799_full         -            3.5e-06   27.4  10.7      0.04   14.4   0.0   3.3   1   1   2   3   3   3   2 -
g26664.t1            -          PF12799_full         -            4.4e-06   27.1  10.5     0.011   16.2   1.9   3.9   1   1   2   3   3   2   2 -
g2314.t1             -          PF12799_full         -            4.6e-06   27.0   9.5    0.0042   17.5   1.8   2.6   1   1   0   2   2   2   2 -
g15155.t1            -          PF12799_full         -            5.2e-06   26.8  23.9   0.00034   21.0   6.5   3.2   1   1   2   3   3   3   3 -
g14983.t1            -          PF12799_full         -            6.8e-06   26.5  13.1    0.0014   19.0   2.8   2.8   1   1   1   2   2   2   2 -
g25639.t1            -          PF12799_full         -            7.1e-06   26.4   0.3      0.63   10.5   0.1   4.3   3   1   1   4   4   4   1 -
g2314.t2             -          PF12799_full         -            7.2e-06   26.4  11.0    0.0051   17.2   1.7   3.5   1   1   1   3   3   3   2 -
g16708.t1            -          PF12799_full         -            9.4e-06   26.0   0.3    0.0022   18.4   0.4   3.0   2   1   0   2   2   2   1 -
g20813.t1            -          PF12799_full         -            1.1e-05   25.8  15.8       1.6    9.2   0.3   5.9   2   2   1   4   4   4   0 -
g15306.t1            -          PF12799_full         -            1.8e-05   25.1   0.1   3.2e-05   24.3   0.1   1.4   1   0   0   1   1   1   1 -
g15152.t1            -          PF12799_full         -            1.8e-05   25.1   9.8    0.0012   19.2   1.1   2.6   1   1   1   2   2   2   2 -
g9067.t1             -          PF12799_full         -            2.4e-05   24.7   3.3    0.0016   18.8   0.1   2.4   1   1   1   2   2   2   2 -
g7916.t2             -          PF12799_full         -            2.6e-05   24.6  11.6     0.042   14.3   3.9   3.3   1   1   2   3   3   3   2 -
g15152.t2            -          PF12799_full         -            4.2e-05   23.9  10.1    0.0016   18.9   0.8   2.5   1   1   1   2   2   2   2 -
g21465.t2            -          PF12799_full         -            5.3e-05   23.6   9.1    0.0067   16.9   0.2   4.5   3   2   2   5   5   4   1 -
g12534.t1            -          PF12799_full         -            5.3e-05   23.6  25.8      0.11   13.0   1.9   5.8   1   1   3   6   6   6   3 -
g21465.t1            -          PF12799_full         -            6.6e-05   23.3   9.2    0.0071   16.8   0.2   4.5   3   2   2   5   5   4   1 -
g26631.t1            -          PF12799_full         -            7.4e-05   23.1   0.2   8.8e-05   22.9   0.2   1.2   1   1   0   1   1   1   1 -
g27463.t1            -          PF12799_full         -            9.4e-05   22.8   1.3      0.81   10.2   0.0   4.0   2   1   1   4   4   3   1 -
g15151.t1            -          PF12799_full         -            0.00011   22.6   1.8   0.00015   22.2   1.8   1.2   1   0   0   1   1   1   1 -
g16193.t1            -          PF12799_full         -            0.00011   22.6   0.1   0.00032   21.1   0.1   1.7   1   0   0   1   1   1   1 -
g29196.t1            -          PF12799_full         -            0.00012   22.5  31.9     0.015   15.7   2.4   6.0   1   1   3   5   5   5   2 -
g22537.t1            -          PF12799_full         -            0.00012   22.5   7.4   0.00025   21.4   1.8   2.7   1   1   2   3   3   3   2 -
g16193.t2            -          PF12799_full         -            0.00013   22.4   0.1   0.00035   21.0   0.1   1.7   1   0   0   1   1   1   1 -
g20986.t1            -          PF12799_full         -            0.00014   22.3   0.7       1.2    9.7   0.1   3.7   4   0   0   4   4   2   1 -
g30703.t1            -          PF12799_full         -            0.00014   22.2  50.6      0.48   10.9   6.5   7.1   1   1   6   7   7   7   1 -
g12535.t1            -          PF12799_full         -            0.00018   21.9   9.0         1    9.8   0.1   5.4   2   2   3   5   5   4   2 -
g18578.t1            -          PF12799_full         -            0.00019   21.8  20.1     0.045   14.2   6.1   5.9   2   2   3   5   5   5   1 -
g7368.t1             -          PF12799_full         -            0.00022   21.7  14.7       3.2    8.3   0.9   5.5   3   1   2   5   5   5   0 -
g19015.t1            -          PF12799_full         -            0.00022   21.6   0.1      0.22   12.0   0.0   3.4   1   1   2   3   3   2   1 -
g17593.t1            -          PF12799_full         -            0.00023   21.5  10.6     0.059   13.8   1.4   2.8   1   1   1   2   2   2   2 -
g17150.t1            -          PF12799_full         -             0.0004   20.8   4.5    0.0013   19.1   4.5   1.8   1   1   0   1   1   1   1 -
g16710.t2            -          PF12799_full         -            0.00057   20.3   7.3     0.011   16.2   0.2   4.2   2   2   2   4   4   3   1 -
g16710.t1            -          PF12799_full         -            0.00067   20.1   7.3     0.011   16.1   0.2   4.1   2   2   2   4   4   3   1 -
g31753.t1            -          PF12799_full         -            0.00072   20.0   2.7   0.00072   20.0   2.7   3.2   2   1   1   3   3   3   1 -
g2093.t1             -          PF12799_full         -            0.00088   19.7   1.0   0.00088   19.7   1.0   5.4   2   1   4   6   6   4   1 -
g2789.t1             -          PF12799_full         -             0.0011   19.4   2.1       0.2   12.1   0.1   3.1   3   0   0   3   3   2   1 -
g1259.t1             -          PF12799_full         -             0.0028   18.1  10.6       0.6   10.6   1.7   3.3   1   1   1   3   3   3   2 -
g16191.t1            -          PF12799_full         -             0.0035   17.8   0.0    0.0075   16.7   0.0   1.5   1   0   0   1   1   1   1 -
g30701.t1            -          PF12799_full         -             0.0043   17.5  70.5       2.2    8.8  11.4   8.9   1   1   7   9   9   9   0 -
g30387.t1            -          PF12799_full         -             0.0052   17.2   0.9     0.016   15.6   0.9   1.8   1   0   0   1   1   1   1 -
g14242.t1            -          PF12799_full         -             0.0063   17.0  23.7      0.23   11.9   3.5   5.0   1   1   2   4   4   4   1 -
g29003.t1            -          PF12799_full         -              0.012   16.1  12.8     0.063   13.7   0.3   5.0   2   1   2   4   4   4   0 -
g5513.t1             -          PF12799_full         -              0.013   15.9   1.2      0.22   12.0   0.1   3.3   2   1   2   4   4   2   0 -
g19847.t1            -          PF12799_full         -              0.013   15.9   0.1       1.1    9.7   0.0   2.8   1   1   1   2   2   2   0 -
g16237.t1            -          PF12799_full         -              0.014   15.8   3.1      0.11   12.9   1.2   2.7   1   1   1   2   2   2   0 -
g7719.t1             -          PF12799_full         -              0.015   15.7  23.1     0.059   13.8   1.5   5.2   1   1   6   7   7   6   0 -
g21069.t1            -          PF12799_full         -              0.016   15.6  19.9      0.36   11.3   3.5   5.2   1   1   3   4   4   4   0 -
