#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g14663.t1            -          PF13516_full         -           9.8e-137  446.1 169.8   6.8e-06   27.2   2.4  33.5   8   5  25  33  33  33  28 -
g24641.t1            -          PF13516_full         -            5.7e-36  123.5  25.1   2.3e-06   28.7   0.2   7.6   2   1   5   7   7   7   5 -
g26600.t1            -          PF13516_full         -            2.3e-35  121.5  16.3   3.9e-07   31.2   0.1   9.3   2   1   7   9   9   9   6 -
g25974.t1            -          PF13516_full         -            8.7e-35  119.7  26.2   0.00014   23.0   2.0   8.8   2   2   7   9   9   8   7 -
g38812.t1            -          PF13516_full         -            2.9e-34  118.0  34.3   5.4e-06   27.5   0.5   8.1   2   1   6   8   8   8   7 -
g24912.t1            -          PF13516_full         -            3.3e-34  117.9  21.4     3e-07   31.6   0.2   8.8   1   1   8   9   9   8   6 -
g25059.t2            -          PF13516_full         -            9.9e-34  116.3  38.9   2.3e-06   28.7   0.3  10.4   4   3   7  11  11   9   8 -
g2073.t1             -          PF13516_full         -            4.2e-33  114.3  31.7   1.6e-05   26.1   0.4   9.6   2   2   7   9   9   9   6 -
g1271.t1             -          PF13516_full         -            8.1e-33  113.4  53.9   0.00016   22.8   0.2  12.7   1   1  11  12  12  12   8 -
g22271.t1            -          PF13516_full         -              8e-32  110.2   9.3   0.00035   21.7   0.0   8.5   2   2   6   8   8   8   7 -
g25059.t1            -          PF13516_full         -              1e-31  109.9  37.4   4.4e-06   27.8   0.4  10.1   4   3   6  10  10   9   8 -
g10363.t1            -          PF13516_full         -            3.1e-31  108.3  76.0   0.00012   23.3   1.0  13.3   2   2  11  13  13  13   9 -
g24643.t1            -          PF13516_full         -            4.6e-31  107.8  35.7   9.8e-06   26.7   0.2   8.6   1   1   7   8   8   8   5 -
g22917.t1            -          PF13516_full         -            8.4e-31  107.0  15.2   0.00015   22.9   0.0   9.0   1   1   8   9   9   8   5 -
g40978.t1            -          PF13516_full         -            2.1e-30  105.7  53.6   0.00016   22.8   0.1  11.4   5   2   6  11  11  11   8 -
g39112.t1            -          PF13516_full         -            4.1e-30  104.8  38.9   2.6e-05   25.3   0.6   9.7   2   1   7   9   9   9   6 -
g33426.t1            -          PF13516_full         -            4.3e-30  104.7  15.9   9.3e-06   26.8   0.0   8.9   2   1   8  10  10   8   6 -
g24645.t1            -          PF13516_full         -            6.1e-30  104.2  37.3   5.8e-05   24.2   0.9  11.7   2   1  10  12  12  11   8 -
g13758.t1            -          PF13516_full         -            1.5e-28   99.8  42.9   4.2e-07   31.1   1.4   7.3   1   1   6   7   7   7   6 -
g28567.t1            -          PF13516_full         -            3.7e-28   98.5  25.6   0.00016   22.9   0.1   8.0   1   1   7   8   8   7   5 -
g5638.t1             -          PF13516_full         -            4.5e-28   98.2  32.4   1.5e-05   26.1   2.3   7.5   1   1   6   7   7   6   6 -
g5580.t1             -          PF13516_full         -            1.1e-27   96.9  26.6   1.4e-05   26.2   1.1   9.8   2   2   8  10  10  10   5 -
g3048.t1             -          PF13516_full         -            1.2e-27   96.8  20.3   0.00027   22.1   0.1   8.2   3   2   5   8   8   7   5 -
g26593.t1            -          PF13516_full         -            1.7e-27   96.4  28.3   0.00039   21.6   0.0   9.4   1   1   8   9   9   9   5 -
g22918.t1            -          PF13516_full         -            8.4e-27   94.2  35.9   0.00033   21.8   0.1   8.8   3   2   6   9   9   8   6 -
g23321.t1            -          PF13516_full         -            9.8e-27   93.9  27.5   5.3e-06   27.5   0.2   8.4   2   2   7   9   9   8   6 -
g1308.t1             -          PF13516_full         -            7.7e-26   91.1  45.9   6.2e-05   24.1   0.4  14.1   2   2  13  15  15  13   6 -
g35853.t1            -          PF13516_full         -            8.4e-26   90.9  14.1   7.9e-05   23.8   0.0   8.2   1   1   7   8   8   8   4 -
g30496.t1            -          PF13516_full         -            2.1e-25   89.7  25.2   7.1e-07   30.4   0.7   5.3   1   1   4   5   5   5   4 -
g37698.t1            -          PF13516_full         -            4.7e-25   88.6  21.6   1.8e-05   25.8   0.4   5.9   2   2   3   5   5   5   4 -
g40083.t1            -          PF13516_full         -              1e-24   87.5  33.4    0.0008   20.6   0.3   8.6   1   1   7   8   8   8   6 -
g26594.t1            -          PF13516_full         -            3.2e-24   85.9  25.2   8.3e-05   23.7   0.1   8.1   3   2   6   9   9   6   5 -
g37695.t1            -          PF13516_full         -            5.3e-24   85.2  24.8   5.5e-05   24.3   0.2   6.7   2   1   4   6   6   6   5 -
g4470.t1             -          PF13516_full         -            5.8e-24   85.1  47.3   6.6e-05   24.0   0.0  10.7   4   2   6  10  10  10   5 -
g22427.t2            -          PF13516_full         -            6.9e-24   84.8  38.3     5e-05   24.4   0.0  10.1   3   2   7  11  11   9   6 -
g22427.t1            -          PF13516_full         -              9e-24   84.4  38.4   5.1e-05   24.4   0.0  10.1   3   2   7  11  11   9   6 -
g3048.t2             -          PF13516_full         -            1.1e-23   84.1  22.2   0.00094   20.4   0.1   8.7   3   1   5   8   8   7   5 -
g29069.t1            -          PF13516_full         -            3.1e-23   82.7  36.4   0.00012   23.3   1.0   7.8   2   2   5   7   7   7   6 -
g17588.t2            -          PF13516_full         -            3.1e-22   79.5  31.9   5.8e-07   30.6   0.3   7.3   2   1   6   8   8   7   5 -
g17588.t1            -          PF13516_full         -            3.6e-22   79.3  32.0   5.8e-07   30.6   0.3   7.3   2   1   6   8   8   7   5 -
g23321.t2            -          PF13516_full         -            5.9e-22   78.6   8.7   2.1e-06   28.8   0.2   5.0   1   1   4   5   5   4   4 -
g6277.t1             -          PF13516_full         -            1.3e-21   77.5  64.9    0.0052   18.0   0.1  15.3   6   6  10  16  16  15   4 -
g12680.t1            -          PF13516_full         -            6.2e-21   75.4  44.1    0.0014   19.8   0.5  14.6   7   4   7  15  15  14   4 -
g37827.t1            -          PF13516_full         -            2.2e-20   73.6  21.4   1.3e-05   26.4   0.6   6.0   1   1   4   5   5   5   4 -
g37534.t1            -          PF13516_full         -            8.7e-20   71.7  13.3   0.00046   21.3   0.1   6.4   2   1   4   6   6   6   3 -
g3053.t1             -          PF13516_full         -            1.7e-19   70.8  41.8    0.0065   17.7   0.2  10.7   2   1   8  10  10  10   3 -
g33444.t1            -          PF13516_full         -            1.7e-19   70.8  29.9   2.5e-06   28.6   0.4   6.1   1   1   5   6   6   6   3 -
g9255.t1             -          PF13516_full         -            3.1e-19   69.9   8.9   0.00071   20.7   0.1   7.3   2   2   5   7   7   7   3 -
g6862.t1             -          PF13516_full         -            1.1e-18   68.1  16.7    0.0052   18.0   0.0   7.9   4   2   5   9   9   6   4 -
g13767.t1            -          PF13516_full         -            4.7e-18   66.1  13.0   1.2e-06   29.7   1.3   3.5   1   1   2   3   3   3   3 -
g37189.t1            -          PF13516_full         -              4e-17   63.2  21.1    0.0034   18.6   3.2   7.9   3   2   5   8   8   8   4 -
g5802.t1             -          PF13516_full         -            4.5e-17   63.0  35.1   0.00048   21.3   6.9   7.5   2   1   5   7   7   7   4 -
g21807.t1            -          PF13516_full         -            8.1e-17   62.2  34.1   6.2e-06   27.3   4.7   5.9   1   1   4   5   5   5   3 -
g8851.t1             -          PF13516_full         -            1.7e-16   61.1  37.8   0.00054   21.1   1.5  11.0   3   2   7  11  11  11   3 -
g12292.t1            -          PF13516_full         -            6.6e-16   59.3   3.4   5.6e-07   30.7   0.4   2.9   1   1   1   2   2   2   2 -
g24991.t1            -          PF13516_full         -              7e-16   59.2  19.5   0.00029   22.0   0.2   6.2   3   2   4   7   7   5   4 -
g27360.t1            -          PF13516_full         -            1.4e-15   58.2  55.8     0.012   16.8   0.7  11.2   2   2   8  12  12  10   5 -
g21804.t1            -          PF13516_full         -            2.1e-15   57.7  24.4   5.9e-05   24.2   1.2   5.8   1   1   4   5   5   5   4 -
g7836.t1             -          PF13516_full         -            3.5e-15   56.9  27.4      0.36   12.1   0.0  10.0   2   2   7  10  10   8   2 -
g43059.t1            -          PF13516_full         -            6.7e-15   56.0  16.9   2.2e-05   25.6   1.3   4.3   1   1   3   4   4   4   3 -
g35870.t1            -          PF13516_full         -            9.4e-15   55.6   8.6   0.00028   22.0   0.0   4.6   1   1   3   4   4   4   3 -
g15072.t1            -          PF13516_full         -            1.3e-14   55.1  33.4     5e-05   24.4   2.4   6.5   2   1   4   6   6   6   3 -
g5642.t1             -          PF13516_full         -            1.3e-14   55.1  21.2   0.00048   21.3   0.2   5.5   2   2   3   5   5   4   4 -
g37731.t1            -          PF13516_full         -            2.4e-14   54.2  25.4     0.017   16.3   0.4   8.6   2   2   7   9   9   7   3 -
g10364.t1            -          PF13516_full         -            1.5e-13   51.7  56.1     0.055   14.7   3.1   9.3   2   2   7   9   9   9   5 -
g35871.t1            -          PF13516_full         -            1.9e-13   51.4   7.1   0.00067   20.8   0.1   4.6   1   1   3   4   4   4   3 -
g23794.t1            -          PF13516_full         -            2.3e-13   51.1  39.4   0.00017   22.8   0.1   9.3   8   2   3  11  11   7   3 -
g7231.t1             -          PF13516_full         -            2.5e-13   51.0  19.7   8.9e-06   26.8   0.4   5.8   2   1   4   6   6   4   2 -
g40271.t1            -          PF13516_full         -              3e-13   50.7  21.8    0.0019   19.3   2.6   6.1   2   1   4   6   6   5   4 -
g1691.t1             -          PF13516_full         -            3.1e-13   50.7   3.9   6.4e-06   27.3   0.1   4.7   2   1   3   5   5   3   2 -
g28531.t1            -          PF13516_full         -            8.8e-13   49.3  24.0      0.19   12.9   0.1   8.9   7   2   1   8   8   7   3 -
g34215.t1            -          PF13516_full         -            1.1e-12   49.0  24.2   0.00053   21.2   3.1   4.8   1   1   3   4   4   4   3 -
g24474.t1            -          PF13516_full         -            1.3e-12   48.7  26.5     0.056   14.7   0.2   8.2   5   3   4   9   9   8   3 -
g32172.t1            -          PF13516_full         -              4e-12   47.2  48.3   5.7e-05   24.3   0.6  11.1   4   2   8  12  12   9   3 -
g36358.t1            -          PF13516_full         -            8.1e-12   46.2  24.1   0.00025   22.2   1.8   5.2   1   1   4   5   5   4   3 -
g3903.t1             -          PF13516_full         -            1.6e-11   45.2  67.9     0.039   15.2   0.2  13.5   8   4   5  13  13  11   3 -
g19895.t1            -          PF13516_full         -            1.6e-11   45.2  31.2    0.0068   17.6   3.5   8.1   5   2   2   8   8   7   2 -
g28564.t1            -          PF13516_full         -            1.8e-11   45.1  10.4   0.00013   23.1   0.1   4.9   1   1   4   5   5   3   2 -
g18743.t1            -          PF13516_full         -            2.5e-11   44.6  21.4    0.0075   17.5   0.1   7.4   5   3   3   8   8   5   2 -
g20310.t1            -          PF13516_full         -            6.7e-11   43.2  12.4     0.013   16.7   1.1   4.6   1   1   3   4   4   4   3 -
g3795.t1             -          PF13516_full         -            2.3e-10   41.5  20.6    0.0039   18.4   0.5   8.0   5   3   3   8   8   8   1 -
g31596.t1            -          PF13516_full         -              6e-10   40.2  14.2   3.6e-05   24.9   0.2   7.0   3   2   5   8   8   5   2 -
g471.t1              -          PF13516_full         -            8.5e-10   39.7   8.8   0.00036   21.7   0.2   3.3   1   1   2   3   3   3   2 -
g43061.t1            -          PF13516_full         -            1.8e-09   38.7  13.3   9.4e-05   23.6   2.6   4.8   1   1   3   4   4   4   2 -
g5798.t2             -          PF13516_full         -              2e-09   38.5  78.6      0.32   12.3   0.3  14.7  10   5   6  16  16  14   2 -
g5798.t1             -          PF13516_full         -              2e-09   38.5  78.6      0.32   12.2   0.3  14.7  10   5   6  16  16  14   2 -
g22837.t1            -          PF13516_full         -            4.7e-09   37.3  30.6     0.017   16.3   0.1   6.6   6   1   1   7   7   5   4 -
g7230.t1             -          PF13516_full         -            5.6e-09   37.1  33.6   0.00045   21.4   1.4   5.8   3   1   3   6   6   5   3 -
g36354.t1            -          PF13516_full         -            5.8e-09   37.0  37.8   0.00033   21.8   0.8   6.1   2   1   4   6   6   5   3 -
g31327.t1            -          PF13516_full         -            6.2e-09   36.9  18.6    0.0074   17.5   0.0   5.6   3   2   2   5   5   5   3 -
g43060.t1            -          PF13516_full         -            7.8e-09   36.6  18.7   0.00057   21.0   2.6   4.9   1   1   3   4   4   4   2 -
g12682.t1            -          PF13516_full         -            8.2e-09   36.5  45.9     0.019   16.2   1.5  10.4   7   2   3  10  10   9   3 -
g34216.t1            -          PF13516_full         -            8.4e-09   36.5  19.8   0.00078   20.6   1.0   5.0   2   1   3   5   5   4   2 -
g35529.t1            -          PF13516_full         -            1.2e-08   36.0  18.2     0.053   14.8   0.1   7.0   3   1   4   7   7   5   3 -
g4443.t2             -          PF13516_full         -              2e-08   35.3   0.6     0.027   15.7   0.1   3.8   1   1   2   3   3   3   2 -
g4443.t1             -          PF13516_full         -            2.2e-08   35.2   0.7      0.03   15.5   0.1   4.0   1   1   2   3   3   3   2 -
g43638.t1            -          PF13516_full         -            5.5e-08   33.9  27.0      0.18   13.0   0.7   7.9   5   3   3   8   8   7   2 -
g28826.t1            -          PF13516_full         -            6.3e-08   33.7  20.0    0.0039   18.4   2.3   4.7   1   1   3   4   4   4   2 -
g31823.t2            -          PF13516_full         -            9.8e-08   33.1  33.7    0.0015   19.7   0.2   8.7   5   3   4   9   9   6   2 -
g38602.t1            -          PF13516_full         -            1.3e-07   32.7  11.7    0.0023   19.1   0.7   3.4   3   0   0   3   3   3   2 -
g26522.t1            -          PF13516_full         -            1.4e-07   32.6   6.8     0.026   15.7   0.5   5.2   1   1   4   5   5   4   2 -
g32037.t1            -          PF13516_full         -            1.6e-07   32.4   7.1       3.4    9.0   0.1   6.5   5   1   1   7   7   5   0 -
g37828.t1            -          PF13516_full         -            2.2e-07   32.0  26.1   0.00019   22.6   1.2   5.3   2   1   3   5   5   5   2 -
g26523.t1            -          PF13516_full         -            2.5e-07   31.8   6.1       1.3   10.3   0.0   5.8   4   2   2   6   6   4   1 -
g31823.t1            -          PF13516_full         -              3e-07   31.6  35.1    0.0015   19.7   0.2   8.6   5   3   4   9   9   6   2 -
g28828.t2            -          PF13516_full         -            8.3e-07   30.1  24.3     0.012   16.8   2.0   4.7   1   1   3   4   4   4   2 -
g14013.t1            -          PF13516_full         -              9e-07   30.0  37.0      0.36   12.1   0.4   9.3   5   3   5  10  10   8   2 -
g15081.t2            -          PF13516_full         -              1e-06   29.9   1.4    0.0054   17.9   0.1   4.7   3   2   2   5   5   4   1 -
g15081.t1            -          PF13516_full         -              1e-06   29.8   1.4    0.0054   17.9   0.1   4.7   3   2   2   5   5   4   1 -
g15081.t3            -          PF13516_full         -            1.6e-06   29.2   1.7    0.0057   17.8   0.1   4.7   3   2   2   5   5   4   1 -
g36349.t1            -          PF13516_full         -            1.6e-06   29.2  26.6   5.2e-05   24.4   0.9   5.0   2   1   3   5   5   4   2 -
g3229.t1             -          PF13516_full         -            2.7e-06   28.5  22.1      0.11   13.7   1.5   5.0   2   1   3   5   5   4   3 -
g9742.t1             -          PF13516_full         -            3.4e-06   28.2  12.8      0.31   12.3   0.3   4.5   2   2   2   4   4   4   2 -
g35012.t1            -          PF13516_full         -            5.1e-06   27.6  40.8     0.018   16.3   0.2  10.1   5   2   6  11  11   8   2 -
g9704.t1             -          PF13516_full         -            5.8e-06   27.4  14.5       1.5   10.1   0.2   6.3   4   3   2   6   6   6   1 -
g28828.t1            -          PF13516_full         -            7.4e-06   27.1  31.7    0.0051   18.0   1.9   4.8   2   1   3   5   5   4   3 -
g26120.t1            -          PF13516_full         -            9.9e-06   26.7  56.3     0.048   14.9   0.6  11.0   8   3   4  12  12  10   1 -
g37693.t1            -          PF13516_full         -              1e-05   26.7   6.2   0.00012   23.2   0.1   2.9   2   0   0   2   2   2   1 -
g2775.t1             -          PF13516_full         -            1.4e-05   26.2   8.6       6.3    8.1   0.0   5.5   3   1   1   5   5   5   0 -
g22700.t1            -          PF13516_full         -            2.7e-05   25.3   2.9      0.91   10.8   0.0   4.4   3   1   1   4   4   3   1 -
g18967.t1            -          PF13516_full         -            3.1e-05   25.1  27.3       0.7   11.2   0.7   7.1   1   1   6   7   7   7   2 -
g36751.t1            -          PF13516_full         -            3.8e-05   24.8  15.1      0.14   13.4   0.0   5.9   4   2   2   6   6   5   1 -
g28042.t1            -          PF13516_full         -            5.6e-05   24.3   7.9     0.016   16.4   0.1   7.8   9   0   0   9   9   5   3 -
g7234.t1             -          PF13516_full         -            7.6e-05   23.9  21.5       2.3    9.5   0.3   7.2   5   2   3   8   8   5   0 -
g36347.t1            -          PF13516_full         -            0.00013   23.2  21.2     0.014   16.6   0.6   5.0   3   1   2   5   5   4   2 -
g44165.t1            -          PF13516_full         -             0.0002   22.5  59.5         1   10.6   0.0  11.4   5   3   8  13  13  10   2 -
g38608.t1            -          PF13516_full         -            0.00023   22.3  26.3      0.13   13.5   0.3   6.4   6   1   1   7   7   5   1 -
g27610.t1            -          PF13516_full         -            0.00032   21.8   9.3       1.4   10.2   3.7   4.5   1   1   4   5   5   5   1 -
g9169.t1             -          PF13516_full         -            0.00033   21.8  20.0      0.63   11.3   0.0   6.4   1   1   6   7   7   6   1 -
g35655.t1            -          PF13516_full         -            0.00035   21.7   2.1       6.9    8.0   0.0   4.7   4   0   0   4   4   3   0 -
g3128.t2             -          PF13516_full         -             0.0004   21.5  10.4      0.13   13.5   0.0   5.5   5   1   1   6   6   3   1 -
g2300.t1             -          PF13516_full         -            0.00042   21.5   4.0        10    7.4   0.1   3.7   3   1   1   4   4   3   0 -
g2779.t1             -          PF13516_full         -            0.00043   21.4   9.8       4.1    8.7   0.0   5.4   2   2   2   5   5   5   0 -
g3128.t1             -          PF13516_full         -            0.00049   21.2  10.6      0.13   13.5   0.0   5.5   5   1   1   6   6   3   1 -
g2233.t2             -          PF13516_full         -            0.00062   20.9  12.8       4.9    8.5   0.1   5.6   4   1   1   5   5   5   0 -
g42435.t1            -          PF13516_full         -            0.00068   20.8  13.8      0.84   10.9   0.4   3.8   3   1   0   3   3   3   1 -
g12286.t1            -          PF13516_full         -            0.00093   20.4  14.9      0.43   11.8   0.7   5.4   5   1   1   6   6   4   1 -
g30474.t1            -          PF13516_full         -            0.00095   20.3  13.5      0.11   13.8   0.1   4.1   2   1   2   4   4   3   1 -
g40871.t1            -          PF13516_full         -             0.0012   20.0  25.3      0.34   12.2   4.9   5.8   3   1   2   5   5   5   1 -
g25944.t1            -          PF13516_full         -             0.0013   19.9   3.8       1.1   10.5   0.0   3.3   3   1   1   4   4   2   1 -
g10527.t1            -          PF13516_full         -             0.0016   19.6  30.7       3.4    9.0   0.0   8.2   5   4   3   8   8   8   0 -
g10807.t2            -          PF13516_full         -             0.0025   19.0  24.5       5.8    8.2   0.1   6.8   6   0   0   6   6   6   0 -
g3059.t1             -          PF13516_full         -             0.0027   18.9  14.1      0.45   11.8   0.1   5.0   5   0   0   5   5   4   1 -
g42807.t2            -          PF13516_full         -             0.0031   18.7  20.3       9.7    7.5   0.1   6.4   5   1   1   6   6   6   0 -
g29106.t1            -          PF13516_full         -             0.0037   18.4  23.8      0.29   12.4   0.6   5.9   2   2   4   6   6   4   2 -
g42807.t1            -          PF13516_full         -             0.0039   18.4  20.3        10    7.4   0.1   6.4   5   1   1   6   6   6   0 -
g5266.t1             -          PF13516_full         -              0.004   18.3  20.0      0.59   11.4   0.3   5.0   2   1   2   4   4   4   2 -
g36251.t1            -          PF13516_full         -             0.0042   18.3  35.4       8.1    7.7   4.1   9.3   7   3   3  10  10   7   0 -
g34680.t1            -          PF13516_full         -             0.0051   18.0  16.6      0.69   11.2   1.0   4.0   1   1   2   3   3   3   1 -
g9355.t2             -          PF13516_full         -             0.0056   17.9  21.7       2.5    9.4   0.0   6.9   6   1   1   7   7   5   0 -
g23623.t1            -          PF13516_full         -              0.009   17.2  17.7       1.5   10.1   0.8   6.7   3   1   4   7   7   6   1 -
g2233.t1             -          PF13516_full         -             0.0097   17.1  13.0       8.3    7.7   0.1   5.5   4   1   1   5   5   5   0 -
g7393.t1             -          PF13516_full         -             0.0099   17.1   8.8        10    7.4   3.2   3.9   2   1   0   3   3   3   0 -
g3166.t1             -          PF13516_full         -              0.011   16.9   6.1       3.9    8.8   0.9   3.2   1   1   2   3   3   3   0 -
g36357.t1            -          PF13516_full         -              0.012   16.9  19.6     0.082   14.1   3.3   4.5   1   1   3   4   4   4   0 -
g30784.t1            -          PF13516_full         -              0.014   16.6   1.3        34    5.8   0.0   3.5   3   0   0   3   3   3   0 -
g8824.t1             -          PF13516_full         -               0.02   16.1  27.6       1.6   10.0   0.9   7.2   6   2   2   8   8   6   0 -
g9355.t1             -          PF13516_full         -              0.022   16.0  21.7       3.2    9.1   0.0   6.7   6   1   1   7   7   5   0 -
g5152.t1             -          PF13516_full         -              0.027   15.7   1.3       1.3   10.3   0.0   2.9   2   0   0   2   2   2   0 -
g8371.t1             -          PF13516_full         -              0.031   15.5  10.4      0.61   11.4   0.2   3.5   2   1   1   3   3   3   0 -
g37637.t1            -          PF13516_full         -              0.032   15.5   1.4       1.4   10.2   0.0   3.0   2   0   0   2   2   2   0 -
g8371.t2             -          PF13516_full         -              0.037   15.2  10.4      0.65   11.3   0.2   3.5   2   1   1   3   3   3   0 -
g36750.t1            -          PF13516_full         -              0.038   15.2  13.4      0.45   11.8   0.1   4.5   5   0   0   5   5   3   0 -
g14490.t1            -          PF13516_full         -              0.039   15.2   0.8        12    7.3   0.0   3.6   3   0   0   3   3   2   0 -
g30832.t2            -          PF13516_full         -              0.039   15.2   9.8      0.34   12.1   0.1   3.2   3   0   0   3   3   2   0 -
g14812.t1            -          PF13516_full         -              0.044   15.0  19.2       8.9    7.6   1.7   6.5   6   1   1   7   7   6   0 -
g10807.t1            -          PF13516_full         -              0.046   15.0  25.3       8.7    7.7   0.1   6.8   6   0   0   6   6   6   0 -
g13636.t1            -          PF13516_full         -              0.048   14.9  22.8       5.3    8.3   4.5   6.0   3   3   3   6   6   6   0 -
g27783.t1            -          PF13516_full         -              0.058   14.6  18.9       2.5    9.4   0.1   5.5   4   2   1   5   5   4   0 -
g31525.t1            -          PF13516_full         -              0.069   14.4   5.7      0.11   13.7   0.1   3.3   2   1   1   3   3   2   0 -
g17589.t1            -          PF13516_full         -              0.073   14.3   2.6       2.8    9.2   0.2   3.7   3   0   0   3   3   2   0 -
g5477.t1             -          PF13516_full         -              0.076   14.3   2.3       1.7    9.9   0.0   3.3   3   0   0   3   3   2   0 -
g33284.t1            -          PF13516_full         -              0.077   14.2  20.7        10    7.4   1.3   5.8   4   1   1   5   5   5   0 -
g19752.t1            -          PF13516_full         -              0.081   14.2   2.7      0.51   11.6   0.4   3.1   3   1   1   4   4   2   0 -
g10655.t1            -          PF13516_full         -              0.084   14.1  48.2       5.7    8.2   1.2   9.7  10   0   0  10  10   8   0 -
g6757.t2             -          PF13516_full         -              0.088   14.0  47.3         9    7.6   1.4  12.1  10   3   3  13  13  12   0 -
g40289.t1            -          PF13516_full         -                0.1   13.9   0.8       0.1   13.9   0.8  11.8   8   4   6  14  14  11   0 -
g39283.t1            -          PF13516_full         -                0.1   13.9   0.2       0.1   13.9   0.2  11.5  11   3   4  15  15   8   0 -
g9858.t1             -          PF13516_full         -                0.1   13.8   0.1       0.1   13.8   0.1   5.6   5   2   1   6   6   4   0 -
g7976.t1             -          PF13516_full         -               0.12   13.6   1.2       8.3    7.7   0.2   2.3   2   0   0   2   2   2   0 -
g9374.t1             -          PF13516_full         -               0.12   13.6  15.6        10    7.4   0.1   6.7   6   0   0   6   6   5   0 -
g4898.t1             -          PF13516_full         -               0.13   13.5   8.4        19    6.6   0.2   4.9   4   1   0   4   4   3   0 -
g696.t2              -          PF13516_full         -               0.17   13.1  14.4      0.29   12.4   0.0   6.0   5   2   1   6   6   5   0 -
g10822.t2            -          PF13516_full         -               0.18   13.0  25.2       2.9    9.2   0.1   6.2   6   0   0   6   6   6   0 -
g12920.t1            -          PF13516_full         -               0.22   12.7  17.2         1   10.6   2.1   4.6   4   1   0   4   4   3   0 -
g15690.t1            -          PF13516_full         -               0.23   12.7  24.7       3.7    8.8   0.1   6.8   4   2   3   7   7   5   0 -
