#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20980.t1            -          PF00047_full         -                  0 2587.1   0.0   1.8e-14   54.9   0.0  78.5  17  13  55  78  78  78  75 -
g95.t1               -          PF00047_full         -            2.4e-52  178.3   0.4   6.2e-15   56.4   0.0   4.5   1   1   3   4   4   4   4 -
g23414.t2            -          PF00047_full         -            4.7e-52  177.3   7.3   1.7e-15   58.2   0.2   4.1   1   1   3   4   4   4   3 -
g24918.t1            -          PF00047_full         -            8.8e-51  173.2  28.9   1.1e-14   55.6   0.6   8.8   4   2   5   9   9   8   6 -
g30285.t1            -          PF00047_full         -            2.3e-50  171.8   9.1   1.3e-15   58.5   0.3   4.3   1   1   2   4   4   4   3 -
g25069.t1            -          PF00047_full         -            2.4e-50  171.8   2.2   5.4e-11   43.5   0.0   8.6   2   1   5   8   8   8   7 -
g28079.t1            -          PF00047_full         -            1.2e-49  169.5   8.1   2.7e-15   57.5   0.1   4.3   1   1   3   4   4   4   4 -
g30729.t1            -          PF00047_full         -            1.8e-49  168.9  26.4   2.8e-11   44.5   0.2   5.1   1   1   4   5   5   5   5 -
g30889.t1            -          PF00047_full         -              4e-49  167.8   3.7     1e-12   49.2   0.1   4.2   2   2   2   4   4   4   4 -
g25718.t1            -          PF00047_full         -            7.8e-49  166.8   7.8   1.2e-12   49.0   0.2   4.5   1   1   2   4   4   4   4 -
g2209.t1             -          PF00047_full         -            1.1e-48  166.4  23.8   1.5e-12   48.6   0.3   8.8   4   3   2   8   8   8   6 -
g30044.t1            -          PF00047_full         -            1.7e-48  165.7   1.9   1.3e-14   55.3   0.0   4.3   3   1   1   4   4   4   4 -
g17352.t1            -          PF00047_full         -              1e-45  156.7   5.2   1.9e-14   54.8   0.1   3.4   1   1   2   3   3   3   3 -
g20641.t1            -          PF00047_full         -            1.3e-45  156.3   0.4   4.1e-12   47.2   0.0   4.3   1   1   2   4   4   4   4 -
g27508.t1            -          PF00047_full         -            2.4e-45  155.5  24.1   3.7e-07   31.0   0.1  10.4   5   1   3   9   9   9   8 -
g18204.t1            -          PF00047_full         -            2.7e-45  155.3   3.3   1.3e-12   48.8   0.1   5.5   2   2   3   5   5   5   5 -
g15145.t1            -          PF00047_full         -            9.7e-44  150.2  12.2   5.6e-16   59.8   1.2   5.3   2   2   2   5   5   5   5 -
g17677.t2            -          PF00047_full         -            1.6e-43  149.5   5.6   1.8e-15   58.1   0.1   3.7   2   1   1   3   3   3   3 -
g8419.t1             -          PF00047_full         -            1.8e-43  149.4   6.2   1.5e-15   58.4   0.1   3.2   1   1   1   3   3   3   3 -
g17404.t1            -          PF00047_full         -              2e-43  149.2  20.7   9.7e-10   39.4   2.8   5.2   1   1   3   5   5   5   5 -
g17677.t1            -          PF00047_full         -            2.8e-43  148.7   4.6   2.9e-15   57.5   0.1   3.6   2   1   1   3   3   3   3 -
g8418.t1             -          PF00047_full         -            3.1e-43  148.6  11.0   1.4e-15   58.5   0.1   3.3   1   1   2   3   3   3   3 -
g7897.t1             -          PF00047_full         -            5.2e-43  147.9  10.3   3.2e-18   67.1   3.1   3.3   2   1   1   3   3   3   3 -
g19835.t1            -          PF00047_full         -            5.4e-43  147.8  23.3   1.4e-13   52.0   4.9   4.1   1   1   3   4   4   4   4 -
g98.t1               -          PF00047_full         -            1.3e-42  146.5   5.1     1e-10   42.7   0.2   4.4   1   1   3   4   4   4   4 -
g14349.t1            -          PF00047_full         -            1.4e-42  146.4   2.5   1.7e-11   45.1   0.1   5.6   2   2   2   5   5   5   5 -
g28582.t1            -          PF00047_full         -            1.7e-42  146.2   4.9   3.5e-14   53.9   0.3   4.5   1   1   3   4   4   4   4 -
g28272.t1            -          PF00047_full         -            1.8e-42  146.1   3.0   9.7e-16   59.0   0.0   3.4   1   1   2   3   3   3   3 -
g25721.t2            -          PF00047_full         -            2.1e-42  145.9  16.2   3.1e-11   44.3   0.1   5.1   2   2   3   5   5   5   5 -
g19310.t1            -          PF00047_full         -            2.8e-42  145.5   0.0     6e-13   49.9   0.0   5.1   1   1   4   5   5   5   5 -
g14614.t1            -          PF00047_full         -            7.8e-42  144.0  15.1   1.1e-12   49.0   0.2   5.2   1   1   3   5   5   5   4 -
g30889.t2            -          PF00047_full         -            8.6e-42  143.9   2.5   8.3e-13   49.4   0.1   4.2   2   2   2   4   4   4   4 -
g8420.t1             -          PF00047_full         -            1.3e-41  143.3  11.5   4.2e-16   60.2   0.3   3.3   1   1   2   3   3   3   3 -
g30115.t1            -          PF00047_full         -            1.9e-41  142.7  31.7   9.3e-11   42.8   2.1   4.2   1   1   3   4   4   4   4 -
g24917.t2            -          PF00047_full         -            3.2e-41  142.0  28.9   1.6e-10   42.0   1.7   8.0   3   1   4   8   8   7   6 -
g24917.t1            -          PF00047_full         -            4.3e-41  141.6  26.2   1.5e-10   42.0   1.7   7.0   2   1   4   7   7   6   6 -
g27030.t1            -          PF00047_full         -            7.5e-41  140.8   2.2   1.5e-14   55.1   0.1   3.3   1   1   2   3   3   3   3 -
g7920.t1             -          PF00047_full         -            1.5e-40  139.8   4.4   7.7e-13   49.5   0.1   3.2   1   1   2   3   3   3   3 -
g28491.t1            -          PF00047_full         -              2e-40  139.4  49.6   1.8e-10   41.9   0.0  10.7   2   2   6   8   8   8   5 -
g18061.t1            -          PF00047_full         -            2.3e-40  139.2  20.3   3.2e-08   34.5   0.8   6.1   3   2   3   6   6   6   6 -
g24417.t1            -          PF00047_full         -            2.7e-40  139.0  12.0   1.5e-12   48.6   0.3   5.1   2   2   3   5   5   5   4 -
g14139.t1            -          PF00047_full         -            2.7e-40  139.0   1.9   3.4e-12   47.5   0.0   3.2   1   1   2   3   3   3   3 -
g5386.t1             -          PF00047_full         -            3.2e-40  138.8   1.6     3e-12   47.6   0.0   3.3   1   1   2   3   3   3   3 -
g14139.t2            -          PF00047_full         -            3.3e-40  138.7   1.8   3.7e-12   47.3   0.0   3.2   1   1   2   3   3   3   3 -
g8388.t1             -          PF00047_full         -            4.6e-40  138.3   0.8   8.8e-14   52.6   0.0   3.3   1   1   2   3   3   3   3 -
g20015.t2            -          PF00047_full         -            6.5e-40  137.8   6.3   1.4e-12   48.7   0.2   3.3   1   1   2   3   3   3   3 -
g25176.t1            -          PF00047_full         -              2e-39  136.2   1.5   1.2e-13   52.2   0.0   3.3   1   1   2   3   3   3   3 -
g31392.t1            -          PF00047_full         -              2e-39  136.2   2.2   7.7e-12   46.3   0.1   3.6   1   1   2   3   3   3   3 -
g10400.t2            -          PF00047_full         -            3.5e-39  135.4   1.7   1.4e-14   55.3   0.4   3.0   2   1   1   3   3   3   3 -
g22435.t1            -          PF00047_full         -            4.9e-39  134.9   2.1   6.4e-12   46.5   0.0   5.2   2   2   2   5   5   5   4 -
g18031.t1            -          PF00047_full         -              5e-39  134.9   0.4   1.2e-13   52.2   0.0   3.4   1   1   2   3   3   3   3 -
g6183.t1             -          PF00047_full         -            5.6e-39  134.7   5.8   5.9e-09   36.9   0.1   4.1   1   1   3   4   4   4   4 -
g10400.t1            -          PF00047_full         -            6.1e-39  134.6   1.5   6.8e-15   56.2   0.2   3.3   2   1   1   3   3   3   3 -
g3765.t1             -          PF00047_full         -            9.7e-39  133.9   8.6   9.7e-14   52.5   0.1   4.6   3   1   2   5   5   3   3 -
g21096.t1            -          PF00047_full         -            2.3e-38  132.7  46.9   1.8e-13   51.6   3.0   7.6   3   1   4   7   7   7   4 -
g28276.t2            -          PF00047_full         -            4.3e-38  131.9   8.3   1.4e-13   52.0   1.9   3.6   2   1   2   4   4   3   3 -
g20629.t1            -          PF00047_full         -              5e-38  131.6   7.9   2.1e-15   57.9   0.5   3.3   3   0   0   3   3   3   3 -
g1299.t1             -          PF00047_full         -            7.5e-38  131.0   2.9   5.5e-11   43.5   0.1   3.3   1   1   2   3   3   3   3 -
g25179.t2            -          PF00047_full         -              9e-38  130.8   1.6   2.4e-16   61.0   0.3   3.2   1   1   2   3   3   3   3 -
g25179.t1            -          PF00047_full         -            1.8e-37  129.9   1.7   2.7e-16   60.8   0.3   3.3   1   1   2   3   3   3   3 -
g19012.t1            -          PF00047_full         -            2.6e-37  129.3   0.1   3.9e-12   47.3   0.0   3.3   1   1   2   3   3   3   3 -
g23410.t3            -          PF00047_full         -            2.9e-37  129.1   7.1   6.8e-16   59.5   0.6   3.4   2   2   1   3   3   3   3 -
g28276.t1            -          PF00047_full         -              3e-37  129.1   9.5   2.6e-13   51.1   1.8   3.6   2   1   2   4   4   3   3 -
g23410.t2            -          PF00047_full         -            3.1e-37  129.0   6.4   5.6e-16   59.8   0.6   3.4   1   1   2   3   3   3   3 -
g23410.t1            -          PF00047_full         -            3.2e-37  129.0   6.5   5.8e-16   59.7   0.6   3.4   1   1   2   3   3   3   3 -
g3912.t1             -          PF00047_full         -            3.4e-37  128.9   0.0     9e-14   52.6   0.0   3.1   2   1   1   3   3   3   3 -
g29128.t2            -          PF00047_full         -            8.7e-37  127.6   9.5   3.4e-13   50.7   0.1   4.2   1   1   3   4   4   4   3 -
g31827.t1            -          PF00047_full         -            4.1e-36  125.4   0.4   1.1e-12   49.1   0.0   3.3   1   1   2   3   3   3   3 -
g2042.t1             -          PF00047_full         -            4.4e-36  125.3   5.4   1.1e-13   52.3   0.0   3.6   1   1   2   3   3   3   3 -
g29471.t1            -          PF00047_full         -            5.1e-36  125.1  21.4   8.9e-16   59.1   0.6   4.4   1   1   3   4   4   4   4 -
g24902.t1            -          PF00047_full         -            7.5e-36  124.5   0.4   7.6e-13   49.6   0.0   3.1   1   1   2   3   3   3   3 -
g25103.t1            -          PF00047_full         -            7.5e-36  124.5   2.5   2.5e-15   57.7   0.1   3.5   2   1   1   3   3   3   3 -
g2042.t3             -          PF00047_full         -            1.3e-35  123.7   5.4   1.7e-13   51.7   0.0   3.8   1   1   2   3   3   3   3 -
g2042.t2             -          PF00047_full         -            4.1e-35  122.1   9.2   9.9e-14   52.4   0.0   3.8   2   1   2   4   4   3   3 -
g24891.t1            -          PF00047_full         -            4.9e-35  121.9   0.1   2.6e-13   51.1   0.0   3.3   2   1   0   3   3   3   3 -
g22474.t1            -          PF00047_full         -            7.9e-35  121.2   4.2   1.3e-12   48.8   0.0   3.5   1   1   2   3   3   3   3 -
g30791.t1            -          PF00047_full         -            2.7e-34  119.5   0.3     5e-12   46.9   0.0   3.2   1   1   2   3   3   3   3 -
g17676.t1            -          PF00047_full         -            4.2e-34  118.8   0.1     7e-12   46.4   0.0   3.6   2   1   1   3   3   3   3 -
g25721.t1            -          PF00047_full         -            5.3e-34  118.5   6.5   2.4e-11   44.7   0.1   4.1   2   1   2   4   4   4   4 -
g28491.t2            -          PF00047_full         -            8.2e-34  117.9  45.3   1.6e-10   42.0   0.0   9.8   1   1   6   7   7   7   4 -
g16768.t1            -          PF00047_full         -            2.3e-33  116.4  10.1   4.3e-11   43.9   0.1   4.2   1   1   3   4   4   4   4 -
g29468.t1            -          PF00047_full         -            3.4e-33  115.9   7.8   4.2e-12   47.1   1.5   3.6   1   1   2   3   3   3   3 -
g3905.t1             -          PF00047_full         -            4.3e-33  115.5  15.0   2.1e-11   44.8   0.2   5.4   4   1   2   6   6   3   3 -
g5266.t2             -          PF00047_full         -            9.1e-33  114.5   0.2   2.8e-10   41.2   0.0   4.2   2   2   3   5   5   3   3 -
g5266.t1             -          PF00047_full         -            1.6e-32  113.7   0.2   3.3e-10   41.0   0.0   4.1   2   1   2   4   4   3   3 -
g27507.t1            -          PF00047_full         -            1.7e-32  113.6   6.5   2.1e-08   35.1   0.3   5.4   2   1   3   5   5   5   5 -
g20015.t1            -          PF00047_full         -            1.9e-32  113.5   5.7   2.2e-12   48.1   0.0   3.3   1   1   2   3   3   3   3 -
g23407.t1            -          PF00047_full         -            2.5e-32  113.0   1.6   1.4e-16   61.7   1.7   2.1   1   1   1   2   2   2   2 -
g25176.t2            -          PF00047_full         -            3.4e-32  112.6   0.4   7.5e-14   52.8   0.0   3.3   1   1   2   3   3   3   3 -
g28277.t1            -          PF00047_full         -            6.6e-32  111.7   8.2   3.7e-14   53.8   0.5   3.2   1   1   2   3   3   3   3 -
g24324.t1            -          PF00047_full         -            2.1e-31  110.0   0.1   8.6e-15   55.9   0.0   3.4   2   1   1   3   3   3   3 -
g14552.t1            -          PF00047_full         -            3.1e-31  109.5  14.3   1.2e-14   55.5   0.8   3.4   1   1   2   3   3   3   3 -
g11885.t3            -          PF00047_full         -            3.6e-31  109.3   6.8   1.9e-11   45.0   0.0   3.6   2   1   2   4   4   3   3 -
g11885.t1            -          PF00047_full         -            4.1e-31  109.1   6.3   2.9e-11   44.4   0.0   3.7   2   1   2   4   4   3   3 -
g18032.t1            -          PF00047_full         -            4.7e-31  108.9   2.6   1.4e-11   45.4   0.3   3.3   1   1   2   3   3   3   3 -
g11885.t2            -          PF00047_full         -            7.7e-31  108.2   6.3   3.5e-11   44.1   0.0   3.6   2   1   2   4   4   3   3 -
g22464.t1            -          PF00047_full         -            9.3e-31  107.9   3.4   2.2e-10   41.6   0.0   3.1   1   1   2   3   3   3   3 -
g2208.t1             -          PF00047_full         -            2.1e-30  106.8   2.2   7.9e-10   39.7   0.0   3.6   1   1   1   3   3   3   3 -
g31392.t2            -          PF00047_full         -            2.8e-30  106.4   2.8   4.5e-12   47.0   0.1   3.6   1   1   2   3   3   3   3 -
g20121.t2            -          PF00047_full         -            3.1e-30  106.2   5.2   6.1e-15   56.4   0.4   3.4   1   1   2   3   3   3   2 -
g27691.t1            -          PF00047_full         -            1.2e-29  104.4   3.2   2.9e-09   37.9   0.1   4.2   2   2   2   4   4   4   4 -
g20044.t2            -          PF00047_full         -            1.5e-29  104.0   6.8   2.1e-09   38.4   0.3   3.2   1   1   1   3   3   3   3 -
g31391.t1            -          PF00047_full         -            1.6e-29  103.9  19.5   2.7e-12   47.8   0.3   4.1   1   1   3   4   4   4   3 -
g23220.t1            -          PF00047_full         -            2.2e-29  103.5   7.2   3.4e-14   53.9   0.5   3.4   1   1   2   3   3   3   3 -
g5363.t1             -          PF00047_full         -            4.1e-29  102.6   3.4   1.2e-09   39.1   0.1   4.3   3   1   1   4   4   3   3 -
g20044.t1            -          PF00047_full         -            5.4e-29  102.2   6.7   3.6e-09   37.6   0.2   3.4   1   1   1   3   3   3   3 -
g17427.t1            -          PF00047_full         -            6.6e-29  101.9  38.8     9e-05   23.2   1.2   7.1   2   2   5   7   7   7   7 -
g3767.t1             -          PF00047_full         -            6.9e-29  101.8   2.1   2.7e-13   51.0   0.0   2.3   1   1   1   2   2   2   2 -
g12253.t1            -          PF00047_full         -            7.4e-29  101.7   2.5   2.4e-17   64.2   0.1   3.5   1   1   1   3   3   3   2 -
g30043.t1            -          PF00047_full         -            9.1e-29  101.5   1.5   2.9e-12   47.7   0.1   3.3   1   1   2   3   3   3   3 -
g8388.t2             -          PF00047_full         -            9.1e-29  101.4   0.6   4.1e-11   43.9   0.1   3.3   1   1   2   3   3   3   3 -
g5279.t1             -          PF00047_full         -              1e-28  101.3   0.8   1.7e-14   55.0   1.1   3.2   1   1   2   3   3   3   2 -
g6477.t1             -          PF00047_full         -            1.2e-28  101.1  13.6   4.6e-15   56.8   1.9   3.2   1   1   2   3   3   3   2 -
g5385.t1             -          PF00047_full         -            1.2e-28  101.1   1.5   4.2e-13   50.4   0.4   2.1   2   0   0   2   2   2   2 -
g24914.t2            -          PF00047_full         -            1.5e-28  100.7  22.1     2e-10   41.7   0.5   6.7   2   2   4   6   6   6   4 -
g17399.t1            -          PF00047_full         -              2e-28  100.4   1.9   3.3e-13   50.7   0.1   3.3   1   1   2   3   3   2   2 -
g31133.t1            -          PF00047_full         -              2e-28  100.3  11.4   6.7e-11   43.2   1.3   4.1   1   1   3   4   4   4   3 -
g22468.t1            -          PF00047_full         -            2.3e-28  100.1   1.1   4.6e-08   34.0   0.0   3.1   1   1   2   3   3   3   3 -
g7919.t1             -          PF00047_full         -            2.4e-28  100.0   0.2     3e-13   50.9   0.3   3.2   2   1   1   3   3   3   3 -
g5389.t1             -          PF00047_full         -            2.2e-27   96.9   0.1   1.1e-12   49.0   0.2   2.2   1   1   1   2   2   2   2 -
g31905.t1            -          PF00047_full         -            2.5e-27   96.8   0.3   8.2e-14   52.7   0.0   2.0   1   1   1   2   2   2   2 -
g26748.t1            -          PF00047_full         -            2.8e-27   96.6   0.3   3.2e-14   54.1   0.0   2.4   1   1   0   2   2   2   2 -
g14612.t1            -          PF00047_full         -              3e-27   96.5   6.6   6.2e-09   36.8   0.0   5.0   3   2   1   5   5   4   4 -
g12252.t1            -          PF00047_full         -            3.6e-27   96.2   9.9   1.3e-14   55.3   0.1   3.7   1   1   2   3   3   3   3 -
g24533.t1            -          PF00047_full         -            5.9e-27   95.5  16.3   3.5e-11   44.1   0.2   3.9   2   2   2   4   4   3   3 -
g29718.t2            -          PF00047_full         -            6.3e-27   95.4   7.9   6.1e-13   49.9   0.4   2.2   1   1   1   2   2   2   2 -
g29718.t1            -          PF00047_full         -            1.1e-26   94.7   8.0   7.4e-13   49.6   0.3   2.2   1   1   1   2   2   2   2 -
g26799.t1            -          PF00047_full         -            1.1e-26   94.6   7.7   3.1e-15   57.4   0.3   4.3   1   1   2   3   3   3   2 -
g23230.t1            -          PF00047_full         -            1.3e-26   94.5   8.7   5.7e-13   50.0   1.0   2.8   1   1   1   2   2   2   2 -
g22487.t1            -          PF00047_full         -            1.4e-26   94.3   1.2     5e-09   37.1   0.0   5.3   2   2   3   5   5   5   3 -
g21096.t2            -          PF00047_full         -            1.7e-26   94.0  42.1   1.9e-13   51.5   3.7   6.7   3   1   3   6   6   6   4 -
g22421.t1            -          PF00047_full         -            2.1e-26   93.8   9.3   8.8e-10   39.6   0.1   4.1   2   2   2   4   4   4   3 -
g5388.t1             -          PF00047_full         -            3.2e-26   93.2   0.9   6.8e-13   49.7   0.0   2.6   2   1   1   3   3   2   2 -
g17334.t1            -          PF00047_full         -            3.6e-26   93.0   2.7   8.7e-16   59.1   0.1   4.0   2   1   2   4   4   3   2 -
g21531.t2            -          PF00047_full         -            4.1e-26   92.8   2.0   1.6e-14   55.0   0.2   2.2   1   1   0   2   2   2   2 -
g25713.t2            -          PF00047_full         -            4.2e-26   92.8   2.9   1.4e-13   52.0   0.4   2.7   1   1   1   2   2   2   2 -
g22835.t1            -          PF00047_full         -            4.6e-26   92.6  12.1   1.6e-15   58.3   0.0   3.6   3   1   1   4   4   2   2 -
g17334.t2            -          PF00047_full         -            6.1e-26   92.2   5.8   1.2e-15   58.7   0.1   4.3   2   1   2   4   4   3   2 -
g25713.t1            -          PF00047_full         -            6.2e-26   92.2   4.1   1.9e-13   51.5   0.4   2.7   1   1   1   2   2   2   2 -
g24914.t1            -          PF00047_full         -            6.7e-26   92.1  19.1   1.7e-10   41.9   0.7   5.5   2   2   3   5   5   5   3 -
g23230.t2            -          PF00047_full         -              8e-26   91.9  13.2   7.8e-13   49.5   0.8   2.8   2   1   0   2   2   2   2 -
g17334.t3            -          PF00047_full         -            8.5e-26   91.8   5.6   1.4e-15   58.5   0.1   4.3   2   1   2   4   4   3   2 -
g21531.t1            -          PF00047_full         -              1e-25   91.5   2.0   2.6e-14   54.4   0.2   2.3   1   1   0   2   2   2   2 -
g25178.t1            -          PF00047_full         -            1.2e-25   91.2   0.1   1.6e-14   55.1   0.1   3.1   1   1   2   3   3   3   2 -
g14735.t1            -          PF00047_full         -            1.3e-25   91.1   0.1   4.9e-12   46.9   0.0   3.4   1   1   2   3   3   3   3 -
g14735.t2            -          PF00047_full         -              2e-25   90.6   0.0   3.4e-12   47.4   0.0   3.4   1   1   2   3   3   3   3 -
g9465.t1             -          PF00047_full         -            2.6e-25   90.2  21.5   4.4e-09   37.3   1.0   6.2   2   2   3   6   6   4   3 -
g30465.t1            -          PF00047_full         -            2.7e-25   90.1   0.8   1.3e-12   48.8   0.2   2.2   1   1   1   2   2   2   2 -
g5365.t1             -          PF00047_full         -            2.8e-25   90.1   2.4   1.1e-12   49.1   0.4   2.4   1   1   1   2   2   2   2 -
g19015.t1            -          PF00047_full         -            6.8e-25   88.8   0.0   6.4e-12   46.6   0.0   2.0   1   1   1   2   2   2   2 -
g25244.t2            -          PF00047_full         -            8.3e-25   88.5   4.1     5e-13   50.1   0.3   2.2   1   1   1   2   2   2   2 -
g25244.t1            -          PF00047_full         -            8.5e-25   88.5   3.7   5.4e-13   50.0   0.3   2.2   1   1   1   2   2   2   2 -
g2483.t1             -          PF00047_full         -            9.5e-25   88.4   7.1   5.7e-12   46.7   0.3   2.9   1   1   2   3   3   2   2 -
g8076.t1             -          PF00047_full         -            1.2e-24   88.0   0.6   7.2e-12   46.4   0.0   2.2   1   1   1   2   2   2   2 -
g30812.t1            -          PF00047_full         -            1.3e-24   87.9   0.1   5.9e-13   49.9   0.0   2.1   1   1   1   2   2   2   2 -
g5370.t1             -          PF00047_full         -            1.9e-24   87.4   0.7   6.5e-13   49.8   0.2   2.3   1   1   1   2   2   2   2 -
g5367.t1             -          PF00047_full         -              2e-24   87.3   0.1     3e-10   41.1   0.0   3.2   1   1   2   3   3   3   2 -
g12254.t1            -          PF00047_full         -            2.6e-24   86.9   6.0   7.5e-16   59.4   0.4   3.8   1   1   2   3   3   3   2 -
g18042.t1            -          PF00047_full         -            5.5e-24   85.9   1.0   1.1e-16   62.1   1.0   2.1   1   1   1   2   2   2   2 -
g19835.t2            -          PF00047_full         -            6.5e-24   85.6  12.9   7.1e-10   39.9   2.0   3.5   1   1   2   3   3   3   3 -
g14282.t1            -          PF00047_full         -            7.8e-24   85.4   2.2   5.8e-10   40.2   0.0   3.3   1   1   2   3   3   3   3 -
g2486.t1             -          PF00047_full         -            9.8e-24   85.0   7.7   3.7e-11   44.1   0.5   3.2   2   1   2   4   4   2   2 -
g9774.t1             -          PF00047_full         -              1e-23   85.0   0.9   1.2e-11   45.6   0.1   2.4   1   1   1   2   2   2   2 -
g26403.t2            -          PF00047_full         -            2.2e-23   83.9  23.1   1.7e-10   41.9   2.1   5.9   1   1   4   5   5   5   3 -
g21519.t2            -          PF00047_full         -              3e-23   83.5   1.1   3.4e-11   44.2   0.7   2.2   2   0   0   2   2   2   2 -
g27916.t1            -          PF00047_full         -            3.4e-23   83.3  10.0     6e-11   43.4   3.7   3.2   1   1   2   3   3   3   2 -
g24730.t1            -          PF00047_full         -            4.2e-23   83.0   0.5   1.2e-10   42.4   0.1   2.6   1   1   0   2   2   2   2 -
g21519.t1            -          PF00047_full         -            4.8e-23   82.8   1.2   5.4e-11   43.5   0.7   2.2   2   0   0   2   2   2   2 -
g20603.t1            -          PF00047_full         -            5.8e-23   82.5   7.4   8.5e-13   49.4   0.0   2.7   2   1   1   3   3   2   2 -
g20121.t1            -          PF00047_full         -            7.9e-23   82.1   2.3   3.2e-15   57.3   0.3   2.5   1   1   1   2   2   2   2 -
