#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20980.t1            -          PF13927_seed         -                  0 3305.8  19.3   7.1e-16   59.5   0.0  78.7  79   0   0  79  79  78  77 -
g10917.t1            -          PF13927_seed         -              8e-61  203.5   0.9     2e-13   51.6   0.0   6.5   6   0   0   6   6   5   5 -
g23406.t1            -          PF13927_seed         -            2.6e-60  201.9  10.2   4.2e-18   66.6   0.5   4.9   4   1   0   4   4   4   4 -
g23406.t2            -          PF13927_seed         -            2.6e-60  201.9  10.2   4.2e-18   66.6   0.5   4.9   4   1   0   4   4   4   4 -
g23414.t2            -          PF13927_seed         -            3.3e-60  201.6  12.3   2.2e-18   67.5   0.3   4.9   4   1   0   4   4   4   4 -
g24917.t2            -          PF13927_seed         -            3.4e-60  201.5  20.4   1.4e-12   48.9   0.3   8.6   8   1   0   8   8   7   6 -
g23414.t1            -          PF13927_seed         -            4.4e-60  201.2  12.3   2.5e-18   67.4   0.3   5.0   4   1   0   4   4   4   4 -
g24917.t1            -          PF13927_seed         -            6.6e-60  200.6  16.9   1.4e-12   49.0   0.3   7.5   7   0   0   7   7   6   6 -
g27508.t1            -          PF13927_seed         -            1.4e-59  199.6  36.1   1.4e-08   36.2   0.2   9.7   9   0   0   9   9   9   9 -
g28491.t2            -          PF13927_seed         -            1.5e-59  199.4  27.0   4.2e-13   50.6   0.1   8.0   7   1   0   7   7   7   6 -
g30285.t1            -          PF13927_seed         -            2.7e-59  198.7  11.6   4.8e-17   63.3   0.2   4.7   4   1   0   4   4   4   4 -
g28079.t1            -          PF13927_seed         -            3.5e-59  198.3  10.8   1.4e-17   65.0   0.2   4.9   4   1   0   4   4   4   4 -
g17404.t1            -          PF13927_seed         -            4.1e-58  194.9   6.3   7.4e-12   46.6   0.7   5.5   5   0   0   5   5   5   5 -
g30889.t1            -          PF13927_seed         -            1.4e-57  193.1   2.6   1.9e-13   51.7   0.2   4.3   4   0   0   4   4   4   4 -
g19287.t1            -          PF13927_seed         -            1.6e-57  193.0  11.9   6.6e-16   59.6   0.1   4.2   4   0   0   4   4   4   4 -
g21096.t1            -          PF13927_seed         -            1.3e-56  190.0  32.6   1.9e-12   48.5   0.4   7.9   7   1   0   7   7   7   7 -
g95.t1               -          PF13927_seed         -            1.4e-55  186.7   1.5   5.4e-15   56.7   0.0   5.0   4   0   0   4   4   4   4 -
g14614.t1            -          PF13927_seed         -            1.9e-55  186.3   9.9   7.8e-14   53.0   0.1   5.4   5   0   0   5   5   5   5 -
g2209.t1             -          PF13927_seed         -            1.6e-54  183.4  23.9   3.7e-13   50.8   0.2   9.9   8   2   1   9   9   8   7 -
g14349.t1            -          PF13927_seed         -            5.3e-53  178.5   0.3   1.6e-09   39.1   0.0   5.3   5   0   0   5   5   5   5 -
g30115.t1            -          PF13927_seed         -            1.3e-52  177.3  16.6   6.5e-13   50.0   0.2   4.6   4   0   0   4   4   4   4 -
g25721.t2            -          PF13927_seed         -            1.7e-52  176.9   3.7   1.7e-12   48.7   0.0   5.3   5   0   0   5   5   5   5 -
g24417.t1            -          PF13927_seed         -            3.1e-52  176.0   5.5   6.1e-13   50.1   0.3   5.4   5   0   0   5   5   5   4 -
g98.t1               -          PF13927_seed         -            1.2e-51  174.2   2.4   1.8e-11   45.4   0.1   4.5   4   0   0   4   4   4   4 -
g18204.t1            -          PF13927_seed         -              2e-51  173.4   7.9   9.3e-13   49.5   0.0   7.4   7   1   0   7   7   5   5 -
g19310.t1            -          PF13927_seed         -            3.8e-51  172.5   0.0     2e-12   48.4   0.0   5.1   5   0   0   5   5   5   5 -
g19835.t1            -          PF13927_seed         -              4e-51  172.5  14.8   2.8e-13   51.2   0.3   4.2   4   0   0   4   4   4   4 -
g8420.t1             -          PF13927_seed         -            1.6e-50  170.5   4.3   3.1e-16   60.6   0.1   3.3   3   0   0   3   3   3   3 -
g30044.t1            -          PF13927_seed         -            1.9e-50  170.3   5.6   5.9e-15   56.6   0.1   5.1   4   1   0   4   4   4   4 -
g8419.t1             -          PF13927_seed         -            2.2e-50  170.1   4.2   3.2e-16   60.6   0.1   3.4   3   0   0   3   3   3   3 -
g17352.t1            -          PF13927_seed         -            2.8e-50  169.7   3.2   3.7e-15   57.2   0.1   3.5   3   0   0   3   3   3   3 -
g24914.t2            -          PF13927_seed         -            6.4e-50  168.6  10.2   2.3e-12   48.3   0.9   6.6   6   0   0   6   6   6   5 -
g25718.t1            -          PF13927_seed         -            9.4e-50  168.1   3.4   4.5e-13   50.5   0.0   5.2   4   1   0   4   4   4   4 -
g9053.t1             -          PF13927_seed         -            1.6e-49  167.3   0.0     0.042   15.4   0.0  13.3  13   0   0  13  13  13   6 -
g8418.t1             -          PF13927_seed         -            1.7e-49  167.2   6.1   2.8e-16   60.8   1.3   3.3   3   0   0   3   3   3   3 -
g17677.t2            -          PF13927_seed         -            2.2e-49  166.9   0.2   2.4e-17   64.2   0.0   4.4   5   0   0   5   5   3   3 -
g14612.t1            -          PF13927_seed         -            2.5e-49  166.7  11.9   2.4e-13   51.4   0.1   6.4   6   0   0   6   6   5   5 -
g28582.t1            -          PF13927_seed         -            6.1e-49  165.5  13.5   7.2e-12   46.7   0.2   5.6   6   0   0   6   6   4   4 -
g17677.t1            -          PF13927_seed         -            8.8e-49  165.0   0.2   3.5e-17   63.7   0.0   4.3   5   0   0   5   5   3   3 -
g28272.t1            -          PF13927_seed         -            8.1e-48  161.9   1.6   3.6e-15   57.2   0.1   3.5   3   0   0   3   3   3   3 -
g22435.t1            -          PF13927_seed         -            1.2e-47  161.3   0.4   1.5e-11   45.6   0.1   5.7   5   0   0   5   5   5   4 -
g2042.t1             -          PF13927_seed         -            1.5e-47  161.0   1.9   1.4e-18   68.2   0.0   4.5   5   0   0   5   5   3   3 -
g30889.t2            -          PF13927_seed         -            2.1e-47  160.5   1.2   1.8e-13   51.8   0.2   4.3   4   0   0   4   4   4   4 -
g20629.t1            -          PF13927_seed         -            2.2e-47  160.5  13.1     2e-19   70.9   1.5   3.7   3   1   0   3   3   3   3 -
g27030.t1            -          PF13927_seed         -              3e-47  160.1   3.6   2.5e-15   57.8   0.1   3.5   3   0   0   3   3   3   3 -
g2042.t3             -          PF13927_seed         -            3.8e-47  159.7   2.1   2.1e-18   67.6   0.0   5.0   6   0   0   6   6   3   3 -
g8388.t1             -          PF13927_seed         -            4.1e-47  159.6   3.1   3.1e-14   54.2   0.0   3.6   3   0   0   3   3   3   3 -
g25176.t1            -          PF13927_seed         -            6.1e-47  159.1   2.9   5.9e-15   56.6   0.1   3.5   3   0   0   3   3   3   3 -
g2042.t2             -          PF13927_seed         -            7.3e-47  158.8   5.1   1.2e-18   68.3   0.0   4.8   6   0   0   6   6   3   3 -
g14139.t1            -          PF13927_seed         -            9.8e-47  158.4   1.9     1e-13   52.6   0.0   3.4   3   0   0   3   3   3   3 -
g14139.t2            -          PF13927_seed         -            1.3e-46  158.0   1.9   1.1e-13   52.5   0.0   3.4   3   0   0   3   3   3   3 -
g7897.t1             -          PF13927_seed         -            1.3e-46  158.0   5.0   1.8e-16   61.4   0.3   3.4   3   0   0   3   3   3   3 -
g7920.t1             -          PF13927_seed         -            3.9e-46  156.5   2.3     2e-14   54.8   0.1   3.3   3   0   0   3   3   3   3 -
g25103.t1            -          PF13927_seed         -            2.9e-45  153.7   1.3   8.2e-18   65.7   0.2   3.7   3   0   0   3   3   3   3 -
g3765.t1             -          PF13927_seed         -            3.7e-45  153.4   9.2     7e-15   56.3   0.3   4.3   4   0   0   4   4   3   3 -
g21096.t2            -          PF13927_seed         -            4.2e-45  153.2  27.5   1.7e-12   48.6   0.4   6.9   6   1   0   6   6   6   6 -
g25179.t2            -          PF13927_seed         -              7e-45  152.5   5.1   5.2e-16   59.9   0.5   3.3   3   0   0   3   3   3   3 -
g28276.t2            -          PF13927_seed         -            7.5e-45  152.4   0.6   4.2e-13   50.6   0.5   3.4   3   0   0   3   3   3   3 -
g17676.t1            -          PF13927_seed         -            8.3e-45  152.2   0.1   1.4e-16   61.8   0.0   4.4   5   0   0   5   5   3   3 -
g25179.t1            -          PF13927_seed         -            2.3e-44  150.8   8.8   6.5e-16   59.6   0.5   4.1   4   0   0   4   4   3   3 -
g24914.t1            -          PF13927_seed         -            2.6e-44  150.6   8.7   1.6e-12   48.8   0.9   5.6   5   0   0   5   5   5   5 -
g28276.t1            -          PF13927_seed         -              3e-44  150.4   0.6     7e-13   49.9   0.5   3.5   3   0   0   3   3   3   3 -
g1299.t1             -          PF13927_seed         -              3e-44  150.4   1.7   1.1e-14   55.7   0.1   3.6   3   0   0   3   3   3   3 -
g18061.t1            -          PF13927_seed         -            3.4e-44  150.2   8.8   6.4e-09   37.2   0.5   6.2   6   0   0   6   6   6   6 -
g6183.t1             -          PF13927_seed         -            3.5e-44  150.2   4.3   1.1e-10   42.9   0.0   4.4   4   0   0   4   4   4   4 -
g25721.t1            -          PF13927_seed         -            5.5e-44  149.6   0.3   1.1e-12   49.3   0.0   4.2   4   0   0   4   4   4   4 -
g11885.t3            -          PF13927_seed         -            1.8e-43  147.9   1.3   1.1e-16   62.1   0.0   3.5   3   0   0   3   3   3   3 -
g11885.t1            -          PF13927_seed         -            4.7e-43  146.6   3.2   1.3e-16   61.9   0.0   4.0   4   0   0   4   4   3   3 -
g11885.t2            -          PF13927_seed         -            7.9e-43  145.9   3.0   1.5e-16   61.6   0.0   4.1   4   0   0   4   4   3   3 -
g19012.t1            -          PF13927_seed         -            2.1e-42  144.5   0.6   4.8e-14   53.6   0.0   3.4   3   0   0   3   3   3   3 -
g5386.t1             -          PF13927_seed         -            2.1e-42  144.5   2.1   4.1e-13   50.6   0.0   4.0   3   1   0   3   3   3   3 -
g3905.t1             -          PF13927_seed         -            2.8e-42  144.1   4.5   3.4e-12   47.7   0.0   5.5   4   1   1   5   5   3   3 -
g24324.t1            -          PF13927_seed         -              7e-42  142.8   0.7   2.9e-15   57.6   0.0   3.8   4   0   0   4   4   3   3 -
g18031.t1            -          PF13927_seed         -            7.3e-42  142.8   0.0   3.1e-13   51.0   0.0   3.4   3   0   0   3   3   3   3 -
g24891.t1            -          PF13927_seed         -            1.2e-41  142.0   2.9   1.9e-16   61.4   0.1   4.0   3   1   0   3   3   3   3 -
g23410.t1            -          PF13927_seed         -            3.1e-41  140.8   8.3   4.2e-17   63.4   0.4   3.9   3   1   0   3   3   3   3 -
g23410.t2            -          PF13927_seed         -            3.1e-41  140.8   8.3   4.2e-17   63.4   0.4   3.9   3   1   0   3   3   3   3 -
g23410.t3            -          PF13927_seed         -            3.7e-41  140.5   8.3   4.5e-17   63.3   0.4   3.9   3   1   0   3   3   3   3 -
g24902.t1            -          PF13927_seed         -            5.7e-41  139.9   3.1   6.7e-16   59.6   0.0   3.8   3   1   0   3   3   3   3 -
g16768.t1            -          PF13927_seed         -            1.3e-40  138.8   5.4   6.7e-13   50.0   0.0   4.7   5   0   0   5   5   4   4 -
g31392.t1            -          PF13927_seed         -            2.5e-40  137.9   1.3     8e-13   49.7   0.0   4.1   3   1   0   3   3   3   3 -
g9465.t1             -          PF13927_seed         -            3.6e-40  137.4   0.7   4.4e-10   41.0   0.1   6.9   6   0   0   6   6   6   4 -
g31827.t1            -          PF13927_seed         -              4e-40  137.2   0.0   4.8e-13   50.4   0.0   3.7   3   0   0   3   3   3   3 -
g3912.t1             -          PF13927_seed         -            7.7e-40  136.3   2.8   8.9e-16   59.2   0.1   3.8   3   1   0   3   3   3   3 -
g29468.t1            -          PF13927_seed         -            7.7e-40  136.3   7.1   2.3e-12   48.2   0.5   3.5   3   0   0   3   3   3   3 -
g18032.t1            -          PF13927_seed         -            1.2e-39  135.7   1.0   1.6e-14   55.2   0.1   3.9   4   0   0   4   4   3   3 -
g5266.t2             -          PF13927_seed         -            2.1e-39  134.9   0.3   1.4e-12   48.9   0.1   3.9   3   0   0   3   3   3   3 -
g5266.t1             -          PF13927_seed         -              3e-39  134.4   0.3   1.6e-12   48.7   0.1   4.0   3   0   0   3   3   3   3 -
g30791.t1            -          PF13927_seed         -            5.1e-39  133.7   3.5   1.4e-15   58.6   0.1   3.9   3   1   0   3   3   3   3 -
g28277.t1            -          PF13927_seed         -            7.3e-39  133.2   1.5   1.5e-16   61.7   0.9   3.3   3   0   0   3   3   3   3 -
g27507.t1            -          PF13927_seed         -            1.1e-38  132.6  14.5   2.2e-10   41.9   0.2   5.6   5   0   0   5   5   5   5 -
g31133.t1            -          PF13927_seed         -            1.3e-38  132.3  14.4   3.2e-15   57.4   0.3   4.3   4   0   0   4   4   4   3 -
g29471.t1            -          PF13927_seed         -            1.5e-38  132.1  11.5   3.9e-13   50.7   0.2   5.1   4   1   1   5   5   4   4 -
g22421.t1            -          PF13927_seed         -            1.8e-38  131.9   3.5   3.3e-13   51.0   0.3   4.5   4   0   0   4   4   4   3 -
g10400.t2            -          PF13927_seed         -              3e-38  131.2   1.8   1.2e-15   58.8   0.2   3.2   3   0   0   3   3   3   3 -
g14552.t1            -          PF13927_seed         -              4e-38  130.8   7.2   1.2e-13   52.4   0.1   3.5   3   0   0   3   3   3   3 -
g29128.t2            -          PF13927_seed         -            2.1e-37  128.5   8.3   1.2e-11   46.0   0.0   5.3   4   1   1   5   5   4   4 -
g23407.t1            -          PF13927_seed         -            8.9e-37  126.5   1.5   2.5e-18   67.4   0.5   2.4   2   0   0   2   2   2   2 -
g24533.t1            -          PF13927_seed         -              9e-37  126.5  12.2   8.8e-14   52.8   0.2   4.8   4   1   0   4   4   4   3 -
g10400.t1            -          PF13927_seed         -            1.2e-36  126.0   4.6   3.1e-15   57.5   0.2   3.9   4   0   0   4   4   3   3 -
g20014.t1            -          PF13927_seed         -            1.4e-36  125.9   2.3   2.3e-08   35.4   0.2   4.4   4   0   0   4   4   4   4 -
g25176.t2            -          PF13927_seed         -            1.9e-36  125.4   1.1   3.8e-15   57.2   0.1   3.5   3   0   0   3   3   3   3 -
g17399.t1            -          PF13927_seed         -            7.3e-36  123.5   0.8   4.4e-18   66.6   0.2   3.8   3   0   0   3   3   2   2 -
g31391.t1            -          PF13927_seed         -            1.6e-35  122.4  18.7   2.3e-16   61.1   0.3   4.2   4   0   0   4   4   4   3 -
g2208.t1             -          PF13927_seed         -            3.6e-35  121.3   4.4   5.1e-11   43.9   0.2   3.7   3   0   0   3   3   3   3 -
g22835.t1            -          PF13927_seed         -              2e-34  118.9   1.4   9.8e-18   65.5   0.0   2.8   2   0   0   2   2   2   2 -
g7919.t1             -          PF13927_seed         -            2.4e-34  118.7   1.5     1e-16   62.2   0.2   3.5   3   0   0   3   3   3   3 -
g22487.t1            -          PF13927_seed         -            4.4e-34  117.8   0.6   3.7e-13   50.8   0.0   6.3   6   1   0   6   6   4   2 -
g23230.t1            -          PF13927_seed         -            7.1e-34  117.2   4.3   1.1e-15   59.0   0.1   3.1   3   0   0   3   3   2   2 -
g14735.t1            -          PF13927_seed         -            7.4e-34  117.1   1.8   5.2e-11   43.9   0.1   3.5   3   0   0   3   3   3   3 -
g23230.t2            -          PF13927_seed         -              1e-33  116.7   4.3   1.2e-15   58.8   0.1   3.1   3   0   0   3   3   2   2 -
g8388.t2             -          PF13927_seed         -              1e-33  116.7   4.9   3.8e-14   54.0   0.3   3.6   4   0   0   4   4   3   2 -
g14735.t2            -          PF13927_seed         -            1.3e-33  116.4   1.5   6.6e-11   43.6   0.0   3.5   3   0   0   3   3   3   3 -
g17427.t1            -          PF13927_seed         -            2.2e-33  115.6  27.0   0.00021   22.7   0.3   7.3   7   0   0   7   7   7   7 -
g14678.t1            -          PF13927_seed         -            3.4e-33  115.0   9.8   5.8e-10   40.6   1.0   4.5   4   0   0   4   4   4   4 -
g20044.t2            -          PF13927_seed         -            3.4e-33  115.0   0.3   3.5e-11   44.5   0.0   3.6   3   0   0   3   3   3   3 -
g23220.t1            -          PF13927_seed         -            3.4e-33  115.0   0.9   1.2e-14   55.5   0.2   3.7   3   0   0   3   3   3   2 -
g5363.t1             -          PF13927_seed         -            4.2e-33  114.7   0.9   1.2e-12   49.1   0.0   4.1   3   1   0   3   3   3   3 -
g30043.t1            -          PF13927_seed         -            5.4e-33  114.4   4.3   3.7e-14   54.0   0.1   4.8   3   2   1   4   4   3   3 -
g29718.t2            -          PF13927_seed         -            1.1e-32  113.4   5.0   6.6e-16   59.6   2.4   2.7   3   0   0   3   3   2   2 -
g20044.t1            -          PF13927_seed         -            1.2e-32  113.2   0.4   5.7e-11   43.8   0.0   3.8   4   0   0   4   4   3   3 -
g29718.t1            -          PF13927_seed         -            1.9e-32  112.6   5.4   8.2e-16   59.3   2.4   2.8   3   0   0   3   3   2   2 -
g26403.t2            -          PF13927_seed         -            3.7e-32  111.7  18.0   6.5e-14   53.2   0.6   5.8   4   1   0   5   5   5   4 -
g20121.t2            -          PF13927_seed         -            3.8e-32  111.7   7.4   8.2e-14   52.9   0.8   3.6   2   1   1   3   3   3   3 -
g5279.t1             -          PF13927_seed         -            5.6e-32  111.1   0.9   1.1e-14   55.7   0.2   3.4   3   0   0   3   3   3   2 -
g12253.t1            -          PF13927_seed         -            9.2e-32  110.4   2.0   7.2e-17   62.7   0.1   4.2   3   0   0   3   3   3   2 -
g3767.t1             -          PF13927_seed         -            1.9e-31  109.4   1.3     4e-14   53.9   0.2   2.7   2   0   0   2   2   2   2 -
g31392.t2            -          PF13927_seed         -              2e-31  109.3   0.2   5.3e-13   50.3   0.0   4.1   3   1   0   3   3   3   3 -
g31905.t1            -          PF13927_seed         -            2.5e-31  109.0   0.4   8.2e-16   59.3   0.0   2.1   2   0   0   2   2   2   2 -
g2434.t1             -          PF13927_seed         -            5.3e-31  108.0   1.9   2.9e-13   51.1   0.2   4.8   6   0   0   6   6   3   3 -
g20536.t1            -          PF13927_seed         -            5.6e-31  107.9  11.2   1.4e-11   45.8   1.3   3.2   3   0   0   3   3   3   3 -
g20015.t2            -          PF13927_seed         -              7e-31  107.6   2.1   5.3e-11   43.9   0.1   3.3   3   0   0   3   3   3   3 -
g25178.t1            -          PF13927_seed         -            1.4e-30  106.6   1.3   1.7e-14   55.0   0.2   3.2   3   0   0   3   3   3   2 -
g30465.t1            -          PF13927_seed         -            1.6e-30  106.4   1.9   9.9e-16   59.0   1.4   2.3   2   0   0   2   2   2   2 -
g24730.t1            -          PF13927_seed         -            2.3e-30  105.9   0.2   1.7e-14   55.1   0.0   2.7   2   0   0   2   2   2   2 -
g21531.t2            -          PF13927_seed         -            2.6e-30  105.8   0.6   2.8e-15   57.6   0.4   2.5   2   0   0   2   2   2   2 -
g12252.t1            -          PF13927_seed         -            3.7e-30  105.3   5.0   1.8e-15   58.2   0.1   4.6   3   0   0   3   3   3   2 -
g3062.t1             -          PF13927_seed         -            4.3e-30  105.1   5.3   1.5e-14   55.3   0.4   3.9   4   0   0   4   4   2   2 -
g21531.t1            -          PF13927_seed         -            6.1e-30  104.6   0.6   4.4e-15   57.0   0.4   2.6   2   0   0   2   2   2   2 -
g6477.t1             -          PF13927_seed         -            8.7e-30  104.1   3.4   4.6e-15   56.9   0.7   3.5   3   0   0   3   3   2   2 -
g20530.t1            -          PF13927_seed         -            9.4e-30  104.0  10.7   5.2e-11   43.9   0.0   3.3   3   0   0   3   3   3   3 -
g22474.t1            -          PF13927_seed         -            1.2e-29  103.7   3.4   2.3e-11   45.1   0.0   3.6   3   0   0   3   3   3   3 -
g19835.t2            -          PF13927_seed         -            1.8e-29  103.1   2.8   3.9e-12   47.5   0.2   3.6   3   0   0   3   3   3   2 -
g5389.t1             -          PF13927_seed         -            2.2e-29  102.8   1.4   4.3e-13   50.6   0.0   2.9   3   0   0   3   3   2   2 -
g21519.t2            -          PF13927_seed         -            2.4e-29  102.7   0.1   8.6e-14   52.8   0.1   2.4   2   0   0   2   2   2   2 -
g5385.t1             -          PF13927_seed         -            2.7e-29  102.5   1.2   1.3e-15   58.6   0.0   2.6   2   1   0   2   2   2   2 -
g27691.t1            -          PF13927_seed         -            2.8e-29  102.4   3.7   1.9e-08   35.7   0.0   4.4   4   0   0   4   4   4   4 -
g26799.t1            -          PF13927_seed         -            2.9e-29  102.4   7.1   6.9e-13   49.9   0.0   4.1   3   2   0   3   3   3   3 -
g26748.t1            -          PF13927_seed         -            3.1e-29  102.3   0.1   7.9e-15   56.1   0.2   2.7   2   0   0   2   2   2   2 -
g22464.t1            -          PF13927_seed         -            4.6e-29  101.8   1.4   4.4e-11   44.1   0.0   3.3   3   0   0   3   3   3   3 -
g21519.t1            -          PF13927_seed         -            4.7e-29  101.7   0.1   1.3e-13   52.3   0.1   2.4   2   0   0   2   2   2   2 -
g18042.t1            -          PF13927_seed         -              6e-29  101.4   0.1   5.5e-17   63.1   0.1   2.2   2   0   0   2   2   2   2 -
g2483.t1             -          PF13927_seed         -            6.2e-29  101.3  11.3     8e-14   52.9   0.3   4.4   4   1   0   4   4   3   2 -
g25244.t2            -          PF13927_seed         -            6.3e-29  101.3   0.7   2.8e-14   54.4   0.4   2.3   2   0   0   2   2   2   2 -
g25244.t1            -          PF13927_seed         -            6.9e-29  101.2   0.7   2.9e-14   54.3   0.4   2.3   2   0   0   2   2   2   2 -
g20603.t1            -          PF13927_seed         -            7.2e-29  101.1   1.9   7.1e-16   59.5   0.1   3.0   2   0   0   2   2   2   2 -
g2486.t1             -          PF13927_seed         -            8.8e-29  100.9   8.1   2.3e-13   51.5   0.3   4.1   3   1   0   3   3   3   2 -
g29625.t1            -          PF13927_seed         -            9.9e-29  100.7   2.1   3.1e-13   51.1   0.7   2.6   2   0   0   2   2   2   2 -
g8076.t1             -          PF13927_seed         -            1.6e-28  100.1   1.7   2.3e-14   54.7   0.1   2.5   2   0   0   2   2   2   2 -
g22468.t1            -          PF13927_seed         -            1.8e-28   99.9   0.9     8e-10   40.1   0.0   3.3   3   0   0   3   3   3   3 -
g30139.t1            -          PF13927_seed         -              2e-28   99.8   0.3   9.7e-13   49.5   0.0   3.9   4   0   0   4   4   3   2 -
g12254.t1            -          PF13927_seed         -            2.1e-28   99.6   4.3   3.3e-16   60.6   0.2   4.1   3   1   1   4   4   3   2 -
g18475.t1            -          PF13927_seed         -            2.3e-28   99.5   8.3   5.7e-14   53.4   0.2   3.4   3   0   0   3   3   3   2 -
g31315.t1            -          PF13927_seed         -            2.8e-28   99.2   6.2   1.5e-12   48.9   0.7   3.7   3   0   0   3   3   3   2 -
g26403.t1            -          PF13927_seed         -            3.6e-28   98.9   8.7   2.4e-14   54.6   0.6   3.5   3   1   0   3   3   3   3 -
g27916.t1            -          PF13927_seed         -              4e-28   98.7   7.1   4.6e-12   47.3   1.1   3.6   3   1   0   3   3   3   3 -
g23412.t1            -          PF13927_seed         -            5.8e-28   98.2   4.1   6.4e-15   56.4   0.1   4.0   3   1   0   3   3   3   3 -
g15151.t1            -          PF13927_seed         -            1.1e-27   97.3   7.0   2.8e-13   51.2   0.0   4.0   3   0   0   3   3   3   3 -
