#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g1290.t1             -          PF13519_full         -                  0 1533.1  71.0   5.7e-13   49.8   0.4  59.0  53   6   4  59  59  59  56 -
g6464.t3             -          PF13519_full         -            6.3e-56  190.5   0.4   7.5e-13   49.4   0.0   4.2   4   0   0   4   4   4   4 -
g6464.t2             -          PF13519_full         -            1.3e-55  189.5   0.4     9e-13   49.2   0.0   4.2   4   0   0   4   4   4   4 -
g6464.t1             -          PF13519_full         -            3.1e-55  188.2   0.4   1.1e-12   48.9   0.0   4.2   4   0   0   4   4   4   4 -
g1152.t1             -          PF13519_full         -            1.3e-43  150.2   0.6   1.3e-13   51.9   0.2   4.2   4   0   0   4   4   4   4 -
g16840.t3            -          PF13519_full         -            1.4e-41  143.6   0.0     2e-15   57.8   0.0   3.3   3   0   0   3   3   3   3 -
g16840.t1            -          PF13519_full         -            1.5e-41  143.4   0.0   2.1e-15   57.8   0.0   3.3   3   0   0   3   3   3   3 -
g16840.t2            -          PF13519_full         -            2.1e-41  142.9   0.0     2e-15   57.8   0.0   3.3   3   0   0   3   3   3   3 -
g16723.t1            -          PF13519_full         -            6.9e-36  124.9   0.0   1.1e-12   48.8   0.0   3.1   3   0   0   3   3   3   3 -
g8159.t1             -          PF13519_full         -            1.5e-28  100.8   2.8   2.1e-10   41.4   0.0   5.5   5   2   1   6   6   3   3 -
g50.t1               -          PF13519_full         -            1.7e-27   97.4   0.2   6.6e-27   95.5   0.0   2.2   3   0   0   3   3   1   1 -
g20796.t1            -          PF13519_full         -            1.9e-27   97.2  21.0   9.1e-13   49.2   0.1   5.3   3   2   3   6   6   3   3 -
g1168.t1             -          PF13519_full         -            6.5e-25   88.9   0.1   4.1e-07   30.6   0.0   3.4   3   0   0   3   3   3   3 -
g19756.t1            -          PF13519_full         -            1.5e-24   87.8   0.0   2.5e-24   87.0   0.0   1.3   1   0   0   1   1   1   1 -
g23095.t1            -          PF13519_full         -            1.9e-23   84.1   0.0   6.6e-07   30.0   0.0   4.6   4   0   0   4   4   4   4 -
g3162.t1             -          PF13519_full         -            9.5e-23   81.8   0.1     1e-09   39.2   0.0   3.3   3   0   0   3   3   3   3 -
g16722.t2            -          PF13519_full         -            3.2e-22   80.1   0.0   3.5e-10   40.7   0.0   3.1   3   0   0   3   3   3   3 -
g16722.t1            -          PF13519_full         -            4.7e-22   79.6   0.0     4e-10   40.5   0.0   3.1   3   0   0   3   3   3   3 -
g3765.t3             -          PF13519_full         -            5.8e-22   79.3   0.0   1.7e-13   51.6   0.0   2.2   1   1   1   2   2   2   2 -
g3765.t2             -          PF13519_full         -            6.5e-22   79.1   0.0   1.8e-13   51.5   0.0   2.2   1   1   1   2   2   2   2 -
g22302.t2            -          PF13519_full         -              7e-22   79.0   0.0     2e-21   77.5   0.0   1.7   2   0   0   2   2   1   1 -
g22302.t1            -          PF13519_full         -            7.1e-22   79.0   0.0     2e-21   77.5   0.0   1.7   2   0   0   2   2   1   1 -
g16721.t1            -          PF13519_full         -            1.1e-21   78.3   0.0   7.1e-10   39.7   0.0   2.2   2   0   0   2   2   2   2 -
g16721.t2            -          PF13519_full         -            1.3e-21   78.1   0.0   7.6e-10   39.6   0.0   2.2   2   0   0   2   2   2   2 -
g16719.t1            -          PF13519_full         -            1.6e-21   77.8   0.0     6e-11   43.2   0.0   2.1   2   0   0   2   2   2   2 -
g11876.t1            -          PF13519_full         -            1.9e-21   77.6   0.1   5.7e-21   76.0   0.1   1.8   1   0   0   1   1   1   1 -
g3389.t2             -          PF13519_full         -            6.7e-21   75.8   0.0   8.8e-10   39.4   0.0   2.1   2   0   0   2   2   2   2 -
g22860.t1            -          PF13519_full         -            9.3e-21   75.3   0.2   1.5e-20   74.6   0.2   1.3   1   0   0   1   1   1   1 -
g17944.t2            -          PF13519_full         -            9.7e-21   75.3   0.0   9.8e-10   39.2   0.0   2.1   2   0   0   2   2   2   2 -
g7243.t1             -          PF13519_full         -            2.1e-20   74.2   0.2   1.5e-11   45.2   0.1   2.1   2   0   0   2   2   2   2 -
g1852.t3             -          PF13519_full         -            2.2e-20   74.1   0.0   4.2e-10   40.4   0.0   2.2   2   0   0   2   2   2   2 -
g1852.t2             -          PF13519_full         -            2.2e-20   74.1   0.0   4.2e-10   40.4   0.0   2.2   2   0   0   2   2   2   2 -
g1852.t4             -          PF13519_full         -            2.2e-20   74.1   0.0   4.2e-10   40.4   0.0   2.2   2   0   0   2   2   2   2 -
g17944.t3            -          PF13519_full         -            2.2e-20   74.1   0.0   1.9e-09   38.3   0.0   2.2   2   0   0   2   2   2   2 -
g1852.t1             -          PF13519_full         -            2.4e-20   74.0   0.0   4.5e-10   40.3   0.0   2.2   2   0   0   2   2   2   2 -
g17944.t1            -          PF13519_full         -              3e-20   73.6   0.0   2.3e-09   38.0   0.0   2.2   2   0   0   2   2   2   2 -
g5722.t1             -          PF13519_full         -              3e-19   70.4   0.1   2.1e-09   38.1   0.0   2.4   2   0   0   2   2   2   2 -
g10421.t2            -          PF13519_full         -            8.5e-19   68.9   0.0   5.8e-11   43.2   0.0   2.1   2   0   0   2   2   2   2 -
g10421.t1            -          PF13519_full         -            8.6e-19   68.9   0.0   6.4e-11   43.1   0.0   2.1   2   0   0   2   2   2   2 -
g17943.t1            -          PF13519_full         -            3.7e-18   66.8   0.0   8.9e-07   29.5   0.0   3.1   3   0   0   3   3   3   3 -
g17942.t3            -          PF13519_full         -            7.1e-18   65.9   0.0   1.5e-07   32.1   0.0   2.2   2   0   0   2   2   2   2 -
g17942.t1            -          PF13519_full         -            9.6e-18   65.5   0.0   2.1e-07   31.6   0.0   2.1   2   0   0   2   2   2   2 -
g17942.t2            -          PF13519_full         -            9.9e-18   65.4   0.0   1.8e-07   31.8   0.0   2.2   2   0   0   2   2   2   2 -
g22301.t1            -          PF13519_full         -            4.6e-17   63.2   0.0   1.1e-16   62.0   0.0   1.6   1   0   0   1   1   1   1 -
g1291.t2             -          PF13519_full         -            6.6e-17   62.7   0.1   3.5e-06   27.6   0.0   4.3   4   0   0   4   4   4   2 -
g1006.t1             -          PF13519_full         -              7e-17   62.6   4.6   8.3e-17   62.4   4.2   1.3   1   1   0   1   1   1   1 -
g1291.t1             -          PF13519_full         -            7.3e-17   62.6   0.1   3.6e-06   27.6   0.0   4.3   4   0   0   4   4   4   2 -
g21750.t1            -          PF13519_full         -            2.3e-16   60.9   0.1   1.1e-14   55.4   0.0   2.2   2   0   0   2   2   2   1 -
g7769.t1             -          PF13519_full         -            2.8e-16   60.6   0.0   4.3e-16   60.1   0.0   1.2   1   0   0   1   1   1   1 -
g22303.t1            -          PF13519_full         -            5.2e-16   59.8   0.0   9.9e-16   58.9   0.0   1.3   1   0   0   1   1   1   1 -
g10323.t2            -          PF13519_full         -            1.1e-15   58.7   0.0   1.4e-15   58.4   0.0   1.1   1   0   0   1   1   1   1 -
g10323.t1            -          PF13519_full         -            1.1e-15   58.7   0.0   1.5e-15   58.3   0.0   1.1   1   0   0   1   1   1   1 -
g10422.t1            -          PF13519_full         -            1.5e-15   58.3   0.1   4.3e-08   33.8   0.0   2.1   2   0   0   2   2   2   2 -
g15224.t1            -          PF13519_full         -            1.5e-15   58.3   0.0   2.3e-15   57.7   0.0   1.2   1   0   0   1   1   1   1 -
g15222.t2            -          PF13519_full         -            5.4e-15   56.4   0.0   7.2e-15   56.0   0.0   1.1   1   0   0   1   1   1   1 -
g15222.t1            -          PF13519_full         -            7.4e-15   56.0   0.0     1e-14   55.5   0.0   1.1   1   0   0   1   1   1   1 -
g17882.t2            -          PF13519_full         -              1e-14   55.5   0.0   1.9e-14   54.7   0.0   1.3   1   0   0   1   1   1   1 -
g17882.t1            -          PF13519_full         -            1.1e-14   55.4   0.0     2e-14   54.6   0.0   1.3   1   0   0   1   1   1   1 -
g22032.t1            -          PF13519_full         -            2.7e-14   54.2   0.1   3.4e-14   53.8   0.1   1.2   1   0   0   1   1   1   1 -
g22031.t1            -          PF13519_full         -            3.4e-14   53.8   0.2   3.9e-14   53.6   0.2   1.1   1   0   0   1   1   1   1 -
g15225.t1            -          PF13519_full         -            4.8e-14   53.3   0.0   6.5e-14   52.9   0.0   1.1   1   0   0   1   1   1   1 -
g6500.t1             -          PF13519_full         -            5.5e-14   53.1   0.0   1.5e-07   32.1   0.1   2.6   2   0   0   2   2   2   2 -
g6500.t2             -          PF13519_full         -            5.8e-14   53.1   0.0   1.5e-07   32.1   0.1   2.6   2   0   0   2   2   2   2 -
g10322.t1            -          PF13519_full         -            1.4e-13   51.9   0.0   1.7e-13   51.6   0.0   1.1   1   0   0   1   1   1   1 -
g13419.t1            -          PF13519_full         -            1.7e-13   51.5   0.1   1.7e-13   51.5   0.1   2.0   2   0   0   2   2   1   1 -
g12116.t1            -          PF13519_full         -            1.7e-13   51.5   0.5   2.7e-13   50.9   0.5   1.2   1   0   0   1   1   1   1 -
g11580.t1            -          PF13519_full         -            5.1e-13   50.0   0.0   1.1e-12   48.9   0.0   1.4   1   0   0   1   1   1   1 -
g11580.t2            -          PF13519_full         -            5.3e-13   49.9   0.0   1.1e-12   48.9   0.0   1.4   1   0   0   1   1   1   1 -
g9642.t1             -          PF13519_full         -              7e-13   49.5   0.0   1.2e-12   48.7   0.0   1.3   1   0   0   1   1   1   1 -
g21064.t1            -          PF13519_full         -            9.8e-13   49.0   0.0   1.7e-12   48.2   0.0   1.3   1   0   0   1   1   1   1 -
g15226.t1            -          PF13519_full         -            1.1e-12   48.9   0.0   1.7e-12   48.2   0.0   1.2   1   0   0   1   1   1   1 -
g21064.t2            -          PF13519_full         -            3.7e-12   47.1   0.0   6.3e-12   46.4   0.0   1.3   1   0   0   1   1   1   1 -
g16684.t2            -          PF13519_full         -              4e-12   47.1   0.0     6e-12   46.5   0.0   1.2   1   0   0   1   1   1   1 -
g18567.t1            -          PF13519_full         -            4.4e-12   46.9   0.1   6.4e-12   46.4   0.1   1.2   1   0   0   1   1   1   1 -
g16684.t1            -          PF13519_full         -            5.1e-12   46.7   0.0   7.7e-12   46.1   0.0   1.2   1   0   0   1   1   1   1 -
g22946.t1            -          PF13519_full         -            6.6e-12   46.3   0.0     1e-11   45.7   0.0   1.2   1   0   0   1   1   1   1 -
g15780.t1            -          PF13519_full         -            8.9e-12   45.9   0.0   1.8e-11   44.9   0.0   1.4   1   0   0   1   1   1   1 -
g8161.t1             -          PF13519_full         -            1.2e-11   45.5   0.0   3.1e-11   44.1   0.0   1.6   1   0   0   1   1   1   1 -
g23090.t1            -          PF13519_full         -            1.2e-11   45.5   0.7     5e-11   43.5   0.0   2.4   2   0   0   2   2   1   1 -
g898.t1              -          PF13519_full         -            1.4e-11   45.2   0.0     2e-11   44.8   0.0   1.1   1   0   0   1   1   1   1 -
g13677.t1            -          PF13519_full         -            1.8e-11   44.9   0.0   3.3e-11   44.1   0.0   1.4   1   0   0   1   1   1   1 -
g17985.t1            -          PF13519_full         -            2.2e-11   44.6   0.0   2.9e-11   44.2   0.0   1.1   1   0   0   1   1   1   1 -
g20011.t2            -          PF13519_full         -            2.6e-11   44.4   0.1   4.3e-11   43.7   0.1   1.2   1   0   0   1   1   1   1 -
g20011.t1            -          PF13519_full         -            2.7e-11   44.3   0.1   4.7e-11   43.6   0.1   1.3   1   0   0   1   1   1   1 -
g20954.t1            -          PF13519_full         -            2.7e-11   44.3   0.0   4.3e-11   43.7   0.0   1.2   1   0   0   1   1   1   1 -
g18785.t1            -          PF13519_full         -            3.5e-11   44.0   0.3     2e-05   25.1   0.1   3.2   2   0   0   2   2   2   2 -
g23033.t1            -          PF13519_full         -            4.3e-11   43.7   0.1     6e-11   43.2   0.1   1.2   1   0   0   1   1   1   1 -
g18297.t2            -          PF13519_full         -            4.6e-11   43.6   0.0   7.7e-11   42.8   0.0   1.3   1   0   0   1   1   1   1 -
g18297.t1            -          PF13519_full         -            4.7e-11   43.6   0.0   7.8e-11   42.8   0.0   1.3   1   0   0   1   1   1   1 -
g22259.t1            -          PF13519_full         -            5.8e-11   43.2   0.0   1.1e-10   42.3   0.0   1.4   1   0   0   1   1   1   1 -
g16685.t1            -          PF13519_full         -            6.1e-11   43.2   0.0   7.8e-11   42.8   0.0   1.1   1   0   0   1   1   1   1 -
g22259.t2            -          PF13519_full         -            6.3e-11   43.1   0.0   1.2e-10   42.2   0.0   1.4   1   0   0   1   1   1   1 -
g20141.t1            -          PF13519_full         -            6.3e-11   43.1   0.0   8.1e-11   42.8   0.0   1.1   1   0   0   1   1   1   1 -
g17941.t2            -          PF13519_full         -            9.8e-11   42.5   0.0   3.6e-07   30.8   0.0   2.2   2   0   0   2   2   2   2 -
g18869.t1            -          PF13519_full         -              1e-10   42.5   0.0   4.3e-10   40.4   0.0   2.1   1   0   0   1   1   1   1 -
g17941.t1            -          PF13519_full         -            1.1e-10   42.3   0.0   4.2e-07   30.6   0.0   2.2   2   0   0   2   2   2   2 -
g22673.t1            -          PF13519_full         -            1.1e-10   42.3   0.0   1.8e-10   41.7   0.0   1.2   1   0   0   1   1   1   1 -
g22307.t1            -          PF13519_full         -            1.6e-10   41.8   0.0   3.1e-10   40.9   0.0   1.4   1   0   0   1   1   1   1 -
g23210.t1            -          PF13519_full         -            1.6e-10   41.8   0.0     4e-07   30.7   0.0   2.2   2   0   0   2   2   2   1 -
g11777.t1            -          PF13519_full         -              2e-10   41.5   0.0   3.9e-10   40.5   0.0   1.4   1   0   0   1   1   1   1 -
g16720.t1            -          PF13519_full         -            2.3e-10   41.3   0.0   3.8e-10   40.6   0.0   1.2   1   0   0   1   1   1   1 -
g3389.t3             -          PF13519_full         -            2.6e-10   41.1   0.0   3.9e-10   40.5   0.0   1.2   1   0   0   1   1   1   1 -
g13751.t1            -          PF13519_full         -            2.9e-10   41.0   0.1   4.7e-10   40.3   0.1   1.2   1   0   0   1   1   1   1 -
g20143.t1            -          PF13519_full         -            3.1e-10   40.9   0.0   4.5e-10   40.3   0.0   1.2   1   0   0   1   1   1   1 -
g11350.t1            -          PF13519_full         -            3.6e-10   40.7   0.0   4.8e-10   40.2   0.0   1.1   1   0   0   1   1   1   1 -
g13126.t2            -          PF13519_full         -            4.5e-10   40.3   0.0   6.5e-10   39.8   0.0   1.2   1   0   0   1   1   1   1 -
g13126.t1            -          PF13519_full         -            4.7e-10   40.3   0.0     7e-10   39.7   0.0   1.2   1   0   0   1   1   1   1 -
g22033.t1            -          PF13519_full         -            4.9e-10   40.2   1.5   0.00075   19.9   0.1   2.2   2   0   0   2   2   2   2 -
g11350.t2            -          PF13519_full         -            6.5e-10   39.8   0.0   8.5e-10   39.4   0.0   1.1   1   0   0   1   1   1   1 -
g11316.t1            -          PF13519_full         -            6.8e-10   39.7   0.0   9.6e-10   39.2   0.0   1.2   1   0   0   1   1   1   1 -
g3816.t1             -          PF13519_full         -              2e-09   38.2   0.0   4.7e-09   37.0   0.0   1.6   2   0   0   2   2   1   1 -
g20634.t1            -          PF13519_full         -            2.2e-09   38.1   0.0   4.3e-09   37.1   0.0   1.4   1   0   0   1   1   1   1 -
g10271.t1            -          PF13519_full         -            3.9e-09   37.3   0.0   4.8e-09   37.0   0.0   1.1   1   0   0   1   1   1   1 -
g3785.t1             -          PF13519_full         -            3.9e-09   37.3   0.0   5.2e-09   36.9   0.0   1.1   1   0   0   1   1   1   1 -
g3389.t1             -          PF13519_full         -              4e-09   37.2   0.0   4.8e-09   37.0   0.0   1.1   1   0   0   1   1   1   1 -
g23091.t1            -          PF13519_full         -            5.3e-09   36.8   0.0     3e-08   34.4   0.0   2.3   1   0   0   1   1   1   1 -
g2531.t1             -          PF13519_full         -            8.5e-09   36.2   0.0   1.6e-08   35.3   0.0   1.4   1   0   0   1   1   1   1 -
g20407.t1            -          PF13519_full         -            8.6e-09   36.1   0.1   1.4e-08   35.4   0.1   1.3   1   0   0   1   1   1   1 -
g23203.t1            -          PF13519_full         -            8.9e-09   36.1   0.0   1.2e-08   35.7   0.0   1.1   1   0   0   1   1   1   1 -
g18887.t1            -          PF13519_full         -            9.1e-09   36.0   0.0   1.8e-08   35.1   0.0   1.4   1   0   0   1   1   1   1 -
g18887.t2            -          PF13519_full         -            9.3e-09   36.0   0.0   1.8e-08   35.1   0.0   1.4   1   0   0   1   1   1   1 -
g23100.t1            -          PF13519_full         -            2.6e-08   34.6   0.0   9.6e-08   32.7   0.0   2.0   1   0   0   1   1   1   1 -
g23249.t2            -          PF13519_full         -            3.5e-08   34.1   0.0     6e-08   33.4   0.0   1.3   1   0   0   1   1   1   1 -
g23249.t1            -          PF13519_full         -            3.6e-08   34.1   0.0   6.1e-08   33.4   0.0   1.3   1   0   0   1   1   1   1 -
g5883.t1             -          PF13519_full         -            3.7e-08   34.1   0.0   5.1e-08   33.6   0.0   1.2   1   0   0   1   1   1   1 -
g19045.t1            -          PF13519_full         -            4.3e-08   33.8   0.0   1.7e-05   25.4   0.0   2.3   2   0   0   2   2   2   1 -
g15120.t1            -          PF13519_full         -              5e-08   33.6   0.0   8.2e-08   32.9   0.0   1.3   1   0   0   1   1   1   1 -
g15120.t2            -          PF13519_full         -              7e-08   33.2   0.0   9.4e-08   32.7   0.0   1.1   1   0   0   1   1   1   1 -
g19045.t2            -          PF13519_full         -            7.2e-08   33.1   0.0   1.6e-05   25.4   0.0   2.3   2   0   0   2   2   2   1 -
g11317.t2            -          PF13519_full         -              1e-07   32.6   0.0   1.5e-07   32.1   0.0   1.2   1   0   0   1   1   1   1 -
g11317.t1            -          PF13519_full         -              1e-07   32.6   0.0   1.5e-07   32.0   0.0   1.2   1   0   0   1   1   1   1 -
g9244.t1             -          PF13519_full         -            1.3e-07   32.3   0.1   2.9e-07   31.1   0.1   1.5   1   0   0   1   1   1   1 -
g11351.t1            -          PF13519_full         -            2.9e-07   31.1   0.0   4.2e-07   30.6   0.0   1.2   1   0   0   1   1   1   1 -
g22950.t2            -          PF13519_full         -            3.8e-07   30.7   0.0   8.2e-07   29.7   0.0   1.5   1   1   0   1   1   1   1 -
g23097.t1            -          PF13519_full         -            4.2e-07   30.6   0.0   5.7e-07   30.2   0.0   1.1   1   0   0   1   1   1   1 -
g22950.t1            -          PF13519_full         -              5e-07   30.4   0.0   9.9e-07   29.4   0.0   1.5   1   0   0   1   1   1   1 -
g10424.t1            -          PF13519_full         -            6.6e-07   30.0   0.0   8.7e-07   29.6   0.0   1.2   1   0   0   1   1   1   1 -
g22289.t1            -          PF13519_full         -            6.9e-07   29.9   0.0   1.4e-06   28.9   0.0   1.5   1   0   0   1   1   1   1 -
g1004.t1             -          PF13519_full         -              7e-07   29.9   0.0   9.4e-07   29.5   0.0   1.2   1   0   0   1   1   1   1 -
g2900.t1             -          PF13519_full         -              1e-06   29.3   0.0   2.1e-06   28.3   0.0   1.4   1   0   0   1   1   1   1 -
g19044.t1            -          PF13519_full         -            1.3e-06   29.0   0.0   0.00015   22.3   0.0   2.2   2   0   0   2   2   2   1 -
g23096.t1            -          PF13519_full         -            1.8e-06   28.5   0.0   2.3e-06   28.2   0.0   1.1   1   0   0   1   1   1   1 -
g17090.t1            -          PF13519_full         -            2.1e-06   28.3   0.0   3.4e-06   27.6   0.0   1.2   1   0   0   1   1   1   1 -
g20790.t1            -          PF13519_full         -            2.5e-06   28.1   0.0    0.0092   16.4   0.0   2.2   2   0   0   2   2   2   2 -
g11352.t1            -          PF13519_full         -            2.8e-06   27.9   0.0   3.9e-06   27.4   0.0   1.2   1   0   0   1   1   1   1 -
g20789.t1            -          PF13519_full         -            2.8e-06   27.9   0.0       0.3   11.4   0.0   3.1   3   0   0   3   3   3   1 -
g22947.t2            -          PF13519_full         -            3.7e-06   27.5   0.0   6.4e-06   26.7   0.0   1.3   1   0   0   1   1   1   1 -
g17859.t1            -          PF13519_full         -            3.7e-06   27.5   0.0   5.2e-06   27.0   0.0   1.2   1   0   0   1   1   1   1 -
g22947.t1            -          PF13519_full         -            3.7e-06   27.5   0.0   6.5e-06   26.7   0.0   1.3   1   0   0   1   1   1   1 -
g21465.t1            -          PF13519_full         -            7.2e-06   26.6   0.0   1.6e-05   25.4   0.0   1.5   1   1   0   1   1   1   1 -
g15046.t1            -          PF13519_full         -            8.7e-06   26.3   0.0     2e-05   25.1   0.0   1.5   1   0   0   1   1   1   1 -
g15375.t1            -          PF13519_full         -            1.4e-05   25.7   0.0   4.8e-05   23.9   0.0   1.8   1   1   0   1   1   1   1 -
g15375.t2            -          PF13519_full         -            1.4e-05   25.6   0.0   4.9e-05   23.8   0.0   1.8   1   1   0   1   1   1   1 -
g10426.t1            -          PF13519_full         -            1.6e-05   25.4   0.0   2.1e-05   25.0   0.0   1.1   1   0   0   1   1   1   1 -
g12728.t1            -          PF13519_full         -            1.6e-05   25.4   0.0     3e-05   24.5   0.0   1.4   1   0   0   1   1   1   1 -
g18786.t1            -          PF13519_full         -            2.1e-05   25.0   0.2   4.9e-05   23.8   0.2   1.5   1   0   0   1   1   1   1 -
g12390.t1            -          PF13519_full         -            2.9e-05   24.6   0.0   5.1e-05   23.8   0.0   1.3   1   0   0   1   1   1   1 -
g6903.t1             -          PF13519_full         -            3.5e-05   24.3   0.0   5.9e-05   23.6   0.0   1.3   1   0   0   1   1   1   1 -
g20760.t1            -          PF13519_full         -            3.7e-05   24.2   0.0   4.9e-05   23.8   0.0   1.1   1   0   0   1   1   1   1 -
g20788.t1            -          PF13519_full         -            4.3e-05   24.0   0.0   6.7e-05   23.4   0.0   1.2   1   0   0   1   1   1   1 -
g2462.t2             -          PF13519_full         -            7.1e-05   23.3   0.0    0.0001   22.8   0.0   1.2   1   0   0   1   1   1   1 -
g1461.t1             -          PF13519_full         -            7.2e-05   23.3   0.0   0.00012   22.6   0.0   1.2   1   0   0   1   1   1   1 -
g20787.t1            -          PF13519_full         -            8.4e-05   23.1   0.1   0.00012   22.6   0.1   1.3   1   0   0   1   1   1   1 -
g15223.t1            -          PF13519_full         -            0.00011   22.7   0.0   0.00011   22.7   0.0   1.0   1   0   0   1   1   1   1 -
g23034.t1            -          PF13519_full         -            0.00013   22.4   0.0   0.00021   21.8   0.0   1.3   1   1   0   1   1   1   1 -
g11407.t1            -          PF13519_full         -            0.00015   22.2   0.0   0.00027   21.4   0.0   1.4   1   0   0   1   1   1   1 -
g12046.t1            -          PF13519_full         -            0.00016   22.2   0.0   0.00028   21.4   0.0   1.3   1   0   0   1   1   1   1 -
g10062.t1            -          PF13519_full         -            0.00037   21.0   0.0   0.00097   19.6   0.0   1.7   1   0   0   1   1   1   1 -
g234.t1              -          PF13519_full         -            0.00093   19.6   0.0    0.0014   19.1   0.0   1.2   1   0   0   1   1   1   1 -
g4869.t1             -          PF13519_full         -             0.0027   18.1   0.0    0.0041   17.6   0.0   1.3   1   0   0   1   1   1   1 -
g3413.t1             -          PF13519_full         -              0.018   15.5   0.0     0.022   15.1   0.0   1.1   1   0   0   1   1   1   0 -
g12944.t1            -          PF13519_full         -              0.018   15.5   0.0     0.066   13.6   0.0   2.0   1   1   0   1   1   1   0 -
g1854.t1             -          PF13519_full         -               0.02   15.3   0.0     0.065   13.6   0.0   1.8   1   1   0   1   1   1   0 -
g2462.t1             -          PF13519_full         -              0.022   15.2   0.0     0.031   14.6   0.0   1.2   1   0   0   1   1   1   0 -
g16630.t1            -          PF13519_full         -              0.035   14.5   0.0     0.052   13.9   0.0   1.3   1   0   0   1   1   1   0 -
g11423.t1            -          PF13519_full         -              0.036   14.5   0.0     0.057   13.8   0.0   1.2   1   0   0   1   1   1   0 -
g6402.t1             -          PF13519_full         -              0.064   13.6   0.0      0.22   11.9   0.0   1.9   1   0   0   1   1   1   0 -
g18703.t2            -          PF13519_full         -              0.073   13.4   0.0      0.14   12.5   0.0   1.4   1   0   0   1   1   1   0 -
g18703.t1            -          PF13519_full         -              0.073   13.4   0.0      0.14   12.5   0.0   1.4   1   0   0   1   1   1   0 -
g17940.t1            -          PF13519_full         -               0.12   12.7   0.0      0.12   12.7   0.0   1.1   1   0   0   1   1   1   0 -
g21968.t1            -          PF13519_full         -               0.14   12.5   0.0      0.25   11.7   0.0   1.3   1   0   0   1   1   1   0 -
g7335.t1             -          PF13519_full         -               0.15   12.4   0.0      0.29   11.5   0.0   1.4   1   0   0   1   1   1   0 -
g12238.t1            -          PF13519_full         -               0.24   11.7   0.0      0.59   10.5   0.0   1.6   2   0   0   2   2   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13519_full_profile.hmm
# Target file:     ../input/braker_aa_files/p_damicornis_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/p_damicornis_soft_mask_braker_PF13519_full_profile_hmmer_braker3_results.txt ../output/PF13519_full_profile.hmm ../input/braker_aa_files/p_damicornis_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:44:10 2024
# [ok]
