#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g737.t1              -          PF13895_full         -                  0 2676.6   0.0   7.7e-16   59.2   0.0  73.7  12   9  55  73  73  73  72 -
g15993.t2            -          PF13895_full         -                  0 1089.5  96.2   5.2e-15   56.5   1.1  29.1   4   3  23  29  29  29  27 -
g20182.t1            -          PF13895_full         -            1.1e-27   97.7   0.5   2.2e-08   35.0   0.0   3.1   1   1   2   3   3   3   3 -
g18544.t2            -          PF13895_full         -            1.4e-27   97.4   8.4   1.7e-12   48.3   1.1   4.2   2   1   2   4   4   4   2 -
g24599.t1            -          PF13895_full         -            1.5e-27   97.3  10.2   1.2e-15   58.6   0.4   3.3   2   1   1   3   3   2   2 -
g367.t1              -          PF13895_full         -            1.9e-27   97.0   1.2   1.1e-10   42.5   0.1   3.3   1   1   2   3   3   3   3 -
g24595.t1            -          PF13895_full         -            1.9e-27   97.0  14.9   3.1e-13   50.7   1.1   4.1   3   1   1   4   4   4   2 -
g22426.t1            -          PF13895_full         -              2e-27   96.9  13.0   6.2e-17   62.8   1.4   3.3   3   1   1   4   4   2   2 -
g23624.t2            -          PF13895_full         -            2.8e-27   96.5  20.5   1.3e-10   42.2   1.5   4.2   2   1   2   4   4   3   3 -
g10218.t1            -          PF13895_full         -            3.1e-27   96.3   6.9   1.1e-12   49.0   2.9   3.7   2   1   2   4   4   3   3 -
g22426.t2            -          PF13895_full         -            3.4e-27   96.2  13.4   6.3e-17   62.8   1.4   3.3   3   1   1   4   4   2   2 -
g20649.t1            -          PF13895_full         -            4.1e-27   95.9   0.2   1.5e-11   45.2   0.0   4.1   1   1   2   3   3   3   3 -
g23971.t1            -          PF13895_full         -            4.7e-27   95.7   3.8   1.5e-11   45.3   0.0   4.2   2   1   3   5   5   3   3 -
g15992.t1            -          PF13895_full         -            5.7e-27   95.4   0.0   2.9e-13   50.9   0.0   2.1   2   0   0   2   2   2   2 -
g23781.t2            -          PF13895_full         -            8.7e-27   94.9  14.2   1.2e-11   45.6   1.1   3.1   1   1   2   3   3   3   3 -
g10229.t1            -          PF13895_full         -            1.2e-26   94.5   8.2   4.1e-12   47.1   0.7   4.0   2   1   1   3   3   3   3 -
g6153.t1             -          PF13895_full         -            1.2e-26   94.4   0.1     1e-11   45.8   0.0   4.4   2   1   2   4   4   4   4 -
g12778.t1            -          PF13895_full         -            1.9e-26   93.8   6.0   2.4e-13   51.1   0.0   3.8   2   1   2   4   4   4   2 -
g3441.t1             -          PF13895_full         -            2.2e-26   93.5  29.9   1.2e-05   26.0   0.1  10.7   5   4   5  11  11   8   5 -
g23968.t1            -          PF13895_full         -            3.3e-26   93.0   3.8     5e-09   37.1   1.1   3.8   2   1   2   4   4   3   3 -
g16712.t1            -          PF13895_full         -            4.3e-26   92.6  12.8   5.6e-15   56.4   3.3   7.4   2   2   5   7   7   2   2 -
g22960.t1            -          PF13895_full         -              1e-25   91.4  11.0   6.8e-08   33.4   0.1   6.2   4   2   2   6   6   5   3 -
g15454.t2            -          PF13895_full         -              1e-25   91.3   3.5   1.6e-08   35.4   0.0   3.5   1   1   2   3   3   3   3 -
g15454.t1            -          PF13895_full         -              1e-25   91.3   3.5   1.6e-08   35.4   0.0   3.5   1   1   2   3   3   3   3 -
g9901.t2             -          PF13895_full         -            1.5e-25   90.8   4.1   2.8e-11   44.4   0.0   3.3   1   1   2   3   3   3   2 -
g9901.t1             -          PF13895_full         -              2e-25   90.4   4.0     3e-11   44.3   0.0   3.3   1   1   2   3   3   3   2 -
g19060.t1            -          PF13895_full         -              2e-25   90.4   3.3   9.6e-15   55.7   0.1   4.0   1   1   3   4   4   4   2 -
g3380.t1             -          PF13895_full         -            6.5e-25   88.7   7.7   4.2e-12   47.1   0.9   2.3   1   1   1   2   2   2   2 -
g27838.t1            -          PF13895_full         -            1.4e-24   87.6   5.1     5e-12   46.8   0.2   3.1   3   0   0   3   3   2   2 -
g4163.t1             -          PF13895_full         -            1.6e-24   87.5   0.0   2.8e-11   44.4   0.0   2.6   1   1   1   2   2   2   2 -
g22411.t1            -          PF13895_full         -            3.3e-24   86.5   9.5     2e-14   54.6   0.9   3.0   2   1   1   3   3   2   2 -
g18905.t1            -          PF13895_full         -            3.4e-24   86.4  20.0   1.1e-09   39.2   0.6   3.5   1   1   2   3   3   3   3 -
g30136.t3            -          PF13895_full         -            1.2e-23   84.6  17.0   1.8e-11   45.0   5.6   3.4   1   1   2   3   3   3   3 -
g20136.t3            -          PF13895_full         -            1.4e-23   84.4  18.5     6e-11   43.3   0.0   3.7   2   1   2   4   4   3   3 -
g14433.t1            -          PF13895_full         -            1.5e-23   84.3   6.8   1.4e-13   51.9   1.8   2.6   1   1   1   2   2   2   2 -
g20136.t1            -          PF13895_full         -            1.7e-23   84.1  18.6   5.9e-11   43.3   0.0   3.6   2   1   2   4   4   3   3 -
g20136.t2            -          PF13895_full         -            1.8e-23   84.0  18.6   6.1e-11   43.3   0.0   3.6   2   1   2   4   4   3   3 -
g20210.t2            -          PF13895_full         -            3.1e-23   83.3   3.2   7.2e-12   46.3   0.1   2.1   1   1   1   2   2   2   2 -
g7547.t1             -          PF13895_full         -            3.1e-23   83.3   7.6   1.7e-09   38.6   2.3   4.0   2   1   2   4   4   4   3 -
g25746.t1            -          PF13895_full         -            3.9e-23   83.0   1.1   1.8e-08   35.3   0.2   3.8   1   1   2   3   3   3   3 -
g27808.t2            -          PF13895_full         -            4.5e-23   82.8   6.6   1.4e-11   45.4   2.3   3.4   2   1   1   3   3   2   2 -
g27808.t1            -          PF13895_full         -            4.7e-23   82.7   6.6   1.4e-11   45.4   2.3   3.4   2   1   1   3   3   2   2 -
g12732.t1            -          PF13895_full         -            5.7e-23   82.4   0.0   2.1e-10   41.5   0.0   2.5   1   1   1   2   2   2   2 -
g7147.t1             -          PF13895_full         -            6.6e-23   82.2   2.8     1e-12   49.1   0.1   2.5   1   1   1   2   2   2   2 -
g23621.t1            -          PF13895_full         -            6.6e-23   82.2   3.5   4.2e-12   47.1   0.1   2.2   1   1   1   2   2   2   2 -
g6712.t1             -          PF13895_full         -            7.5e-23   82.0   4.2   1.6e-11   45.2   0.2   3.3   2   1   1   3   3   3   2 -
g31143.t2            -          PF13895_full         -            1.9e-22   80.7  25.6   2.5e-08   34.8   3.1   3.8   2   1   2   4   4   3   3 -
g9987.t1             -          PF13895_full         -            2.6e-22   80.3   0.2   2.8e-10   41.1   0.0   3.4   1   1   2   3   3   3   3 -
g31143.t1            -          PF13895_full         -            3.6e-22   79.8  22.6   2.4e-08   34.8   3.1   3.8   2   1   2   4   4   3   3 -
g12775.t1            -          PF13895_full         -            1.1e-21   78.3   2.4   8.5e-11   42.8   0.1   3.5   3   1   1   4   4   2   2 -
g3943.t1             -          PF13895_full         -            1.3e-21   78.0   0.9   9.6e-10   39.4   0.1   2.4   1   1   1   2   2   2   2 -
g23781.t1            -          PF13895_full         -            2.6e-21   77.0  18.2   2.7e-11   44.4   1.0   4.2   1   1   3   4   4   4   2 -
