#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g20566.t1            -          PF13927_full         -                  0 2749.5 401.0   3.4e-20   74.9   0.5  56.1   7   5  48  56  56  56  56 -
g53200.t1            -          PF13927_full         -                  0 2065.8   0.0   1.8e-21   79.1   0.2  40.8   6   4  35  41  41  40  39 -
g10896.t1            -          PF13927_full         -            2.1e-63  216.0  11.2   1.7e-21   79.1   1.4   3.2   1   1   2   3   3   3   3 -
g67776.t1            -          PF13927_full         -            2.5e-63  215.8   3.3   3.8e-21   78.0   0.1   3.1   1   1   2   3   3   3   3 -
g68339.t1            -          PF13927_full         -            2.6e-63  215.7   6.8   1.2e-21   79.6   0.3   3.1   1   1   2   3   3   3   3 -
g25834.t1            -          PF13927_full         -            3.5e-63  215.3  11.1   5.5e-21   77.5   1.7   3.2   1   1   2   3   3   3   3 -
g79162.t1            -          PF13927_full         -              6e-63  214.5   7.8   1.8e-22   82.3   0.3   3.4   1   1   2   3   3   3   3 -
g80159.t1            -          PF13927_full         -            6.8e-63  214.4  10.6   1.5e-21   79.3   2.3   3.2   1   1   2   3   3   3   3 -
g1647.t1             -          PF13927_full         -            6.9e-63  214.3   3.7   4.2e-23   84.4   0.1   3.4   1   1   2   3   3   3   3 -
g9610.t1             -          PF13927_full         -            1.8e-62  213.0   4.4     6e-22   80.6   0.1   3.4   1   1   2   3   3   3   3 -
g59190.t1            -          PF13927_full         -            3.2e-62  212.2   6.7   2.4e-22   81.9   0.0   3.6   2   1   2   4   4   3   3 -
g16545.t1            -          PF13927_full         -            4.1e-62  211.8   2.9   1.6e-21   79.3   0.2   3.3   1   1   2   3   3   3   3 -
g21975.t2            -          PF13927_full         -            4.6e-62  211.6   6.9   9.4e-22   80.0   0.2   3.4   1   1   2   3   3   3   3 -
g16544.t1            -          PF13927_full         -            5.2e-62  211.5   2.9   1.8e-21   79.1   0.2   3.4   1   1   2   3   3   3   3 -
g20818.t1            -          PF13927_full         -            6.1e-62  211.2  12.1   4.5e-22   81.0   4.3   3.2   1   1   2   3   3   3   3 -
g21975.t1            -          PF13927_full         -              8e-62  210.9   6.9   1.1e-21   79.7   0.2   3.4   1   1   2   3   3   3   3 -
g16542.t1            -          PF13927_full         -            8.6e-62  210.7   7.2     1e-22   83.1   1.6   3.4   1   1   2   3   3   3   3 -
g2809.t1             -          PF13927_full         -            9.6e-62  210.6   9.1     3e-20   75.1   0.5   5.1   2   1   3   5   5   5   4 -
g15716.t1            -          PF13927_full         -            1.6e-61  209.8   1.1   3.7e-20   74.8   0.1   3.5   1   1   2   3   3   3   3 -
g73358.t1            -          PF13927_full         -            1.8e-61  209.7   4.2   1.1e-21   79.7   0.2   3.1   1   1   2   3   3   3   3 -
g7276.t1             -          PF13927_full         -            2.2e-61  209.4   6.7   9.1e-23   83.3   1.6   3.4   1   1   2   3   3   3   3 -
g46058.t1            -          PF13927_full         -            3.1e-61  208.9   2.9   8.2e-24   86.7   0.2   3.5   1   1   2   3   3   3   3 -
g46059.t1            -          PF13927_full         -            3.1e-61  208.9   2.9   8.2e-24   86.7   0.2   3.5   1   1   2   3   3   3   3 -
g28935.t1            -          PF13927_full         -            3.7e-61  208.7   2.7   9.8e-21   76.7   0.3   4.0   1   1   3   4   4   4   4 -
g10108.t1            -          PF13927_full         -            4.9e-61  208.3   6.7   2.8e-21   78.4   0.2   3.4   1   1   2   3   3   3   3 -
g76141.t1            -          PF13927_full         -              6e-61  208.0   2.9   4.7e-19   71.2   0.0   3.3   1   1   2   3   3   3   3 -
g45714.t1            -          PF13927_full         -            8.8e-61  207.5   9.8   3.2e-20   75.0   0.3   4.1   1   1   3   4   4   4   4 -
g41979.t1            -          PF13927_full         -            1.1e-60  207.2  13.3     5e-21   77.6   0.2   3.3   1   1   2   3   3   3   3 -
g51271.t1            -          PF13927_full         -            1.5e-60  206.7   7.5   3.8e-23   84.5   0.3   3.2   1   1   2   3   3   3   3 -
g8335.t1             -          PF13927_full         -            1.6e-60  206.6  12.2   3.2e-22   81.5   0.5   3.5   2   1   2   4   4   3   3 -
g41976.t1            -          PF13927_full         -            1.7e-60  206.5  12.0   3.7e-20   74.8   0.1   3.3   1   1   2   3   3   3   3 -
g74393.t1            -          PF13927_full         -            1.9e-60  206.4   6.8   1.5e-23   85.8   0.6   3.3   1   1   2   3   3   3   3 -
g60664.t1            -          PF13927_full         -            2.8e-60  205.8  10.7     3e-21   78.3   1.1   3.3   1   1   2   3   3   3   3 -
g60667.t1            -          PF13927_full         -            2.8e-60  205.8  10.7     3e-21   78.3   1.1   3.3   1   1   2   3   3   3   3 -
g31134.t1            -          PF13927_full         -            3.5e-60  205.5   1.5   1.8e-19   72.5   0.0   3.0   1   1   2   3   3   3   3 -
g59909.t1            -          PF13927_full         -            4.4e-60  205.2  10.6   2.1e-19   72.3   0.9   5.0   2   1   2   5   5   4   4 -
g30305.t1            -          PF13927_full         -            4.7e-60  205.1  14.3   6.8e-22   80.4   1.0   3.3   1   1   2   3   3   3   3 -
g2080.t1             -          PF13927_full         -            7.9e-60  204.3   5.4   2.1e-20   75.6   0.0   3.2   1   1   2   3   3   3   3 -
g20367.t1            -          PF13927_full         -            1.4e-59  203.5   7.9   6.2e-20   74.0   0.6   3.3   1   1   2   3   3   3   3 -
g36549.t1            -          PF13927_full         -            1.4e-59  203.5  11.0   8.1e-21   76.9   0.2   4.0   1   1   3   4   4   4   3 -
g43303.t1            -          PF13927_full         -            1.5e-59  203.5  22.1   2.5e-19   72.1   4.6   4.0   1   1   3   4   4   4   4 -
g73359.t1            -          PF13927_full         -            1.8e-59  203.2   8.3     5e-21   77.6   0.5   3.2   1   1   2   3   3   3   3 -
g7133.t2             -          PF13927_full         -            1.8e-59  203.2   4.5   1.1e-18   70.0   0.1   4.3   1   1   2   4   4   4   4 -
g16543.t1            -          PF13927_full         -            1.9e-59  203.1   9.4   9.9e-24   86.4   0.5   3.4   1   1   2   3   3   3   3 -
g79889.t1            -          PF13927_full         -            3.2e-59  202.4   7.0   1.1e-18   69.9   0.3   3.3   1   1   2   3   3   3   3 -
g64393.t1            -          PF13927_full         -            3.2e-59  202.4   7.0   1.1e-18   69.9   0.3   3.3   1   1   2   3   3   3   3 -
g8965.t1             -          PF13927_full         -            4.2e-59  202.0  15.6   1.6e-20   75.9   0.9   3.8   1   1   3   4   4   3   3 -
g63699.t1            -          PF13927_full         -            4.9e-59  201.7   9.0   7.2e-24   86.9   0.5   3.3   1   1   2   3   3   3   3 -
g39344.t1            -          PF13927_full         -              1e-58  200.7   9.6   1.5e-23   85.9   0.4   3.3   1   1   2   3   3   3   3 -
g60716.t2            -          PF13927_full         -            1.1e-58  200.6   1.1   7.1e-24   86.9   0.0   3.0   1   1   2   3   3   3   3 -
g8336.t1             -          PF13927_full         -            1.2e-58  200.4  15.0   2.2e-21   78.8   0.1   4.0   2   2   2   4   4   3   3 -
g34578.t1            -          PF13927_full         -            3.7e-58  198.9  25.3   5.6e-19   70.9   1.0   6.3   2   1   3   5   5   5   4 -
g34579.t1            -          PF13927_full         -            3.7e-58  198.9  25.3   5.6e-19   70.9   1.0   6.3   2   1   3   5   5   5   4 -
g20366.t1            -          PF13927_full         -            4.2e-58  198.7   7.7   1.2e-19   73.0   0.7   3.4   1   1   2   3   3   3   3 -
g60716.t1            -          PF13927_full         -            4.8e-58  198.5   0.6   5.6e-23   84.0   0.0   3.0   1   1   2   3   3   3   3 -
g18264.t1            -          PF13927_full         -            4.9e-58  198.5   6.1     7e-21   77.1   1.1   3.1   1   1   2   3   3   3   3 -
g27204.t1            -          PF13927_full         -            7.1e-58  197.9   9.1   3.7e-23   84.6   0.3   3.5   1   1   2   3   3   3   3 -
g31150.t1            -          PF13927_full         -            7.6e-58  197.9   1.3   4.3e-23   84.4   0.0   3.1   1   1   2   3   3   3   3 -
g15718.t1            -          PF13927_full         -            9.8e-58  197.5   4.4   3.9e-21   78.0   0.4   3.6   1   1   2   3   3   3   3 -
g27201.t1            -          PF13927_full         -              1e-57  197.4   9.1   4.1e-23   84.4   0.3   3.4   1   1   2   3   3   3   3 -
g63829.t1            -          PF13927_full         -            1.2e-57  197.2  14.4   2.7e-18   68.7   0.0   4.2   1   1   3   4   4   4   4 -
g1648.t1             -          PF13927_full         -            1.2e-57  197.2   6.5   2.4e-23   85.2   0.1   3.4   1   1   2   3   3   3   3 -
g16604.t1            -          PF13927_full         -              2e-57  196.5   3.4   6.9e-23   83.7   0.0   3.3   1   1   2   3   3   3   3 -
g41977.t1            -          PF13927_full         -            2.2e-57  196.4   9.8   2.4e-20   75.4   0.0   3.2   1   1   2   3   3   3   3 -
g41153.t1            -          PF13927_full         -              3e-57  195.9   8.8   2.1e-19   72.3   0.0   3.8   2   1   2   4   4   3   3 -
g41978.t1            -          PF13927_full         -            3.4e-57  195.7   9.8   2.9e-20   75.1   0.0   3.3   1   1   2   3   3   3   3 -
g73405.t1            -          PF13927_full         -            4.2e-57  195.4   0.5   3.4e-21   78.2   0.0   3.7   2   1   2   4   4   3   3 -
g74601.t1            -          PF13927_full         -            4.4e-57  195.4  26.3   1.6e-15   59.6   0.2   6.5   3   1   3   6   6   5   4 -
g43494.t1            -          PF13927_full         -            4.9e-57  195.2  14.4   3.3e-22   81.5   0.2   3.5   2   1   2   4   4   3   3 -
g55218.t1            -          PF13927_full         -            6.2e-57  194.9   1.2     6e-22   80.6   0.1   3.1   1   1   2   3   3   3   3 -
g55217.t2            -          PF13927_full         -            8.9e-57  194.4   1.2   6.1e-22   80.6   0.0   3.1   1   1   2   3   3   3   3 -
g46406.t1            -          PF13927_full         -            9.4e-57  194.3  29.1   9.5e-18   66.9   0.3   7.0   3   2   3   6   6   6   5 -
g76355.t1            -          PF13927_full         -            9.5e-57  194.3   1.7   1.7e-21   79.1   0.1   3.1   1   1   2   3   3   3   3 -
g67773.t1            -          PF13927_full         -            1.1e-56  194.0   6.1   2.5e-22   81.9   0.3   3.2   1   1   2   3   3   3   3 -
g68949.t1            -          PF13927_full         -            1.4e-56  193.8   3.6   3.1e-26   94.6   0.5   3.0   1   1   2   3   3   3   3 -
g55217.t1            -          PF13927_full         -            1.4e-56  193.7   1.3   6.3e-22   80.5   0.1   3.2   1   1   2   3   3   3   3 -
g80521.t1            -          PF13927_full         -            1.5e-56  193.6  31.6   3.1e-20   75.0   0.0   7.1   4   1   3   7   7   5   4 -
g74394.t1            -          PF13927_full         -            1.7e-56  193.4   5.2   1.6e-19   72.7   0.6   3.2   1   1   2   3   3   3   3 -
g57284.t1            -          PF13927_full         -            1.8e-56  193.4   3.3   2.1e-20   75.6   0.5   3.4   1   1   2   3   3   3   3 -
g78961.t1            -          PF13927_full         -            1.9e-56  193.3  12.9   4.3e-19   71.3   0.8   3.3   1   1   2   3   3   3   3 -
g78962.t1            -          PF13927_full         -            1.9e-56  193.3  12.9   4.3e-19   71.3   0.8   3.3   1   1   2   3   3   3   3 -
g76042.t2            -          PF13927_full         -            2.4e-56  193.0   7.2   6.2e-20   74.0   0.1   3.1   1   1   2   3   3   3   3 -
g76042.t1            -          PF13927_full         -            2.6e-56  192.9   7.2   6.3e-20   74.0   0.1   3.1   1   1   2   3   3   3   3 -
g44286.t1            -          PF13927_full         -            3.8e-56  192.3   3.9   6.6e-21   77.2   0.3   3.3   1   1   2   3   3   3   3 -
g27584.t1            -          PF13927_full         -            3.8e-56  192.3   8.5   5.8e-20   74.1   0.1   3.3   1   1   2   3   3   3   3 -
g78376.t1            -          PF13927_full         -            4.3e-56  192.1   7.1     8e-19   70.4   0.6   3.2   1   1   2   3   3   3   3 -
g36917.t1            -          PF13927_full         -            6.5e-56  191.5   1.5   4.4e-20   74.5   0.0   3.3   1   1   2   3   3   3   3 -
g51583.t1            -          PF13927_full         -            1.9e-55  190.0   2.0     2e-21   78.9   0.0   3.0   1   1   2   3   3   3   3 -
g53884.t1            -          PF13927_full         -            2.1e-55  189.9   2.5   3.5e-14   55.3   0.1   4.0   1   1   3   4   4   4   4 -
g2391.t1             -          PF13927_full         -            2.2e-55  189.8   9.2   5.3e-22   80.8   0.4   3.7   1   1   2   3   3   3   3 -
g70131.t1            -          PF13927_full         -            2.3e-55  189.8  20.0   1.9e-16   62.6   4.0   4.0   1   1   3   4   4   4   4 -
g36916.t1            -          PF13927_full         -            2.6e-55  189.6   1.6   4.8e-20   74.4   0.0   3.3   1   1   2   3   3   3   3 -
g30531.t2            -          PF13927_full         -            2.7e-55  189.5  23.7   2.7e-16   62.2   0.1   4.5   1   1   4   5   5   4   4 -
g17806.t1            -          PF13927_full         -            3.1e-55  189.3   2.9   5.5e-22   80.7   0.1   3.1   1   1   2   3   3   3   3 -
g75011.t2            -          PF13927_full         -            3.5e-55  189.2   2.8   1.8e-22   82.3   0.0   3.3   1   1   2   3   3   3   3 -
g75011.t1            -          PF13927_full         -              4e-55  189.0   2.7   1.9e-22   82.2   0.0   3.3   1   1   2   3   3   3   3 -
g31147.t1            -          PF13927_full         -            1.1e-54  187.5   0.8     8e-22   80.2   0.0   3.4   1   1   2   3   3   3   3 -
g78099.t2            -          PF13927_full         -            1.6e-54  187.0   3.7     2e-22   82.2   0.1   3.4   1   1   2   3   3   3   3 -
g57930.t1            -          PF13927_full         -            1.7e-54  186.9   3.5   3.2e-14   55.4   0.3   4.0   1   1   3   4   4   4   4 -
g78099.t1            -          PF13927_full         -            2.4e-54  186.5   3.7   2.3e-22   82.0   0.1   3.4   1   1   2   3   3   3   3 -
g78872.t1            -          PF13927_full         -            2.4e-54  186.4   5.0   8.3e-19   70.4   0.6   3.4   1   1   2   3   3   3   3 -
g15663.t1            -          PF13927_full         -            5.3e-54  185.3  32.9   7.6e-17   63.9   3.4   4.5   1   1   3   4   4   4   4 -
g71179.t1            -          PF13927_full         -            6.2e-54  185.1   6.2   1.1e-16   63.4   0.0   4.5   2   1   3   5   5   4   3 -
g13694.t1            -          PF13927_full         -            6.6e-54  185.0   1.5   1.6e-22   82.5   0.0   3.7   2   1   2   4   4   3   3 -
g40260.t1            -          PF13927_full         -              7e-54  184.9   1.5   3.4e-19   71.6   0.1   3.4   1   1   2   3   3   3   3 -
g41443.t1            -          PF13927_full         -            7.2e-54  184.9  13.1   9.1e-14   53.9   0.6   5.3   1   1   4   5   5   5   5 -
g23488.t1            -          PF13927_full         -            8.3e-54  184.7  17.7   3.3e-15   58.6   0.1   5.5   2   1   4   6   6   5   5 -
g73703.t1            -          PF13927_full         -            9.2e-54  184.5   1.5   4.2e-13   51.7   0.0   4.1   1   1   3   4   4   4   4 -
g80521.t2            -          PF13927_full         -            1.3e-53  184.0  30.9   3.4e-20   74.9   0.0   7.1   4   1   3   7   7   5   4 -
g20038.t1            -          PF13927_full         -            1.4e-53  184.0   1.4   8.3e-18   67.1   0.1   3.2   1   1   2   3   3   3   3 -
g20039.t1            -          PF13927_full         -            1.4e-53  184.0   1.4   8.3e-18   67.1   0.1   3.2   1   1   2   3   3   3   3 -
g72671.t2            -          PF13927_full         -            2.7e-53  183.0  35.3   2.1e-16   62.5   1.0   5.6   1   1   4   5   5   5   5 -
g53200.t2            -          PF13927_full         -            2.9e-53  182.9   7.5     1e-18   70.1   0.0   4.5   4   1   1   5   5   3   3 -
g83086.t1            -          PF13927_full         -            5.9e-53  181.9  11.8   2.4e-14   55.8   0.0   5.6   4   2   1   5   5   5   4 -
g29887.t1            -          PF13927_full         -            7.1e-53  181.6   2.7   3.2e-14   55.4   0.0   4.1   1   1   3   4   4   4   4 -
g40276.t1            -          PF13927_full         -            8.6e-53  181.4   3.6   1.6e-16   62.9   0.2   3.1   1   1   2   3   3   3   3 -
g29888.t1            -          PF13927_full         -              1e-52  181.1   2.7     5e-14   54.7   0.0   4.1   1   1   3   4   4   4   4 -
g16457.t1            -          PF13927_full         -            1.6e-52  180.5   5.7   7.6e-15   57.4   0.3   4.1   2   2   2   4   4   4   4 -
g72671.t1            -          PF13927_full         -            1.7e-52  180.4  36.8   2.4e-15   59.1   2.6   5.6   1   1   4   5   5   5   5 -
g13781.t1            -          PF13927_full         -              3e-52  179.6   6.1   4.9e-16   61.3   0.2   3.3   1   1   2   3   3   3   3 -
g59153.t1            -          PF13927_full         -            3.1e-52  179.5   8.4   6.1e-18   67.5   0.0   3.4   2   1   1   3   3   3   3 -
g59154.t1            -          PF13927_full         -            3.1e-52  179.5   8.4   6.1e-18   67.5   0.0   3.4   2   1   1   3   3   3   3 -
g8212.t1             -          PF13927_full         -              4e-52  179.2  11.4   2.1e-20   75.6   0.3   3.6   1   1   2   3   3   3   3 -
g53633.t1            -          PF13927_full         -              4e-52  179.2   6.9   4.4e-16   61.5   0.3   3.3   1   1   2   3   3   3   3 -
g53631.t1            -          PF13927_full         -            4.3e-52  179.1   6.9   4.4e-16   61.4   0.3   3.3   1   1   2   3   3   3   3 -
g16455.t1            -          PF13927_full         -              5e-52  178.9   5.8   1.2e-14   56.8   0.3   4.4   3   2   2   5   5   4   4 -
g82792.t1            -          PF13927_full         -            9.4e-52  178.0   8.1   4.9e-21   77.6   0.3   3.2   1   1   2   3   3   3   3 -
