#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g12384.t1            -          PF13516_full         -            2.7e-93  308.0 110.4   1.3e-06   30.5   0.1  16.1   1   1  15  16  16  16  16 -
g61137.t1            -          PF13516_full         -            6.2e-23   82.7   8.0   0.00073   21.6   0.1   6.2   1   1   5   6   6   6   5 -
g52748.t1            -          PF13516_full         -            1.2e-22   81.8  30.2   3.3e-06   29.1   0.9   7.1   3   1   5   8   8   6   4 -
g52749.t1            -          PF13516_full         -            1.2e-22   81.8  30.2   3.3e-06   29.1   0.9   7.1   3   1   5   8   8   6   4 -
g38787.t1            -          PF13516_full         -            8.7e-22   79.0  41.6   3.4e-05   25.9   1.8   8.3   3   2   6   9   9   7   5 -
g10674.t1            -          PF13516_full         -            1.2e-20   75.4  13.2   2.4e-05   26.4   1.0   4.2   1   1   3   4   4   4   4 -
g58135.t1            -          PF13516_full         -            3.6e-20   73.8  26.9    0.0012   21.0   2.6   8.8   3   2   6   9   9   7   4 -
g49482.t1            -          PF13516_full         -            4.5e-20   73.5  25.5    0.0013   20.9   0.4   7.0   3   2   5   8   8   6   5 -
g49482.t2            -          PF13516_full         -              8e-20   72.7  26.1    0.0013   20.9   0.4   7.0   3   2   5   8   8   6   5 -
g58136.t1            -          PF13516_full         -            1.5e-19   71.9  19.9   0.00061   21.9   4.2   7.4   2   1   5   7   7   7   4 -
g71789.t2            -          PF13516_full         -            1.7e-19   71.6  21.4    0.0039   19.3   0.0   7.2   1   1   6   7   7   7   4 -
g49483.t2            -          PF13516_full         -            2.8e-19   71.0  15.7   0.00064   21.8   0.4   5.5   2   1   4   6   6   5   4 -
g58133.t1            -          PF13516_full         -            2.8e-19   71.0  19.8   0.00039   22.5   2.9   7.5   2   1   5   7   7   7   4 -
g22658.t1            -          PF13516_full         -            2.8e-19   71.0  18.1    0.0082   18.3   0.0   8.2   4   2   4   8   8   7   4 -
g71789.t1            -          PF13516_full         -            3.3e-19   70.8  23.1    0.0043   19.2   0.0   7.8   1   1   7   8   8   7   4 -
g43272.t1            -          PF13516_full         -            3.4e-19   70.7  41.4    0.0032   19.6   0.1  10.2   3   2   7  10  10  10   4 -
g5129.t1             -          PF13516_full         -            3.4e-19   70.7  63.4     0.002   20.2   0.2  14.6   7   6   8  15  15  12   4 -
g49483.t1            -          PF13516_full         -            3.7e-19   70.6  15.7   0.00067   21.7   0.4   5.5   2   1   4   6   6   5   4 -
g846.t1              -          PF13516_full         -            4.1e-19   70.4  34.7   4.3e-05   25.5   2.6   5.9   2   1   4   6   6   5   4 -
g30759.t1            -          PF13516_full         -              5e-19   70.2  33.9   6.9e-05   24.9   0.8   6.5   2   1   5   7   7   6   4 -
g68678.t1            -          PF13516_full         -            5.2e-19   70.1  33.8   6.2e-05   25.1   0.7   6.3   2   1   5   7   7   5   4 -
g58134.t1            -          PF13516_full         -            8.3e-19   69.5  19.6   0.00062   21.8   3.8   7.4   2   1   5   7   7   7   4 -
g30658.t1            -          PF13516_full         -            1.2e-18   68.9  26.3    0.0014   20.7   0.0   8.6   5   2   5  10  10   6   5 -
g21050.t1            -          PF13516_full         -            3.6e-18   67.4  15.3   0.00036   22.6   0.7   5.1   2   2   3   5   5   5   4 -
g21051.t1            -          PF13516_full         -            3.6e-18   67.4  15.3   0.00036   22.6   0.7   5.1   2   2   3   5   5   5   4 -
g30757.t1            -          PF13516_full         -            6.6e-18   66.6  23.8   3.6e-06   29.0   1.4   4.7   2   1   3   5   5   4   4 -
g20382.t1            -          PF13516_full         -            5.2e-17   63.7  26.4    0.0012   21.0   0.2   6.4   3   2   4   7   7   6   3 -
g30625.t1            -          PF13516_full         -            6.6e-17   63.4   5.1    0.0011   21.0   0.2   5.8   1   1   5   6   6   5   3 -
g71790.t1            -          PF13516_full         -            3.5e-16   61.1   7.1    0.0012   20.9   0.0   5.0   1   1   4   5   5   5   4 -
g29691.t1            -          PF13516_full         -            4.2e-16   60.8  35.5   7.9e-06   27.9   2.1   5.9   3   1   3   6   6   4   4 -
g62887.t1            -          PF13516_full         -            3.6e-15   57.8  21.3   0.00023   23.2   0.3   6.3   3   2   4   7   7   5   3 -
g55224.t1            -          PF13516_full         -            7.5e-15   56.8  27.6       1.3   11.2   0.0  10.5   3   2   8  11  11   9   1 -
g58139.t1            -          PF13516_full         -            6.5e-14   53.8  16.8   0.00035   22.6   2.7   4.2   1   1   3   4   4   4   3 -
g57779.t1            -          PF13516_full         -            6.6e-14   53.8  14.3   0.00023   23.3   0.0   5.1   1   1   4   5   5   5   2 -
g80031.t1            -          PF13516_full         -            2.3e-13   52.1  19.9   0.00023   23.3   1.3   5.9   1   1   5   6   6   6   3 -
g80032.t1            -          PF13516_full         -            2.3e-13   52.1  19.9   0.00023   23.3   1.3   5.9   1   1   5   6   6   6   3 -
g43693.t1            -          PF13516_full         -            1.2e-12   49.7   0.0    0.0042   19.2   0.0   3.7   1   1   2   3   3   3   3 -
g79830.t1            -          PF13516_full         -            1.7e-12   49.2  15.3   6.8e-05   24.9   0.0   7.3   5   2   2   7   7   6   2 -
g45886.t1            -          PF13516_full         -              2e-12   49.0  34.2   9.3e-07   30.9   1.2   5.0   3   1   3   6   6   3   3 -
g70236.t1            -          PF13516_full         -            9.3e-12   46.9  24.6     0.068   15.3   0.0   9.5   6   3   5  11  11   6   1 -
g82117.t1            -          PF13516_full         -            9.7e-12   46.8  15.9      0.22   13.7   0.5   6.6   5   3   2   7   7   5   3 -
g79829.t1            -          PF13516_full         -            1.3e-11   46.5  14.4   6.9e-05   24.9   0.1   7.0   5   2   2   7   7   5   2 -
g9333.t1             -          PF13516_full         -            1.6e-11   46.1   1.9    0.0075   18.4   0.0   4.5   2   1   2   4   4   3   2 -
g12760.t1            -          PF13516_full         -            2.4e-11   45.6  15.9   1.1e-05   27.4   1.6   4.6   2   2   3   5   5   4   2 -
g37979.t1            -          PF13516_full         -            2.6e-11   45.4  31.5         1   11.6   0.0   8.8   1   1   7   9   9   9   3 -
g77225.t2            -          PF13516_full         -            3.1e-11   45.2   8.8     0.006   18.7   0.1   4.4   2   2   2   4   4   4   3 -
g21015.t1            -          PF13516_full         -            8.9e-11   43.8  16.3     0.061   15.5   0.1   7.0   3   2   4   7   7   6   2 -
g39146.t1            -          PF13516_full         -            9.1e-11   43.7   9.9     0.019   17.1   0.0   3.5   1   1   2   3   3   3   3 -
g77225.t1            -          PF13516_full         -            9.4e-11   43.7   8.9    0.0079   18.3   0.1   4.4   2   2   2   4   4   4   3 -
g31557.t1            -          PF13516_full         -            2.6e-10   42.3   4.9    0.0048   19.0   0.7   4.2   1   1   3   4   4   4   2 -
g10673.t1            -          PF13516_full         -            4.5e-10   41.5   3.9   4.4e-05   25.5   0.1   2.3   1   1   1   2   2   2   2 -
g10097.t1            -          PF13516_full         -            4.7e-10   41.4  22.5   5.1e-05   25.3   2.7   4.5   2   1   3   5   5   3   2 -
g84314.t1            -          PF13516_full         -            5.6e-10   41.2  17.8      0.01   17.9   0.8   7.8   5   3   3   8   8   7   1 -
g31558.t1            -          PF13516_full         -            5.6e-10   41.2   5.5    0.0057   18.8   0.7   4.2   1   1   3   4   4   4   2 -
g72537.t1            -          PF13516_full         -            1.5e-09   39.8  14.1       0.2   13.8   0.1   5.3   4   1   1   5   5   5   2 -
g22012.t1            -          PF13516_full         -            2.4e-09   39.2  11.9       0.1   14.8   0.0   6.0   5   1   2   7   7   4   2 -
g10055.t1            -          PF13516_full         -            2.4e-09   39.2  16.8    0.0041   19.2   0.0   5.2   3   2   3   6   6   4   2 -
g48079.t1            -          PF13516_full         -            3.3e-09   38.7  27.7      0.14   14.4   0.1   7.2   5   2   2   7   7   5   3 -
g12760.t2            -          PF13516_full         -            3.6e-09   38.6   6.3   1.7e-05   26.8   1.0   4.8   3   1   2   5   5   3   2 -
g22011.t1            -          PF13516_full         -            4.5e-09   38.3   6.6      0.18   14.0   0.2   4.9   1   1   3   4   4   4   2 -
g46117.t1            -          PF13516_full         -            5.9e-09   37.9   1.0       1.8   10.7   0.1   5.8   3   1   2   5   5   5   1 -
g37978.t1            -          PF13516_full         -            6.7e-09   37.7  27.6      0.77   11.9   0.0   8.8   1   1   7   9   9   7   2 -
g78424.t1            -          PF13516_full         -              1e-08   37.2  15.5      0.14   14.3   0.0   5.3   1   1   4   5   5   5   3 -
g64421.t3            -          PF13516_full         -            1.9e-08   36.3  22.1      0.53   12.5   0.0   7.1   5   1   2   7   7   6   1 -
g78424.t2            -          PF13516_full         -            2.1e-08   36.1  15.1      0.17   14.0   0.0   5.3   1   1   4   5   5   5   2 -
g64421.t5            -          PF13516_full         -            3.5e-08   35.5  15.9      0.11   14.7   0.5   6.1   4   1   2   6   6   5   2 -
g28803.t1            -          PF13516_full         -            4.3e-08   35.2   6.6       1.9   10.7   0.7   4.8   3   1   2   5   5   4   1 -
g24984.t1            -          PF13516_full         -            5.3e-08   34.9  32.8    0.0097   18.0   2.5   8.3   4   2   5   9   9   7   2 -
g74284.t1            -          PF13516_full         -            5.5e-08   34.8  32.8    0.0097   18.0   2.5   8.3   4   2   5   9   9   7   2 -
g81460.t1            -          PF13516_full         -            5.8e-08   34.7   3.5     0.088   15.0   1.7   4.1   1   1   2   3   3   3   1 -
g19305.t1            -          PF13516_full         -            7.1e-08   34.5  13.4     0.076   15.2   0.6   4.9   1   1   3   4   4   4   2 -
g48170.t1            -          PF13516_full         -            1.2e-07   33.7  32.5      0.22   13.7   0.7   6.8   4   3   2   6   6   6   2 -
g50455.t1            -          PF13516_full         -            2.3e-07   32.8  25.2   2.7e-06   29.4   0.3   5.1   3   1   2   5   5   5   1 -
g80156.t1            -          PF13516_full         -            2.5e-07   32.7   3.1   2.5e-07   32.7   3.1   2.4   1   1   1   2   2   1   1 -
g5304.t1             -          PF13516_full         -            2.6e-07   32.7  33.2      0.83   11.8   0.1   8.2   3   2   6   9   9   7   2 -
g43694.t1            -          PF13516_full         -            2.6e-07   32.7   0.2     0.055   15.6   0.0   3.7   2   1   2   4   4   3   2 -
g35108.t1            -          PF13516_full         -            3.2e-07   32.4  18.8      0.58   12.3   0.6   6.5   6   1   1   7   7   6   2 -
g41573.t1            -          PF13516_full         -            3.2e-07   32.4  45.7       2.3   10.4   0.0  11.1   5   2   7  12  12   9   1 -
g44965.t1            -          PF13516_full         -            3.3e-07   32.3  25.9     0.027   16.6   0.2   5.6   4   2   2   6   6   4   2 -
g27791.t1            -          PF13516_full         -            3.4e-07   32.3  16.9      0.46   12.7   0.3   6.0   5   2   0   5   5   5   2 -
g80613.t1            -          PF13516_full         -            4.4e-07   31.9  11.8     0.069   15.3   0.0   5.7   4   2   2   6   6   5   1 -
g70280.t1            -          PF13516_full         -            4.4e-07   31.9  24.8      0.53   12.5   1.0   4.9   3   2   1   4   4   4   3 -
g10209.t1            -          PF13516_full         -              5e-07   31.8  58.4      0.16   14.2   0.2  13.9  10   4   5  15  15  11   2 -
g54946.t1            -          PF13516_full         -              5e-07   31.7  20.8      0.25   13.5   0.3   6.2   5   1   1   6   6   5   1 -
g28804.t1            -          PF13516_full         -            5.3e-07   31.7  23.6      0.64   12.2   0.1   7.9   5   2   3   8   8   6   1 -
g65287.t1            -          PF13516_full         -            7.6e-07   31.2  34.3       0.2   13.8   0.2   7.4   5   2   3   8   8   7   1 -
g65288.t1            -          PF13516_full         -            7.6e-07   31.2  34.3       0.2   13.8   0.2   7.4   5   2   3   8   8   7   1 -
g44004.t1            -          PF13516_full         -            7.8e-07   31.1  20.9      0.25   13.5   0.3   6.1   5   1   1   6   6   5   1 -
g54948.t1            -          PF13516_full         -            7.8e-07   31.1  20.9      0.25   13.5   0.3   6.1   5   1   1   6   6   5   1 -
g78900.t1            -          PF13516_full         -            7.8e-07   31.1  20.9      0.25   13.5   0.3   6.1   5   1   1   6   6   5   1 -
g32562.t1            -          PF13516_full         -            8.1e-07   31.1  21.5      0.91   11.7   0.8   7.4   4   3   3   7   7   6   1 -
g79421.t1            -          PF13516_full         -            1.3e-06   30.4  25.2     0.042   16.0   1.6   5.4   3   2   2   5   5   4   2 -
g27198.t1            -          PF13516_full         -            1.8e-06   30.0  19.7      0.56   12.4   0.5   5.7   2   1   3   5   5   5   1 -
g10548.t1            -          PF13516_full         -              2e-06   29.9   6.4       3.2    9.9   0.1   6.4   5   1   2   7   7   5   0 -
g83993.t1            -          PF13516_full         -            2.3e-06   29.6  11.9       2.1   10.5   0.0   6.3   4   2   3   7   7   4   2 -
g60694.t1            -          PF13516_full         -            2.5e-06   29.5  15.0       5.2    9.3   0.1   5.7   5   0   0   5   5   5   0 -
g80479.t1            -          PF13516_full         -            2.6e-06   29.5  33.1      0.41   12.8   0.1   7.9   4   2   4   8   8   6   3 -
g60693.t1            -          PF13516_full         -              3e-06   29.3  15.0       5.3    9.3   0.1   5.7   5   0   0   5   5   5   0 -
g64421.t4            -          PF13516_full         -            3.2e-06   29.2  18.4       1.2   11.4   0.2   6.1   5   1   1   6   6   5   1 -
g26713.t1            -          PF13516_full         -            7.5e-06   28.0  71.0      0.41   12.8   0.4  12.5   7   4   6  13  13  10   2 -
g65876.t1            -          PF13516_full         -            8.6e-06   27.8  23.0         5    9.3   0.1   6.9   6   2   1   7   7   5   0 -
g66447.t1            -          PF13516_full         -            1.3e-05   27.2  16.7       6.2    9.0   0.0   7.4   7   1   1   8   8   6   0 -
g83994.t1            -          PF13516_full         -            1.4e-05   27.1  17.4     0.015   17.4   0.1   6.0   4   1   3   7   7   5   1 -
g34191.t1            -          PF13516_full         -            1.7e-05   26.8   8.6       5.1    9.3   0.1   5.3   3   1   2   5   5   4   0 -
g48169.t1            -          PF13516_full         -            2.9e-05   26.1  14.2      0.17   14.0   0.7   4.4   2   2   2   4   4   4   1 -
g62225.t2            -          PF13516_full         -            2.9e-05   26.1  19.1       0.2   13.8   1.7   5.6   3   2   2   5   5   4   2 -
g74033.t1            -          PF13516_full         -            3.2e-05   26.0   8.9     0.084   15.0   1.3   4.4   3   2   2   5   5   3   1 -
g62224.t1            -          PF13516_full         -            3.8e-05   25.7  19.1      0.21   13.8   1.6   5.6   3   2   2   5   5   4   2 -
g62225.t1            -          PF13516_full         -            3.8e-05   25.7  19.1      0.21   13.8   1.6   5.6   3   2   2   5   5   4   2 -
g64421.t1            -          PF13516_full         -              4e-05   25.7  23.6       1.6   10.9   0.0   6.8   5   1   2   7   7   6   1 -
g76564.t1            -          PF13516_full         -            4.5e-05   25.5   1.3      0.82   11.9   0.4   3.2   1   1   2   3   3   3   1 -
g34195.t1            -          PF13516_full         -            6.8e-05   24.9   5.5      0.45   12.7   0.8   3.3   1   1   1   3   3   3   1 -
g29417.t1            -          PF13516_full         -            8.4e-05   24.6   3.1   0.00012   24.1   2.2   1.8   1   1   1   2   2   1   1 -
g76567.t1            -          PF13516_full         -              9e-05   24.5   2.5       1.2   11.3   0.7   3.7   1   1   3   4   4   3   1 -
g44968.t1            -          PF13516_full         -             0.0001   24.4  20.2     0.062   15.4   0.2   4.9   4   1   1   5   5   3   2 -
g34196.t1            -          PF13516_full         -            0.00013   24.0   5.4      0.57   12.4   0.8   3.4   1   1   2   3   3   3   1 -
g32168.t1            -          PF13516_full         -            0.00013   24.0   1.1       2.5   10.3   0.0   4.7   3   2   2   5   5   4   1 -
g11928.t1            -          PF13516_full         -            0.00013   24.0  12.8        16    7.7   0.0   6.1   3   1   2   5   5   5   0 -
g48735.t1            -          PF13516_full         -            0.00013   24.0  25.6        11    8.3   0.3   6.7   5   1   2   7   7   6   0 -
g56397.t1            -          PF13516_full         -            0.00016   23.8   4.7        15    7.8   0.0   5.2   4   1   1   5   5   5   0 -
g26147.t1            -          PF13516_full         -            0.00016   23.8   8.2       0.4   12.8   0.0   5.6   3   2   2   5   5   5   1 -
g28938.t1            -          PF13516_full         -            0.00017   23.7   9.8       3.1   10.0   0.0   5.0   5   0   0   5   5   5   0 -
g64790.t1            -          PF13516_full         -            0.00017   23.7   7.7        15    7.8   0.0   6.3   7   0   0   7   7   5   0 -
g48168.t1            -          PF13516_full         -            0.00017   23.6  35.5      0.61   12.3   0.8   7.9   5   3   3   8   8   7   1 -
g46791.t1            -          PF13516_full         -            0.00017   23.6  35.4     0.015   17.4   2.8   6.2   3   1   4   7   7   5   2 -
g48735.t3            -          PF13516_full         -            0.00019   23.5  25.6        11    8.2   0.3   6.6   5   1   2   7   7   6   0 -
g80166.t1            -          PF13516_full         -            0.00023   23.2  10.3      0.25   13.5   0.3   3.5   3   1   1   4   4   3   1 -
g48735.t2            -          PF13516_full         -            0.00023   23.2  25.7        12    8.2   0.3   6.6   5   1   2   7   7   6   0 -
g29956.t1            -          PF13516_full         -            0.00024   23.2   0.3    0.0026   19.9   0.1   2.6   1   1   1   2   2   2   1 -
g8303.t1             -          PF13516_full         -            0.00025   23.1  10.4        12    8.1   0.1   5.6   4   1   2   6   6   4   0 -
g67909.t1            -          PF13516_full         -            0.00025   23.1  25.3      0.99   11.6   4.1   5.9   2   2   4   6   6   6   1 -
g72063.t1            -          PF13516_full         -            0.00029   22.9  15.4       4.8    9.4   3.2   5.0   5   0   0   5   5   4   0 -
g7892.t1             -          PF13516_full         -            0.00031   22.8  15.9       3.5    9.8   0.3   5.6   4   2   2   6   6   4   0 -
g78115.t1            -          PF13516_full         -            0.00034   22.7   1.3    0.0044   19.1   0.2   3.1   2   1   1   3   3   1   1 -
g14962.t1            -          PF13516_full         -            0.00045   22.3  35.5       3.2   10.0   0.3   6.6   3   2   4   7   7   6   0 -
g72063.t2            -          PF13516_full         -            0.00046   22.3  15.4       5.3    9.3   3.2   4.9   5   0   0   5   5   4   0 -
g72063.t3            -          PF13516_full         -            0.00047   22.2  15.4       5.3    9.3   3.2   4.9   5   0   0   5   5   4   0 -
g46516.t1            -          PF13516_full         -            0.00051   22.1  13.0     0.008   18.3   0.2   3.4   2   1   1   3   3   2   2 -
g70892.t1            -          PF13516_full         -            0.00052   22.1   9.0      0.05   15.7   0.5   4.8   3   1   1   4   4   2   1 -
g56392.t1            -          PF13516_full         -            0.00053   22.1   4.7        20    7.4   0.0   5.2   4   1   1   5   5   5   0 -
g52738.t1            -          PF13516_full         -            0.00066   21.8  12.2      0.66   12.2   0.9   4.0   2   1   1   3   3   3   2 -
g5302.t1             -          PF13516_full         -            0.00068   21.7   2.2     0.096   14.8   0.4   2.4   1   1   1   2   2   2   1 -
g50953.t1            -          PF13516_full         -            0.00074   21.6  23.4      0.47   12.6   0.1   6.7   6   1   2   8   8   5   2 -
g58039.t1            -          PF13516_full         -            0.00077   21.5   2.0       2.7   10.2   0.0   3.6   4   1   0   4   4   2   0 -
