#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g4901.t2             -          PF00560_full         -            5.3e-42  143.2 111.0   2.1e-05   25.7   6.0  15.6   2   2   9  12  12  12  10 -
g4901.t1             -          PF00560_full         -            7.4e-42  142.8 110.8   3.8e-05   24.9   6.2  15.6   2   2  10  13  13  13  10 -
g27345.t1            -          PF00560_full         -            0.00036   21.8  37.2       0.3   12.4   1.9   5.6   3   3   1   4   4   4   2 -
g12527.t2            -          PF00560_full         -            0.00036   21.8  73.3     0.068   14.5   2.6  10.1   1   1   8  10  10   9   3 -
g3221.t1             -          PF00560_full         -            0.00037   21.7  42.4      0.81   11.0   0.1   9.0   1   1   7   9   9   9   1 -
g2233.t1             -          PF00560_full         -            0.00038   21.7   6.7      0.11   13.9   0.0   3.8   1   1   2   3   3   3   1 -
g2196.t1             -          PF00560_full         -            0.00053   21.2  42.5         2    9.7   2.3   8.2   3   2   5   8   8   7   1 -
g31243.t1            -          PF00560_full         -            0.00055   21.2  23.6      0.42   12.0   0.5   5.8   1   1   4   5   5   5   2 -
g13758.t1            -          PF00560_full         -            0.00062   21.0  27.9      0.21   12.9   0.8   5.0   2   1   4   6   6   4   2 -
g3221.t4             -          PF00560_full         -            0.00064   21.0  29.9       7.9    7.9   7.5   6.8   1   1   6   7   7   7   0 -
g3221.t3             -          PF00560_full         -            0.00065   21.0  43.2      0.78   11.1   0.1   9.0   1   1   7   9   9   9   1 -
g27345.t2            -          PF00560_full         -            0.00068   20.9  34.4      0.31   12.4   1.9   5.4   3   3   1   4   4   4   2 -
g30517.t1            -          PF00560_full         -            0.00073   20.8  40.2      0.74   11.2   8.9   6.5   1   1   5   6   6   6   1 -
g9374.t1             -          PF00560_full         -            0.00088   20.5  24.9    0.0058   17.9   0.5   5.0   1   1   2   4   4   4   1 -
g26594.t1            -          PF00560_full         -              0.001   20.3  13.5        12    7.3   0.0   5.7   2   1   4   6   6   5   0 -
g39915.t1            -          PF00560_full         -             0.0011   20.3  17.2         1   10.7   0.3   3.9   1   1   3   4   4   3   1 -
g12527.t1            -          PF00560_full         -             0.0011   20.3  74.3     0.062   14.6   2.5  10.0   1   1  10  11  11  10   3 -
g38602.t1            -          PF00560_full         -             0.0013   20.0   1.9       1.8    9.9   0.3   2.7   2   0   0   2   2   2   1 -
g42720.t1            -          PF00560_full         -             0.0015   19.8  28.9    0.0093   17.3   0.4   4.9   1   1   3   4   4   4   2 -
g4011.t2             -          PF00560_full         -             0.0017   19.6  18.0      0.25   12.7   1.1   3.9   1   1   2   3   3   3   2 -
g26365.t1            -          PF00560_full         -             0.0019   19.5   3.4       0.9   10.9   0.5   2.6   2   1   1   3   3   2   1 -
g26600.t1            -          PF00560_full         -             0.0024   19.1  16.6      0.96   10.8   0.1   5.7   1   1   5   7   7   5   1 -
g9457.t1             -          PF00560_full         -             0.0025   19.1   7.3    0.0025   19.1   7.3   5.8   1   1   6   7   7   7   1 -
g1760.t1             -          PF00560_full         -             0.0029   18.9   9.7     0.061   14.6   0.6   2.7   1   1   1   2   2   2   1 -
g3059.t1             -          PF00560_full         -             0.0033   18.7   7.3     0.059   14.7   0.6   3.3   1   1   2   3   3   3   1 -
g24978.t1            -          PF00560_full         -             0.0038   18.5   7.4    0.0053   18.0   5.4   2.1   1   1   0   1   1   1   1 -
g35655.t1            -          PF00560_full         -             0.0044   18.3  12.4     0.055   14.8   0.1   4.0   1   1   3   4   4   4   1 -
g27342.t2            -          PF00560_full         -             0.0045   18.3  36.0     0.013   16.8   7.7   5.8   3   2   1   5   5   5   2 -
g25059.t1            -          PF00560_full         -             0.0046   18.2  33.4      0.27   12.6   0.5   8.4   3   2   6   9   9   8   2 -
g9374.t2             -          PF00560_full         -             0.0046   18.2   0.2    0.0046   18.2   0.2   5.4   2   1   2   5   5   4   1 -
g23623.t1            -          PF00560_full         -             0.0047   18.2  10.9       1.7   10.0   1.5   4.1   1   1   2   3   3   3   1 -
g2209.t1             -          PF00560_full         -             0.0047   18.2   8.4       1.4   10.3   6.2   2.7   1   1   1   2   2   2   1 -
g2229.t2             -          PF00560_full         -             0.0051   18.1  13.7       1.2   10.5   3.1   3.8   1   1   1   2   2   2   1 -
g24474.t1            -          PF00560_full         -             0.0052   18.0  17.5      0.48   11.7   0.3   5.6   3   2   2   5   5   5   1 -
g43431.t1            -          PF00560_full         -             0.0054   18.0  17.2      0.22   12.8   2.6   3.6   1   1   2   3   3   3   1 -
g26593.t1            -          PF00560_full         -             0.0055   18.0  19.4       5.8    8.3   0.0   6.4   2   2   3   6   6   4   0 -
g38876.t1            -          PF00560_full         -             0.0063   17.8  41.3       3.3    9.1   0.3   8.1   2   2   4   6   6   6   0 -
g2229.t1             -          PF00560_full         -             0.0064   17.8  13.6       3.3    9.0   3.2   4.2   1   1   2   3   3   3   0 -
g12286.t1            -          PF00560_full         -             0.0068   17.7  18.8        32    5.9   0.0   4.2   1   1   2   3   3   3   0 -
g40289.t1            -          PF00560_full         -             0.0094   17.2   5.1    0.0094   17.2   5.1   7.2   2   2   3   5   5   5   1 -
g39824.t1            -          PF00560_full         -               0.01   17.1  29.6       1.7   10.0   0.1   7.1   1   1   6   7   7   6   0 -
g19752.t1            -          PF00560_full         -              0.011   17.1   5.9     0.055   14.8   1.3   2.9   2   1   1   3   3   2   0 -
g32093.t2            -          PF00560_full         -              0.012   16.9  29.2     0.083   14.2   8.4   4.4   1   1   4   5   5   5   0 -
g27342.t1            -          PF00560_full         -              0.012   16.8   7.6     0.012   16.8   7.6   5.0   2   2   1   4   4   4   0 -
g18202.t1            -          PF00560_full         -              0.013   16.8  21.3     0.054   14.8   7.1   4.0   2   1   2   4   4   3   0 -
g2215.t1             -          PF00560_full         -              0.014   16.7   4.5       2.9    9.2   3.0   3.3   1   1   1   2   2   2   0 -
g25944.t1            -          PF00560_full         -              0.021   16.1   9.6      0.76   11.1   1.0   2.9   1   1   1   2   2   2   0 -
g12285.t1            -          PF00560_full         -              0.022   16.1   6.2     0.022   16.1   6.2   7.5   1   1   7   8   8   8   0 -
g43990.t1            -          PF00560_full         -              0.022   16.0   1.2     0.022   16.0   1.2   6.2   1   1   4   5   5   4   0 -
g38812.t1            -          PF00560_full         -              0.024   15.9  18.6       3.3    9.1   0.2   5.3   1   1   2   5   5   5   0 -
g5802.t1             -          PF00560_full         -              0.038   15.3  18.2       3.1    9.1   2.6   4.6   2   1   3   5   5   3   0 -
g25064.t1            -          PF00560_full         -              0.042   15.1  43.9       1.9    9.8   1.2   8.3   5   3   3   8   8   7   0 -
g27347.t1            -          PF00560_full         -              0.049   14.9  11.0     0.057   14.7   4.8   3.0   2   1   1   3   3   3   0 -
g31596.t1            -          PF00560_full         -               0.05   14.9   0.2       1.5   10.1   0.0   2.5   2   0   0   2   2   2   0 -
g5580.t1             -          PF00560_full         -              0.062   14.6  18.1      0.14   13.5   2.1   5.8   4   2   2   6   6   4   0 -
g34099.t2            -          PF00560_full         -              0.063   14.6   1.0     0.098   14.0   1.0   1.4   1   0   0   1   1   1   0 -
g12920.t1            -          PF00560_full         -              0.065   14.6  22.2      0.24   12.7   1.7   4.2   1   1   2   3   3   3   0 -
g1691.t1             -          PF00560_full         -              0.072   14.4   0.0        29    6.1   0.0   2.8   2   1   0   2   2   2   0 -
g33950.t1            -          PF00560_full         -              0.073   14.4  26.7       1.4   10.3   3.1   4.1   1   1   3   4   4   4   0 -
g9858.t1             -          PF00560_full         -              0.094   14.0   0.3       1.7   10.0   0.0   2.5   2   0   0   2   2   2   0 -
g13766.t1            -          PF00560_full         -              0.096   14.0  33.3      0.57   11.5   0.2   7.0   1   1   5   6   6   6   0 -
g38811.t1            -          PF00560_full         -              0.096   14.0  33.3      0.57   11.5   0.2   7.0   1   1   5   6   6   6   0 -
g32037.t1            -          PF00560_full         -               0.11   13.8   5.3       1.5   10.2   0.2   4.3   2   1   2   4   4   3   0 -
g24991.t1            -          PF00560_full         -               0.12   13.7   0.3      0.12   13.7   0.3   3.0   3   0   0   3   3   2   0 -
g4621.t2             -          PF00560_full         -               0.14   13.5   9.2      0.38   12.1   0.1   4.1   2   1   1   3   3   3   0 -
g12292.t1            -          PF00560_full         -               0.17   13.2   4.6         6    8.2   0.1   3.2   2   1   1   3   3   2   0 -
g16361.t2            -          PF00560_full         -               0.17   13.2  13.0        51    5.2  10.3   3.8   1   1   1   2   2   2   0 -
g39113.t1            -          PF00560_full         -               0.18   13.1  14.8        18    6.7   3.2   5.3   1   1   3   5   5   3   0 -
g10822.t2            -          PF00560_full         -               0.18   13.1  25.0      0.51   11.7   4.6   4.4   1   1   4   5   5   4   0 -
g23010.t1            -          PF00560_full         -               0.21   12.9   0.2      0.41   12.0   0.2   1.4   1   0   0   1   1   1   0 -
g4621.t1             -          PF00560_full         -               0.22   12.8   9.1      0.44   11.9   0.2   4.0   2   1   1   3   3   3   0 -
g32093.t1            -          PF00560_full         -               0.28   12.5  34.7       4.5    8.6   6.9   4.7   2   1   3   5   5   4   0 -
g10822.t1            -          PF00560_full         -               0.28   12.5  24.0      0.46   11.8   3.7   4.3   1   1   4   5   5   4   0 -
g14490.t1            -          PF00560_full         -               0.28   12.5   3.6       0.3   12.4   0.5   2.7   3   1   0   3   3   1   0 -
g39796.t1            -          PF00560_full         -               0.34   12.3  24.8       2.8    9.3   0.9   6.2   1   1   3   5   5   5   0 -
g27348.t1            -          PF00560_full         -               0.34   12.2  10.0     0.055   14.8   4.4   2.4   1   1   1   2   2   1   0 -
g15656.t1            -          PF00560_full         -               0.36   12.1  23.1        11    7.4   1.0   5.4   1   1   4   5   5   5   0 -
g16372.t1            -          PF00560_full         -               0.43   11.9  18.0       3.2    9.1   5.0   4.4   1   1   2   3   3   3   0 -
g16361.t1            -          PF00560_full         -               0.43   11.9  12.7        17    6.7   8.2   3.6   1   1   1   2   2   2   0 -
g3869.t2             -          PF00560_full         -                0.5   11.7  20.3      0.09   14.1   1.2   3.7   1   1   2   3   3   3   0 -
g4899.t1             -          PF00560_full         -               0.53   11.6   2.6        42    5.5   1.2   3.3   2   1   1   3   3   3   0 -
g3869.t1             -          PF00560_full         -               0.55   11.6  37.9     0.076   14.3   2.9   5.3   1   1   4   5   5   5   0 -
g30474.t1            -          PF00560_full         -               0.56   11.5   5.7       0.6   11.4   1.1   2.7   1   1   1   2   2   2   0 -
g42435.t1            -          PF00560_full         -               0.75   11.1   2.4        26    6.2   0.4   2.8   2   1   1   3   3   2   0 -
g37698.t1            -          PF00560_full         -               0.91   10.9   8.9        72    4.8   0.0   4.6   2   1   2   5   5   4   0 -
g28628.t1            -          PF00560_full         -                  1   10.7   6.7       4.9    8.5   6.7   2.1   1   1   0   1   1   1   0 -
g6763.t1             -          PF00560_full         -                  1   10.7   2.9         3    9.2   0.6   2.4   1   1   1   2   2   2   0 -
g13764.t1            -          PF00560_full         -                1.1   10.6  37.4       8.6    7.7   0.8   6.7   1   1   4   5   5   5   0 -
g30684.t2            -          PF00560_full         -                1.1   10.6   7.1      0.41   12.0   0.9   2.5   1   1   1   2   2   2   0 -
g13767.t1            -          PF00560_full         -                1.2   10.5   6.9       6.4    8.1   0.1   3.3   1   1   1   3   3   3   0 -
g37827.t1            -          PF00560_full         -                1.2   10.5  15.7       1.4   10.3   0.8   4.0   3   2   1   4   4   2   0 -
g17588.t1            -          PF00560_full         -                1.4   10.3   9.7      0.53   11.6   0.6   3.0   1   1   0   2   2   2   0 -
g17588.t2            -          PF00560_full         -                1.4   10.2   9.8      0.54   11.6   0.7   3.0   1   1   0   2   2   2   0 -
g35652.t1            -          PF00560_full         -                1.5   10.1  20.3      0.12   13.6   3.2   3.8   4   1   0   4   4   2   0 -
g37055.t1            -          PF00560_full         -                1.6   10.1  16.0      0.41   12.0   2.0   4.8   3   1   2   5   5   2   0 -
g30684.t1            -          PF00560_full         -                1.8    9.9   7.0      0.47   11.8   0.7   2.4   1   1   1   2   2   2   0 -
g24643.t1            -          PF00560_full         -                1.9    9.8  11.5        43    5.5   0.0   4.7   1   1   2   4   4   3   0 -
g20612.t1            -          PF00560_full         -                1.9    9.8  20.1         1   10.7   3.7   3.5   2   1   1   3   3   2   0 -
g43059.t1            -          PF00560_full         -                2.3    9.6   7.0      0.98   10.8   0.7   2.5   1   1   1   2   2   2   0 -
g6277.t1             -          PF00560_full         -                2.3    9.5  28.5        43    5.5   0.2   7.2   5   3   2   7   7   5   0 -
g3229.t1             -          PF00560_full         -                3.1    9.2  13.4      0.16   13.3   3.4   3.2   3   0   0   3   3   2   0 -
g39112.t1            -          PF00560_full         -                3.2    9.1  16.5        13    7.1   0.1   4.9   2   1   3   5   5   3   0 -
g9903.t1             -          PF00560_full         -                3.5    9.0  11.0       3.5    9.0   9.0   2.1   1   1   2   3   3   1   0 -
g1267.t1             -          PF00560_full         -                3.9    8.8  36.3      0.53   11.6   0.8   6.6   1   1   3   5   5   5   0 -
g7393.t1             -          PF00560_full         -                4.6    8.6   8.2   1.2e+02    4.1   0.1   3.3   1   1   1   3   3   3   0 -
g3048.t1             -          PF00560_full         -                6.3    8.2  11.4        70    4.8   0.1   4.3   1   1   3   4   4   4   0 -
g16517.t1            -          PF00560_full         -                6.9    8.0   8.2        14    7.0   7.6   1.9   1   1   0   1   1   1   0 -
g38466.t1            -          PF00560_full         -                7.9    7.8  23.2       7.6    7.9   6.6   3.8   2   1   2   4   4   3   0 -
g23396.t3            -          PF00560_full         -                  8    7.8   9.0        22    6.4   1.0   3.1   2   1   1   3   3   2   0 -
g23396.t2            -          PF00560_full         -                9.1    7.6   9.8        16    6.9   0.8   3.2   2   1   1   3   3   2   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF00560_full_profile.hmm
# Target file:     ../input/braker_aa_files/fungia_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/fungia_soft_mask_braker_PF00560_full_profile_hmmer_braker3_results.txt ../output/PF00560_full_profile.hmm ../input/braker_aa_files/fungia_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:43:24 2024
# [ok]
