#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g9633.t1             -          PF00560_full         -            9.4e-35  119.6 100.7   2.8e-05   25.1   5.8  18.2   3   3  12  16  16  16   7 -
g22345.t1            -          PF00560_full         -            2.5e-06   28.4  17.7     0.018   16.0   0.0   6.0   3   2   3   6   6   5   2 -
g1930.t1             -          PF00560_full         -            3.5e-06   27.9  23.3    0.0042   18.1   6.8   4.3   1   1   3   4   4   4   2 -
g10591.t1            -          PF00560_full         -            3.7e-06   27.9  73.0     0.028   15.4   2.1   9.9   1   1   7   9   9   9   3 -
g15497.t1            -          PF00560_full         -            4.2e-06   27.7  19.3     0.022   15.7   0.3   5.6   4   2   2   6   6   4   2 -
g18178.t1            -          PF00560_full         -            5.4e-06   27.3  34.1    0.0033   18.4   4.1   6.3   2   1   4   7   7   6   4 -
g13060.t2            -          PF00560_full         -            1.4e-05   26.0  23.4     0.045   14.7   0.1   8.0   5   1   4   9   9   6   1 -
g13881.t1            -          PF00560_full         -            1.7e-05   25.7   8.4     0.078   14.0   0.2   4.0   2   1   2   4   4   3   2 -
g19234.t6            -          PF00560_full         -            1.9e-05   25.5  43.5         1   10.4  13.3   6.7   1   1   5   6   6   6   1 -
g23700.t1            -          PF00560_full         -            2.1e-05   25.5  20.8      0.31   12.1   3.7   4.2   1   1   3   4   4   4   3 -
g14555.t1            -          PF00560_full         -            2.5e-05   25.2   6.3   2.5e-05   25.2   6.3   6.7   3   3   3   6   6   4   2 -
g15896.t1            -          PF00560_full         -            3.6e-05   24.7  17.2    0.0011   19.9   1.9   4.2   1   1   3   4   4   3   1 -
g19234.t2            -          PF00560_full         -            3.6e-05   24.7  56.9      0.35   11.9  12.6   8.1   1   1   7   8   8   8   1 -
g13060.t1            -          PF00560_full         -            4.6e-05   24.3  23.5     0.051   14.6   0.1   7.8   5   1   4   9   9   5   1 -
g15532.t1            -          PF00560_full         -              7e-05   23.8  50.1     0.035   15.1   3.2   8.4   3   2   3   7   7   7   3 -
g16250.t1            -          PF00560_full         -            7.2e-05   23.7  11.2      0.72   10.9   0.2   5.8   5   1   1   6   6   4   1 -
g1689.t3             -          PF00560_full         -             0.0001   23.2  25.9    0.0011   20.0   2.6   4.6   1   1   3   4   4   3   2 -
g3932.t1             -          PF00560_full         -            0.00011   23.1  42.3   0.00028   21.8   1.6   6.8   2   2   4   7   7   5   2 -
g18289.t1            -          PF00560_full         -            0.00013   22.9  27.2      0.29   12.2   1.6   6.5   1   1   6   7   7   5   2 -
g33359.t1            -          PF00560_full         -            0.00013   22.9  19.7      0.25   12.3   5.8   3.7   1   1   2   3   3   3   2 -
g18178.t2            -          PF00560_full         -            0.00015   22.7  44.6    0.0021   19.0   3.9   8.1   2   1   4   7   7   6   3 -
g1689.t1             -          PF00560_full         -             0.0002   22.3  25.6    0.0013   19.7   2.9   4.5   1   1   2   4   4   4   2 -
g17923.t1            -          PF00560_full         -            0.00023   22.1  27.8       2.8    9.0   0.0   9.1   1   1   9  10  10   8   0 -
g34147.t1            -          PF00560_full         -            0.00023   22.1  12.6       3.1    8.9   5.6   5.6   1   1   4   5   5   5   0 -
g19234.t1            -          PF00560_full         -            0.00024   22.0  56.1      0.14   13.2   6.5   7.9   1   1   7   8   8   7   1 -
g17460.t1            -          PF00560_full         -            0.00028   21.8  17.8     0.016   16.2   2.6   4.2   1   1   1   3   3   3   1 -
g17613.t1            -          PF00560_full         -            0.00028   21.8   4.0   0.00028   21.8   4.0   5.4   1   1   6   7   7   7   1 -
g12514.t1            -          PF00560_full         -            0.00029   21.8  28.5      0.51   11.4   7.6   4.6   1   1   3   4   4   4   2 -
g27728.t1            -          PF00560_full         -            0.00031   21.7  12.4         2    9.4   0.2   5.7   1   1   6   7   7   6   1 -
g24268.t1            -          PF00560_full         -            0.00032   21.6  30.0     0.014   16.4   3.1   4.6   1   1   3   4   4   3   2 -
g1438.t1             -          PF00560_full         -            0.00033   21.6  31.6      0.35   11.9   0.3   6.4   1   1   4   6   6   6   1 -
g8980.t1             -          PF00560_full         -            0.00035   21.5  18.5      0.49   11.4   0.3   4.1   1   1   1   3   3   3   2 -
g14076.t1            -          PF00560_full         -            0.00037   21.4  21.6       0.2   12.6   4.5   5.5   2   1   2   5   5   4   1 -
g24486.t1            -          PF00560_full         -            0.00041   21.3   2.4       2.4    9.2   0.1   4.1   3   1   1   4   4   3   0 -
g11958.t1            -          PF00560_full         -            0.00043   21.2  13.4     0.004   18.1   0.2   3.7   1   1   2   3   3   3   1 -
g1689.t2             -          PF00560_full         -            0.00069   20.6  28.7    0.0015   19.5   2.8   5.1   2   1   2   5   5   4   2 -
g7499.t1             -          PF00560_full         -            0.00087   20.3  14.7       0.9   10.6   3.6   4.3   2   1   1   3   3   3   2 -
g22605.t1            -          PF00560_full         -            0.00094   20.1  23.2     0.047   14.7   0.9   6.5   1   1   4   6   6   5   1 -
g5563.t2             -          PF00560_full         -              0.001   20.1  11.4     0.004   18.1   4.7   3.1   1   1   2   3   3   3   1 -
g20762.t2            -          PF00560_full         -             0.0011   19.9  37.0       1.8    9.6   4.7   6.5   1   1   5   6   6   5   1 -
g11452.t2            -          PF00560_full         -             0.0012   19.8  30.8      0.35   11.9   7.1   4.7   2   2   2   5   5   4   1 -
g17991.t1            -          PF00560_full         -             0.0013   19.6  16.5      0.34   11.9   0.1   4.9   1   1   3   4   4   4   1 -
g31629.t1            -          PF00560_full         -             0.0014   19.6  14.3      0.43   11.6   7.6   3.0   2   1   1   3   3   3   2 -
g17991.t3            -          PF00560_full         -             0.0014   19.5  17.3       0.3   12.1   0.1   5.0   1   1   3   4   4   4   1 -
g18145.t1            -          PF00560_full         -             0.0017   19.3  13.9       1.9    9.5   0.1   4.8   3   1   2   5   5   4   1 -
g18137.t1            -          PF00560_full         -             0.0018   19.2  13.4       1.9    9.5   0.1   4.8   3   1   2   5   5   4   1 -
g24268.t2            -          PF00560_full         -             0.0021   19.0  33.7     0.024   15.6   3.1   4.9   2   1   2   5   5   3   2 -
g5563.t1             -          PF00560_full         -             0.0024   18.8  11.3    0.0028   18.6   3.0   3.1   1   1   2   3   3   3   1 -
g11452.t3            -          PF00560_full         -             0.0025   18.8  30.8      0.47   11.5   6.9   4.8   2   2   2   5   5   4   1 -
g16328.t2            -          PF00560_full         -             0.0025   18.8  28.3     0.029   15.4   3.6   4.6   1   1   2   3   3   3   1 -
g18620.t1            -          PF00560_full         -             0.0027   18.7   8.8       1.2   10.2   0.3   4.2   1   1   3   4   4   4   1 -
g17460.t2            -          PF00560_full         -             0.0028   18.6  23.3    0.0099   16.9   2.6   4.5   2   1   1   4   4   3   1 -
g22396.t1            -          PF00560_full         -             0.0032   18.4   5.6       2.3    9.2   0.1   4.3   4   1   1   5   5   3   0 -
g17991.t2            -          PF00560_full         -             0.0032   18.4  16.6      0.37   11.8   0.1   5.0   1   1   3   4   4   4   1 -
g14076.t2            -          PF00560_full         -             0.0032   18.4  22.4      0.15   13.0   3.4   5.8   1   1   3   4   4   4   1 -
g12730.t1            -          PF00560_full         -             0.0036   18.3  18.9      0.18   12.8   2.4   4.0   2   1   2   4   4   3   2 -
g3833.t1             -          PF00560_full         -             0.0047   17.9  27.4       2.1    9.4   0.4   6.9   2   2   5   7   7   7   1 -
g3284.t1             -          PF00560_full         -             0.0049   17.8  15.9       3.3    8.8   0.6   4.6   2   2   2   4   4   4   0 -
g3284.t2             -          PF00560_full         -              0.005   17.8  16.2       2.9    9.0   0.5   4.6   2   2   2   4   4   4   0 -
g16328.t1            -          PF00560_full         -             0.0058   17.6  26.7     0.075   14.0   3.6   4.5   1   1   3   4   4   4   1 -
g28229.t1            -          PF00560_full         -              0.006   17.6  23.8     0.017   16.1   1.8   5.5   1   1   3   5   5   4   1 -
g19861.t1            -          PF00560_full         -              0.007   17.3  27.9        32    5.6   0.1   9.2   4   2   6  10  10   9   0 -
g28228.t1            -          PF00560_full         -             0.0071   17.3   0.9    0.0071   17.3   0.9   7.1   1   1   4   7   7   6   2 -
g19234.t3            -          PF00560_full         -             0.0075   17.2  56.6      0.24   12.4   9.0   8.2   1   1   8   9   9   9   1 -
g26183.t1            -          PF00560_full         -             0.0085   17.1  16.4       2.9    8.9   0.5   4.6   2   2   2   4   4   4   0 -
g8055.t2             -          PF00560_full         -             0.0086   17.1  21.2      0.84   10.7   3.4   4.3   1   1   2   3   3   3   1 -
g26183.t2            -          PF00560_full         -             0.0092   17.0  16.8       2.8    9.0   0.5   4.6   2   2   2   4   4   4   0 -
g33239.t1            -          PF00560_full         -             0.0096   16.9   7.4     0.042   14.9   0.4   2.8   1   1   1   2   2   2   1 -
g1071.t2             -          PF00560_full         -               0.01   16.8  37.2       2.5    9.1   0.1   8.6   2   1   6   9   9   8   0 -
g1071.t1             -          PF00560_full         -               0.01   16.8  37.0       2.3    9.2   0.1   8.1   1   1   5   7   7   7   0 -
g3543.t1             -          PF00560_full         -              0.011   16.7  29.9     0.079   14.0   3.6   4.9   1   1   3   4   4   4   0 -
g17992.t1            -          PF00560_full         -              0.012   16.6   6.1      0.78   10.8   1.6   3.0   1   1   1   2   2   2   0 -
g4955.t2             -          PF00560_full         -              0.012   16.6  22.9      0.61   11.1   1.2   4.5   1   1   2   3   3   3   0 -
g2085.t1             -          PF00560_full         -              0.013   16.5  14.0      0.38   11.8   1.2   3.6   1   1   2   3   3   3   0 -
g7818.t1             -          PF00560_full         -              0.014   16.4  27.4     0.027   15.5   0.4   6.7   3   2   5   8   8   6   0 -
g34086.t1            -          PF00560_full         -              0.021   15.8  30.6      0.45   11.5   0.1   8.2   4   3   6  10  10   7   0 -
g1557.t1             -          PF00560_full         -              0.021   15.8  17.5      0.62   11.1   4.0   3.5   1   1   2   3   3   3   0 -
g8055.t1             -          PF00560_full         -              0.026   15.5  21.7       1.4   10.0   3.6   4.4   1   1   2   3   3   3   0 -
g11452.t1            -          PF00560_full         -              0.027   15.5  15.7      0.26   12.3   7.1   3.0   2   1   0   3   3   2   0 -
g25884.t2            -          PF00560_full         -              0.029   15.3   1.9     0.029   15.3   1.9   3.9   2   1   2   4   4   3   0 -
g18205.t1            -          PF00560_full         -              0.029   15.3   1.5     0.029   15.3   1.5   4.8   4   2   2   6   6   3   0 -
g19362.t1            -          PF00560_full         -               0.03   15.3   2.4     0.071   14.1   2.4   1.6   1   0   0   1   1   1   0 -
g33643.t1            -          PF00560_full         -               0.03   15.3   0.4      0.03   15.3   0.4   2.8   1   1   1   2   2   2   0 -
g21354.t1            -          PF00560_full         -              0.032   15.2   9.1       0.9   10.6   0.6   3.0   1   1   1   2   2   2   0 -
g8329.t1             -          PF00560_full         -              0.032   15.2  23.5       1.5    9.8   5.9   3.9   2   1   2   4   4   3   0 -
g1449.t1             -          PF00560_full         -              0.035   15.1  25.1       2.4    9.2   0.1   5.9   1   1   4   5   5   4   0 -
g17990.t3            -          PF00560_full         -              0.036   15.1  24.8      0.52   11.3   7.7   4.7   1   1   1   3   3   3   0 -
g17992.t2            -          PF00560_full         -              0.036   15.1   5.4       1.6    9.7   1.2   3.3   1   1   1   2   2   2   0 -
g7820.t1             -          PF00560_full         -              0.036   15.1   1.1     0.036   15.1   1.1   7.1   1   1   4   7   7   6   0 -
g25884.t1            -          PF00560_full         -              0.038   15.0   2.0     0.038   15.0   2.0   3.9   1   1   2   3   3   3   0 -
g24413.t1            -          PF00560_full         -              0.045   14.7  12.0       0.4   11.7   0.9   3.6   1   1   2   3   3   3   0 -
g533.t1              -          PF00560_full         -              0.052   14.6   5.2       3.8    8.6   0.2   3.3   2   1   1   3   3   2   0 -
g7818.t2             -          PF00560_full         -              0.053   14.5   0.5     0.053   14.5   0.5   7.4   4   3   5   9   9   7   0 -
g790.t1              -          PF00560_full         -              0.056   14.4  18.8       4.8    8.2   0.2   5.9   4   2   1   5   5   4   0 -
g11431.t1            -          PF00560_full         -              0.068   14.2   0.7     0.068   14.2   0.7   5.4   2   1   3   5   5   4   0 -
g33037.t1            -          PF00560_full         -               0.07   14.1   1.6      0.23   12.5   1.6   1.9   1   0   0   1   1   1   0 -
g17990.t1            -          PF00560_full         -              0.071   14.1  24.6      0.58   11.2   7.5   4.7   1   1   1   3   3   3   0 -
g17990.t2            -          PF00560_full         -              0.076   14.0  26.1      0.58   11.2   8.0   4.7   1   1   3   4   4   4   0 -
g32663.t1            -          PF00560_full         -              0.087   13.8   1.0     0.087   13.8   1.0   2.7   1   1   1   2   2   2   0 -
g19860.t1            -          PF00560_full         -              0.091   13.8   0.2     0.091   13.8   0.2   7.6   3   2   4   9   9   7   0 -
g33706.t1            -          PF00560_full         -              0.099   13.6  23.3       1.8    9.6   1.6   5.5   1   1   3   5   5   5   0 -
g12700.t2            -          PF00560_full         -               0.11   13.5  28.4      0.37   11.8   0.1   7.2   3   3   3   6   6   6   0 -
g5605.t1             -          PF00560_full         -               0.12   13.4  28.8      0.79   10.7   1.5   5.4   2   2   3   5   5   5   0 -
g8545.t1             -          PF00560_full         -               0.13   13.2  87.3      0.72   10.9   2.1  10.7   2   2   8  10  10   9   0 -
g20762.t1            -          PF00560_full         -               0.14   13.2  17.5       1.2   10.2   4.8   3.9   1   1   2   3   3   2   0 -
g13376.t1            -          PF00560_full         -               0.14   13.1   0.5      0.14   13.1   0.5   3.0   3   0   0   3   3   2   0 -
g8872.t1             -          PF00560_full         -               0.16   13.0   0.1      0.31   12.1   0.1   1.4   1   0   0   1   1   1   0 -
g25859.t1            -          PF00560_full         -               0.22   12.5   0.5      0.49   11.4   0.5   1.6   1   0   0   1   1   1   0 -
g13446.t2            -          PF00560_full         -               0.22   12.5  26.7        22    6.1   0.6   4.6   1   1   2   3   3   3   0 -
g18737.t1            -          PF00560_full         -               0.23   12.5   0.4      0.75   10.8   0.1   1.9   2   0   0   2   2   1   0 -
g12700.t1            -          PF00560_full         -               0.23   12.4  27.2      0.49   11.4   0.1   7.1   3   3   4   7   7   6   0 -
g18068.t1            -          PF00560_full         -               0.27   12.3  31.0       4.8    8.2   0.1   8.3   4   2   5   9   9   7   0 -
g19177.t1            -          PF00560_full         -               0.27   12.2   0.2        42    5.2   0.0   3.1   2   2   0   2   2   2   0 -
g10585.t1            -          PF00560_full         -               0.27   12.2  22.9       3.5    8.7   0.3   5.3   1   1   3   4   4   4   0 -
g23866.t1            -          PF00560_full         -               0.28   12.2  11.9         2    9.4   0.5   4.1   3   1   1   4   4   2   0 -
g33600.t2            -          PF00560_full         -               0.35   11.9  23.8       1.1   10.3   8.3   3.6   1   1   2   3   3   3   0 -
g10585.t2            -          PF00560_full         -               0.37   11.8  23.5       3.3    8.7   0.3   5.3   1   1   2   4   4   4   0 -
g17360.t1            -          PF00560_full         -               0.37   11.8  15.8      0.11   13.5   2.9   3.5   1   1   2   3   3   3   0 -
g11719.t1            -          PF00560_full         -               0.39   11.7  10.0       2.4    9.2   6.5   3.2   1   1   2   3   3   2   0 -
g34087.t1            -          PF00560_full         -               0.42   11.6  30.6      0.64   11.0   0.1   7.8   4   3   5   9   9   7   0 -
g24330.t1            -          PF00560_full         -               0.42   11.6  13.1       7.6    7.6   0.1   4.1   1   1   1   3   3   3   0 -
g13446.t1            -          PF00560_full         -               0.49   11.4  25.0        16    6.6   5.3   4.3   1   1   2   3   3   3   0 -
g20762.t3            -          PF00560_full         -               0.52   11.3  29.6      0.28   12.2   2.0   5.0   2   1   3   5   5   4   0 -
g14299.t1            -          PF00560_full         -               0.66   11.0   6.8      0.65   11.0   0.8   2.3   1   1   1   2   2   2   0 -
g971.t1              -          PF00560_full         -               0.79   10.8   8.9      0.88   10.6   0.2   3.6   3   2   1   4   4   2   0 -
g33122.t2            -          PF00560_full         -                0.8   10.7   9.6       6.2    7.9   0.9   2.9   1   1   1   2   2   2   0 -
g971.t2              -          PF00560_full         -               0.81   10.7   9.1      0.85   10.7   0.2   3.6   3   2   1   4   4   2   0 -
g7302.t1             -          PF00560_full         -               0.87   10.6   7.2       3.2    8.8   7.2   2.0   1   0   0   1   1   1   0 -
g33122.t1            -          PF00560_full         -               0.87   10.6   9.6       6.4    7.8   0.9   2.9   1   1   1   2   2   2   0 -
g7302.t3             -          PF00560_full         -                1.2   10.1   8.3       3.4    8.7   8.0   1.9   1   1   0   1   1   1   0 -
g33600.t1            -          PF00560_full         -                1.3   10.0  23.1       1.4   10.0   8.2   3.5   1   1   2   3   3   3   0 -
g12911.t1            -          PF00560_full         -                1.4   10.0   4.4       0.3   12.1   0.3   2.0   2   0   0   2   2   1   0 -
g14389.t2            -          PF00560_full         -                1.5    9.9  15.0      0.33   11.9   3.2   2.8   2   1   1   3   3   2   0 -
g13341.t2            -          PF00560_full         -                1.5    9.8  26.0       3.1    8.9   5.6   4.2   2   1   0   3   3   2   0 -
g28397.t1            -          PF00560_full         -                1.5    9.8  33.8       2.4    9.2   0.9   7.5   6   2   1   7   7   6   0 -
g33029.t2            -          PF00560_full         -                1.6    9.8  15.5         2    9.5   6.1   4.0   1   1   2   3   3   2   0 -
g7302.t2             -          PF00560_full         -                2.1    9.4   9.1       3.5    8.7   7.8   2.1   2   1   0   2   2   1   0 -
g16053.t1            -          PF00560_full         -                2.2    9.3  17.1       3.3    8.8   0.1   4.9   2   1   3   5   5   5   0 -
g18871.t2            -          PF00560_full         -                2.6    9.1   5.0        19    6.3   0.2   3.8   3   1   1   4   4   3   0 -
g33458.t1            -          PF00560_full         -                2.9    8.9  25.2        54    4.9   0.0   7.1   4   1   2   6   6   5   0 -
g28746.t2            -          PF00560_full         -                3.7    8.6   7.8         1   10.4   0.3   3.2   3   0   0   3   3   2   0 -
g28746.t1            -          PF00560_full         -                3.7    8.6   7.8         1   10.4   0.3   3.2   3   0   0   3   3   2   0 -
g23582.t2            -          PF00560_full         -                4.6    8.3  41.4      0.79   10.8   5.5   7.5   2   1   6   8   8   7   0 -
g23582.t3            -          PF00560_full         -                4.6    8.3  41.3      0.65   11.0   5.2   7.5   2   1   6   8   8   6   0 -
g16311.t1            -          PF00560_full         -                4.9    8.2  20.3        21    6.2   3.5   5.0   2   2   3   5   5   4   0 -
g9944.t1             -          PF00560_full         -                5.8    8.0   8.7        65    4.6   0.7   3.4   1   1   1   2   2   2   0 -
g7787.t1             -          PF00560_full         -                5.9    7.9  15.1        14    6.7   0.2   4.7   2   2   1   3   3   3   0 -
g9083.t1             -          PF00560_full         -                6.1    7.9  27.8        10    7.2   2.6   6.5   5   1   1   6   6   6   0 -
g13341.t1            -          PF00560_full         -                6.6    7.8  18.6        25    5.9   4.8   3.6   2   1   0   2   2   2   0 -
g4371.t4             -          PF00560_full         -                7.1    7.7  30.0      0.15   13.0   0.6   6.0   1   1   5   6   6   4   0 -
g14389.t1            -          PF00560_full         -                8.4    7.5  14.8       2.9    8.9  10.9   2.3   2   1   0   2   2   1   0 -
g24638.t1            -          PF00560_full         -                8.8    7.4  27.9      0.41   11.7   3.3   4.7   4   1   1   5   5   3   0 -
g18175.t1            -          PF00560_full         -                9.1    7.3  12.1   1.1e+02    3.9   6.8   3.8   1   1   0   2   2   2   0 -
g33897.t1            -          PF00560_full         -                9.3    7.3  14.8        23    6.1   0.7   2.7   1   1   1   2   2   2   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF00560_full_profile.hmm
# Target file:     ../input/braker_aa_files/p_verrucosa_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/p_verrucosa_soft_mask_braker_PF00560_full_profile_hmmer_braker3_results.txt ../output/PF00560_full_profile.hmm ../input/braker_aa_files/p_verrucosa_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:43:26 2024
# [ok]
