#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g14786.t1            -          PF13519_full         -                  0 1591.9  40.6   1.3e-11   46.2   0.0  61.4  57   4   3  61  61  61  56 -
g14523.t1            -          PF13519_full         -              4e-15   57.7   0.1   5.4e-15   57.3   0.0   1.3   1   1   0   1   1   1   1 -
g42923.t1            -          PF13519_full         -            4.8e-15   57.5   0.0     8e-15   56.7   0.0   1.3   1   0   0   1   1   1   1 -
g24396.t1            -          PF13519_full         -            6.3e-15   57.1   0.0   1.2e-14   56.2   0.0   1.4   1   0   0   1   1   1   1 -
g38302.t1            -          PF13519_full         -            7.1e-15   56.9   0.0   1.4e-14   55.9   0.0   1.4   1   0   0   1   1   1   1 -
g40483.t1            -          PF13519_full         -            2.5e-14   55.1   1.0   9.5e-06   27.0   0.0   2.3   1   1   0   2   2   2   2 -
g2354.t1             -          PF13519_full         -            4.7e-14   54.2   0.0   6.7e-14   53.7   0.0   1.2   1   0   0   1   1   1   1 -
g343.t1              -          PF13519_full         -              7e-14   53.7   0.0   9.8e-14   53.2   0.0   1.1   1   0   0   1   1   1   1 -
g4133.t1             -          PF13519_full         -            7.7e-14   53.5   0.0   1.1e-13   53.0   0.0   1.2   1   0   0   1   1   1   1 -
g33035.t2            -          PF13519_full         -            1.1e-13   53.0   0.0   1.9e-13   52.2   0.0   1.4   1   0   0   1   1   1   1 -
g8546.t2             -          PF13519_full         -            1.4e-13   52.7   0.0   1.9e-13   52.2   0.0   1.1   1   0   0   1   1   1   1 -
g31698.t1            -          PF13519_full         -            1.7e-13   52.4   0.0     7e-10   40.6   0.0   2.2   2   0   0   2   2   2   2 -
g33035.t1            -          PF13519_full         -            1.8e-13   52.3   0.0   3.2e-13   51.5   0.0   1.4   1   0   0   1   1   1   1 -
g8546.t3             -          PF13519_full         -            2.4e-13   51.9   0.3   3.5e-13   51.4   0.3   1.2   1   0   0   1   1   1   1 -
g22656.t1            -          PF13519_full         -              3e-13   51.6   0.0     4e-13   51.2   0.0   1.1   1   0   0   1   1   1   1 -
g344.t1              -          PF13519_full         -            3.3e-13   51.4   0.0   4.2e-13   51.1   0.0   1.1   1   0   0   1   1   1   1 -
g12091.t1            -          PF13519_full         -            4.4e-13   51.1   0.0   7.7e-13   50.3   0.0   1.3   1   0   0   1   1   1   1 -
g10985.t1            -          PF13519_full         -            4.8e-13   50.9   0.0   4.8e-13   50.9   0.0   1.7   2   0   0   2   2   1   1 -
g13502.t1            -          PF13519_full         -            5.1e-13   50.8   0.0   6.2e-10   40.7   0.0   2.2   2   0   0   2   2   2   1 -
g44013.t1            -          PF13519_full         -            1.7e-12   49.1   0.0   2.2e-12   48.8   0.0   1.1   1   0   0   1   1   1   1 -
g12475.t1            -          PF13519_full         -            1.8e-12   49.0   0.0   3.7e-12   48.0   0.0   1.4   1   0   0   1   1   1   1 -
g5359.t1             -          PF13519_full         -            3.1e-12   48.3   0.0   4.8e-12   47.7   0.0   1.2   1   0   0   1   1   1   1 -
g8020.t1             -          PF13519_full         -            3.5e-12   48.1   0.9   1.3e-11   46.2   0.0   2.3   2   0   0   2   2   1   1 -
g41994.t1            -          PF13519_full         -            3.7e-12   48.0   0.0   8.9e-12   46.8   0.0   1.5   1   0   0   1   1   1   1 -
g41994.t3            -          PF13519_full         -            3.8e-12   48.0   0.0   9.1e-12   46.7   0.0   1.6   1   0   0   1   1   1   1 -
g41994.t4            -          PF13519_full         -            3.9e-12   48.0   0.0   9.1e-12   46.7   0.0   1.6   1   0   0   1   1   1   1 -
g41994.t2            -          PF13519_full         -            3.9e-12   47.9   0.0   9.3e-12   46.7   0.0   1.6   1   0   0   1   1   1   1 -
g31082.t1            -          PF13519_full         -            3.9e-12   47.9   0.0   5.5e-12   47.5   0.0   1.1   1   0   0   1   1   1   1 -
g6338.t2             -          PF13519_full         -            4.5e-12   47.7   0.0   5.5e-12   47.5   0.0   1.1   1   0   0   1   1   1   1 -
g6338.t1             -          PF13519_full         -            4.9e-12   47.6   0.0   6.5e-12   47.2   0.0   1.1   1   0   0   1   1   1   1 -
g20690.t1            -          PF13519_full         -            5.4e-12   47.5   0.0   8.7e-12   46.8   0.0   1.3   1   0   0   1   1   1   1 -
g16312.t1            -          PF13519_full         -            5.6e-12   47.4   0.0   9.5e-12   46.7   0.0   1.3   1   0   0   1   1   1   1 -
g7121.t1             -          PF13519_full         -            8.9e-12   46.8   0.0   0.00018   22.8   0.0   2.5   2   0   0   2   2   2   2 -
g19620.t1            -          PF13519_full         -            9.4e-12   46.7   0.0     2e-11   45.6   0.0   1.4   1   0   0   1   1   1   1 -
g28755.t1            -          PF13519_full         -              3e-11   45.0   0.0   5.9e-11   44.1   0.0   1.4   1   1   1   2   2   1   1 -
g8132.t1             -          PF13519_full         -            7.3e-11   43.8   0.0   1.1e-10   43.2   0.0   1.2   1   0   0   1   1   1   1 -
g13369.t1            -          PF13519_full         -            7.6e-11   43.7   0.0     1e-10   43.3   0.0   1.1   1   0   0   1   1   1   1 -
g41996.t1            -          PF13519_full         -            8.6e-11   43.5   0.1   2.1e-10   42.3   0.1   1.6   1   0   0   1   1   1   1 -
g2340.t1             -          PF13519_full         -              1e-10   43.3   0.0   1.8e-10   42.5   0.0   1.3   1   0   0   1   1   1   1 -
g7272.t1             -          PF13519_full         -            1.3e-10   43.0   0.0   1.8e-10   42.5   0.0   1.2   1   0   0   1   1   1   1 -
g11392.t1            -          PF13519_full         -            1.3e-10   42.9   0.0   2.1e-10   42.3   0.0   1.2   1   0   0   1   1   1   1 -
g1115.t1             -          PF13519_full         -            1.5e-10   42.7   0.0   1.9e-10   42.4   0.0   1.1   1   0   0   1   1   1   1 -
g3665.t1             -          PF13519_full         -            1.8e-10   42.5   0.0    0.0012   20.2   0.0   2.8   3   0   0   3   3   2   2 -
g38578.t1            -          PF13519_full         -            2.3e-10   42.2   0.0     4e-10   41.4   0.0   1.3   1   0   0   1   1   1   1 -
g15471.t2            -          PF13519_full         -            2.6e-10   42.0   0.0     4e-10   41.4   0.0   1.2   1   0   0   1   1   1   1 -
g15471.t1            -          PF13519_full         -            3.3e-10   41.6   0.0     5e-10   41.0   0.0   1.2   1   0   0   1   1   1   1 -
g1482.t1             -          PF13519_full         -            3.3e-10   41.6   0.0   7.8e-10   40.4   0.0   1.5   1   0   0   1   1   1   1 -
g6343.t1             -          PF13519_full         -              7e-10   40.6   0.0   9.1e-10   40.2   0.0   1.2   1   0   0   1   1   1   1 -
g35899.t1            -          PF13519_full         -            9.9e-10   40.1   0.0   1.3e-09   39.6   0.0   1.1   1   0   0   1   1   1   1 -
g9615.t1             -          PF13519_full         -            3.9e-09   38.1   0.0   7.7e-09   37.1   0.0   1.4   1   0   0   1   1   1   1 -
g9165.t1             -          PF13519_full         -              7e-09   37.3   0.1     1e-08   36.7   0.1   1.2   1   0   0   1   1   1   1 -
g1746.t1             -          PF13519_full         -            9.5e-09   36.8   0.0   1.3e-08   36.4   0.0   1.1   1   0   0   1   1   1   1 -
g23753.t1            -          PF13519_full         -              1e-08   36.8   0.0   1.6e-08   36.1   0.0   1.2   1   0   0   1   1   1   1 -
g40645.t1            -          PF13519_full         -              1e-08   36.7   1.7   1.4e-08   36.3   1.7   1.2   1   0   0   1   1   1   1 -
g40874.t1            -          PF13519_full         -              2e-08   35.8   0.1   3.1e-08   35.2   0.1   1.2   1   0   0   1   1   1   1 -
g26114.t1            -          PF13519_full         -            3.6e-08   35.0   0.1   6.1e-06   27.7   0.0   2.9   3   0   0   3   3   2   1 -
g24392.t1            -          PF13519_full         -            4.5e-08   34.6   0.2   6.2e-08   34.2   0.2   1.1   1   0   0   1   1   1   1 -
g22056.t1            -          PF13519_full         -            9.4e-08   33.6   0.0   1.5e-07   32.9   0.0   1.2   1   0   0   1   1   1   1 -
g43427.t1            -          PF13519_full         -              1e-07   33.4   0.0   1.6e-07   32.8   0.0   1.2   1   0   0   1   1   1   1 -
g42183.t2            -          PF13519_full         -            1.4e-07   33.0   0.1   5.5e-07   31.1   0.0   2.0   2   0   0   2   2   1   1 -
g6352.t1             -          PF13519_full         -            1.4e-07   33.0   0.0   2.5e-07   32.2   0.0   1.3   1   0   0   1   1   1   1 -
g6221.t1             -          PF13519_full         -            1.5e-07   32.9   0.0   2.5e-07   32.2   0.0   1.2   1   0   0   1   1   1   1 -
g42183.t1            -          PF13519_full         -            1.6e-07   32.8   0.1   5.3e-07   31.1   0.0   1.9   2   0   0   2   2   1   1 -
g23696.t1            -          PF13519_full         -            3.7e-07   31.6   0.0     0.048   14.9   0.0   3.3   3   0   0   3   3   3   1 -
g20749.t1            -          PF13519_full         -            4.5e-07   31.4   0.0    0.0012   20.2   0.0   2.3   2   0   0   2   2   2   1 -
g5291.t1             -          PF13519_full         -            4.9e-07   31.2   0.0   6.2e-07   30.9   0.0   1.1   1   0   0   1   1   1   1 -
g10494.t1            -          PF13519_full         -              5e-07   31.2   0.0   3.2e-05   25.3   0.0   2.3   2   0   0   2   2   2   1 -
g15696.t1            -          PF13519_full         -            5.1e-07   31.2   0.0     1e-06   30.2   0.0   1.4   1   0   0   1   1   1   1 -
g22657.t1            -          PF13519_full         -            1.3e-06   29.9   0.0   1.7e-06   29.5   0.0   1.2   1   0   0   1   1   1   1 -
g31176.t1            -          PF13519_full         -            1.3e-06   29.8   0.1    0.0025   19.1   0.0   2.5   3   0   0   3   3   2   1 -
g11121.t1            -          PF13519_full         -            1.4e-06   29.7   0.0   2.7e-06   28.8   0.0   1.4   1   0   0   1   1   1   1 -
g39583.t2            -          PF13519_full         -            1.6e-06   29.5   0.3   2.4e-06   29.0   0.3   1.2   1   0   0   1   1   1   1 -
g39583.t1            -          PF13519_full         -            2.1e-06   29.2   0.2   3.3e-06   28.5   0.2   1.2   1   0   0   1   1   1   1 -
g41224.t1            -          PF13519_full         -            2.3e-06   29.1   0.2   3.3e-06   28.5   0.2   1.2   1   0   0   1   1   1   1 -
g11427.t1            -          PF13519_full         -            2.9e-06   28.7   0.0   3.5e-06   28.4   0.0   1.1   1   0   0   1   1   1   1 -
g31192.t1            -          PF13519_full         -            3.9e-06   28.3   0.0     0.001   20.3   0.0   2.2   2   0   0   2   2   2   1 -
g40558.t1            -          PF13519_full         -            4.6e-06   28.1   0.2   6.2e-06   27.6   0.2   1.2   1   0   0   1   1   1   1 -
g23316.t1            -          PF13519_full         -              6e-06   27.7   0.0   1.5e-05   26.4   0.0   1.7   1   0   0   1   1   1   1 -
g41931.t1            -          PF13519_full         -            6.4e-06   27.6   0.0   7.7e-06   27.3   0.0   1.1   1   0   0   1   1   1   1 -
g9985.t1             -          PF13519_full         -              1e-05   27.0   0.0   1.4e-05   26.5   0.0   1.2   1   0   0   1   1   1   1 -
g27313.t1            -          PF13519_full         -            3.3e-05   25.3   0.0   3.7e-05   25.1   0.0   1.1   1   0   0   1   1   1   1 -
g30833.t1            -          PF13519_full         -              4e-05   25.0   0.0   5.4e-05   24.5   0.0   1.1   1   0   0   1   1   1   1 -
g33797.t1            -          PF13519_full         -            4.2e-05   24.9   0.0     0.022   16.0   0.0   3.0   3   0   0   3   3   3   1 -
g31817.t1            -          PF13519_full         -              5e-05   24.7   0.0   8.5e-05   23.9   0.0   1.3   1   0   0   1   1   1   1 -
g34991.t1            -          PF13519_full         -            6.9e-05   24.2   0.0   0.00011   23.5   0.0   1.2   1   0   0   1   1   1   1 -
g41496.t1            -          PF13519_full         -            7.4e-05   24.1   0.0    0.0015   19.8   0.0   2.1   2   0   0   2   2   2   1 -
g41496.t2            -          PF13519_full         -            0.00012   23.4   0.0    0.0015   19.8   0.0   2.1   2   0   0   2   2   2   1 -
g4010.t1             -          PF13519_full         -            0.00013   23.3   0.0   0.00031   22.1   0.0   1.6   2   0   0   2   2   1   1 -
g14433.t1            -          PF13519_full         -            0.00021   22.6   0.0   0.00025   22.4   0.0   1.1   1   0   0   1   1   1   1 -
g41659.t1            -          PF13519_full         -            0.00024   22.4   0.0   0.00037   21.8   0.0   1.3   1   0   0   1   1   1   1 -
g37603.t1            -          PF13519_full         -             0.0003   22.1   0.1   0.00035   21.9   0.1   1.1   1   0   0   1   1   1   1 -
g27654.t1            -          PF13519_full         -            0.00036   21.8   0.0   0.00068   21.0   0.0   1.3   1   0   0   1   1   1   1 -
g9552.t1             -          PF13519_full         -            0.00042   21.7   0.0     0.019   16.2   0.0   2.2   2   0   0   2   2   2   1 -
g9761.t1             -          PF13519_full         -             0.0013   20.0   0.0    0.0023   19.2   0.0   1.4   1   0   0   1   1   1   1 -
g11368.t1            -          PF13519_full         -             0.0014   19.9   0.0    0.0024   19.2   0.0   1.3   1   0   0   1   1   1   1 -
g20832.t1            -          PF13519_full         -             0.0026   19.0   0.0    0.0068   17.7   0.0   1.7   2   0   0   2   2   1   1 -
g41464.t1            -          PF13519_full         -             0.0029   18.9   0.0     0.009   17.3   0.0   1.7   2   0   0   2   2   1   1 -
g1482.t2             -          PF13519_full         -              0.004   18.4   0.0    0.0076   17.5   0.0   1.5   1   0   0   1   1   1   1 -
g37707.t1            -          PF13519_full         -              0.004   18.4   0.2    0.0046   18.2   0.2   1.1   1   0   0   1   1   1   1 -
g13964.t1            -          PF13519_full         -             0.0082   17.4   0.0     0.016   16.5   0.0   1.5   1   0   0   1   1   1   1 -
g39931.t1            -          PF13519_full         -              0.013   16.7   0.0     0.014   16.6   0.0   1.1   1   0   0   1   1   1   0 -
g35397.t1            -          PF13519_full         -               0.02   16.2   0.0     0.032   15.5   0.0   1.2   1   0   0   1   1   1   0 -
g35397.t2            -          PF13519_full         -               0.02   16.1   0.0     0.033   15.4   0.0   1.2   1   0   0   1   1   1   0 -
g40568.t1            -          PF13519_full         -              0.033   15.4   0.0     0.048   14.9   0.0   1.2   1   0   0   1   1   1   0 -
g40738.t1            -          PF13519_full         -              0.047   14.9   0.0      0.13   13.5   0.0   1.7   2   0   0   2   2   1   0 -
g41287.t1            -          PF13519_full         -              0.048   14.9   1.0       5.7    8.1   0.3   2.6   3   0   0   3   3   2   0 -
g3272.t1             -          PF13519_full         -                0.2   12.9   0.0      0.39   11.9   0.0   1.4   1   0   0   1   1   1   0 -
g27296.t1            -          PF13519_full         -               0.31   12.3   0.0      0.56   11.4   0.0   1.4   1   1   1   2   2   2   0 -
g24391.t1            -          PF13519_full         -               0.39   11.9   0.0      0.52   11.5   0.0   1.1   1   0   0   1   1   1   0 -
g5980.t1             -          PF13519_full         -                7.3    7.8   7.3      0.21   12.8   0.2   2.0   2   0   0   2   2   1   0 -
g5980.t2             -          PF13519_full         -                7.3    7.8   7.3      0.21   12.8   0.2   2.0   2   0   0   2   2   1   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF13519_full_profile.hmm
# Target file:     ../input/braker_aa_files/m_capitata_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/m_capitata_soft_mask_braker_PF13519_full_profile_hmmer_braker3_results.txt ../output/PF13519_full_profile.hmm ../input/braker_aa_files/m_capitata_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:44:07 2024
# [ok]
