#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g737.t1              -          PF13927_seed         -                  0 3139.5  11.2   5.2e-18   66.4   0.1  73.5  73   0   0  73  73  73  73 -
g15993.t2            -          PF13927_seed         -                  0 1096.9  62.8   1.1e-13   52.6   0.1  29.9  29   0   0  29  29  29  27 -
g23968.t1            -          PF13927_seed         -              1e-37  129.6   0.2   2.5e-11   45.0   0.3   3.7   3   0   0   3   3   3   3 -
g7564.t1             -          PF13927_seed         -            1.1e-37  129.4   0.4   9.1e-14   52.8   0.0   3.8   3   1   0   3   3   3   3 -
g11139.t1            -          PF13927_seed         -            1.8e-37  128.7   7.4   6.5e-07   30.8   0.2   6.4   6   0   0   6   6   6   5 -
g8175.t1             -          PF13927_seed         -            2.7e-37  128.2   1.9   1.3e-08   36.3   0.0   6.4   6   0   0   6   6   6   6 -
g24587.t1            -          PF13927_seed         -            6.2e-37  127.0  20.8   2.5e-13   51.4   0.2   6.3   6   1   0   6   6   5   4 -
g8201.t1             -          PF13927_seed         -            1.8e-36  125.5   2.1   8.3e-15   56.1   0.0   3.7   4   0   0   4   4   3   3 -
g15645.t1            -          PF13927_seed         -            2.5e-36  125.1   4.2   2.6e-16   61.0   0.1   3.7   3   0   0   3   3   3   3 -
g14455.t1            -          PF13927_seed         -            4.4e-36  124.3   1.4   1.1e-13   52.6   0.0   3.7   3   0   0   3   3   3   3 -
g15646.t1            -          PF13927_seed         -            2.2e-35  122.1   6.3   7.9e-17   62.6   0.1   3.9   3   1   0   3   3   3   3 -
g15642.t1            -          PF13927_seed         -            9.6e-35  120.0   3.3   5.9e-18   66.2   0.2   3.7   3   1   0   3   3   3   2 -
g7755.t1             -          PF13927_seed         -              1e-34  120.0   5.7   2.5e-11   45.0   0.0   5.6   5   0   0   5   5   5   4 -
g6143.t1             -          PF13927_seed         -            1.7e-34  119.3   0.4   1.6e-11   45.6   0.0   3.9   3   0   0   3   3   3   3 -
g4157.t1             -          PF13927_seed         -            1.9e-34  119.1   8.7   1.8e-12   48.6   0.3   5.8   6   0   0   6   6   4   3 -
g28462.t1            -          PF13927_seed         -            2.2e-34  118.9   2.6   8.7e-12   46.4   0.0   3.5   3   0   0   3   3   3   3 -
g9899.t1             -          PF13927_seed         -            6.7e-34  117.3   8.4   5.5e-10   40.7   0.0   5.1   5   0   0   5   5   4   4 -
g20136.t2            -          PF13927_seed         -            1.4e-33  116.3  11.2   1.4e-11   45.8   0.1   3.8   4   0   0   4   4   3   3 -
g20136.t1            -          PF13927_seed         -            1.5e-33  116.2  11.4   1.4e-11   45.8   0.1   3.8   4   0   0   4   4   3   3 -
g20136.t3            -          PF13927_seed         -            1.5e-33  116.2  11.4   1.4e-11   45.8   0.1   3.8   4   0   0   4   4   3   3 -
g8170.t1             -          PF13927_seed         -            1.6e-33  116.1   0.0   2.5e-06   29.0   0.0   5.2   5   0   0   5   5   5   5 -
g27451.t1            -          PF13927_seed         -              2e-33  115.8   4.5   1.1e-15   58.9   0.1   2.8   3   0   0   3   3   2   2 -
g9900.t1             -          PF13927_seed         -            2.4e-33  115.6   7.6   1.1e-10   42.9   0.0   5.1   5   0   0   5   5   4   4 -
g9900.t2             -          PF13927_seed         -            2.4e-33  115.5   7.6   1.1e-10   42.9   0.0   5.1   5   0   0   5   5   4   4 -
g25466.t4            -          PF13927_seed         -            2.8e-33  115.3  20.7   3.4e-09   38.1   0.3   6.0   5   1   0   5   5   5   5 -
g25466.t3            -          PF13927_seed         -              3e-33  115.2  20.6   3.5e-09   38.1   0.3   6.0   5   1   0   5   5   5   5 -
g7147.t3             -          PF13927_seed         -            3.4e-33  115.1   1.6   2.5e-10   41.8   0.1   4.7   4   0   0   4   4   4   3 -
g15454.t2            -          PF13927_seed         -            3.9e-33  114.9   0.4   7.5e-11   43.5   0.0   3.7   3   0   0   3   3   3   3 -
g23781.t1            -          PF13927_seed         -            3.9e-33  114.8  10.4   1.7e-16   61.6   0.2   4.5   3   1   1   4   4   4   2 -
g15454.t1            -          PF13927_seed         -            3.9e-33  114.8   0.4   7.5e-11   43.5   0.0   3.7   3   0   0   3   3   3   3 -
g25466.t2            -          PF13927_seed         -            4.6e-33  114.6  20.6   3.8e-09   38.0   0.3   6.0   5   1   0   5   5   5   5 -
g25466.t1            -          PF13927_seed         -              5e-33  114.5  20.4   4.1e-09   37.9   0.3   6.0   5   1   0   5   5   5   5 -
g31031.t1            -          PF13927_seed         -              2e-32  112.6   1.3   8.4e-16   59.3   0.1   3.5   3   0   0   3   3   3   3 -
g7147.t2             -          PF13927_seed         -            3.6e-32  111.8   0.7   2.5e-10   41.8   0.1   3.8   3   0   0   3   3   3   3 -
g20210.t1            -          PF13927_seed         -            4.9e-32  111.3   0.9   1.6e-10   42.4   0.0   3.3   3   0   0   3   3   3   3 -
g23632.t1            -          PF13927_seed         -            7.7e-32  110.7  13.3   5.7e-11   43.8   0.3   5.2   4   2   0   4   4   4   3 -
g30139.t1            -          PF13927_seed         -            1.4e-31  109.8  21.7     7e-12   46.8   0.7   4.0   4   0   0   4   4   3   3 -
g15643.t2            -          PF13927_seed         -            1.7e-31  109.6   2.4   8.3e-18   65.7   0.1   2.6   3   0   0   3   3   2   2 -
g15646.t2            -          PF13927_seed         -            3.3e-31  108.7   2.0   6.5e-17   62.9   0.1   2.7   2   0   0   2   2   2   2 -
g19060.t1            -          PF13927_seed         -            4.4e-31  108.3   2.0   5.5e-15   56.7   0.0   4.9   3   2   1   4   4   4   2 -
g6153.t1             -          PF13927_seed         -            5.4e-31  108.0   0.2   8.9e-12   46.4   0.0   4.5   3   1   0   3   3   3   3 -
g15645.t2            -          PF13927_seed         -            5.5e-31  108.0   1.9   2.1e-16   61.3   0.1   2.6   2   0   0   2   2   2   2 -
g20649.t1            -          PF13927_seed         -            8.7e-31  107.3   0.1   2.4e-11   45.0   0.0   4.2   3   1   0   3   3   3   3 -
g25746.t1            -          PF13927_seed         -            7.1e-30  104.4   0.6   3.8e-12   47.6   0.2   3.8   3   0   0   3   3   3   3 -
g15992.t1            -          PF13927_seed         -            8.3e-30  104.2   0.0   2.2e-14   54.8   0.0   2.3   2   0   0   2   2   2   2 -
g23624.t1            -          PF13927_seed         -              1e-29  103.9  13.4   1.1e-09   39.7   0.0   5.8   5   2   0   5   5   5   4 -
g20182.t1            -          PF13927_seed         -            1.4e-29  103.5   0.4   1.3e-09   39.5   0.0   3.4   3   0   0   3   3   3   3 -
g27838.t1            -          PF13927_seed         -            3.9e-29  102.0   0.7   5.3e-15   56.7   0.1   3.2   4   0   0   4   4   2   2 -
g18544.t2            -          PF13927_seed         -              5e-29  101.7   7.8     5e-14   53.6   1.4   4.7   4   1   0   4   4   4   3 -
g18544.t1            -          PF13927_seed         -            5.4e-29  101.6   8.2   4.8e-14   53.7   1.4   4.7   4   1   0   4   4   4   3 -
g12776.t1            -          PF13927_seed         -            1.1e-28  100.6   5.3   7.7e-14   53.0   0.4   4.5   4   0   0   4   4   4   2 -
g22426.t1            -          PF13927_seed         -            1.2e-28  100.5   5.0   8.2e-14   52.9   0.2   4.6   4   0   0   4   4   3   2 -
g24599.t1            -          PF13927_seed         -            1.5e-28  100.2   3.9   5.1e-15   56.8   0.3   4.0   4   0   0   4   4   3   2 -
g22426.t2            -          PF13927_seed         -            1.7e-28  100.0   5.5     9e-14   52.8   0.2   4.8   4   0   0   4   4   3   2 -
g27808.t2            -          PF13927_seed         -            1.9e-28   99.9   8.6   1.3e-16   61.9   0.2   3.7   5   0   0   5   5   2   2 -
g27808.t1            -          PF13927_seed         -            2.3e-28   99.6   8.8   1.3e-16   61.9   0.2   3.6   5   0   0   5   5   2   2 -
g16712.t1            -          PF13927_seed         -            3.3e-28   99.1   1.1     7e-15   56.4   0.3   7.2   6   1   1   7   7   2   2 -
g30136.t2            -          PF13927_seed         -            5.5e-28   98.4   8.1   5.6e-11   43.9   0.2   3.7   3   0   0   3   3   3   3 -
g31029.t1            -          PF13927_seed         -            7.2e-28   98.0   0.8   9.2e-13   49.6   0.0   2.2   2   0   0   2   2   2   2 -
g12778.t1            -          PF13927_seed         -            9.5e-28   97.6   0.9   5.4e-13   50.3   0.1   4.2   4   0   0   4   4   3   2 -
g29742.t1            -          PF13927_seed         -            9.7e-28   97.6   0.0   3.6e-15   57.3   0.0   2.6   2   0   0   2   2   2   2 -
g27809.t1            -          PF13927_seed         -            1.2e-27   97.3   0.5     4e-13   50.8   0.1   3.0   3   0   0   3   3   2   2 -
g1547.t1             -          PF13927_seed         -            1.8e-27   96.7   0.0   1.4e-13   52.2   0.0   3.6   2   0   0   2   2   2   2 -
g23624.t2            -          PF13927_seed         -            1.9e-27   96.6   7.7   9.7e-10   39.9   0.0   4.8   4   1   0   4   4   4   3 -
g7725.t1             -          PF13927_seed         -            4.2e-27   95.5   6.4   9.8e-11   43.1   0.0   5.7   6   0   0   6   6   4   3 -
g7725.t2             -          PF13927_seed         -            4.3e-27   95.5   6.4   9.8e-11   43.1   0.0   5.7   6   0   0   6   6   4   3 -
g6721.t1             -          PF13927_seed         -            8.3e-27   94.6  27.2   3.3e-09   38.2   0.1   7.4   6   2   0   6   6   5   3 -
g7547.t2             -          PF13927_seed         -            1.3e-26   94.0  15.2   6.2e-09   37.3   0.1   6.1   5   1   0   5   5   5   3 -
g24595.t1            -          PF13927_seed         -            2.4e-26   93.1   7.7   1.1e-11   46.2   1.3   4.3   4   0   0   4   4   3   2 -
g6712.t1             -          PF13927_seed         -            2.5e-26   93.1   2.9   1.5e-12   48.9   0.2   4.6   4   1   0   4   4   3   2 -
g1174.t1             -          PF13927_seed         -            2.9e-26   92.8   0.2   1.2e-13   52.4   0.0   2.6   3   0   0   3   3   2   2 -
g9901.t2             -          PF13927_seed         -            4.3e-26   92.3   1.1   6.8e-11   43.6   0.0   4.1   4   0   0   4   4   3   3 -
g12732.t1            -          PF13927_seed         -            4.5e-26   92.2   0.0   1.7e-13   51.9   0.0   2.6   2   0   0   2   2   2   2 -
g9901.t1             -          PF13927_seed         -            5.6e-26   91.9   1.1   7.4e-11   43.5   0.0   4.1   4   0   0   4   4   3   3 -
g23430.t1            -          PF13927_seed         -            6.3e-26   91.8   7.0   9.5e-13   49.5   0.6   3.7   3   1   0   3   3   3   3 -
g6079.t1             -          PF13927_seed         -            7.6e-26   91.5   0.0   2.8e-11   44.8   0.0   2.5   2   0   0   2   2   2   2 -
g31699.t1            -          PF13927_seed         -            1.3e-25   90.8   0.7   8.5e-12   46.5   0.3   3.3   2   0   0   2   2   2   2 -
g29741.t1            -          PF13927_seed         -            3.9e-25   89.2   0.5   6.4e-11   43.7   0.1   2.5   2   0   0   2   2   2   2 -
g22424.t1            -          PF13927_seed         -            4.7e-25   89.0   9.9   5.8e-14   53.4   0.1   4.9   5   0   0   5   5   2   2 -
g3380.t1             -          PF13927_seed         -            7.4e-25   88.3   4.4   1.6e-11   45.6   0.2   2.6   2   0   0   2   2   2   2 -
g10218.t1            -          PF13927_seed         -            8.4e-25   88.1   0.8   7.4e-09   37.1   0.1   4.0   4   0   0   4   4   3   3 -
g9987.t1             -          PF13927_seed         -              1e-24   87.9   0.3   1.2e-10   42.9   0.0   3.9   3   0   0   3   3   3   3 -
g30622.t1            -          PF13927_seed         -            2.7e-24   86.5   0.1   4.8e-11   44.1   0.0   2.4   2   0   0   2   2   2   2 -
g14433.t1            -          PF13927_seed         -            4.3e-24   85.9   0.1   1.8e-14   55.0   0.1   3.0   2   0   0   2   2   2   2 -
g7147.t1             -          PF13927_seed         -            5.4e-24   85.6   0.4     2e-10   42.1   0.1   2.9   2   0   0   2   2   2   2 -
g22411.t1            -          PF13927_seed         -            6.3e-24   85.4  14.0   6.1e-15   56.6   0.8   4.5   6   0   0   6   6   2   2 -
g4163.t1             -          PF13927_seed         -            8.3e-24   85.0   0.1   1.9e-10   42.2   0.1   2.8   2   0   0   2   2   2   2 -
g20033.t2            -          PF13927_seed         -            1.4e-23   84.3   7.9   1.8e-14   55.1   0.2   4.6   4   1   0   4   4   3   2 -
g3943.t1             -          PF13927_seed         -            1.7e-23   84.0   0.2   9.2e-11   43.2   0.0   2.5   2   0   0   2   2   2   2 -
