#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g14331.t1            -          PF12799_full         -            5.8e-75  248.5 104.7   2.1e-08   34.9   6.5  13.8   4   4  10  14  14  13  12 -
g42359.t1            -          PF12799_full         -            1.2e-28   99.9  41.8   9.9e-06   26.3   4.8   7.2   2   1   4   6   6   6   5 -
g2175.t1             -          PF12799_full         -            1.4e-28   99.7  33.4   4.5e-11   43.5   0.2   4.1   1   1   4   5   5   5   5 -
g8218.t1             -          PF12799_full         -            9.4e-28   97.0  39.8   1.2e-10   42.1   6.6   7.7   3   3   4   7   7   7   7 -
g15140.t1            -          PF12799_full         -            1.2e-27   96.6  71.2   4.2e-08   34.0   3.1   5.9   1   1   7   8   8   8   8 -
g13519.t1            -          PF12799_full         -            6.2e-27   94.4  27.3     5e-08   33.7   3.0   5.5   1   1   3   4   4   4   4 -
g21463.t1            -          PF12799_full         -            6.3e-27   94.4  34.0   1.7e-11   44.9   8.0   4.7   2   1   3   5   5   5   4 -
g6130.t1             -          PF12799_full         -            1.6e-25   89.9  46.6   4.5e-11   43.5   4.3   5.7   3   1   3   6   6   4   4 -
g2726.t1             -          PF12799_full         -            4.4e-25   88.4  30.4   1.4e-06   29.1   3.5   6.6   1   1   6   7   7   7   7 -
g23721.t1            -          PF12799_full         -            6.8e-25   87.9  31.8   6.9e-09   36.5   4.2   5.5   2   1   4   6   6   4   4 -
g10576.t1            -          PF12799_full         -            7.4e-25   87.7  50.9   1.8e-07   32.0   1.9   6.7   1   1   5   6   6   6   5 -
g31676.t1            -          PF12799_full         -            1.7e-23   83.4  27.4   1.4e-06   29.1   1.9   4.5   1   1   4   5   5   5   5 -
g12002.t1            -          PF12799_full         -              1e-21   77.7  13.9   1.9e-11   44.7   1.4   3.9   2   1   1   3   3   3   3 -
g644.t1              -          PF12799_full         -            1.8e-21   76.9  38.5   1.9e-05   25.5   0.3   7.3   3   1   4   7   7   6   4 -
g6031.t1             -          PF12799_full         -            7.4e-21   74.9  19.2   1.4e-05   25.9   0.0   5.5   1   1   4   5   5   5   4 -
g13518.t1            -          PF12799_full         -            1.5e-20   73.9   4.6   2.6e-08   34.6   0.1   3.1   1   1   2   3   3   3   3 -
g13827.t1            -          PF12799_full         -            3.4e-20   72.7  13.2   7.4e-09   36.4   2.2   3.9   1   1   3   4   4   4   3 -
g33612.t1            -          PF12799_full         -            4.1e-19   69.3  18.9   5.2e-08   33.7   2.4   3.3   1   1   2   3   3   3   3 -
g5212.t1             -          PF12799_full         -            1.1e-18   67.9  24.0   0.00051   20.9   3.3   6.5   1   1   5   6   6   6   3 -
g16146.t2            -          PF12799_full         -            1.3e-18   67.7  20.5   1.6e-08   35.3   5.5   5.4   2   1   3   5   5   5   3 -
g30317.t1            -          PF12799_full         -            2.8e-18   66.6  20.4   2.9e-11   44.1   3.2   3.4   1   1   2   3   3   3   3 -
g2083.t1             -          PF12799_full         -            3.2e-18   66.4  12.7   8.6e-06   26.5   0.0   4.3   1   1   2   3   3   3   3 -
g22791.t1            -          PF12799_full         -            8.4e-18   65.1  23.3    0.0037   18.1   0.1   6.5   2   2   4   6   6   6   5 -
g30937.t2            -          PF12799_full         -            9.4e-18   64.9  23.9   9.5e-11   42.5   3.6   2.9   1   1   2   3   3   3   3 -
g4610.t1             -          PF12799_full         -            1.7e-17   64.1  21.6   1.7e-09   38.4   4.2   3.6   1   1   2   3   3   3   3 -
g517.t1              -          PF12799_full         -            1.8e-17   64.1  29.2   3.8e-06   27.7   7.5   5.1   1   1   3   4   4   4   4 -
g2421.t1             -          PF12799_full         -            4.1e-17   62.9  12.5   4.1e-08   34.0   0.2   3.9   2   1   2   4   4   3   3 -
g30937.t1            -          PF12799_full         -            4.4e-17   62.8  25.0   1.5e-10   41.8   4.5   2.9   1   1   2   3   3   3   3 -
g192.t1              -          PF12799_full         -            5.5e-17   62.5  37.8   8.4e-05   23.4   0.5   8.1   2   2   6   9   9   8   5 -
g15606.t1            -          PF12799_full         -            6.3e-17   62.3  13.5   8.9e-09   36.1   2.4   2.9   1   1   1   2   2   2   2 -
g16146.t1            -          PF12799_full         -            6.5e-17   62.2  20.5   6.2e-08   33.4   6.0   5.2   2   1   3   5   5   5   2 -
g42731.t1            -          PF12799_full         -            2.8e-16   60.2  38.2   0.00074   20.3   0.4   8.0   1   1   7   8   8   8   4 -
g3671.t1             -          PF12799_full         -            6.1e-16   59.1  11.3     1e-06   29.5   1.7   3.7   1   1   3   4   4   4   3 -
g848.t1              -          PF12799_full         -            9.8e-16   58.4  13.1   2.9e-08   34.5   2.7   3.4   1   1   2   3   3   3   3 -
g848.t2              -          PF12799_full         -              1e-15   58.4  13.0   2.9e-08   34.5   2.6   3.4   1   1   2   3   3   3   3 -
g7971.t1             -          PF12799_full         -            7.9e-15   55.6  18.2   1.3e-07   32.3   1.0   4.5   2   1   2   4   4   4   3 -
g1631.t1             -          PF12799_full         -            1.1e-14   55.1  16.9   8.3e-05   23.4   0.0   3.7   1   1   2   3   3   3   3 -
g3464.t4             -          PF12799_full         -            1.2e-14   55.0  15.0   9.2e-10   39.3   2.5   2.7   1   1   1   2   2   2   2 -
g44239.t1            -          PF12799_full         -            1.6e-14   54.6   6.2   6.3e-07   30.2   1.2   2.5   1   1   1   2   2   2   2 -
g3464.t2             -          PF12799_full         -            2.8e-14   53.8  14.6   1.5e-09   38.6   2.3   2.8   1   1   1   2   2   2   2 -
g30073.t2            -          PF12799_full         -            3.1e-14   53.6   5.9   1.8e-10   41.6   0.6   2.2   1   1   1   2   2   2   2 -
g6155.t1             -          PF12799_full         -            3.8e-14   53.3  24.0   3.1e-05   24.8   4.9   4.1   1   1   3   4   4   4   4 -
g32743.t2            -          PF12799_full         -            5.2e-14   52.9   6.1   4.2e-07   30.8   1.5   2.6   1   1   1   2   2   2   2 -
g14385.t1            -          PF12799_full         -            1.1e-13   51.9  19.0   6.1e-05   23.8   4.9   3.7   1   1   2   3   3   3   3 -
g32376.t1            -          PF12799_full         -            1.3e-13   51.6  14.1   1.9e-08   35.1   4.6   2.6   1   1   1   2   2   2   2 -
g30073.t1            -          PF12799_full         -            4.9e-13   49.8   5.9   5.5e-10   40.0   0.7   2.4   1   1   1   2   2   2   2 -
g2444.t1             -          PF12799_full         -            5.7e-13   49.6  22.0   2.7e-05   25.0   6.3   3.7   1   1   2   3   3   3   3 -
g27309.t1            -          PF12799_full         -            6.2e-13   49.5  30.6     0.041   14.7   0.5   6.9   2   2   5   7   7   6   4 -
g12615.t1            -          PF12799_full         -            1.6e-12   48.1   9.8   4.9e-05   24.1   4.4   4.0   1   1   1   2   2   2   2 -
g28810.t1            -          PF12799_full         -            2.4e-12   47.6   3.9   3.8e-08   34.1   0.7   2.8   2   1   1   3   3   2   2 -
g19724.t1            -          PF12799_full         -            5.4e-12   46.5  28.4   0.00064   20.5   0.1   8.8   3   2   4   9   9   7   3 -
g37311.t1            -          PF12799_full         -            6.6e-12   46.2   9.0   3.6e-07   31.0   0.2   3.0   1   1   2   3   3   3   2 -
g11091.t1            -          PF12799_full         -            1.2e-11   45.3  25.3     0.081   13.8   2.5   7.5   2   2   5   7   7   6   3 -
g32304.t1            -          PF12799_full         -            1.7e-11   44.8  14.4   1.9e-07   31.9   1.2   3.4   1   1   2   3   3   3   3 -
g33991.t1            -          PF12799_full         -            1.8e-11   44.8  28.7   1.3e-05   26.0   3.9   5.2   2   1   4   6   6   4   3 -
g32897.t2            -          PF12799_full         -            4.9e-11   43.4  16.9   1.3e-07   32.4   5.4   3.6   1   1   1   2   2   2   2 -
g11931.t1            -          PF12799_full         -            5.3e-11   43.3  10.6   6.3e-06   27.0   1.3   3.3   1   1   2   3   3   3   3 -
g17319.t1            -          PF12799_full         -            2.4e-10   41.2  11.4   1.4e-06   29.1   0.1   2.6   1   1   1   2   2   2   2 -
g11843.t1            -          PF12799_full         -            3.6e-10   40.6  12.8     0.031   15.1   0.2   8.4   3   2   6   9   9   9   3 -
g13203.t1            -          PF12799_full         -            5.6e-10   40.0  14.8     2e-08   35.0   5.9   2.6   1   1   1   2   2   2   2 -
g22768.t1            -          PF12799_full         -            6.3e-10   39.8   9.8   5.5e-06   27.2   0.9   2.9   1   1   2   3   3   3   3 -
g8398.t1             -          PF12799_full         -            1.4e-09   38.7   7.4   5.3e-06   27.2   3.5   3.3   1   1   2   3   3   3   2 -
g32658.t1            -          PF12799_full         -            1.8e-09   38.4  12.4   7.6e-06   26.7   2.1   3.1   1   1   2   3   3   3   2 -
g7280.t1             -          PF12799_full         -            1.9e-09   38.3  13.0    0.0021   18.9   3.4   3.6   1   1   2   3   3   3   2 -
g43101.t1            -          PF12799_full         -            1.9e-09   38.2  16.1   7.8e-05   23.5   1.4   4.4   1   1   2   3   3   3   3 -
g3304.t1             -          PF12799_full         -              3e-09   37.6   6.8   0.00024   21.9   4.4   2.9   1   1   1   2   2   2   2 -
g19289.t1            -          PF12799_full         -            3.8e-09   37.3   8.9   0.00016   22.5   5.3   2.6   2   1   1   3   3   2   2 -
g38062.t1            -          PF12799_full         -            6.2e-09   36.6   0.7   3.6e-08   34.2   0.1   2.2   2   1   0   2   2   2   1 -
g18631.t1            -          PF12799_full         -              9e-09   36.1  20.5      0.28   12.1   2.6   7.9   2   1   5   7   7   6   2 -
g2003.t1             -          PF12799_full         -            2.2e-08   34.8   5.6   4.7e-06   27.4   0.5   3.3   1   1   2   3   3   2   1 -
g32075.t1            -          PF12799_full         -            2.6e-08   34.6   3.9   0.00027   21.7   0.0   3.2   1   1   2   3   3   3   3 -
g1596.t1             -          PF12799_full         -            3.7e-08   34.2  24.5     0.012   16.5   2.5   6.3   3   2   3   6   6   6   3 -
g3175.t1             -          PF12799_full         -            1.8e-07   31.9   0.5   4.2e-07   30.7   0.5   1.5   1   0   0   1   1   1   1 -
g18125.t1            -          PF12799_full         -            2.2e-07   31.6   4.7   1.1e-05   26.2   0.1   2.6   1   1   1   2   2   2   2 -
g16755.t1            -          PF12799_full         -            2.4e-07   31.6   0.0       1.8    9.4   0.0   6.0   1   1   4   5   5   5   1 -
g18704.t1            -          PF12799_full         -            3.8e-07   30.9  13.0     0.054   14.4   0.0   3.8   1   1   3   4   4   4   2 -
g4176.t1             -          PF12799_full         -            8.4e-07   29.8   1.8   1.5e-06   29.0   1.8   1.4   1   0   0   1   1   1   1 -
g9766.t1             -          PF12799_full         -            8.7e-07   29.7   0.6   5.3e-06   27.2   0.3   2.4   1   1   1   2   2   2   1 -
g18125.t2            -          PF12799_full         -            1.2e-06   29.3   3.7   2.8e-05   24.9   0.1   2.7   1   1   1   2   2   2   2 -
g6660.t1             -          PF12799_full         -            1.3e-06   29.2  22.2    0.0066   17.3   3.1   5.3   2   1   2   4   4   4   3 -
g7242.t1             -          PF12799_full         -              2e-06   28.6   2.0    0.0023   18.8   0.2   2.2   1   1   1   2   2   2   2 -
g35970.t1            -          PF12799_full         -            2.1e-06   28.5   2.3      0.11   13.3   0.0   4.7   2   1   3   5   5   4   1 -
g13826.t1            -          PF12799_full         -            3.5e-06   27.8   0.6   3.5e-06   27.8   0.6   1.1   1   0   0   1   1   1   1 -
g1759.t1             -          PF12799_full         -            3.9e-06   27.6   7.3   0.00063   20.6   1.6   3.7   1   1   2   3   3   3   1 -
g15946.t1            -          PF12799_full         -            6.9e-06   26.8  20.8     0.018   15.9   1.8   5.9   4   3   2   6   6   4   3 -
g24567.t1            -          PF12799_full         -            7.8e-06   26.7   0.4    0.0016   19.3   0.0   3.1   3   1   0   3   3   3   1 -
g5626.t1             -          PF12799_full         -            9.6e-06   26.4  21.7       3.2    8.7   1.3   6.1   2   1   4   6   6   6   0 -
g7267.t1             -          PF12799_full         -              1e-05   26.3  19.0     0.008   17.0   1.2   5.0   2   2   2   4   4   4   3 -
g1585.t1             -          PF12799_full         -            1.9e-05   25.4   1.6   2.7e-05   24.9   0.4   1.8   2   0   0   2   2   1   1 -
g8360.t1             -          PF12799_full         -            2.4e-05   25.1  10.0       0.1   13.5   0.0   5.0   2   2   1   4   4   4   1 -
g8360.t2             -          PF12799_full         -            2.6e-05   25.0  10.2     0.099   13.5   0.0   5.0   2   2   1   4   4   4   1 -
g21422.t1            -          PF12799_full         -            2.8e-05   24.9   1.4     0.035   15.0   0.2   3.9   1   1   3   4   4   3   1 -
g19722.t1            -          PF12799_full         -            3.2e-05   24.7  22.8     0.015   16.1   0.4   6.6   1   1   6   7   7   5   1 -
g36966.t1            -          PF12799_full         -            6.3e-05   23.8  10.7     0.079   13.8   0.1   5.2   2   2   4   6   6   6   3 -
g8310.t1             -          PF12799_full         -            6.7e-05   23.7   0.0    0.0019   19.0   0.0   2.9   1   1   2   3   3   3   2 -
g31886.t1            -          PF12799_full         -            6.8e-05   23.7   3.2   0.00031   21.6   1.6   2.8   1   1   1   2   2   2   1 -
g27798.t1            -          PF12799_full         -              7e-05   23.6  11.6   0.00079   20.2   6.5   2.4   1   1   1   2   2   2   2 -
g27798.t2            -          PF12799_full         -            7.5e-05   23.5  11.8   0.00086   20.1   6.6   2.4   1   1   1   2   2   2   2 -
g20771.t1            -          PF12799_full         -            7.5e-05   23.5   0.0     0.058   14.3   0.0   3.5   1   1   2   3   3   3   1 -
g35951.t1            -          PF12799_full         -            9.8e-05   23.2  15.3      0.01   16.7   0.1   5.0   1   1   3   5   5   5   3 -
g19722.t2            -          PF12799_full         -             0.0001   23.1  22.3     0.086   13.7   0.4   6.3   1   1   7   8   8   7   1 -
g6008.t1             -          PF12799_full         -            0.00013   22.8  15.0     0.016   16.1   0.7   3.7   1   1   2   3   3   3   2 -
g17298.t1            -          PF12799_full         -            0.00014   22.7   6.2      0.52   11.2   0.1   2.5   1   1   1   2   2   2   2 -
g15697.t1            -          PF12799_full         -            0.00014   22.7   3.6      0.57   11.1   0.1   4.2   3   2   0   3   3   3   1 -
g35951.t2            -          PF12799_full         -            0.00015   22.6  14.1     0.016   16.1   0.2   4.8   1   1   4   5   5   5   3 -
g18546.t1            -          PF12799_full         -            0.00031   21.6   0.1       1.7    9.5   0.1   3.6   3   0   0   3   3   3   1 -
g3760.t1             -          PF12799_full         -            0.00048   20.9  19.3      0.23   12.4   0.0   5.4   2   1   3   5   5   5   2 -
g3687.t1             -          PF12799_full         -            0.00052   20.8   0.0    0.0017   19.2   0.0   1.8   1   0   0   1   1   1   1 -
g20286.t1            -          PF12799_full         -            0.00052   20.8   0.6    0.0018   19.1   0.5   1.9   1   1   0   2   2   1   1 -
g28506.t1            -          PF12799_full         -            0.00073   20.4   0.5     0.003   18.4   0.4   1.9   1   1   0   1   1   1   1 -
g28506.t2            -          PF12799_full         -            0.00074   20.3   0.5    0.0027   18.6   0.4   1.8   1   1   0   1   1   1   1 -
g42687.t1            -          PF12799_full         -             0.0011   19.8  10.4         1   10.3   0.2   4.3   2   2   1   3   3   3   1 -
g29359.t1            -          PF12799_full         -             0.0014   19.4   3.1      0.34   11.8   0.3   3.4   1   1   2   3   3   3   1 -
g4055.t1             -          PF12799_full         -             0.0016   19.3   0.2    0.0033   18.3   0.2   1.5   1   0   0   1   1   1   1 -
g7131.t1             -          PF12799_full         -             0.0016   19.3   4.9      0.49   11.3   0.4   2.8   1   1   1   2   2   2   1 -
g15641.t1            -          PF12799_full         -             0.0021   18.9   8.2       2.3    9.1   0.1   4.6   1   1   3   4   4   4   1 -
g30589.t1            -          PF12799_full         -             0.0022   18.8   2.5    0.0022   18.8   2.5   2.1   2   0   0   2   2   1   1 -
g31901.t1            -          PF12799_full         -             0.0026   18.6   3.1      0.36   11.7   0.1   4.3   2   1   1   3   3   2   1 -
g13231.t1            -          PF12799_full         -             0.0035   18.2  11.1       0.6   11.0   1.0   3.7   1   1   2   3   3   3   1 -
g1764.t1             -          PF12799_full         -              0.004   18.0  12.1       8.4    7.3   1.0   4.8   1   1   1   3   3   3   0 -
g3417.t1             -          PF12799_full         -             0.0048   17.7   8.7      0.14   13.0   0.0   4.4   2   1   2   4   4   4   1 -
g33269.t1            -          PF12799_full         -              0.006   17.4   0.0      0.15   12.9   0.0   2.8   2   0   0   2   2   2   1 -
g14564.t1            -          PF12799_full         -             0.0066   17.3  11.4      0.83   10.5   0.3   5.4   4   1   2   6   6   5   1 -
g13981.t1            -          PF12799_full         -             0.0069   17.2   2.7         3    8.8   0.1   4.3   3   1   1   4   4   4   0 -
g13981.t2            -          PF12799_full         -             0.0073   17.1   2.7         3    8.8   0.1   4.3   3   1   1   4   4   4   0 -
g19149.t1            -          PF12799_full         -             0.0074   17.1   5.3      0.15   13.0   0.1   3.7   2   2   1   4   4   3   1 -
g7766.t1             -          PF12799_full         -             0.0083   17.0   5.7      0.16   12.9   0.6   3.6   2   1   1   3   3   2   1 -
g35951.t3            -          PF12799_full         -             0.0096   16.8   0.1    0.0096   16.8   0.1   4.3   1   1   1   3   3   3   1 -
g37093.t1            -          PF12799_full         -             0.0098   16.7  17.4      0.73   10.7   0.3   4.2   2   1   2   4   4   3   1 -
g25289.t1            -          PF12799_full         -              0.015   16.1   3.3     0.015   16.1   3.3   2.3   2   1   0   2   2   1   0 -
g8176.t1             -          PF12799_full         -              0.018   15.9  11.5       2.1    9.3   0.1   3.3   1   1   1   3   3   3   0 -
g25527.t1            -          PF12799_full         -              0.029   15.2   1.9       4.7    8.1   0.1   3.4   2   1   2   4   4   3   0 -
g26855.t1            -          PF12799_full         -               0.03   15.2   0.8      0.03   15.2   0.8   5.4   2   1   1   4   4   3   0 -
g7766.t2             -          PF12799_full         -              0.034   15.0   8.4       0.1   13.5   0.6   3.7   3   1   1   4   4   2   0 -
g9286.t1             -          PF12799_full         -              0.038   14.9   1.2     0.038   14.9   1.2   3.8   3   1   1   5   5   2   0 -
g11636.t1            -          PF12799_full         -              0.041   14.7   3.9       1.1   10.2   0.2   2.8   3   0   0   3   3   2   0 -
g37662.t1            -          PF12799_full         -              0.042   14.7  10.1       1.8    9.5   1.1   4.5   1   1   2   3   3   3   0 -
g7109.t1             -          PF12799_full         -              0.047   14.5   2.5        17    6.4   0.0   4.0   4   1   1   5   5   3   0 -
g37662.t2            -          PF12799_full         -               0.06   14.2  11.9       2.1    9.3   1.3   4.6   2   1   1   4   4   3   0 -
g20951.t1            -          PF12799_full         -              0.066   14.1   5.8        37    5.3   0.1   4.8   2   2   1   4   4   4   0 -
g30942.t1            -          PF12799_full         -              0.075   13.9   0.0      0.11   13.3   0.0   1.4   1   0   0   1   1   1   0 -
g22441.t1            -          PF12799_full         -              0.092   13.6   0.1      0.16   12.9   0.1   1.3   1   0   0   1   1   1   0 -
g29484.t1            -          PF12799_full         -                0.1   13.4   4.9       3.2    8.7   0.1   2.3   1   1   2   3   3   2   0 -
g25369.t1            -          PF12799_full         -               0.12   13.3  13.2      0.19   12.6   6.4   2.6   1   1   1   2   2   2   0 -
g33949.t1            -          PF12799_full         -               0.12   13.2   0.1      0.79   10.6   0.1   2.0   1   1   1   2   2   2   0 -
g3255.t1             -          PF12799_full         -               0.13   13.2  21.9       1.8    9.5   1.9   5.7   1   1   6   7   7   7   0 -
g16788.t1            -          PF12799_full         -               0.18   12.7   7.2      0.45   11.4   0.1   3.8   3   2   0   4   4   3   0 -
g22440.t1            -          PF12799_full         -               0.26   12.1   0.0      0.89   10.5   0.0   1.7   1   1   1   2   2   1   0 -
g16717.t1            -          PF12799_full         -                0.3   12.0  20.5        14    6.6   1.2   5.3   2   2   0   3   3   3   0 -
g1643.t1             -          PF12799_full         -               0.32   11.9  10.7       1.5    9.7   0.2   4.4   2   1   1   4   4   3   0 -
g6233.t1             -          PF12799_full         -               0.35   11.8   0.0      0.73   10.7   0.0   1.5   1   0   0   1   1   1   0 -
g44482.t1            -          PF12799_full         -               0.43   11.5  11.3      0.51   11.2   6.8   2.7   2   2   0   2   2   2   0 -
g173.t1              -          PF12799_full         -               0.45   11.4  30.3         3    8.8   7.7   5.5   1   1   3   5   5   5   0 -
g2642.t1             -          PF12799_full         -               0.64   10.9   9.7       5.4    7.9   0.1   4.5   3   1   1   4   4   3   0 -
g32231.t2            -          PF12799_full         -               0.67   10.8   8.5         1   10.3   5.1   2.4   1   1   1   2   2   2   0 -
g6023.t1             -          PF12799_full         -               0.83   10.6  10.3      0.86   10.5   0.8   3.2   1   1   2   3   3   3   0 -
g29595.t1            -          PF12799_full         -               0.83   10.6  15.4         1   10.2   0.4   3.1   2   1   1   3   3   2   0 -
g32842.t1            -          PF12799_full         -               0.93   10.4  15.7       3.7    8.5   4.4   3.8   2   1   1   3   3   2   0 -
g1765.t1             -          PF12799_full         -                1.9    9.4  22.9        16    6.5   0.8   6.3   1   1   5   6   6   6   0 -
g17321.t1            -          PF12799_full         -                  4    8.4  26.0      0.67   10.9   2.5   5.6   2   1   4   6   6   4   0 -
g27469.t1            -          PF12799_full         -                4.5    8.2  11.6       2.6    9.0   0.0   4.9   3   3   1   5   5   3   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF12799_full_profile.hmm
# Target file:     ../input/braker_aa_files/m_capitata_soft_mask_braker.pep
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_soft_masked/m_capitata_soft_mask_braker_PF12799_full_profile_hmmer_braker3_results.txt ../output/PF12799_full_profile.hmm ../input/braker_aa_files/m_capitata_soft_mask_braker.pep 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Thu Oct 17 19:46:28 2024
# [ok]
